KO	output
K00001	1295.445285445
K00003	3182.0838000982
K00004	1251.7231305145
K00005	2586.2404606223
K00008	1168.258263711
K00009	364.9960663002
K00010	488.5134636281
K00012	5014.9559101886
K00013	4754.5300996728
K00014	6946.8120888835
K00015	1383.5952877629
K00016	2328.4397178015
K00018	846.9190149557
K00019	3252.129580183
K00020	9897.8715756331
K00023	868.413566422
K00024	5231.3903901802
K00027	2577.3708835781
K00029	5142.1379873084
K00030	1220.3458036564
K00031	4744.2056951186
K00033	953.1968489194
K00034	1311.0450015287
K00036	1001.3204063134
K00038	719.41383461
K00040	1985.0119341669
K00041	1217.7174303011
K00042	1467.65031803
K00043	135.2143354939
K00046	2992.2215783023
K00048	62.9207138908
K00052	6467.8711892051
K00053	6022.1590299828
K00054	1372.0054365885
K00055	1510.1527558757
K00057	5922.1517258133
K00058	11375.6377101811
K00059	21469.4767686168
K00060	898.9111760292
K00065	399.8994610092
K00067	6908.5193975455
K00068	459.1871045689
K00073	212.2394857644
K00074	9832.5192266339
K00075	6672.3334765976
K00077	8180.3903528362
K00086	195.9069653507
K00087	211.4482319791
K00088	5850.4209714265
K00090	228.6982110781
K00091	46.0872909177
K00096	505.5290663933
K00097	3575.1743287092
K00098	1329.0658913629
K00099	5673.5344941488
K00100	737.5662591815
K00101	6808.0911192962
K00102	31.1390808359
K00104	4592.8267694425
K00108	3259.401531846
K00111	2759.8686355985
K00112	35.2096199692
K00113	15.9626955783
K00116	35.9662737995
K00117	1954.549651498
K00121	215.8418676134
K00122	1714.3681329017
K00123	4384.0651213506
K00124	2160.9457361691
K00126	2283.0515801669
K00127	6683.1107267268
K00128	3273.1878929029
K00130	751.8616076552
K00131	559.4527835158
K00132	899.4939329483
K00133	6148.2152634533
K00134	6104.4818165642
K00135	10860.6279429345
K00138	56.0916877398
K00140	3461.6716497217
K00141	1290.7137542143
K00145	7916.5731998099
K00146	42.0205562509
K00147	6657.845900465
K00151	101.875398975
K00156	1829.2488396091
K00161	180.1900823175
K00162	177.9125709785
K00163	3871.0305892219
K00164	121.9919298352
K00166	1275.5771027124
K00167	1304.9031179407
K00169	840.4374364866
K00170	1437.4052105088
K00171	239.8747008914
K00172	1466.9138523232
K00174	2468.1097788843
K00175	2350.684549509
K00176	2137.5179766238
K00177	2058.7851067897
K00179	1941.3617518171
K00180	2483.8656498935
K00194	755.4732816752
K00196	1575.5933514775
K00197	761.8825903909
K00198	4126.5760675641
K00208	4893.5163466584
K00209	320.3093258069
K00210	190.7843369971
K00215	6634.1037720595
K00219	99.2868304054
K00226	333.9575422821
K00228	4436.4264378493
K00230	1075.7422448284
K00239	171.6639805277
K00240	4676.723233247
K00241	2510.6526458203
K00242	2300.244310108
K00243	1703.9496036268
K00244	2127.2625776845
K00245	1536.2719954037
K00246	1539.8921313129
K00247	1753.5633102477
K00248	1166.4193417875
K00249	7299.8203400833
K00252	149.7581933349
K00253	3596.2835594492
K00254	4184.7772355323
K00259	340.9927196235
K00260	665.530735591
K00261	2115.5255817432
K00262	4642.8680612758
K00263	24.2147845994
K00265	1997.697594301
K00266	4742.32204299
K00274	2218.8754360553
K00275	5021.5485700256
K00276	2.7299536519
K00278	2699.6450570807
K00281	5131.7751959698
K00282	854.0468033266
K00283	708.8611144003
K00285	11532.6977920416
K00286	4859.4263024563
K00287	5514.5392682098
K00290	444.8133691377
K00294	1826.5256690008
K00297	3822.9066560111
K00298	114.7846152049
K00299	2207.7261663299
K00302	1911.5613769211
K00303	2120.9294093594
K00305	1061.4887910417
K00311	92.5755955646
K00313	24.152963993
K00318	96.2303957243
K00322	15.721036602
K00324	10659.3790927469
K00325	2166.1937188072
K00329	3781.7285139211
K00330	5971.1209225276
K00331	4750.1634499612
K00332	4641.2811159522
K00333	4415.646682517
K00334	6093.3874130305
K00335	6213.3278804876
K00336	5528.0691284874
K00337	5330.7282847709
K00338	5239.8192259578
K00339	4301.034002052
K00340	4890.3067435966
K00341	313.2277468522
K00342	390.122563889
K00343	4245.1824624182
K00344	10306.5913431929
K00346	311.6043657917
K00347	650.281849712
K00348	448.2475639196
K00349	181.3958266282
K00350	1008.5586954393
K00351	490.6279773859
K00354	253.2183871047
K00355	1653.2165754781
K00356	3781.7285139211
K00362	2597.9683589509
K00363	2230.4318692922
K00364	66.4505200247
K00366	520.8932854686
K00370	2571.9091538649
K00371	1349.4742296622
K00372	1547.201983088
K00373	2781.1229649333
K00374	2938.3471015107
K00375	11310.4110127349
K00376	1275.1164182989
K00380	3425.0552256384
K00381	3369.6053051815
K00382	9608.1392197393
K00383	5298.8156703942
K00384	5969.454213911
K00385	1203.4595432435
K00389	272.5241495339
K00390	4498.7349711674
K00392	633.2765298925
K00394	900.0405851391
K00395	946.1371785444
K00404	743.1645667888
K00405	2883.2744097384
K00406	2102.1084274214
K00407	4563.8359193022
K00411	38.1261772259
K00412	4166.5586521101
K00413	1981.7822537407
K00424	8434.2474821452
K00425	7103.7095163542
K00426	5379.2911186957
K00427	39.2427521749
K00428	1479.7490410575
K00432	5110.6744817424
K00433	291.762571264
K00448	2172.1893285083
K00449	1249.2911582072
K00450	2777.8290256864
K00451	4098.2782947189
K00453	4161.8544917328
K00455	204.0595157101
K00457	3758.7281202054
K00459	7398.8108246692
K00477	2206.9686654168
K00480	1098.7377106154
K00507	741.2359065508
K00523	5961.5225630224
K00525	1980.1795143585
K00526	4652.6694660947
K00528	7234.2990796997
K00529	2200.3286160983
K00532	451.0723401542
K00533	81.4131351015
K00537	11991.2287047109
K00547	414.1023117612
K00548	7137.6494563634
K00549	4403.37005766
K00554	6495.2324311363
K00557	34.5683497184
K00558	8999.9828952067
K00560	5553.8836827677
K00561	136.086767472
K00563	381.3337753746
K00564	102.6153639746
K00566	8348.5474764559
K00567	10275.230066361
K00568	4575.196527798
K00569	4256.4929975958
K00571	1639.2439488948
K00573	7942.5397959998
K00574	2194.0294119311
K00575	5934.5955890232
K00584	481.1033759373
K00595	109.3988540593
K00598	785.7635666237
K00600	7459.3629813851
K00602	7335.8700321996
K00603	1393.7334019717
K00604	6759.2656185078
K00605	5808.2172782051
K00606	5734.5999311957
K00609	5452.6248066716
K00610	2457.2666306998
K00611	6080.3489302922
K00612	119.1284880386
K00615	6392.583340727
K00616	6785.3158395047
K00619	96.1885539777
K00620	4784.0796771701
K00625	3692.7413337244
K00626	16954.3614464002
K00627	4319.6272106377
K00631	21.0998361954
K00632	6404.8050431779
K00633	194.9144342615
K00634	1590.0540865648
K00638	45.2695652291
K00639	705.7587547139
K00640	3836.1416601822
K00641	3436.283132649
K00643	1399.8140997825
K00645	5550.6756239918
K00647	1408.3037991789
K00648	9800.0508756585
K00651	2554.6513749638
K00652	4717.7477406103
K00655	8043.6114642177
K00656	3614.6978820302
K00657	1770.9576901924
K00658	140.4921679225
K00661	3384.2781632893
K00662	211.586666999
K00666	4253.2463413286
K00673	12.0785215751
K00674	5623.6158907368
K00675	33.525752672
K00677	4547.9073078643
K00681	9582.3721184456
K00684	3379.6395942335
K00686	417.0783163211
K00688	1641.2250331348
K00690	222.8373905741
K00691	113.5012895067
K00692	837.6381722647
K00694	696.870490496
K00697	1370.2226485826
K00700	4674.8891428044
K00702	153.7299097338
K00703	3016.8320074748
K00705	3268.8795556196
K00721	551.8374769501
K00728	29.7774773144
K00737	61.3207285119
K00748	4068.205691211
K00752	263.2668865857
K00756	1172.4331689254
K00757	571.4757014066
K00758	704.9631865618
K00759	6968.6875590091
K00760	3472.6740232907
K00761	6849.6916499535
K00762	6684.5884293806
K00763	5564.1197101237
K00764	2087.0506792769
K00765	6788.3080824638
K00766	6427.0124986399
K00767	3500.8194595142
K00768	1683.5087297367
K00773	5688.7718729453
K00782	705.025557721
K00783	7389.6931542899
K00784	2357.0897521028
K00788	7894.5526350378
K00789	7100.2437534795
K00790	9236.2687251015
K00791	7618.8357250442
K00793	5777.0359352542
K00794	7147.2914875289
K00795	795.8764118873
K00796	6028.8714829502
K00797	2858.1671324387
K00798	3247.0846305941
K00799	26045.6990372513
K00800	6666.904787624
K00803	166.2142024134
K00805	1171.8221846035
K00806	8475.9669110526
K00812	8338.9466422775
K00813	12.0762272301
K00817	13020.497528367
K00819	1267.7161302885
K00820	5466.0037206618
K00821	9766.4484393099
K00822	2961.1982863391
K00823	3425.5991812208
K00824	1989.6116842792
K00826	6618.9853205031
K00830	2361.7898787824
K00831	5817.3209009902
K00832	4401.9810948904
K00833	3337.9749137884
K00836	2326.1182366273
K00841	66.5237558872
K00845	2939.6731169744
K00847	1294.0144807236
K00848	1562.6746509156
K00849	783.2838019865
K00850	4043.5904613462
K00851	72.0435633415
K00852	1280.6751065503
K00853	400.1604031558
K00854	3607.4951203052
K00855	5.6450536393
K00856	1260.0476302546
K00857	2399.892466667
K00858	6601.3744997812
K00859	6487.5760538265
K00860	1686.7248694062
K00863	412.2529389459
K00864	5430.0637687227
K00865	4950.3463296123
K00867	135.3414274128
K00868	3808.688601662
K00872	1308.2857447569
K00873	6400.4426845747
K00874	4925.2708117222
K00876	2916.5582197604
K00878	1784.27649987
K00879	21.6195212733
K00880	201.3899172729
K00882	1425.2491269393
K00883	40.2320955623
K00884	21.4482615133
K00885	50.3275492181
K00891	6448.0356975205
K00892	17.8030479606
K00895	101.3665203916
K00899	573.5263873168
K00901	2299.7227299144
K00906	3436.1890242719
K00912	4519.0123264995
K00917	103.4959079162
K00919	6884.7183214502
K00925	5090.9893520133
K00926	648.8088590909
K00927	6821.1549863056
K00928	4005.2584321145
K00929	3522.3614115
K00930	6763.6638166495
K00931	6302.5156118773
K00932	21.2698323453
K00936	816.7222731114
K00937	3599.917479884
K00939	6902.2579813089
K00940	5967.997094164
K00941	4179.1395385216
K00942	6640.0655011929
K00943	4674.5487078927
K00945	6388.3603689512
K00946	4415.1689428815
K00948	7817.7683541351
K00949	1910.0289143565
K00950	6108.8631186961
K00951	2792.1209373126
K00954	6822.4974105269
K00955	756.416364901
K00956	4030.4219211158
K00957	3227.9741526454
K00962	6537.0044234429
K00963	5330.3890278459
K00965	756.1840715941
K00969	6605.2741816148
K00970	3168.6028511104
K00971	2340.7964323828
K00972	92.6498654752
K00973	2102.3623556385
K00974	5329.1327741046
K00975	2945.7907778515
K00978	1069.4984066523
K00979	5088.1321943526
K00980	72.7199299822
K00981	6542.1090705899
K00982	4166.7011028493
K00984	858.6038246531
K00986	4051.664288808
K00989	5383.7412038801
K00990	4118.0955424588
K00991	6892.1000178936
K00992	2166.4626521799
K00995	7025.6726820561
K00997	6035.9075309856
K00998	18.6744408709
K01000	6379.8673530935
K01002	16.4789056426
K01003	30.8856631021
K01006	1795.9551335646
K01007	195.2291701252
K01008	3306.526964051
K01011	4857.6577505256
K01012	7397.5605312286
K01026	804.2945963579
K01028	2979.9481989536
K01029	8564.8391825892
K01031	5208.023513847
K01032	5238.6791732248
K01034	1558.5518496325
K01035	1337.2960268543
K01039	2636.0198992239
K01040	2634.1871115296
K01042	1587.0183105667
K01046	620.3924709977
K01048	179.1683442103
K01051	632.3076069799
K01053	3653.2746676564
K01055	5561.6722444894
K01056	7071.351605786
K01057	620.1852793667
K01058	99.423231716
K01061	5701.4675213879
K01066	1197.1615627361
K01069	6342.3442511902
K01070	2142.3258321859
K01071	54.7340914648
K01075	692.7169607896
K01077	725.7358481875
K01079	5093.1308566771
K01081	4391.5947288381
K01082	180.811625226
K01085	10.7489464426
K01087	1337.6887732616
K01089	905.1895195746
K01091	8577.0141876254
K01092	10086.7262746428
K01093	30.529108849
K01095	2642.6683896481
K01096	22.1352082666
K01104	6994.4886972747
K01114	1331.6326422466
K01118	3362.9332344676
K01119	1258.6447209544
K01126	7114.5445365993
K01129	6052.5124661323
K01130	1275.5886536058
K01138	50.3276156483
K01139	4122.6134091999
K01141	19.1896514222
K01142	4478.4931304023
K01144	29.1404779379
K01146	23.9663157752
K01147	4103.1919034509
K01150	6.817406462
K01151	2199.5605844364
K01153	1492.4835498053
K01154	4190.935825644
K01155	161.8205052496
K01156	3899.2242495205
K01159	5952.4548803276
K01163	1550.5652400757
K01169	18.8374018096
K01173	2457.5927036917
K01174	434.5446674066
K01175	2.1939196015
K01176	731.3651920915
K01179	2015.7235212118
K01181	678.9968637214
K01182	1033.2680507448
K01183	538.1703031754
K01185	1698.4859247276
K01186	991.9107856031
K01187	3090.8912875824
K01190	4219.0637710005
K01191	594.4718181797
K01192	637.8382064743
K01193	1061.6512239589
K01194	19.0899860387
K01195	104.2947272338
K01197	461.8144242562
K01198	657.4843827437
K01200	1220.1515849227
K01201	232.4958585275
K01202	93.2740671741
K01205	87.8807277958
K01206	2131.5829077715
K01207	5108.2992756215
K01208	132.8625203192
K01209	998.4259406999
K01212	463.5767046834
K01214	2075.6513231106
K01215	8.5921307959
K01218	1265.8531403394
K01220	112.1333306358
K01222	379.1291073308
K01223	1603.8799213822
K01224	455.078394166
K01226	344.1513097689
K01232	1110.7697875137
