KO	output
K00001	816.0493918633
K00002	34.7387684749
K00003	7587.0595100093
K00004	3468.6940889028
K00005	2790.4383273813
K00007	12.599625705
K00008	4589.6488296381
K00009	250.9300928528
K00010	1334.8950394374
K00012	1756.235162084
K00013	4783.1616495053
K00014	6676.367472366
K00015	1691.9740843294
K00016	5452.3327908676
K00018	3466.5847883033
K00020	231.5130874927
K00023	11.3381574418
K00024	308.8415752512
K00027	8148.5556997076
K00029	408.6055916229
K00030	3257.7396068613
K00031	2859.5398758757
K00033	2279.3965608244
K00034	80.1930494761
K00036	1767.3903048816
K00040	1742.8064240388
K00041	1210.3676250907
K00042	660.805659774
K00046	3247.3856432223
K00048	315.9078249828
K00052	4479.2978519473
K00053	5162.6699887183
K00054	30.3784305829
K00055	1272.0654878546
K00057	5040.7646313269
K00058	6971.3844606703
K00059	12224.620362874
K00060	37.5847537712
K00065	525.2236256506
K00066	27.8048585672
K00067	3942.6271708436
K00068	891.3785142958
K00073	930.6905113417
K00074	7370.1313813347
K00075	6933.9042010655
K00076	27.907372156
K00077	7011.227879383
K00086	84.9062211078
K00087	1179.444119079
K00088	5845.7870524531
K00090	143.323995446
K00091	161.2614178908
K00096	2629.0639370661
K00097	466.1992564476
K00098	18.6930247106
K00099	5157.6202476906
K00100	1543.6400608465
K00101	61.792323138
K00102	274.8537155073
K00104	8120.3509901743
K00108	117.0077076826
K00111	5458.4855479854
K00112	281.5565148996
K00113	53.9639296127
K00114	14.3024193623
K00116	56.4879731456
K00117	11.1992789367
K00121	201.4559645126
K00123	2828.8578388325
K00124	850.9914980417
K00125	131.0711605809
K00126	29.5360147081
K00127	118.9871311295
K00128	995.8201772744
K00130	72.0060165153
K00131	1408.6141076485
K00132	2745.2287942692
K00133	6759.038398252
K00134	6478.463051479
K00135	36.1697099877
K00137	10.079021064
K00138	8.5043316013
K00140	55.2675477466
K00145	5637.6147551174
K00147	5147.3927752747
K00148	7.5020545344
K00151	20.0798401662
K00154	24.5687426949
K00156	70.7619304582
K00158	89.6869033157
K00161	7.1146347072
K00162	20.7303571362
K00163	90.1447885162
K00164	65.874861746
K00166	31.6464795455
K00167	29.9584459531
K00169	4177.8775500204
K00170	5210.5741679193
K00171	1491.8948806763
K00172	5574.0841516766
K00174	9953.800700727
K00175	8474.17220889591
K00176	8286.1566042205
K00177	7673.6008968725
K00179	3384.1041800791
K00180	3182.0441127942
K00183	31.9578268832
K00184	964.3441868474
K00185	893.544452152
K00194	2575.1906484174
K00196	4543.2010068952
K00197	2485.3153977852
K00198	13090.5053096777
K00208	471.8447176154
K00209	795.9415267554
K00210	95.4023546465
K00215	9633.8081008787
K00219	53.4021725701
K00226	106.0463512109
K00228	67.7411309605
K00230	1980.5559079144
K00239	178.5906617836
K00240	1262.8507733069
K00241	213.673719929
K00242	84.8384886234
K00243	4614.2999635989
K00244	7915.2325016099
K00245	292.0193689699
K00246	313.696281287
K00247	72.7045277405
K00248	4649.1900914021
K00249	42.5594756687
K00252	9.4814627705
K00254	45.0338394183
K00259	553.8999065518
K00260	2007.2654235146
K00261	128.7327685233
K00262	6104.2292198604
K00263	85.8325626787
K00265	5657.7226568382
K00266	12168.2899397046
K00274	2857.3963031344
K00275	245.5875092346
K00278	5882.5230465188
K00281	271.6309639999
K00282	2722.5718397391
K00283	2660.781640279
K00285	103.534086621
K00286	5931.7898190684
K00287	2212.7352049493
K00290	2178.586108279
K00294	66.1106899075
K00297	4471.7219441844
K00298	472.9556327602
K00299	36.6027846109
K00302	55.6528634877
K00303	462.8356510688
K00311	28.0873050294
K00313	410.8254482866
K00322	71.1463396423
K00324	10.2040816327
K00325	37.9029321809
K00330	606.9804669321
K00331	473.1388794979
K00332	236.8654421277
K00333	238.2025311503
K00334	5500.6607894706
K00335	8356.4745914431
K00336	5950.3835787429
K00337	781.1595129988
K00338	457.1353444437
K00339	394.3529186495
K00340	293.1321176526
K00341	201.7781171041
K00342	211.8413948396
K00343	358.8126369272
K00344	299.0856263369
K00346	168.8786103312
K00347	117.1062374141
K00348	232.7845981008
K00349	38.1459279258
K00350	259.0769326331
K00351	123.9065436689
K00354	140.1666504999
K00355	109.1320302586
K00362	1633.9572073366
K00363	53.1913515758
K00364	117.4236718759
K00366	1327.1680113402
K00370	9.8720850366
K00371	25.8356396898
K00372	1293.7977115814
K00373	18.7282369185
K00374	283.326364538
K00375	5854.6307314818
K00376	108.8057335723
K00380	45.0727031906
K00381	62.5294210022
K00382	6564.8196630687
K00383	128.2396116775
K00384	10476.8442337589
K00385	3320.0066735102
K00389	444.9865770051
K00390	1977.2079124923
K00392	1568.0930804318
K00394	2240.9157618709
K00395	2393.1146393245
K00411	9.5744897336
K00412	9.2009638439
K00413	31.8180603018
K00425	537.6266918264
K00426	542.2686619845
K00427	36.5000989297
K00428	100.4650619127
K00432	3023.6262817193
K00433	947.739452552
K00437	298.3368121666
K00441	47.6047547285
K00442	50.5264162704
K00448	8.4867404023
K00451	28.5448932892
K00453	40.4555939245
K00457	24.1644008043
K00459	60.3172429463
K00471	9.778353618
K00476	17.9016939472
K00477	20.8369654167
K00483	25.7031558206
K00484	24.5500494916
K00496	33.991544414
K00500	25.4809083937
K00507	19.6785159467
K00523	28.2087883288
K00525	3367.0338126779
K00526	1363.8529578945
K00528	7018.3312824735
K00529	7.5223435292
K00531	9.2165898618
K00532	893.7887969649
K00533	461.2529300496
K00534	474.079195202
K00537	2254.5190409696
K00547	1342.004445467
K00548	10208.0504141537
K00549	539.1588571228
K00554	5586.8453803786
K00556	416.8805144016
K00557	90.9495756362
K00558	3925.0511747042
K00560	2023.3726689003
K00561	50.3448579729
K00563	264.9352493161
K00564	79.8725822244
K00566	8880.8777274416
K00567	4892.6595893614
K00568	106.5057333914
K00569	16.8700265602
K00571	2801.8863477491
K00573	523.4864213119
K00574	2432.2835821833
K00575	13595.9779870033
K00584	1600.1934074666
K00595	828.7858788239
K00598	42.4933709759
K00600	8386.6941818067
K00602	8103.3747785356
K00603	4116.988822176
K00604	5436.0767505217
K00605	4722.9549439975
K00606	2082.8961783599
K00609	5589.3268677179
K00610	4536.5884076021
K00611	6400.5729305479
K00612	54.7804937375
K00613	21.4505660321
K00615	16232.01424587
K00616	5652.8807421944
K00619	353.0509781146
K00620	3116.1862531779
K00625	3678.9773593606
K00626	7920.6141550345
K00627	3768.5738471291
K00631	37.750859862
K00632	535.2528593224
K00633	597.7524712456
K00634	5494.4664533483
K00638	415.5928685861
K00639	1603.4000034105
K00640	5308.6493315206
K00641	23.6934581302
K00645	6137.3211223954
K00646	6.2210233778
K00647	214.1404100016
K00648	7305.3587963457
K00651	4579.5371857781
K00652	2082.7686813897
K00655	9543.40055714929
K00656	10585.1372520866
K00657	2230.9342563687
K00658	32.8355040887
K00661	7778.7721277007
K00662	92.0988623546
K00666	943.495511687
K00673	43.6397824491
K00674	4312.8815360184
K00675	621.6691772296
K00677	491.6553433222
K00681	976.3961483267
K00684	1243.0698073758
K00686	1317.9433404685
K00688	7359.6060517464
K00690	87.731768153
K00691	47.4814705297
K00692	261.9555676589
K00694	30.0809699266
K00697	59.0593003365
K00700	4424.1779370667
K00702	206.5650154562
K00703	6138.741298841
K00705	4486.2267880512
K00712	17.7829245944
K00720	21.859686113
K00721	928.5342680833
K00728	127.3442278638
K00737	15.7040835795
K00748	544.626755741
K00752	823.7516624096
K00754	142.117612658
K00756	2563.3351468406
K00757	1382.0328036007
K00758	52.0086857645
K00759	5283.087011119
K00760	8129.2503326759
K00761	8203.1243493937
K00762	5747.7858813055
K00763	4427.16844285
K00764	6415.3777656902
K00765	4258.7649578472
K00766	3609.5841794842
K00767	6034.0250621298
K00768	4913.792398329
K00769	297.9274831208
K00772	145.6181252104
K00773	4861.0880045103
K00782	752.5354736543
K00783	7436.7323828148
K00784	5878.892071747
K00786	83.5270377484
K00788	9123.2082255519
K00789	6830.2042641195
K00790	11732.2405064307
K00791	7273.413613939
K00793	4673.9950378315
K00794	5978.9959763923
K00795	17.9963571856
K00796	4184.4960179092
K00797	4572.8208777725
K00798	1682.6240053988
K00799	147.4034845496
K00800	5752.1674056023
K00803	88.35673716
K00805	4238.0171694126
K00806	10379.1357991585
K00812	7594.7870498242
K00813	32.9828709325
K00817	7184.5067950364
K00819	82.5679878367
K00820	4439.1263754482
K00821	6080.6071542226
K00822	43.2593102464
K00823	56.0734872565
K00824	86.7304443341
K00826	8355.0963779183
K00830	206.6052318617
K00831	3384.4030471881
K00832	104.7771688574
K00833	2362.3265952841
K00835	23.9272630061
K00836	75.6497470386
K00840	83.526948187
K00841	49.0879967446
K00844	108.4136470946
K00845	4130.0081780721
K00847	2507.7059768804
K00848	1232.0928443804
K00849	1234.8847098027
K00850	6308.6291377129
K00851	311.1350438668
K00852	4810.8413912942
K00853	1438.9608120602
K00854	6767.4534703182
K00855	44.4043878128
K00856	362.4775432996
K00857	4890.5528719899
K00858	6843.8581446441
K00859	4313.3384029634
K00860	2487.7294545459
K00863	881.9980654734
K00864	6278.7806766871
K00865	1197.724223184
K00867	49.397033273
K00868	728.9769564543
K00869	19.1254887663
K00872	3802.6851466353
K00873	6295.350974196
K00874	5287.5334261045
K00876	7356.1829547087
K00878	4321.7561807333
K00879	447.6589892414
K00880	924.5174130098
K00881	14.9950890694
K00882	5517.8166940435
K00884	22.2319836057
K00885	46.5972364044
K00887	23.9069206915
K00891	8015.4283202069
K00892	23.7731328296
K00899	1490.7416715424
K00901	3630.6553515228
K00906	65.0154962072
K00912	580.1095490057
K00917	621.3290511063
K00918	20.5336621002
K00919	5560.6180977468
K00925	7303.2788323897
K00926	3887.2217810004
K00927	7835.1945424573
K00928	10538.1565823413
K00929	9817.2281212105
K00930	5533.3166380301
K00931	7609.2356289506
K00932	25.7928882831
K00936	2381.3238734939
K00937	4252.3347190869
K00938	13.7736014541
K00939	5635.8212125395
K00940	2309.2882425382
K00941	6986.5416817846
K00942	5896.16373834
K00943	3309.9001854433
K00945	6202.8105592494
K00946	422.3864020576
K00947	5.5710306407
K00948	6359.3856422474
K00949	4670.8614468755
K00950	2957.5804165474
K00951	4503.9343769691
K00954	6785.4120253916
K00955	3077.9567350742
K00956	724.9244791842
K00957	2318.2749367455
K00958	346.9308418607
K00962	7892.063049267
K00963	5457.9799385028
K00965	1106.1231083958
K00966	8.6619795097
K00969	5563.9433250491
K00970	2996.3459774654
K00971	3801.4709334496
K00972	9.9246838546
K00973	4289.6735033112
K00974	4088.7655706409
K00975	11093.73382055
K00978	3076.4883555452
K00979	733.9234360086
K00980	449.3164919429
K00981	4684.4305170666
K00982	38.9191780934
K00983	59.7462451063
K00986	102.7732414717
K00989	4227.1468614397
K00990	294.7114584506
K00991	7823.6003424814
K00992	26.1239012307
K00995	9395.1276454858
K00996	12.2266986978
K00997	5751.858408704
K00998	25.2017657407
K01000	6799.8519560478
K01002	34.8625696007
K01003	13.4576288642
K01006	6994.6996548282
K01007	1804.1436576453
K01008	4503.7119226856
K01011	2231.9277208024
K01012	12115.9850011717
K01023	11.3914585157
K01026	2389.1151175604
K01028	36.0263721886
K01034	5407.5646891885
K01035	4393.8675061076
K01039	1570.068812934
K01040	1603.0200911151
K01042	3882.6191662079
K01046	2420.0011596565
K01048	806.4582081782
K01051	512.0092144896
K01055	11.9345863403
K01056	5990.866020738
K01057	437.9468370902
K01058	24.2647669024
K01060	11.9317788957
K01061	34.8509958814
K01066	4074.5170992135
K01069	6168.1366524063
K01070	26.5829398785
K01071	888.17101427
K01077	441.6120083956
K01079	58.4210614083
K01081	1850.072609769
K01082	242.8484224222
K01085	2.0807792313
K01087	70.3430347403
K01089	255.6514538086
K01090	10.0561807593
K01091	5599.1640576419
K01092	551.8147079813
K01093	27.8083405628
K01095	379.3871249756
K01096	4.6898159534
K01101	7.7178964475
K01104	4647.9658489869
K01114	1496.8246705415
K01118	3944.8745304061
K01119	1989.2212261085
K01126	6745.0065607783
K01129	8113.4772423142
K01130	145.5319079789
K01138	1.2360459689
K01139	74.1177044515
K01141	50.5592040972
K01142	6393.1362743061
K01144	21.9047505954
K01146	36.3847003727
K01147	313.9098246015
K01150	95.4526632313
K01151	4133.9516738577
K01153	4795.4178207982
K01154	10712.5423020427
K01155	216.1476994484
K01156	2349.9539764718
K01159	2319.703676524
K01160	17.9307592303
K01163	3611.785445974
K01167	19.3678855592
K01173	193.644832851
K01174	1138.614215012
K01175	22.887891794
K01176	873.6347649247
K01178	12.2755526395
K01179	2030.9688164921
K01181	1428.4742143951
K01182	1605.6220909959
K01183	1458.0262280769
K01185	289.2682115691
K01186	894.1476924011
K01187	882.578926645
K01190	1536.7529351497
K01191	628.8664945872
K01192	257.3195354382
K01193	1613.6599547337
K01194	57.287240432
K01195	1686.5250227899
K01197	1341.5865737021
K01198	564.6052472181
K01200	1472.8562396435
K01202	85.3363712237
K01205	100.584176764
K01206	953.6365876751
K01207	2072.1636259155
K01208	440.9661029539
K01209	780.859520815
K01212	157.1413185146
K01214	1295.7426272595
K01215	37.7780814261
K01218	769.8193770705
K01220	42.3873297436
K01222	1956.5702561825
K01223	3888.3715244122
K01224	3701.8060675287
K01226	1790.7742504453
K01227	11.6695183984
K01232	1346.0781780877
K01233	16.4079760025
K01235	145.6459259301
K01236	156.214188747
K01239	931.9247570974
K01241	15.7857022784
K01243	6460.6466309331
K01246	1547.5989996085
K01247	227.053176581
K01250	898.6169430305
K01251	818.0397791944
K01252	17.7998987207
K01255	1909.7856372983
K01256	37.8535136704
K01258	8718.0904950899
K01259	1288.4604691323
K01261	12.7499590515
K01262	4765.6582577951
K01265	8080.3770609112
K01266	28.9504441839
K01267	2620.3068457779
K01270	2272.0612103824
K01271	2416.3836681442
K01273	2437.5825678434
K01277	81.2214666284
K01278	366.6920297754
K01281	25.236841744
K01284	172.1676641532
K01286	2310.5202242729
K01295	883.3899490983
K01297	3893.5709820735
K01299	147.5917972668
K01304	1385.8146816586
K01305	1511.3665832573
K01308	1397.6070165738
K01322	16.2196636676
K01337	28.4464882099
K01338	9388.9475709192
K01341	56.9612418466
K01354	12.8761949991
K01356	6813.9512067803
K01358	6414.9614979429
K01372	51.0106013877
K01387	1364.3321565977
K01399	26.1998087094
K01400	2365.9582070167
K01406	27.4189989503
K01409	6883.7246965329
K01414	44.815890006
K01419	2072.9327327945
K01420	241.4136861036
K01421	4240.2875447858
K01423	34.3782487156
K01424	3456.6567275095
K01425	1619.3747201307
K01426	96.9028905905
K01428	393.3968634842
K01429	30.7973212666
K01430	413.1650687596
K01433	339.3881693966
K01434	12.5474015426
K01436	280.6101291231
K01438	1753.9313625653
K01439	4080.6569761358
K01442	2922.2719462425
K01443	4657.1606773986
K01447	425.5328620912
K01448	19677.45665164
K01449	10338.4836934943
K01451	14.0411335223
K01455	208.8260104964
K01458	16.0787295551
K01460	5.5497318751
K01462	13387.0782558299
K01463	94.2937161561
K01464	2657.4310108157
K01465	6314.4188138746
K01466	61.6551426104
K01468	2586.7643850507
K01470	205.2211598163
K01473	97.3211310311
K01474	86.9451907024
K01476	1218.1332526827
K01477	50.9742102919
K01478	3294.4703064049
K01479	889.8944122806
K01480	2868.5250366195
K01482	882.0784090973
K01483	71.5244209443
K01484	50.0752277212
K01485	16.4562739979
K01486	4276.4585211605
K01487	1070.8382448194
K01488	2147.3921371909
K01489	6282.9677799136
K01491	5301.747680576
K01493	5111.5630608531
K01494	2488.7804500492
K01495	4494.8106605429
K01496	2566.3482115753
K01497	72.8160275938
K01501	6.0210460022
K01505	17.8504008212
K01507	337.5725068725
K01512	2410.6854227687
K01515	6785.7800818655
K01520	4091.2877102134
K01521	73.2277476571
K01523	1368.2216681382
K01524	8948.5192039231
K01525	1715.2361659844
K01531	797.1458474316
K01533	636.2116900351
K01534	5067.7810473633
K01537	11613.1261545856
K01545	443.6868686869
K01546	1459.0656145318
K01547	1344.7480873869
K01548	1425.6293488257
K01551	7836.9365399563
K01555	8.4665344436
K01556	24.636991036
K01560	1125.9223973935
K01567	4996.4060699648
K01569	195.8008547652
K01571	2909.5746471385
K01572	3096.9536577128
K01573	62.9496752784
K01574	489.6555504549
K01575	57.2965723231
K01576	73.931108615
K01577	2.4421549466
K01579	3341.7830668371
K01580	604.8996935754
K01581	110.4858451204
K01582	34.632934048
K01583	18.2022477979
K01584	28.8543139816
K01585	4501.3397665419
K01586	10714.6017663289
K01588	5268.3041394708
K01589	1542.452836029
K01590	709.3729263569
K01591	5964.7896935319
K01593	247.6823210896
K01595	710.3252344335
K01596	10.6358533526
K01597	23.1515996232
K01598	22.7935755867
K01599	11157.3578869467
K01607	1549.3845429305
K01608	27.2138351246
K01609	3537.600850186
K01610	1621.0671512435
K01611	6819.9763617851
K01612	36.8807760622
K01613	5340.9843937634
K01619	8128.5125275318
K01620	3873.6224133274
K01621	888.2681957035
K01623	91.8375411294
K01624	9432.9090085238
K01625	4016.8018544904
K01626	605.9978206058
K01627	367.1504747596
K01628	4058.6549686789
K01629	2262.7504494258
K01630	287.4724346184
K01633	2040.390383333
K01635	14.1297396397
K01637	79.0454909144
K01638	311.4272078098
K01639	822.266123083
K01640	99.4716291251
K01643	3068.4318516967
K01644	3059.7063633947
K01646	3487.4000479983
K01647	4488.8557740332
K01649	5651.0507448913
K01652	10338.2643554784
K01653	7706.4373611226
K01654	1195.8655328462
K01657	4754.1302716091
K01658	3487.1932301828
K01659	25.9133312077
K01661	73.6359208172
K01662	7483.7174758075
K01664	1209.5266818905
K01665	3180.2359992063
K01666	1702.1819278166
K01667	1874.0237424225
K01668	33.9315444135
K01669	258.9878296489
K01673	6263.5500952942
K01676	37.6353877045
K01677	4082.642394357
K01678	5690.7698906017
K01679	351.8366675793
K01681	5445.6822855708
K01682	51.277797203
K01684	1665.0419060781
K01685	2034.3099751338
K01686	5722.4755487582
K01687	9185.8040392144
K01689	6607.987247375
K01690	27.7546772102
K01692	28.3365630458
K01693	5178.2200959029
K01695	3738.7364001735
K01696	6347.531490026
K01698	6034.7256744727
K01699	975.7595554198
K01703	3943.1572619833
K01704	5698.9165561051
K01706	3190.439714648
K01708	1648.3990770972
K01709	3009.9321312168
K01710	3830.1331945139
K01711	2122.2168882726
K01712	2461.3432498772
K01713	1515.8027127908
K01714	9034.814939219
K01715	2952.8745900162
K01716	125.3233302318
K01719	98.9113179299
K01720	23.9367849202
K01724	60.4207592657
K01725	924.9024888116
K01727	34.255138348
K01728	47.728692947
K01729	17.2676617993
K01733	7229.2548759115
K01734	6396.6144928562
K01735	5973.6435795996
K01736	6907.6227851802
K01737	4155.1123462724
K01738	11695.9074828989
K01739	2933.0317352033
K01740	5548.5021993439
K01744	3618.5140116046
K01745	5950.816258939
K01749	5130.0172974172
K01750	657.3217930519
K01751	1074.7658147494
K01752	8528.7895898026
K01753	1613.0304681703
K01754	8384.708669628
K01755	5452.3223686888
K01756	6609.4027077294
K01759	7487.4807900982
K01760	3825.2621064355
K01761	2625.6045288618
K01766	40.6509538672
K01768	96.595048872
K01770	6765.6905220161
K01771	90.4663126202
K01772	98.9802277841
K01775	8263.6668003821
K01776	5623.6397817702
K01777	1753.1633345216
K01778	8273.6336048767
K01779	3378.9660333532
K01782	43.6806375899
K01783	5340.3603338353
K01784	7619.2762819584
K01785	4743.0848194137
K01787	125.0551513552
K01788	728.2757015323
K01790	7046.4679257992
K01791	4825.0525748702
K01792	15.6459966284
K01795	23.1548905448
K01800	21.5901459008
K01801	7.8201443249
K01802	232.7696143152
K01803	5834.1509030304
K01804	2199.3158687226
K01805	1838.8834210649
K01807	422.9208575228
K01808	5051.6184448876
K01809	3135.9064874423
K01810	6506.2164009212
K01811	620.2873996743
K01812	3971.6867490035
K01813	1134.0779336449
K01814	4773.9653292088
K01815	1519.9948660268
K01816	405.8114382861
K01817	4731.1950470911
K01818	763.2167782229
K01819	1028.6637395812
K01821	5392.9233002546
K01823	956.5784034097
K01825	44.4280092158
K01834	736.7463229219
K01835	6421.4718720726
K01838	165.3961584266
K01839	4595.708899912
K01840	178.0285607202
K01841	13.6830789309
K01843	2281.911684345
K01844	425.7033193958
K01845	7053.3710842844
K01846	2803.0667621344
