KO	output
K00001	52.4517368757
K00002	67.57413447
K00003	9359.2188391621
K00005	493.6502611015
K00008	68.4840126499
K00009	557.5617204797
K00010	257.5420989104
K00012	2241.2868213239
K00013	6650.8700545828
K00014	12145.6637265376
K00015	265.9677038856
K00016	8148.5042505954
K00018	1226.3554465405
K00019	113.1723382154
K00020	1591.1076000694
K00024	4347.7553925386
K00027	2075.9910607241
K00029	2539.2526974952
K00030	45.3536228322
K00031	4636.347720115
K00033	12861.1478170301
K00034	69.7599403883
K00036	4405.6573589104
K00038	28.9713810542
K00040	129.1005221513
K00041	125.3059499279
K00042	13.9967946235
K00045	123.8081769815
K00046	1348.5449375904
K00052	6606.550408381
K00053	13030.5625119334
K00054	1749.0630936927
K00055	20.0934302625
K00057	14793.5336035483
K00058	3387.3567440051
K00059	8542.6893714686
K00060	125.2190740954
K00064	36.6495593053
K00065	83.2230451253
K00067	3307.8995932278
K00068	159.7791549395
K00074	1257.4667277708
K00075	14483.8146325903
K00076	1462.0158236313
K00077	8501.237789051
K00086	36.3267950559
K00087	27.9009623943
K00088	12477.2528223426
K00090	11.7399869297
K00094	31.6213529461
K00096	20.7835754981
K00097	4669.5627155091
K00098	26.1392320778
K00099	7030.9227653108
K00100	363.6516878295
K00101	4951.1148287509
K00104	939.3639718215
K00105	10337.3969183903
K00108	25.982837841
K00111	2776.2554093559
K00112	2534.399625596
K00113	2767.4545176991
K00116	5344.9067394193
K00117	9.4650917197
K00118	24.0699039578
K00121	2854.3569653848
K00123	2040.1816429373
K00124	2757.8798486812
K00125	31.361772547
K00127	2842.4998104061
K00128	1775.1445432487
K00131	441.9896799831
K00132	33.6424967221
K00133	7908.6831293198
K00134	14316.8036268602
K00135	6711.4896036475
K00138	62.338833948
K00140	201.640059537
K00145	6466.2690678627
K00147	12231.5785288306
K00154	40.5362101386
K00156	88.1380886147
K00158	1226.2698187074
K00161	7271.7635188941
K00162	1575.6331675555
K00163	4628.7898252656
K00164	4744.3462655266
K00169	367.4942517028
K00170	414.7648336701
K00171	478.9753222704
K00172	390.4525720888
K00174	1863.5940703669
K00175	2141.5219354112
K00176	3107.0448900488
K00177	861.9186709009
K00179	186.3235948833
K00180	81.7114878394
K00184	370.6853780963
K00185	473.1295467703
K00194	392.4286764983
K00197	332.00463642
K00198	852.8303332202
K00208	6251.8908407046
K00209	1213.0868528243
K00215	15086.2478033048
K00219	354.2565843989
K00226	6658.9953832134
K00228	334.5809555073
K00230	392.8665648611
K00231	1035.0725070252
K00232	12.6341607511
K00239	4191.544411632
K00240	3415.5763199185
K00241	1861.8744341875
K00242	2806.8418252158
K00243	1898.7073846258
K00244	6160.7899835005
K00245	789.2056622547
K00246	2970.4145662346
K00247	2629.499900128
K00248	62.0651105843
K00252	289.4418049626
K00254	5163.3743761191
K00259	1389.9458661021
K00260	2300.1918325848
K00261	161.7456013642
K00262	5292.7758866823
K00263	106.2872414589
K00265	765.5479718806
K00266	1466.1051028614
K00274	65.8982568928
K00275	4623.1001256142
K00278	2702.6018603933
K00281	2581.6064156634
K00282	1390.2113847605
K00283	1441.5898505575
K00285	1126.3352840864
K00286	12394.3774503509
K00287	11930.5486387077
K00290	1089.5741593139
K00294	313.6298980107
K00297	5535.1610077974
K00298	14.422953582
K00299	36.342933016
K00303	64.4821582597
K00311	16.9839055777
K00313	1589.5714801806
K00316	26.4806484415
K00318	370.4516191788
K00324	2102.3202805616
K00325	2111.0505321188
K00330	6334.7962959832
K00331	5347.0254498164
K00332	3493.243469178
K00333	3724.5098988564
K00334	7021.7100334258
K00335	4032.8577286094
K00336	510.5357339103
K00337	4645.2101433993
K00338	4847.7337051119
K00339	4062.0023029522
K00340	4087.6455817419
K00341	4106.0957271471
K00342	3361.5419687635
K00343	4647.9205222435
K00344	32.1413130395
K00346	4812.0403391041
K00347	4841.8550926177
K00348	5228.2347666912
K00349	4938.9645711628
K00350	5108.5133496249
K00351	3458.0813259422
K00355	44.8126709577
K00364	7543.6140052786
K00368	827.9635818221
K00370	12.3795942646
K00371	11.6311678208
K00372	63.8492687717
K00373	49.4705522534
K00374	13.0817939179
K00375	281.889381583
K00376	460.6525464655
K00380	2360.412433497
K00381	2112.1296127176
K00382	10742.6440489286
K00383	8320.0910048118
K00384	6213.2610059092
K00385	27.3659486044
K00389	70.7683984834
K00390	403.5239456056
K00392	85.4958695862
K00394	23.7016762608
K00395	44.6399435234
K00404	407.7773025092
K00405	2060.9359195615
K00406	4081.6301733549
K00407	2147.8462048117
K00411	4300.329739486
K00412	1383.4837724468
K00413	2723.4681792028
K00425	2848.0449123165
K00426	4024.9246573938
K00428	1678.7427031363
K00432	8544.2372133895
K00441	23.8995754339
K00449	59.8675889612
K00451	276.8838800838
K00452	316.2067183719
K00453	314.8425287753
K00457	301.6568168813
K00459	1224.931218153
K00469	34.8261189536
K00483	12.1652337294
K00484	2069.9827211435
K00486	286.5710730092
K00500	266.0191632714
K00507	56.0019241599
K00508	269.0785778966
K00523	2399.7396090692
K00525	6953.1192789553
K00526	4354.4901126284
K00527	12.0478798174
K00528	555.7692181726
K00531	13.3488212667
K00537	6868.3995804918
K00547	6258.9056656041
K00548	736.1282036597
K00549	11733.7280163995
K00554	15092.9837606084
K00556	384.530768899
K00557	6270.0658994516
K00558	5161.6104011238
K00559	17.7866170036
K00560	12717.205351537
K00561	114.9666940265
K00563	7444.3571499342
K00564	3806.9018186353
K00566	15549.1133389842
K00567	14791.607809701
K00568	4699.7527950958
K00569	31.0061903073
K00571	6734.0167645492
K00573	3335.2454188159
K00574	303.8080556753
K00575	3252.2425264733
K00584	28.9312183098
K00595	374.4599630933
K00598	26.1777018667
K00600	13304.3159649538
K00602	12666.2983880261
K00603	90.396054321
K00604	15316.0024861925
K00605	4334.8872074449
K00606	5046.9760146041
K00609	13020.5832281138
K00610	2299.466078063
K00611	14185.2990298483
K00612	33.4460339656
K00613	17.8904989372
K00615	9129.6387808991
K00616	7434.6355052923
K00619	886.4161306442
K00620	970.2150609525
K00625	7271.0620158143
K00626	3567.3151244399
K00627	4014.5549487173
K00631	2073.2821577534
K00632	554.9590974503
K00634	49.9029869798
K00639	476.8159901332
K00640	7394.6157098851
K00641	3918.9261390866
K00645	10857.2687664345
K00647	2914.1340373908
K00648	16237.6532131092
K00651	8092.4831411573
K00652	5449.6381248053
K00655	12230.4662582557
K00656	4646.6631642821
K00657	11192.2754837533
K00658	2916.1980244944
K00661	2233.7558169939
K00662	1212.5056067257
K00666	116.343526921
K00674	11351.2124865882
K00675	24.8266574303
K00677	6836.1540342639
K00681	2865.5785668647
K00684	4729.9972410471
K00687	211.2850332589
K00688	14651.2346967882
K00689	39.2242815816
K00690	30.2165696469
K00691	2314.6754123709
K00692	18.5273698981
K00694	1001.196397436
K00700	7832.7622828921
K00701	62.4098754553
K00703	3035.6545784468
K00705	17250.1219885398
K00712	40.0519066553
K00721	956.6795598664
K00728	26.1311829596
K00737	30.34439402
K00748	6447.2896744016
K00752	234.9274391852
K00754	444.8713643438
K00756	5191.3203496465
K00757	759.3025341342
K00758	81.461775905
K00759	15502.4282212611
K00760	13007.5555555943
K00761	15123.3404927794
K00762	15391.2983812677
K00763	10507.3581500207
K00764	4513.3383712619
K00765	6958.8526725476
K00766	5135.6626543651
K00767	920.2938011299
K00768	689.0730928313
K00769	2934.0899028493
K00772	348.5890874069
K00773	14758.5448794426
K00782	6733.2799064086
K00783	15876.987534546
K00784	8254.9385542976
K00785	2935.0269127488
K00786	131.8792125318
K00788	12378.85903621
K00789	13260.810120247
K00790	10800.3481350753
K00791	13622.9593725772
K00793	3691.0858706462
K00794	7992.8445562231
K00795	3596.6701594455
K00796	13646.8328603145
K00797	2961.0827398549
K00798	1390.0170757477
K00799	672.892881838
K00800	13148.7660928128
K00805	8646.4848970346
K00806	14656.1398267485
K00809	220.1683451482
K00812	2408.2352185733
K00813	1992.8481240958
K00817	7114.9313613404
K00819	314.7225820629
K00820	14283.5207048497
K00821	7725.5008191179
K00823	41.7567993641
K00824	496.1521780587
K00826	9681.77783778559
K00831	14725.6197337303
K00832	41.4825551904
K00833	6204.668939665
K00835	2166.1000912123
K00836	1915.650400123
