KO	output
K00003	8716.8775233647
K00004	41.7217581396
K00005	1250.8708734521
K00008	121.9687696248
K00009	1245.1342794306
K00010	669.409152927
K00012	3810.2666969956
K00013	3947.4538453198
K00014	15313.7014713669
K00015	897.412981571
K00016	11385.0275810012
K00018	1622.7926573151
K00019	269.7673954342
K00020	3191.3146229161
K00023	19.9039250817
K00024	3133.8203290623
K00027	3356.4139432797
K00029	3351.3054069466
K00031	4324.6781636897
K00033	14522.5442123654
K00034	71.1968562127
K00036	6361.7573163173
K00046	4063.975601736
K00048	9.7090887715
K00052	4568.9938600751
K00053	11491.3363905519
K00054	3864.7888306096
K00057	14580.8808248321
K00058	5081.4388158193
K00059	12584.836294536
K00067	3059.3558893376
K00068	123.6884527091
K00073	17.9657391658
K00074	89.737485487
K00075	14135.2268283153
K00077	10312.5063497893
K00088	11742.8083429926
K00094	143.786897891
K00097	256.2336703511
K00098	9.0177770628
K00099	3815.767980994
K00101	4166.8389848011
K00104	86.8773061033
K00105	12340.1603395809
K00111	4191.828021427
K00112	3456.0215045671
K00113	3424.3353392012
K00114	20.0925327469
K00116	2419.4557066436
K00121	1449.614415531
K00123	1503.8521177691
K00124	2279.4929110759
K00127	4059.1643759766
K00128	2882.234687302
K00131	1098.01140679
K00133	7697.2361954156
K00134	13011.7637782893
K00135	3879.2904042215
K00138	12.8535592312
K00140	456.3266947267
K00145	3938.0296768557
K00147	12291.7555573974
K00153	23.7803704709
K00156	32.8327592703
K00158	3140.0903983705
K00161	9013.7529177654
K00162	3720.9900833275
K00163	3655.235163427
K00164	3711.7562452136
K00166	8.1071454845
K00179	37.8692054639
K00184	73.1384295526
K00185	55.3967136216
K00200	12.5103560404
K00201	9.2898894823
K00208	4314.6985363718
K00209	2858.2398574822
K00210	13.3003662171
K00215	14232.2465562223
K00219	12.6120849949
K00226	8718.633133328
K00228	48.7969166314
K00230	540.9759483116
K00231	2799.6142329854
K00239	160.9089363677
K00240	166.4475949431
K00241	109.9670032457
K00242	25.2802989169
K00243	3134.8715984616
K00244	6717.234958773
K00245	1233.5804666082
K00246	4363.9901279368
K00247	4237.6544436425
K00249	15.8632211068
K00252	89.4776545664
K00254	3771.9744037603
K00259	2907.9288806578
K00260	66.0369235465
K00261	24.2827405622
K00262	5643.3958707084
K00265	72.4205250332
K00266	45.7606268855
K00274	12.375941146
K00275	3805.2242649685
K00278	125.643865687
K00281	181.8750664694
K00282	2751.0399262088
K00283	2770.8833607858
K00285	52.3745498793
K00286	11908.157972134
K00287	13084.3557967824
K00294	126.1106974248
K00297	4364.443647881
K00298	59.8598712414
K00299	65.2926040986
K00302	10.8298798174
K00303	14.2558738275
K00305	18.9566169554
K00311	14.8293296607
K00318	50.327571952
K00324	3485.5294531487
K00325	3150.4777005276
K00329	31.7618449174
K00330	239.4497082713
K00331	84.7775690363
K00332	70.284017223
K00333	114.0945313904
K00334	48.6499800831
K00335	94.7366521326
K00336	54.0426422458
K00337	82.6738553148
K00338	66.984366205
K00339	78.8005768349
K00340	94.7306065774
K00341	101.4926002601
K00342	119.485396641
K00343	144.5999124887
K00344	85.4431174198
K00346	4293.3112867531
K00347	4035.9208372247
K00348	4176.4551844553
K00349	4204.1186640449
K00350	4170.1869718963
K00351	4252.0410796454
K00355	24.9416312977
K00356	31.7618449174
K00362	41.7471915674
K00363	31.6914798825
K00364	10748.9615271048
K00368	73.9695876775
K00372	27.0416954977
K00375	216.5144358519
K00376	14.0902149359
K00380	678.0463620096
K00381	106.8445856551
K00382	13849.3287283965
K00383	12001.4009207836
K00384	7854.3342539365
K00390	117.3620756617
K00392	30.4569373781
K00404	6.3829057852
