KO	output
K00002	12.0615049199
K00003	6961.8309149029
K00004	59.5113608788
K00005	162.6105629816
K00008	117.7935825432
K00009	799.1552414199
K00010	592.7085498508
K00012	1733.332362826
K00013	9567.9266527831
K00014	6277.610392169
K00015	123.7474845499
K00016	3464.2645799032
K00018	1747.8686633027
K00019	130.4144663578
K00020	1011.6995669594
K00024	3568.8011678788
K00027	664.9610123607
K00029	1393.8656762961
K00031	3650.5459162664
K00033	7619.4061520804
K00034	98.857424738
K00036	4051.9194494978
K00038	27.2392663823
K00040	103.1282330132
K00041	61.1378654573
K00045	167.2168465225
K00046	544.1560398948
K00048	15.7003961769
K00052	9621.1601119127
K00053	12189.1717785235
K00054	1419.0357424194
K00057	13445.5974787457
K00058	3526.7440456346
K00059	5832.0453616348
K00060	57.5427139103
K00064	12.661007025
K00065	164.7501878426
K00067	3214.5221896359
K00068	192.2099065207
K00074	759.3407607292
K00075	11830.7500896646
K00076	1406.4336987167
K00077	3979.4470581805
K00088	9051.94842421709
K00091	203.8751923227
K00094	59.862977932
K00096	19.7548283086
K00097	8973.0306269266
K00098	8.760561633
K00099	10166.9154097421
K00100	98.9866369706
K00101	8358.7969123301
K00104	211.0189776037
K00105	4107.3946813666
K00108	11.6908026982
K00111	1351.9860717543
K00112	757.5682312265
K00113	762.5043943591
K00116	6837.5804527101
K00117	15.2480376645
K00118	20.7087408694
K00121	4830.2505196218
K00123	1062.2338493839
K00124	2451.9032593397
K00127	1151.7267580421
K00128	928.2924707655
K00131	659.9724507797
K00133	10512.5456997196
K00134	11143.4615664833
K00135	3755.1426791988
K00138	122.8448168375
K00140	500.9609124943
K00145	10378.6696971675
K00147	12237.3203612419
K00148	35.4364986982
K00150	30.9923364366
K00153	22.4693756845
K00156	724.2791943672
K00158	348.5737119375
K00161	3821.3015954712
K00162	743.7660259157
K00163	7788.4844760179
K00164	8230.3892863826
K00169	93.3284556212
K00170	97.8342274535
K00171	111.5154630391
K00172	91.4874944319
K00174	1559.9957441978
K00175	1904.7958063498
K00176	2049.239252297
K00177	440.8210154074
K00179	457.3179536751
K00180	164.3549503374
K00184	706.2045343952
K00185	790.2433361768
K00186	72.2487900719
K00187	105.9695951192
K00194	137.8011104111
K00196	14.8825624501
K00197	131.0709395444
K00198	297.812841061
K00208	9329.3552369053
K00209	613.9364498658
K00215	13812.3684888053
K00219	234.8787884275
K00226	3480.5052258801
K00228	464.5155105607
K00230	816.2582304052
K00231	322.4256344336
K00232	62.129174689
K00239	8676.7570564232
K00240	8341.7014109483
K00241	2154.5645402808
K00242	6807.2545848853
K00243	667.936184912
K00244	2717.1770156305
K00245	398.2797088134
K00246	1411.4725428493
K00247	706.5031584526
K00248	23.6360454319
K00252	253.9428520256
K00254	8504.3567679706
K00259	963.1740973703
K00260	2815.3813462923
K00261	555.7967955189
K00262	8723.7306239365
K00263	74.7870704863
K00265	473.2947698618
K00266	899.3370119833
K00274	31.3991729251
K00275	8871.2629877597
K00278	6554.558994621
K00281	5652.6431774797
K00282	552.6163008572
K00283	597.0380292172
K00285	4155.4205761556
K00286	12624.2120308073
K00287	12404.4273297631
K00290	1066.4494500054
K00294	677.2337438939
K00297	8151.0342477173
K00298	9.9208864487
K00299	50.4845726879
K00311	298.6323593549
K00313	414.2630625199
K00316	29.9251749468
K00318	898.1538387867
K00324	866.0984168363
K00325	539.8571116023
K00329	16.5986066609
K00330	10280.574998372
K00331	10563.5147933059
K00332	7502.2096979615
K00333	7775.1843767747
K00334	8237.7818936152
K00335	7217.7187013906
K00336	498.6536165036
K00337	8114.127108587
K00338	8840.8730060189
K00339	7789.9556861913
K00340	7821.4459954143
K00341	8394.7708977576
K00342	7215.7597326234
K00343	8781.654983967
K00344	131.953104277
K00346	7774.4242632219
K00347	8278.6890404157
K00348	7793.225462676
K00349	8228.1554130256
K00350	8711.3613339705
K00351	5348.5162669103
K00354	20.8382802554
K00355	126.9831251144
K00356	16.5986066609
K00362	71.0415240567
K00363	114.8422798709
K00364	3113.6543748146
K00367	68.7986581473
K00368	552.7714124367
K00370	57.3804175991
K00371	59.6494639501
K00372	422.7741836592
K00373	309.6004038289
