KO	output
K00001	67.365744937
K00002	22.9361599236
K00003	5749.7638091267
K00004	218.8182717711
K00005	724.264792011
K00007	1054.5548922546
K00008	1341.8718206424
K00009	1178.575198075
K00010	859.8589356642
K00012	3056.1013316024
K00013	4762.0264244269
K00014	10262.4323627577
K00015	394.8807987449
K00016	6255.5861576339
K00018	1353.6512305494
K00019	927.8160272759
K00020	2077.4318880702
K00023	872.5118774626
K00024	4005.7144600175
K00027	920.6545603513
K00029	3425.5479675396
K00030	36.0816280813
K00031	3806.6844418149
K00033	7171.8939806211
K00034	85.0416854901
K00036	3009.7573924775
K00038	44.9153062103
K00039	6.5254287808
K00040	136.9654616945
K00041	49.220060539
K00042	962.0598661135
K00043	85.1573047501
K00045	13.4610635074
K00046	1511.4907897448
K00048	554.9632699656
K00052	5063.8582929318
K00053	9692.2409811455
K00054	1167.364942675
K00055	189.5920012547
K00057	10387.4343521731
K00058	3441.8588794508
K00059	8812.11062609879
K00060	1026.01877524
K00064	100.0214330062
K00065	1091.2446956961
K00067	2733.3228879535
K00068	633.1041615519
K00073	38.6611332923
K00074	1110.9425940552
K00075	9550.6842215048
K00076	1059.3013313186
K00077	7018.7997637999
K00087	8.7561818524
K00088	8864.9114971817
K00090	2101.4818501617
K00091	1171.3639999579
K00094	68.4015508779
K00096	6.5825846764
K00097	3253.2378293493
K00098	94.3576090116
K00099	5380.0032868433
K00100	90.1877509949
K00101	3617.1911056202
K00102	2029.3673787029
K00104	1649.0732486689
K00105	5917.3966959023
K00108	1599.4112494168
K00111	2700.5913673369
K00112	1209.51897179
K00113	1247.9147715891
K00114	55.0763982625
K00116	2851.5191966316
K00117	36.1164787542
K00118	7.8557536487
K00121	2564.8302121243
K00122	277.4229839758
K00123	2016.8664619084
K00124	3644.3063869775
K00126	1217.1391485369
K00127	3205.6684560162
K00128	4022.3544794134
K00130	1735.0729953277
K00131	485.7460438276
K00133	4787.4792622467
K00134	9376.59633597071
K00135	3096.3712294647
K00137	828.782526236
K00138	535.9717134837
