KO	output
K00001	25.515907046
K00003	2211.268252965
K00004	1269.7368784286
K00005	1943.3833481957
K00008	393.1499798906
K00009	164.2627126961
K00010	884.3174568807
K00012	5163.8181910635
K00013	5455.7267828927
K00014	8569.7329673249
K00015	65.1758481292
K00016	3339.2984737069
K00018	708.5738967094
K00019	1437.8191177074
K00020	3519.1795951021
K00023	1106.1309133101
K00024	4635.7808161425
K00027	2305.3143711507
K00029	4855.27278401
K00030	875.7138186836
K00031	5197.8598295088
K00033	442.0170308535
K00034	21.5873412988
K00036	550.0349578959
K00040	2018.5391192479
K00041	730.352977961
K00042	568.7984972185
K00046	3265.5568085556
K00048	133.3850819038
K00052	5751.2920213242
K00053	5230.1821873422
K00054	1029.4472940071
K00055	262.8142084588
K00057	4666.4460273967
K00058	3990.8575450242
K00059	14379.6871386099
K00065	139.6552211539
K00067	3892.497656842
K00068	567.7254408158
K00073	278.8968676174
K00074	5170.2602809193
K00075	6441.3626844
K00077	5627.3325836449
K00086	27.0618587969
K00087	882.0327248346
K00088	6287.4611305675
K00090	22.5651506434
K00091	40.600163283
K00096	570.9979311154
K00097	920.4042394494
K00098	1054.7550526652
K00099	4184.7522434938
K00100	795.3677379874
K00101	5125.6486992531
K00104	2591.0363415764
K00108	2201.5946631708
K00111	3705.8865796035
K00112	15.6686989464
K00113	23.1133558443
K00121	1246.4947342343
K00122	2425.4713137382
K00123	3259.0272769229
K00124	31.6199149028
K00125	28.8528436265
K00126	1204.4341004619
K00127	3944.8389591826
K00128	1515.6663556775
K00131	1331.57255856
K00132	932.207229257
K00133	5353.9107893716
K00134	6109.8990827552
K00135	4462.5323092793
K00138	704.1416120675
K00145	4877.081459021
K00146	678.5461145492
K00147	5323.6597031586
K00151	1097.4505052188
K00156	1301.8744047873
K00163	4933.386920822
K00167	1160.8317622375
K00169	1139.8314160943
K00170	785.6771649354
K00171	460.607584623
K00172	849.8697978434
K00174	1949.5157618035
K00175	1711.8090328466
K00176	1611.3409007454
K00177	1239.7747143624
K00179	1860.9882521377
K00180	436.2936544758
K00184	66.5919255133
K00185	67.8444555315
K00194	337.511709811
K00196	1267.3174523014
K00197	298.3313537118
K00198	2282.2864906117
K00208	2955.0701027872
K00209	696.5120061219
K00210	141.4898320992
K00215	6628.6976414126
K00228	3875.3878093719
K00230	474.1186697867
K00239	20.5108585795
K00240	4387.7700446633
K00241	1355.5829896829
K00242	1241.7813062605
K00243	1587.2337559495
K00244	701.5867240452
K00248	2282.2513724093
K00249	1824.1427823393
K00253	2235.10893081
K00254	2869.3059677252
K00259	354.6735786036
K00260	460.3609414469
K00261	94.5835245018
K00262	3822.0133299134
K00265	1112.2328315364
K00266	4502.1807183784
K00274	780.8739120319
K00275	4744.1648774107
K00278	2775.6478685164
K00281	4280.5873370484
K00282	355.1850142227
K00283	413.3525705555
K00285	8076.0216425776
K00286	4692.3471282981
K00287	5581.9787586322
K00290	1150.3640474346
K00294	2839.468095495
K00297	3155.348323677
K00298	455.4172046361
K00299	2394.0125938726
K00302	2781.4717393838
K00303	2584.0481747464
K00305	1286.0696538672
K00318	1053.0018479086
K00324	13476.2932137858
K00329	2548.9849369154
K00330	5146.588881581
K00331	4105.7981980487
K00332	2949.0610947623
K00333	3985.1870250961
K00334	5363.2537319829
K00335	5902.546645247
K00336	4011.3194314733
K00337	4577.7058367834
K00338	4569.5222469905
K00339	3272.1667927073
K00340	4749.2758212728
K00341	152.3175588395
K00342	162.8762767936
K00343	4410.1504333169
K00344	2156.2023976764
K00346	173.8321246167
K00347	282.4302956533
K00348	476.6031382329
K00349	165.7703861368
K00350	604.5609846764
K00351	429.0190390569
K00354	37.0904787337
K00355	1348.2235273798
K00356	2548.9849369154
K00362	1157.0313614427
K00363	1231.2792001034
K00366	561.1969458114
K00368	1143.8392362894
K00372	696.3939605102
K00374	1026.3888191125
K00375	4402.330603561
K00376	1003.7017151624
K00380	867.6238266582
K00382	5198.4547339334
K00383	3634.8183507109
K00384	6393.9724027828
K00385	1275.9422895198
K00389	52.3190973626
K00390	526.741518376
K00392	82.6093184699
K00394	194.2585859735
K00395	350.7027076616
K00407	3602.1082631748
K00412	3862.7509337116
K00425	3710.2049815277
K00426	2868.6315636792
K00428	494.7162687284
K00432	4450.2853559675
K00433	239.8408317996
K00437	31.493164534
K00441	22.2566585136
K00442	31.878767872
K00451	3944.8653702613
K00453	3915.810484056
K00455	1217.7934341832
K00457	2941.1501162915
K00459	6222.5912463573
K00523	4476.008460647
K00525	2661.2157772928
K00526	4958.3561476264
K00528	8304.8469562614
K00529	881.0516747918
K00532	634.3317992639
K00537	7461.3161095783
K00547	423.0993291514
K00548	3965.1875321228
K00549	3837.0074278771
K00554	5415.7137083022
K00556	19.2923383633
K00558	1465.9001266477
K00560	5195.2923061993
K00563	117.339424775
K00566	7619.7233908688
K00567	8963.2152363331
K00568	4086.1796337159
K00569	2850.6008492393
K00571	1455.39492269
K00573	8525.9248203531
K00574	1371.7387152918
K00575	3494.7869103965
K00584	56.4533231454
K00595	121.6874676221
K00596	1135.8285575581
K00598	1116.3496241302
K00600	7810.7257986996
K00602	7032.22375051
K00603	365.2285250222
K00604	5183.6075824682
K00605	3588.7818024009
K00606	4708.6124422717
K00609	5935.2684310791
K00610	1869.3417449872
K00611	6199.8319882254
K00612	1202.1844287922
K00615	9594.1774343442
K00616	6883.2814289243
K00620	3229.7373051971
K00625	5490.616814859
K00626	10041.5919574603
K00627	2044.7991549866
K00632	2360.4677165683
K00633	165.1424560615
K00634	2226.1172797045
K00638	1287.7339931305
K00639	48.7942391549
K00640	2234.0047045314
K00641	2690.7849786044
K00645	4047.5547335791
K00647	1110.6947981966
K00648	8973.3214752454
K00651	2109.6234760942
K00652	3322.7167639499
K00655	7048.993246058
K00656	3129.0869596219
K00657	2604.4014154214
K00658	144.5452978534
K00661	2606.3424015357
K00662	1210.121633181
K00666	4193.6706318903
K00674	7148.7926048192
K00677	3034.6707120791
K00681	4700.1828698564
K00684	1753.0531751886
K00686	695.544160143
K00688	2560.5247058773
K00690	44.2159179231
K00692	150.2192710695
K00700	5426.2603793892
K00702	206.4115663644
K00703	2648.7630747103
K00705	2325.973161836
K00721	507.1788645529
K00728	52.8301657287
K00737	24.0658999474
K00748	3756.6304622411
K00752	236.2645422824
K00756	487.4986976706
K00757	840.9399604859
K00758	61.1866041027
K00759	6996.0497446068
K00760	2951.4106745819
K00761	7103.0278968687
K00762	5347.1445818527
K00763	5422.7879776387
K00764	2392.5955303968
K00765	6102.9103693174
K00766	5045.3432487625
K00767	3965.3174769045
K00768	2268.628071704
K00769	49.6014297881
K00772	46.8860364892
K00773	5548.3359053193
K00782	408.9166388845
K00783	7014.5847512984
K00784	3362.2072689944
K00786	64.6880831318
K00788	6010.0666741522
K00789	7772.0396850913
K00790	7468.2497190919
K00791	6015.5455381102
K00793	5846.3086364082
K00794	7313.6728542294
K00796	4509.3889469737
K00797	4041.502811526
K00798	1049.4274968462
K00799	12944.6373505819
K00800	5541.2127580882
K00803	842.7693681979
K00805	855.2522673512
K00806	7979.2541988475
K00812	6989.2296035565
K00817	7754.336966124
K00819	1814.4842248978
K00820	3679.1138983025
K00821	6819.8888788732
K00822	2145.9342797652
K00823	1130.3768829306
K00824	277.3194278724
K00826	6378.3219874688
K00831	5591.2414383445
K00832	3874.4167982496
K00833	853.898900315
K00836	1313.0674424098
K00845	1443.121557219
K00847	1081.2090441527
K00848	689.7497041744
K00849	983.9444132294
K00850	3683.8513723545
K00852	2201.7023142682
K00853	739.5049512435
K00854	1992.1023395313
K00856	23.4201722945
K00857	2735.9329912746
K00858	5355.5699555348
K00859	5066.0778328579
K00860	522.1154493482
K00863	552.7933337217
K00864	6597.7356084746
K00865	4678.8207893372
K00868	2902.0257196476
K00872	1219.5836751601
K00873	7047.2154928907
K00874	1529.8614731188
K00876	3377.8312148254
K00878	2516.0496732514
K00879	588.2902540744
K00880	294.1665766924
K00882	2280.5300329672
K00891	6274.5069296265
K00895	26.788333765
K00897	1149.4079267852
K00899	44.2794533003
K00901	2775.8120484739
K00906	2661.337329909
K00912	2112.2233803781
K00917	717.5820230643
K00919	5532.4862824919
K00925	6857.4540369488
K00926	1755.0556491127
K00927	7304.4322764421
K00928	3130.0359174633
K00929	2684.1176321232
K00930	6256.4006089809
K00931	6586.0858478148
K00936	290.6945777201
K00937	1391.788038179
