KO	output
K00001	1321.3172615651
K00003	3961.7996129388
K00004	1360.9204188366
K00005	1744.418551272
K00008	98.7946971866
K00009	196.300496054
K00010	422.697221174
K00012	4993.8968164105
K00013	4704.8206572909
K00014	6319.4817186216
K00015	374.6390992979
K00016	1921.2136341819
K00018	650.8837626705
K00019	2900.7938130481
K00020	6887.9438433139
K00023	435.1348104359
K00024	5094.3596160777
K00027	1821.4306407272
K00029	5413.2789131382
K00030	716.7380735614
K00031	6052.7606442287
K00033	1171.9408008122
K00034	1101.5499178269
K00036	815.5605791004
K00038	281.6142719
K00040	1056.4200892963
K00041	770.1933244106
K00042	976.7077034993
K00043	281.9105943541
K00046	3545.3510799675
K00052	5700.532107626
K00053	5532.2002636649
K00054	1027.1164877591
K00055	985.7486658338
K00057	6001.1600369676
K00058	7654.1551969849
K00059	18696.9330954505
K00060	370.1179044937
K00064	1457.4080115391
K00065	850.8196352026
K00067	5519.2941532138
K00068	405.7390470395
K00073	26.9125206272
K00074	7890.6569849828
K00075	5944.2081820446
K00077	7201.0148691267
K00086	117.2114744883
K00087	843.2309412964
K00088	7364.6996302668
K00090	135.6657376646
K00091	41.7956706511
K00096	969.4613474888
K00097	2561.814706599
K00098	1078.4020011001
K00099	5087.4794405306
K00100	841.5172404971
K00101	6019.2667980728
K00102	121.8429855603
K00104	2690.2964763994
K00108	1920.1771215143
K00111	4011.8944035681
K00112	122.3862513565
K00113	31.2393939485
K00116	689.5168304332
K00117	1226.8225232782
K00121	828.5236751026
K00122	2489.2791576839
K00123	3308.8667306263
K00124	1921.0260779203
K00125	22.2690103187
K00126	1550.1161633112
K00127	5996.4745846906
K00128	2576.135779927
K00130	308.1839339846
K00131	921.3407063537
K00132	943.4117014288
K00133	7282.8434491342
K00134	5850.5510621693
K00135	9769.6367189554
K00138	59.0576430903
K00140	1953.7161164842
K00141	984.9352770803
K00145	6448.1135204569
K00146	96.1151938257
K00147	5461.3658497031
K00151	269.2035509071
K00156	1050.3005488052
K00161	853.5705259304
K00162	822.236933709
K00163	3885.9376544579
K00164	801.1949849225
K00166	884.6755214431
K00167	1029.4175984283
K00169	762.3368003299
K00170	44.1139152784
K00171	55.2663004515
K00172	63.4591442499
K00174	1783.8452809819
K00175	437.9681943659
K00176	327.5122225545
K00177	262.0554902625
K00179	708.4848304842
K00180	734.4236385335
K00183	16.144421827
K00184	1890.1337742708
K00185	1825.2067089681
K00194	15.5508141839
K00196	1353.8373354545
K00197	9.9887510549
K00198	1375.757488359
K00208	7031.7852886252
K00209	807.0619029946
K00215	7406.8219107298
K00219	156.1257013833
K00226	772.952140855
K00228	5044.1626591586
K00230	628.0605078297
K00231	707.0598068267
K00239	838.2947935517
K00240	5091.5746525001
K00241	2165.506777826
K00242	1467.4388818552
K00243	2640.2186960206
K00244	350.8246771909
K00245	999.1471631728
K00246	1149.8526927693
K00247	1163.1348805373
K00248	1779.4557110142
K00249	4612.0128152476
K00252	233.768799644
K00253	3547.1704900909
K00254	4858.5474740792
K00259	177.5364867075
K00260	702.0665899537
K00261	2092.9597432355
K00262	2553.7483455212
K00265	1236.4541371569
K00266	4099.0060802559
K00274	1499.0446311708
K00275	5162.9470195749
K00278	3337.0190766306
K00281	5033.9636424578
K00282	133.9525960437
K00283	139.7309856974
K00285	9110.5483437284
K00286	3503.5875325464
K00287	6273.8605874814
K00290	1953.707632897
K00294	2647.3128200389
K00297	2661.6466734538
K00298	728.5848321731
K00299	1416.4668156924
K00302	2782.9646808411
K00303	2281.7912838028
K00304	17.4469029463
K00305	1431.2205646051
K00311	91.5857079371
K00313	60.4275988036
K00318	36.028303245
K00324	10608.9730904561
K00325	1433.3259128416
K00329	3921.7142584407
K00330	5930.6656617795
K00331	4923.5360814422
K00332	5266.2287100159
K00333	5071.7025772622
K00334	5189.7385459022
K00335	5568.8104339805
K00336	5581.7419136803
K00337	5296.142201945
K00338	5197.8700806969
K00339	4980.5729035848
K00340	5586.72531166
K00341	831.2700155366
K00342	886.6837403033
K00343	4843.5651217736
K00344	6757.0284720634
K00346	180.0044115882
K00347	120.2748722084
K00348	132.3733414899
K00349	93.4021680774
K00350	67.1153683694
K00351	61.3974913853
K00354	103.1585706326
K00355	1209.3366055699
K00356	3921.7142584407
K00362	2787.8802324303
K00363	2185.6389673918
K00366	1166.5740034218
K00368	29.7610356041
K00370	1890.3480929919
K00371	873.5645805717
K00372	1748.2580884639
K00373	1967.024318792
K00374	2272.208082557
K00375	7465.6504491983
K00376	1018.4526368078
K00380	3721.2072520003
K00381	3072.6616817613
K00382	10930.8261264303
K00383	5050.5385416808
K00384	7859.6984723308
K00385	571.5594037131
K00389	119.0358246367
K00390	4836.4810628542
K00392	95.4668520877
K00394	118.7324766565
K00395	194.3707937827
K00404	1034.0326294322
K00405	2302.6464268643
K00406	2021.4389555334
K00407	2374.0994354064
K00411	47.0246386729
K00412	4234.4355845402
K00413	1377.0843520564
K00424	5368.24097437
K00425	7196.2204227836
K00426	3991.7545062646
K00428	1704.8223506141
K00432	4875.8154661147
K00437	122.9254162544
K00441	19.1688233708
K00448	1374.2833795318
K00449	1002.9433289219
K00450	1607.1234028135
K00451	4012.626113142
K00453	4248.6632483148
K00455	266.7276568861
K00457	3578.0224494509
K00459	6547.860368176
K00477	1316.1077813792
K00480	720.5734764801
K00507	1835.6202610088
K00518	592.094012877
K00523	7066.6368051917
K00525	2800.5746975973
K00526	5651.1213396538
K00528	7880.0586065428
K00529	999.2577007349
K00532	329.001286524
K00533	195.9950695306
K00534	209.2612605991
K00537	12046.0848943956
K00547	120.5044889322
K00548	5850.481344081
K00549	4516.1074284152
K00554	6440.6165886078
K00556	88.3551243369
K00557	47.5863826429
K00558	6666.3220282282
K00560	5338.3005027773
K00561	48.089807454
K00563	512.0735215357
K00564	48.4697947838
K00566	6816.7116180969
K00567	9212.9654998885
K00568	4582.6200464363
K00569	4068.602890685
K00571	2432.4823837057
K00573	8484.709209547
K00574	3286.6477124648
K00575	4188.3126437258
K00595	236.1105872072
K00598	519.3846650819
K00600	7592.0303307527
K00602	7335.999170586
K00604	5682.3116154764
K00605	5630.9971559041
K00606	5913.8476260419
K00609	6229.4611313565
K00610	1218.8196845609
K00611	6297.5777064332
K00612	51.961835716
K00613	41.9902313175
K00615	6332.3727867878
K00616	6425.6212787074
K00619	126.094242395
K00620	4650.7207858424
K00625	3761.3577461808
K00626	13148.4203660185
K00627	4063.8896052692
K00631	29.4697350894
K00632	4989.5295098983
K00633	102.365006492
K00634	1021.6864328363
K00638	175.5746628222
K00639	36.6391794063
K00640	3838.9046302283
K00641	4579.4387135197
K00643	950.6673049447
K00645	5712.6989623794
K00647	1025.1382914581
K00648	8360.0463053671
K00651	1312.549129527
K00652	3973.576949247
K00655	8237.6331173547
K00656	2549.8304142271
K00657	1352.4191383111
K00658	783.2836139745
K00661	2370.1773540824
K00662	70.5915916663
K00666	3887.4126816042
K00674	5789.1561227412
K00677	5760.1411462266
K00681	8104.9525230123
K00684	2753.3639733645
K00686	723.117197149
K00688	2029.9905204603
K00690	806.9218868614
K00692	426.7886199926
K00694	284.3766275098
K00697	1019.0496022169
K00700	4703.9885443208
K00702	25.4529102659
K00703	3081.1060026414
K00705	2829.6372669649
K00721	803.7907978336
K00737	16.8037867305
K00748	4848.089254749
K00756	1683.5412219249
K00757	302.353733117
K00758	291.6600088561
K00759	5510.9755649301
K00760	3219.668013631
K00761	8244.2170688844
K00762	6820.5543448589
K00763	5204.2366036988
K00764	2984.7052890826
K00765	6276.0436062936
K00766	5436.6717486792
K00767	3311.0299311494
K00768	577.9587953483
K00769	118.956833032
K00772	21.5956043399
K00773	6028.8263701156
K00782	324.6731679873
K00783	7394.024830995
K00784	1960.8779978006
K00785	11.3523515581
K00788	6855.2531397321
K00789	7206.8265392393
K00790	7697.6002504353
K00791	6853.1875455407
K00793	6273.4891139871
K00794	6784.1073563894
K00795	447.7891405635
K00796	5716.914626115
K00797	1633.3992561693
K00798	1331.051838364
K00799	19032.9318487104
K00800	6316.3220242149
K00803	39.8618326613
K00805	124.6891332966
K00806	7717.5055699024
K00812	7332.2522195532
K00813	42.0252994295
K00817	13180.3816483
K00819	1690.9929514995
K00820	4512.8412053028
K00821	8612.5976757761
K00822	1658.5576961045
K00823	2420.3717430292
K00824	1533.759032813
K00826	6307.6920385232
K00830	1816.8604149739
K00831	5915.8678088368
K00832	4747.6138506692
K00833	2075.4112568786
K00836	1601.8938041107
K00844	84.5554265088
K00845	1515.5611147032
K00847	420.7699860536
K00848	137.1528719066
K00849	1040.2156123824
K00850	2066.9153857668
K00851	117.2164253967
K00852	1049.2815514701
K00853	260.2453776511
K00854	2692.7778053079
K00856	1113.9010932072
K00857	1734.5891183702
K00858	6799.4924422376
K00859	6098.6411757835
K00860	1086.5373004357
K00863	866.9440172721
K00864	6924.0576974755
K00865	4967.3760250458
K00867	54.2661265888
K00868	3930.2763170069
K00872	1755.7368223637
K00873	6385.7956912782
K00874	3358.49741227
K00876	1842.1618293108
K00878	2217.1873961439
K00879	14.0062685002
K00880	41.5570766968
K00882	1413.9994712089
K00883	23.1778035721
K00884	19.0363129448
K00885	16.6607462307
K00886	15.4929352224
K00891	7009.18166472
K00895	704.1165666334
K00899	32.1040134325
K00901	2555.8048250863
K00906	3830.1262221145
K00912	4267.4063142424
K00917	17.577990868
K00919	6653.2226524117
K00925	5901.2326660135
K00926	315.5049043833
K00927	8091.6078556797
K00928	2588.5286013176
K00929	592.5750137085
K00930	6569.3107017009
K00931	6653.5644632627
K00936	57.3541046222
K00937	2853.5582515649
K00939	7143.9104897117
K00940	5976.3130633873
K00941	3937.1743769236
K00942	6678.1788616385
K00943	4530.1861599794
K00945	6091.2026543836
K00946	5100.7478803194
K00948	6985.1822776647
K00949	1224.8191861616
K00950	5600.9982771084
K00951	2116.9704431822
K00954	7131.8850410514
K00955	627.1181004466
K00956	3680.8597667138
K00957	2236.4088825311
K00958	95.6270162258
K00962	7235.6355152615
K00963	4622.0768241313
K00965	349.3842768392
K00969	5915.6490823364
K00970	1567.840432967
K00971	1951.2895959888
K00972	22.6061036882
K00973	2439.3294791989
K00974	5681.6297515792
K00975	3130.5307019306
K00978	1784.8778975298
K00979	5498.839458786
K00981	6332.1806669978
K00982	4227.684763814
K00983	19.9667776504
K00984	350.7075314728
K00986	2842.3761857495
K00989	5513.7890271256
K00990	4921.7353555269
K00991	7623.1355919395
K00992	1208.8031033309
K00995	6504.0157596168
K00997	5307.0776792987
K01000	7074.1312829033
K01006	2528.1850433141
K01007	646.0036996175
K01008	1899.989319552
K01011	3962.6242211516
K01012	8682.5970175971
K01023	85.8713196113
K01026	610.3480019318
K01028	2099.7718535927
K01029	7472.1386507069
K01031	4841.0096555226
K01032	4998.5480462258
K01034	1238.4072505351
K01035	310.5870154085
K01039	1529.7438460795
K01040	1314.0102551069
K01042	1203.3094531907
K01046	2306.4290541203
K01048	87.2863636423
K01053	2590.5794427356
K01055	5477.3220496628
K01056	6799.2178260877
K01057	231.3155325419
K01058	48.8413493313
K01060	28.7637192395
K01061	4019.0786370891
K01066	1792.575112116
K01069	4552.1181099357
K01070	1428.7343139119
K01075	340.3388484236
K01077	1290.4552740443
K01079	4481.6906687128
K01081	4881.7661174659
K01082	816.2002209262
K01087	1039.8412796555
K01089	151.9496380798
K01091	8223.3110567775
K01092	10925.8207120737
K01095	2248.7463484551
K01096	33.3704866786
K01104	8295.7528890651
K01113	1379.6044247879
K01114	672.0264361104
K01118	2618.3240519082
K01119	443.8827309566
K01126	6652.4561634264
K01129	6716.4695877952
K01130	3933.0509979911
K01133	58.1940105866
K01139	4203.0245631793
K01141	26.2268347831
K01142	4314.3635409905
K01147	4259.52610961
K01151	640.0321018408
K01153	2972.6133397738
K01154	6196.9253958876
K01155	32.8988889676
K01156	4333.0044410895
K01159	5530.0783630389
K01163	1039.1484538796
K01166	31.513598542
K01173	1432.6465080715
K01174	167.7463230111
K01175	28.9709235714
K01176	346.4377013427
K01179	178.8456390625
K01181	590.4319064135
K01182	794.715512846
K01183	355.1942280976
K01185	1210.7074853249
K01186	165.0152415422
K01187	745.1408700763
K01190	1147.5197672136
K01191	197.6891906858
K01192	1444.0884378157
K01193	391.398294957
K01194	12.8922240092
K01195	682.7369728686
K01197	22.9681502785
K01200	473.8952053901
K01206	8039.0122167446
K01207	4505.398183931
K01208	102.0913924407
K01209	127.7201212622
K01212	210.14051343
K01214	2398.3551052086
K01218	45.8060645786
K01219	1995.6324024964
K01220	34.6090544507
K01222	941.0370691949
K01223	1921.4382874747
K01224	1858.9726582093
K01226	318.2551564973
K01232	2131.9643538437
K01235	42.9852078354
K01236	1289.1536058397
K01239	245.1177345425
K01241	1501.1911888796
K01243	1901.3828388066
K01246	3017.2285629304
K01247	6068.546575123
K01251	4838.0486909851
K01255	4155.5074333598
K01256	1453.4877529048
K01258	1711.3555273224
K01259	1957.0445295519
K01262	4577.0624697567
K01265	8111.1996403376
K01266	497.22241842
K01267	811.2505253771
