KO	output
K00001	2082.884760775
K00003	3992.8521942541
K00004	1438.989696355
K00005	1623.1705312036
K00007	229.2588245109
K00008	644.4114192036
K00009	371.7231093581
K00010	1579.1173417989
K00012	1964.7892861423
K00013	3575.9819481374
K00014	3406.7767316646
K00015	165.1521046416
K00016	6360.3070401113
K00018	3358.9432055853
K00019	1055.5008410588
K00020	2785.9291625622
K00023	137.766631679
K00024	2940.5796820836
K00027	1848.0814296535
K00029	1817.2679059092
K00030	705.5045506148
K00031	2073.4634298595
K00033	625.3963255346
K00034	438.9967163994
K00036	347.3809383097
K00038	157.7250787988
K00040	535.4851699295
K00041	428.7173145979
K00042	677.9363632088
K00043	32.4614170012
K00046	933.8271575815
K00048	251.432562496
K00052	3360.220899587
K00053	9355.8884563171
K00054	441.284865149
K00055	597.224652352
K00057	4137.9694576719
K00058	5011.2989391305
K00059	12550.8825307926
K00060	1995.5599740075
K00065	369.8039644301
K00067	3309.4677641845
K00068	631.3875418319
K00074	3235.8571779685
K00075	5557.1734985028
K00077	3667.5613856096
K00086	336.6149183575
K00087	166.0380667192
K00088	3979.2650041921
K00090	178.6520321295
K00096	2823.9518039374
K00097	855.8612211043
K00098	437.5280580447
K00099	3373.3880938655
K00100	463.1734960066
K00101	1639.6791851432
K00102	493.3987120095
K00104	2267.9640747004
K00108	1346.9859118196
K00111	3116.880653965
K00112	80.1538593205
K00116	264.2151492287
K00117	539.5249524407
K00121	149.0091683753
K00122	275.1769895883
K00123	2605.9952451752
K00124	1818.8119410627
K00126	1372.3081830953
K00127	2072.0923433266
K00128	2134.6430835278
K00130	369.6258545525
K00131	755.8230512722
K00132	457.3663577265
K00133	2783.1727020057
K00134	3760.3352047809
K00135	2910.417732176
K00138	239.9419206194
K00140	1100.8216471062
K00141	414.5881744171
K00145	5052.426068557
K00147	3159.8320623906
K00148	232.7577684721
K00150	258.4675349203
K00154	237.1427518756
K00156	478.805777684
K00158	26.0723974535
K00161	68.2168493302
K00162	69.2196635069
K00163	1044.6700919825
K00164	238.3062012505
K00166	397.9422472002
K00167	431.2579886905
K00169	309.6815870508
K00170	291.3468901545
K00171	156.7670638654
K00172	463.8838636821
K00174	2698.6839676988
K00175	887.9080393617
K00176	895.2514803994
K00177	930.664722309
K00179	1062.8086326395
K00180	1036.7110112263
K00183	108.3578454412
K00184	478.728978541
K00185	488.4680074763
K00196	2177.1794629017
K00197	80.6615927873
K00198	3737.5144449556
K00208	1027.5267111555
K00209	439.2257441975
K00215	7172.123103368
K00219	239.8116218486
K00220	39.6274277562
K00226	45.583895124
K00228	1163.7532842447
K00230	327.1703394834
K00239	244.3100993403
K00240	1169.2872984321
K00241	893.2541752219
K00242	802.2405082606
K00243	1860.8777292338
K00244	603.3307690312
K00245	612.4002504767
K00246	660.0622189652
K00247	477.7778753126
K00248	900.831791667
K00249	2054.866360168
K00252	301.87299162
K00253	727.4915356935
K00254	2959.4648574202
K00259	202.9195973777
K00260	130.0655717269
K00261	758.3971441329
K00262	2237.6576498789
K00263	31.2686371805
K00265	1051.0409301583
K00266	6633.1119263171
K00274	592.0796762389
K00275	1281.7330619569
K00278	3868.3413374285
K00281	2102.7018542904
K00282	333.1875673999
K00283	299.1676286625
K00285	3411.3868515379
K00286	3123.5213370672
K00287	2919.6750383726
K00290	1244.6483229964
K00294	288.4935631888
K00297	1707.8132723516
K00298	62.5925738159
K00299	909.3004268455
K00302	536.7447611944
K00303	576.783059838
K00304	218.4085288395
K00305	316.5736562171
K00311	221.0004924615
K00313	39.2078752559
K00324	3370.866297395
K00325	747.4830994593
K00329	872.3423171373
K00330	1462.0733375873
K00331	3041.9490742294
K00332	1403.2118407909
K00333	3192.1778490695
K00334	2287.5885014684
K00335	1656.5452438741
K00336	1762.4962637179
K00337	1382.1937918657
K00338	1386.432433735
K00339	1108.6911619182
K00340	3563.1906057715
K00341	200.4927448861
K00342	483.1826762772
K00343	1474.7342892974
K00344	3527.7467307904
K00346	22.8379841472
K00350	10.3175723452
K00354	303.3319430349
K00355	1842.5885339882
K00356	872.3423171373
K00362	888.190427797
K00363	914.6821327153
K00364	59.0570792048
K00366	894.56885044
K00370	782.7120533889
K00371	419.4103535336
K00372	864.4888560413
K00373	756.7919967166
K00374	1021.5104177218
K00375	3523.986798882
K00376	368.7835819725
K00380	942.1563609661
K00381	1252.9023992983
K00382	4925.4370298933
K00383	1451.4217424731
K00384	7565.1327788111
K00385	1754.0583034149
K00389	182.0623804524
K00390	1549.8346793331
K00392	197.6703444596
K00394	357.0274465193
K00395	692.4658097184
K00404	89.2204743837
K00405	677.7026169998
K00406	546.0976697628
K00407	738.475972754
K00411	222.1311588876
K00412	1081.4393308595
K00413	856.9294436359
K00424	2023.2335599604
K00425	2175.8310518672
K00426	1369.3814979954
K00428	468.0540842549
K00432	2131.6717290107
K00433	150.1614396203
K00437	176.6251519583
K00448	707.9155426888
K00449	632.8512031848
K00450	665.3674212537
K00451	1096.631003122
K00453	1142.4651445679
K00457	959.628943817
K00459	2086.6153948407
K00477	775.5442069547
K00479	249.1720669335
K00480	140.8192141961
K00481	245.6106364293
K00499	232.4836004504
K00500	195.8300843479
K00507	891.2527252218
K00523	1431.3068950847
K00525	1876.8251475069
K00526	1925.4660731502
K00527	40.0666964498
K00528	4269.319273036
K00529	341.7128952906
K00532	871.6849949903
K00533	557.9824183146
K00534	444.0811127509
K00537	4926.5600396993
K00547	960.4162100012
K00548	4446.2257807485
K00549	2907.3604798975
K00554	5133.9632119068
K00556	183.5825191627
K00557	30.8038688252
K00558	4993.4114429656
K00560	3630.535261752
K00561	253.0099038026
K00563	1404.7180858448
K00564	71.3621445377
K00566	4370.5460009658
K00567	6472.6910846754
K00568	1128.4242902374
K00569	1099.6512219983
K00571	1029.0098169991
K00573	2246.8358967647
K00574	1491.6065184881
K00575	6004.1099570102
K00595	405.0287950613
K00598	2762.4309365376
K00600	4375.3856519185
K00602	6217.8108001836
K00603	261.4142443319
K00604	4626.9618165642
K00605	3405.7620792859
K00606	2133.5853955655
K00609	5470.6446057936
K00610	2770.1916465576
