KO	output
K00001	228.7451529509
K00003	5907.0241397629
K00005	2349.579963867
K00008	371.7246625217
K00009	2170.3401457122
K00010	419.9697245289
K00012	6363.1693544956
K00013	3277.5505267205
K00014	13985.8146249991
K00015	851.2959509625
K00016	13631.1129143771
K00018	903.9161629533
K00019	1001.8459175811
K00020	2148.6242798395
K00023	36.7336448136
K00024	1253.6654836959
K00027	2539.2042080823
K00029	1071.5627746308
K00031	4050.877601354
K00033	8825.3896167908
K00034	203.8415852824
K00036	4916.0498571908
K00038	59.0825789504
K00040	73.36289254
K00045	32.4940917703
K00046	4977.7512445335
K00052	4033.2675610793
K00053	9580.5697980123
K00054	3008.9061834725
K00055	43.4920638198
K00057	12122.424728932
K00058	4535.8634238828
K00059	11407.832568435
K00060	76.4036627227
K00065	71.3901846259
K00067	2286.221856901
K00068	469.8485554839
K00073	5.3146988139
K00074	40.1857039247
K00075	13186.5323594704
K00076	307.5115308397
K00077	9711.6631956948
K00088	11890.5282764812
K00091	49.7931804327
K00094	189.1228971148
K00097	477.5273662151
K00099	1730.9315373348
K00101	1363.8752713004
K00104	253.8978802654
K00105	10468.9734111262
K00108	73.5030346107
K00111	1488.1349398185
K00112	1065.6374675496
K00113	1088.9808890014
K00116	857.1690736826
K00121	1408.1367204647
K00122	54.9162099044
K00123	966.6770451884
K00124	1387.0275828208
K00126	87.8925413249
K00127	1317.305799309
K00128	2192.2288133088
K00130	144.7107705953
K00131	1496.1470403646
K00133	5089.960980527
K00134	15175.648439832
K00135	4632.7904079682
K00138	73.4779967441
K00140	208.8569943044
K00145	4018.3291034342
K00147	11832.4435897604
K00154	47.0647479318
K00158	3389.2682021957
K00161	6906.8808158266
K00162	2982.0586337434
K00163	1244.8928877511
K00164	1167.110666102
K00174	293.1400089669
K00175	311.6198152278
K00176	384.4025067992
K00177	48.8929733468
K00208	1678.770268705
K00209	2125.7302046307
K00215	10362.3392281128
K00219	48.5811035937
K00226	9959.8354444083
K00228	94.024925398
K00230	325.0978519744
K00231	1777.4826608742
K00239	309.78099659
K00240	170.8846304807
K00241	332.2405959979
K00242	36.2131222048
K00243	2377.8510986699
K00244	4640.9956502852
K00245	777.3588020466
K00246	1332.9202311618
K00247	1392.8265152394
K00249	45.8877016202
K00254	1603.5407374903
K00259	1815.0854754478
K00260	57.9993647542
K00261	80.6784885921
K00262	4551.7687876707
K00265	460.2463619272
K00266	149.5380157922
K00274	89.5858221927
K00275	1212.4034039515
K00278	163.2833208669
K00281	143.2043963051
K00282	1681.1400006542
K00283	2116.1573313953
K00285	108.925472769
K00286	8276.6471966542
K00287	9159.271781128
K00290	155.0530059556
K00294	67.0938460103
K00297	3380.1734818536
K00298	597.1564074687
K00299	243.9253426477
K00303	63.379155458
K00318	33.2662618607
K00324	1181.8618256592
K00325	930.3543329072
K00330	963.8301496824
K00331	561.7705758005
K00332	176.8123448255
K00333	349.5852888491
K00334	759.778565465
K00335	143.4055554996
K00336	30.7712584159
K00337	545.3991444648
K00338	536.3176911218
K00339	345.3108198177
K00340	227.9085959402
K00341	385.0111310558
K00342	131.5785958139
K00343	438.7220306514
K00344	37.9974079459
K00346	1381.7889079362
K00347	1174.7815157815
K00348	1300.8353260143
K00349	1249.4815962614
K00350	1263.9453309274
K00351	1365.2997123525
K00355	241.2219319619
K00363	37.4804053894
K00364	11889.4863477402
K00368	198.2626418815
K00370	40.2461911419
K00371	69.6623035657
K00373	58.8349514887
K00374	122.6351300569
K00375	217.6921199241
K00376	40.4906743304
K00380	280.3348608092
K00381	34.0669179189
K00382	11103.8621546774
K00383	10782.7949204635
K00384	6537.0940698118
K00390	101.194866278
K00392	37.4334881351
K00404	40.9299277604
K00405	397.1253238567
K00406	421.4665348008
K00407	464.858334097
K00411	386.5751942523
K00412	298.647854285
K00413	74.024333028
K00425	2558.1553195898
