KO	output
K00001	159.6776275695
K00003	6535.466037209
K00004	2085.0127317389
K00005	4518.6640903557
K00008	172.7817733346
K00009	1342.9700994639
K00010	1066.1474728701
K00012	1435.853795848
K00013	3071.3348449773
K00014	4423.4947723756
K00016	4500.2273671253
K00018	3045.0216681731
K00020	786.5033715075
K00024	1397.5235640443
K00027	4697.3528339616
K00029	545.6830214682
K00030	2570.1676490319
K00031	1479.9458633702
K00033	915.9831716698
K00034	589.3771542866
K00036	251.3222466488
K00040	489.9612906247
K00041	1368.3272982306
K00042	482.1537313458
K00046	1737.9320544971
K00048	461.219614662
K00052	1970.7579793653
K00053	3025.3230530008
K00055	186.533043938
K00057	4880.0697862166
K00058	5124.5603469752
K00059	9888.3412265202
K00060	348.6788247158
K00065	1128.1137723124
K00067	3949.4402601832
K00068	1330.2729768833
K00073	301.4532867523
K00074	5417.2786918429
K00075	6987.4553301367
K00076	336.1286858635
K00077	5145.4132461496
K00086	527.5867427904
K00087	893.2451704796
K00088	5336.0474377566
K00090	569.9072020304
K00091	182.0943209631
K00094	101.4288941186
K00096	3059.80803089
K00097	414.7526114895
K00098	445.80077135
K00099	3714.1876847478
K00100	1714.3332983096
K00101	136.0025870823
K00102	8.6296441524
K00104	4055.8372141045
K00108	648.4704838092
K00111	4218.4071813475
K00112	421.2183636754
K00113	410.7706006837
K00116	436.6477841529
K00117	43.2214275889
K00121	593.8986952576
K00123	4831.2923492845
K00124	1906.4027530494
K00125	479.4407031499
K00127	1321.5120954115
K00128	1561.4238739349
K00130	243.0315304978
K00131	1818.0676939903
K00132	783.6649475911
K00133	3878.3774842293
K00134	4809.1868521787
K00135	16.0244408544
K00137	20.7214453888
K00138	16.2336131171
K00145	4156.560641682
K00146	33.5440829882
K00147	3569.778995174
K00156	102.9262902299
K00161	110.9890900072
K00162	11.6094279872
K00163	113.2977211644
K00164	141.1631208217
K00169	247.6750892064
K00170	344.0785564585
K00171	284.8256924142
K00172	413.8975783111
K00174	5678.7890329352
K00175	3494.4095960859
K00176	3165.3930125812
K00177	2579.8182878871
K00179	3221.1209421641
K00180	2844.607200593
K00183	562.2208684658
K00184	3789.4798495439
K00185	2789.5968842994
K00194	551.805041719
K00196	4164.1445885711
K00197	527.3946127929
K00198	6606.8994297924
K00208	548.582512877
K00209	926.8837928942
K00215	7666.5781757201
K00216	46.7263469932
K00219	730.3741026927
K00228	236.8270760863
K00230	1465.4952832395
K00239	2325.5779253028
K00240	2559.6123803471
K00241	1203.9024974951
K00242	693.1882719336
K00243	2638.9811599606
K00244	4043.4087773387
K00245	933.3331679113
K00246	781.5663969412
K00247	409.0998094763
K00248	2704.1022340671
K00254	346.4946360973
K00259	176.1140647648
K00260	1294.2678603781
K00261	13.9319854435
K00262	3528.4159152918
K00265	1523.1823672527
K00266	7436.7054494523
K00274	968.4613468055
K00275	560.2103936672
K00276	12.5497020415
K00278	4641.0538881597
K00281	300.3202430402
K00282	333.3068030023
K00283	381.7640820036
K00285	175.3136326126
K00286	4531.6037618644
K00287	2030.0708125191
K00290	1126.9917409662
K00294	322.3588655247
K00297	2740.3012312174
K00298	669.2188806921
K00299	398.1995038094
K00303	388.2886072709
K00313	1165.1553116966
K00322	101.116818958
K00324	686.4924249435
K00325	1044.5790926583
K00329	291.9353736484
K00330	2023.4431006773
K00331	1962.0253009137
K00332	1102.5898056722
K00333	1401.5882669334
K00334	4310.3927022581
K00335	3522.2794584879
K00336	3412.8316028929
K00337	1433.3342047868
K00338	1943.2384040786
K00339	1439.7222983807
K00340	1817.9780839193
K00341	950.990183265
K00342	724.9402823057
K00343	1481.7639520672
K00344	168.1601965129
K00347	190.6725478343
K00348	22.9325597573
