KO	output
K00001	704.5704127275
K00003	4602.0983223075
K00004	1437.8164803372
K00005	4712.1796329287
K00008	526.1848415471
K00009	910.0444256785
K00010	1688.7975146176
K00012	3339.6698622493
K00013	3333.2477184324
K00014	4200.7188596093
K00015	67.333153856
K00016	4404.8023899346
K00018	1849.0988938331
K00019	781.2580216793
K00020	2173.1191769198
K00023	85.3246136747
K00024	1819.8902797918
K00027	2782.9991218958
K00029	1868.6551229838
K00030	1596.2298474609
K00031	3815.665266063
K00033	817.1355951862
K00034	691.5976165188
K00036	536.5096708915
K00040	304.7303027474
K00041	599.2907587755
K00042	207.8337740023
K00043	74.7465870467
K00046	1451.3182135782
K00048	45.8612659497
K00052	3628.1964420894
K00053	4306.8251053969
K00054	118.0790642241
K00055	192.8088219762
K00057	4697.1947078654
K00058	4671.8191278053
K00059	11601.8216227203
K00060	140.3200139649
K00065	1104.8311357809
K00067	5595.4702780894
K00068	2032.0966776143
K00073	18.768811492
K00074	4835.432919364
K00075	6555.5748310812
K00076	141.3810744487
K00077	5869.2035530343
K00086	705.6389052917
K00087	1082.211106918
K00088	6509.2782657302
K00090	702.4046115248
K00091	155.5933422067
K00096	2264.7612249719
K00097	796.8081300406
K00098	154.7463828544
K00099	4305.1122539951
K00100	1321.8992841295
K00101	1447.8014210538
K00102	148.1493149244
K00104	3127.0725543619
K00108	866.0075321515
K00111	4586.8862202856
K00112	71.6966143325
K00113	82.5635027476
K00116	59.6605566094
K00117	61.7829872334
K00121	223.4682611054
K00122	883.8580585118
K00123	4161.4654264311
K00124	1581.6280870668
K00126	142.1527194629
K00127	1980.133500092
K00128	1667.7434484713
K00131	1463.681185418
K00132	1486.2561313437
K00133	5838.628999284
K00134	6717.9488609216
K00135	2335.0439590765
K00138	98.2359567796
K00140	333.9395971982
K00141	67.0465857984
K00145	5351.5872327662
K00146	49.9193342735
K00147	4036.3002537213
K00150	221.9211459622
K00151	87.597332227
K00156	177.5477657691
K00162	13.7761458667
K00163	1170.9030324148
K00166	69.34235307
K00167	128.3210553661
K00169	1400.4007561089
K00170	81.3542515707
K00171	229.1264035513
K00172	81.1316784769
K00174	2155.0606793802
K00175	988.5829065075
K00176	1057.8693795001
K00177	453.356166032
K00179	2160.7425653891
K00180	1060.3242647093
K00183	118.365792705
K00184	3482.5556884306
K00185	1543.763309155
K00194	42.649799597
K00196	1952.5910107496
K00197	212.9360634625
K00198	3461.4942859325
K00208	1459.1389631267
K00209	819.2612973375
K00210	313.1263834389
K00215	5834.4030119919
K00219	938.9350226042
K00226	71.4059931994
K00228	1138.5780071736
K00230	1006.1294077707
K00239	50.8139767326
K00240	1819.4778170516
K00241	508.8888433369
K00242	236.0868718201
K00243	3136.8883829511
K00244	2839.0259003255
K00245	232.3475785937
K00246	225.5707871622
K00247	95.4523734745
K00248	3696.9028152459
K00249	585.603284657
K00252	59.0118851097
K00253	901.8775258494
K00254	1275.3904826237
K00259	381.8365113291
K00260	464.2928993131
K00261	156.7413468272
K00262	5026.3140101722
K00263	53.5129765029
K00265	1907.1510511284
K00266	6631.1099647803
K00274	446.8299807138
K00275	1472.4365505277
K00278	2472.7042112511
K00281	1533.357426696
K00282	563.6226487592
K00283	381.890972647
K00285	1882.6088026612
K00286	4646.9517321741
K00287	4363.900378673
K00290	2429.0887498847
K00293	133.0906041267
K00294	1099.5295486843
K00297	2359.1879187827
K00298	494.7646517228
K00299	300.5361804951
K00302	1527.5031799795
K00303	1089.3348133421
K00305	507.1794481697
K00311	68.1222264632
K00313	712.389937506
K00318	70.6017900509
K00324	2878.3629725599
K00325	165.2504608198
K00329	973.9122053117
K00330	2978.9319212143
K00331	2469.1778955863
K00332	2010.2113536159
K00333	2240.4149740674
K00334	2371.303190109
K00335	2242.8462870565
K00336	2436.9089611242
K00337	2753.5767213103
K00338	2300.6421050444
K00339	1946.2573449385
K00340	1380.2113111515
K00341	961.048795853
K00342	958.5191850701
K00343	2489.3680455695
K00344	786.0277598749
K00346	282.2124753333
K00347	315.5707177652
K00348	576.4092627661
K00349	296.8034530605
K00350	579.1304335839
K00351	459.1478164025
K00354	823.307016197
K00355	844.864991409
K00356	973.9122053117
K00362	167.6366096132
K00363	132.8686788999
K00364	131.5109603988
K00366	1425.876228655
K00368	64.7989997659
K00370	250.0107592902
K00371	163.5509849966
K00372	86.8706831291
K00373	200.3139467404
K00374	412.8813935206
K00375	3276.060323081
K00376	185.7402364114
K00380	254.1740748008
K00381	177.4883432254
K00382	4405.002686031
K00383	1091.4657483242
K00384	8490.823660559
K00385	1299.0212919606
K00389	673.4349301454
K00390	1623.2162413904
K00392	673.8981372664
K00394	853.6271279248
K00395	1177.2999097985
K00404	103.9869956362
K00405	143.2396384982
K00406	86.1649823215
K00407	300.8050695335
K00411	82.1263897509
K00412	1151.891686086
K00413	149.5524240097
K00424	387.1794871795
K00425	2383.381449682
K00426	1596.3080798752
K00428	177.110589562
K00432	4446.8382898839
K00433	203.0103033019
K00437	180.3356810233
K00448	47.3478745684
K00449	72.7900083975
K00450	74.0175574656
K00451	1245.3767443395
K00453	1247.1113026698
K00455	124.7036099035
K00457	977.9371056048
