KO	output
K00001	158.6468799199
K00002	7.244268955
K00003	8049.7250054465
K00004	80.9406546686
K00005	943.6501158485
K00007	324.3121700059
K00008	89.0380035273
K00009	748.1123094545
K00010	485.194915519
K00012	2845.9297310744
K00013	4463.9693518538
K00014	12540.0617644532
K00015	479.6773263255
K00016	9017.6070816258
K00018	1130.7413305008
K00019	246.0111899036
K00020	1678.4056096431
K00021	9.0458111856
K00023	316.9047562157
K00024	4148.2094241195
K00027	1544.3481551799
K00029	3053.2801823151
K00030	24.8586197698
K00031	4387.8139025619
K00033	12349.141652121
K00034	39.5817196743
K00036	4274.7734224012
K00038	44.9828904296
K00040	56.0678077687
K00041	63.7635018347
K00042	165.0967033608
K00045	75.3432918102
K00046	2147.5692199914
K00052	4805.827209295
K00053	11420.0431899811
K00054	1972.9539971742
K00055	7.9510382828
K00057	14370.8750241174
K00058	3101.0806497942
K00059	8369.852345434
K00060	380.8149404013
K00065	247.249864088
K00067	2254.5377182849
K00068	82.3561461255
K00073	14.7722083059
K00074	107.5032099119
K00075	13100.7415784651
K00076	1056.61142205
K00077	8749.6894567912
K00088	11303.8318629182
K00090	418.4278107592
K00091	289.0837648229
K00094	105.4980332432
K00097	2424.7081016783
K00098	18.9067217686
K00099	5139.7331328192
K00101	3897.7685547495
K00102	365.8085315401
K00104	495.4517784652
K00105	10293.3554864697
K00108	442.8231610179
K00111	2789.6848580421
K00112	2244.0426918594
K00113	2276.8607408858
K00116	3802.8415493398
K00117	18.5430086639
K00121	1712.1291701511
K00122	22.2213367022
K00123	1390.6229535565
K00124	2545.1676129999
K00126	282.1659991993
K00127	3161.7642028105
K00128	1841.9056006778
K00130	874.8509042946
K00131	795.6936899679
K00133	6673.8647378727
K00134	11858.7436607136
K00135	2908.4058012346
K00137	217.5375268024
K00138	293.2134096587
K00140	469.2657269325
K00145	4106.8685581518
K00146	214.6181623357
K00147	11143.5429433216
K00151	124.6335090126
K00153	30.9161383394
K00154	104.1313045878
K00156	198.5705979259
K00158	1544.8713579221
K00161	7132.3854319674
K00162	1770.3999807045
K00163	3802.3704944554
K00164	3719.2440294758
K00166	154.37748583
K00167	58.9890262661
K00174	1143.335091902
K00175	1417.0972411999
K00176	1538.1124953769
K00177	453.4033027927
K00179	63.9878544586
K00184	141.1952718314
K00185	177.2879194596
K00196	10.3634562001
K00198	115.4245204257
K00208	4825.7748006343
K00209	1694.0623287458
K00215	13262.0533677373
K00216	8.8491248386
K00219	355.2379252368
K00226	7798.5228210066
K00228	560.6943285601
K00230	254.0479066678
K00231	1336.1287617893
K00232	14.0279708113
K00239	1891.0678665784
K00240	1806.5806251985
K00241	1544.2114908888
K00242	784.3278491853
K00243	1577.6226577048
K00244	5860.5737461941
K00245	793.7672799046
K00246	3092.3213477799
K00247	2494.7958997821
K00248	8.305202259
K00249	781.9189629487
K00252	190.5060325836
K00254	4846.4365457164
K00259	1690.0089863273
K00260	500.3523849206
K00261	434.2998765847
