KO	output
K00001	511.2110743222
K00002	53.7267557915
K00003	3656.6555287312
K00004	538.5230056595
K00005	2576.977974459
K00008	219.9482495122
K00009	375.9020068043
K00010	530.3252041977
K00012	4479.2354514548
K00013	4167.8933297068
K00014	5506.663834854
K00015	969.3052916356
K00016	1222.1257505939
K00018	1955.3880241002
K00019	2878.8329292527
K00020	7909.8043421784
K00023	63.3383803459
K00024	4405.1703312926
K00027	330.3675725438
K00029	5044.9544352165
K00030	415.4033117672
K00031	6002.9493356747
K00033	1283.4456811457
K00034	532.895679893
K00036	1183.87186514
K00038	71.6184317038
K00040	1342.4373581611
K00041	85.6552379284
K00042	540.6600485554
K00043	1798.5018242215
K00046	1880.9477921502
K00048	88.7968857665
K00052	7225.5703651642
K00053	4647.3602207586
K00054	1340.868282095
K00055	505.3345717752
K00057	5101.970963514
K00058	8586.1820176326
K00059	21316.525921422
K00060	1130.07315845
K00065	1199.7623329855
K00067	5504.9499357841
K00068	886.366118258
K00073	742.9913209347
K00074	8794.303258279
K00075	6653.441377752
K00076	389.8685517965
K00077	8766.5233438866
K00086	383.5953798243
K00087	212.984274249
K00088	5945.0121520178
K00090	369.6263855398
K00091	269.5920773424
K00096	2123.836992474
K00097	1678.7462000304
K00098	1255.1769560382
K00099	4108.4213281068
K00100	486.9328354695
K00101	7349.8572465956
K00102	746.6429962634
K00104	1435.4263913297
K00108	2474.4019737813
K00111	2914.8985550831
K00117	563.6119045863
K00121	796.0437342908
K00122	2244.9198015151
K00123	2913.3374843081
K00124	2519.930134767
K00126	1541.4107868196
K00127	5408.1345307958
K00128	2152.2992847822
K00130	79.9340390042
K00131	559.9612209098
K00132	216.1057731775
K00133	5749.5568994806
K00134	6326.8920192031
K00135	10678.7406177681
K00140	2211.4016037742
K00141	525.9516759756
K00145	6468.2139695373
K00147	4721.3503216207
K00151	291.9000041738
K00156	2070.6185550912
K00161	439.5588516072
K00162	447.3834583821
K00163	4041.1386873095
K00164	203.1719791333
K00166	528.7670317338
K00167	479.4942944234
K00169	998.8940359731
K00174	2470.7447366612
K00175	836.6484023468
K00176	484.2506141544
K00177	535.4565871144
K00179	683.6183194284
K00180	675.1464230153
K00196	883.053420975
K00198	2266.0739396222
K00208	2835.3344981507
K00209	555.088773751
