KO	output
KO	output
K00001	45.7767241643
K00003	3905.3997893457
K00004	296.5813505721
K00005	1369.7702121342
K00007	6.790572841
K00008	3594.5973756002
K00009	3545.2617135617
K00010	5196.1979012483
K00012	4409.8501661741
K00013	5722.0213385865
K00014	6072.0594483826
K00015	19.5144612174
K00016	6252.3063953981
K00018	4.8456806781
K00019	73.0794737768
K00020	1261.8982646929
K00021	188.8117363929
K00023	6.8670083673
K00024	5356.63553404
K00027	1091.2605555768
K00029	887.3882254289
K00030	4.591105868
K00031	5412.5079028972
K00032	23.101342245
K00033	5911.3050852413
K00034	14.6216445483
K00036	3201.5017626056
K00040	474.623736391
K00041	487.030824122
K00042	1440.7599616864
K00043	15.5668647933
K00045	1305.1167465256
K00046	288.9219643712
K00048	1345.7396736884
K00052	8055.947494831
K00053	9449.1220118731
K00054	851.9893445139
K00055	37.7339090524
K00057	7854.9054760262
K00058	3628.6920069122
K00059	9457.4985953966
K00060	1094.6383925137
K00065	1227.7355057104
K00066	5.0835102483
K00067	5256.4323942105
K00068	1567.4842147251
K00073	187.8308673354
K00074	840.0988156771
K00075	6903.0079411511
K00076	192.3498797811
K00077	5989.9080278573
K00087	182.3678903458
K00088	11910.6444627184
K00090	820.9943729042
K00091	7.7499520567
K00094	139.7187702014
K00097	2606.0737690579
K00098	405.3750018194
K00099	6128.3952104657
K00101	3326.1957980339
K00102	6.9288719005
K00104	598.2544937425
K00108	3819.4724996265
K00111	5309.4742491651
K00112	1418.1386678359
K00113	1133.1416315169
K00116	8977.0396610915
K00117	1383.9888921752
K00121	1614.5864688143
K00123	3237.0260485314
K00124	1817.7494571948
K00127	1716.876467112
K00128	13514.7939929169
K00130	487.3169864085
K00133	7662.5722312274
K00134	14737.4308915826
K00135	8815.7562070384
K00137	783.0013544552
K00138	2967.3349827669
K00140	2753.3694624604
K00145	7095.4319731188
K00146	238.4205668402
K00147	6736.5474010054
K00150	102.6215323454
K00151	98.3547420251
K00153	2974.5155142772
K00154	26.1583470369
K00156	3622.1662306045
K00158	10.9080414819
K00161	2447.1134395683
K00162	2132.3035957693
K00163	6383.1827950906
K00164	5323.295936115
K00167	6.480239237
K00174	1649.9533591672
K00175	14.1566912837
K00196	327.5128499498
K00198	296.7835912079
K00208	5914.285830407
K00209	18.6382415805
K00215	8749.775458315
K00216	370.6449633984
K00217	2381.7445138968
K00219	369.3537356357
K00226	36.5975148838
K00228	1787.357078945
K00230	1415.0345523905
K00231	1406.5718489218
K00232	233.5175265855
K00239	6242.4881432559
K00240	6818.2546467468
K00241	3808.7979098605
K00242	2865.5441914042
K00243	1899.383820674
K00244	1720.5479003569
K00245	611.8056696014
K00246	1571.3230828415
K00247	1119.9783122991
K00248	22.0308363114
K00249	450.6930397084
K00252	2599.2964472954
K00253	6.5977805691
K00254	5654.3598188877
K00259	3432.1891116248
K00260	3177.0320730657
K00261	55.2871535465
K00262	7286.7445239819
K00263	22.6995825854
K00265	3963.1140766794
K00266	3544.2356259766
K00271	5.6395695542
K00275	2969.3343223558
K00276	76.9827964654
K00278	2591.5253739981
K00281	3992.9615023291
K00282	1710.8911054216
K00283	2299.3459179106
K00285	5333.2657573342
K00286	7768.3219975413
K00287	6324.3685000405
K00294	1714.3050233899
K00297	6469.0339134022
K00299	3369.1157581233
K00301	28.5973149921
K00303	43.9362132492
K00311	26.6281900347
K00313	899.1514288244
K00322	1399.9230389298
K00324	527.6574915589
K00325	1722.4346382455
K00330	3445.7565410799
K00331	3361.7419656793
K00332	1661.3437885764
K00333	1346.0841962656
K00334	2563.7924110382
K00335	2505.3716162447
K00336	710.9716627152
K00337	3045.7065910951
K00338	3191.7554913521
K00339	3011.9702510798
K00340	4005.5365473072
K00341	2325.4208777169
K00342	2620.2839602358
K00343	3092.2936238755
K00344	1161.4842163892
K00346	1547.3514313396
K00347	1714.7775579861
K00348	1864.8594427429
K00349	1530.2642043692
K00350	2013.7591906635
K00351	970.6293437058
K00355	7.4484156559
K00362	619.7428236479
K00363	1202.8979292166
K00364	2651.9896245877
K00368	513.4345832921
K00370	3529.3765750735
K00371	3458.4015269649
K00372	25.2845433684
K00373	4739.0403392646
K00374	1880.5535415067
K00375	2947.7010930943
K00380	4302.4306424882
K00381	2625.5893936145
K00382	9805.4220791849
K00383	1005.4881776609
K00384	5786.0167345082
K00385	101.0548604026
K00389	1547.5711272676
K00390	4877.2861253697
K00392	2777.7168294148
K00404	21.5735141782
K00405	9.9782396351
K00406	1652.5747523595
K00407	56.2164350136
K00411	2002.1486384836
K00412	293.3399093005
K00413	1061.894498755
K00424	475.613576499
K00425	1950.197183858
K00426	960.3019618151
K00427	1328.9136827223
K00428	184.3129293847
K00432	6715.2926257811
K00433	220.6422666778
K00435	2172.2024515488
K00436	6.2772376563
K00448	114.155405199
K00449	2938.7360124266
K00450	143.9473426524
K00451	10.7258300758
K00453	56.1366494089
K00455	21.8518297758
K00457	2456.6493665041
K00459	5495.6288523798
K00467	182.514014703
K00472	23.168512617
K00479	146.3941904074
K00480	137.5915006168
K00481	2631.5842489555
K00483	68.4647812906
K00484	2419.8046941181
K00491	1833.7376649927
K00496	208.5823850025
K00500	5.0041033648
K00507	10.1296322808
K00520	3543.5570289788
K00523	2582.8645496713
K00525	7717.3428602687
K00526	8808.4048021359
K00528	5852.0246881643
K00529	2995.9837579868
K00537	6065.7443276158
K00547	473.7024268838
K00548	2632.4200249962
K00549	9698.2080174782
K00554	8050.3796638689
K00556	34.2706426221
K00557	2436.1831799346
K00558	2423.8737022161
K00560	8774.1023604214
K00561	4284.7020201755
K00563	2608.5206189373
K00564	1248.6111767009
K00566	7834.1756993788
K00567	4797.5910605983
K00568	5680.4669461433
K00569	18.725037611
K00570	15.1434736983
K00571	62.1567431337
K00573	3965.7189101683
K00574	7615.6370627606
K00575	1075.7817148694
K00588	5.618383628
K00595	799.5848608548
K00598	480.2964321671
K00600	9248.0477649406
K00602	7584.7449685905
K00604	6917.8367679947
K00605	5143.0647601641
K00606	7145.0214732631
K00609	8342.6885292777
K00610	4065.3880907198
K00611	10783.6057489064
K00612	47.9141767186
K00615	6352.0482771617
K00616	6650.7999471917
K00620	5240.4931333485
K00624	31.2183676025
K00625	1281.6928459679
K00626	8781.26655721321
K00627	3023.5739613752
K00631	1418.405817819
K00632	2742.9843727108
K00633	86.2874289344
K00635	7.9654802218
K00639	3184.4244784067
K00640	9337.8181478714
K00641	5355.152144806
K00643	8.1212882976
K00645	3392.9944856706
K00647	1231.8256522949
K00648	4057.0613554083
K00651	903.8135318322
K00652	4104.9382510616
K00655	2515.5576897339
K00656	3854.4284415622
K00657	1427.7793879435
K00658	3942.3003638983
K00661	2943.5448975643
K00663	5.2701013748
K00666	3552.7447548329
K00673	1459.0827926414
K00674	7215.717859122
K00675	712.5127836435
K00677	3422.3082433871
K00681	4386.4770618906
K00684	3017.6462069167
K00687	5.7496968832
K00688	7219.0135011201
K00694	974.9492283174
K00697	4331.9344503623
K00700	4999.9259573777
K00703	1850.5036839357
K00705	2984.7296176337
K00721	2966.6511718224
K00728	2551.8926522179
K00748	3039.452810751
K00756	2000.1556043692
K00757	2169.1261923722
K00758	1720.2019703469
K00759	8884.980142936
K00760	9274.7753346506
K00761	8867.4939510861
K00762	8532.7940016737
K00763	6696.1447601415
K00764	3540.4689244864
K00765	6226.4753684187
K00766	5654.0908168339
K00767	3082.7323943092
K00768	4574.5421883088
K00769	1263.4945030983
K00773	8723.7802390332
K00782	3120.0546233915
K00783	5035.9700434137
K00784	2936.3658201355
K00785	1883.686054822
K00788	7950.9906185491
K00789	8343.7132383772
K00790	9557.9582868101
K00791	8593.4097327716
K00793	1574.4682818695
K00794	9044.0564131913
K00795	905.6468978358
K00796	8941.0960553385
K00797	2794.6108604738
K00798	2400.5833703657
K00799	2241.1317246841
K00800	7864.1432148854
K00803	78.1084701981
K00805	3617.6690682725
K00806	8603.8547700374
K00812	52.3373400631
K00813	796.410763875
K00817	12347.2110464752
K00819	2321.8823692932
K00820	7190.3850455065
K00821	6585.216518569
K00822	10.1202704933
K00823	789.1970596866
K00824	1943.9997934859
K00826	4676.8015743544
K00830	103.8792120592
K00831	7269.8706024296
K00832	1109.5775860766
K00833	7262.4032364347
K00835	2820.3103494697
K00836	101.8607425783
K00840	240.6409736179
K00841	291.6066397179
K00845	8886.7592151198
K00847	2142.0587024479
K00848	1586.7088671378
K00849	3664.596937531
K00850	4834.9965003836
K00851	5769.2666703117
K00852	6766.5772900777
K00853	3272.9381562163
K00854	3335.4367618655
K00855	1923.2166048714
K00857	3322.5607092926
K00858	9179.6576467201
K00859	4910.9652887283
K00860	1280.7946999701
K00863	171.3140484115
K00864	4890.1095366894
K00865	3312.9676515508
K00867	4797.4148856519
K00868	9756.3343315142
K00869	2141.9333103618
K00872	5871.0449570508
K00873	6945.8358075069
K00874	785.1257236584
K00876	3007.2093084358
K00878	4799.0377480144
K00879	801.4516284342
K00880	507.2529884048
K00881	70.3220048993
K00882	3534.0209822033
K00883	751.6552986236
K00884	1145.7022891148
K00885	1044.3042596622
K00886	2911.44329891
K00891	9348.7033993476
K00892	863.9539944895
K00895	26.6353984645
K00899	112.5693512382
K00901	1787.3034914966
K00906	908.8592018773
K00912	2058.2362028602
K00917	1093.887165991
K00919	8080.7583545761
K00925	10052.7176364467
K00926	4920.4247603233
K00927	8165.4025989208
K00928	4401.1383519295
K00930	7895.3200083552
K00931	6484.4259030988
K00932	1389.8955310978
K00936	18.7495271271
K00937	2606.3133303125
K00938	194.1736575684
K00939	7603.4104290213
K00940	8642.7771491518
K00941	4468.4541227998
K00942	7619.4172918647
K00943	9390.8316505525
K00945	9266.6949047117
K00946	6617.6466173712
K00947	12.9276453219
K00948	7720.2473859636
K00949	1621.3739315382
K00950	5705.5662766864
K00951	6163.1618701577
K00954	9821.9624636548
K00955	7.3030577082
K00956	5838.4569135688
K00957	4619.866534384
K00958	31.0059320565
K00962	7823.0606030487
K00963	11175.5277819523
K00965	1719.0730861979
K00966	367.8754667709
K00969	9123.5914355374
K00970	2849.0751032162
K00971	614.8887591095
K00973	6709.8268193906
K00974	3724.8517156736
K00975	5625.0810561659
K00978	1111.3801989536
K00979	3401.2042589835
K00980	1239.4481517828
K00981	8352.5465128072
K00982	5075.8009819104
K00983	1829.1540110359
K00984	382.0068577943
K00989	6738.8362653577
K00990	6203.6979682734
K00991	6694.0872990534
K00992	425.5918966372
K00995	8279.8994478657
K00996	449.1135350804
K00997	8852.8580047558
K00998	1231.8933952118
K01000	8350.4279369785
K01002	705.1409971609
K01003	17.1201196867
K01004	9.3426971921
K01006	6.8136494763
K01007	1918.7503764942
K01008	1601.0815083891
K01011	10269.4658854642
K01012	8127.4397071742
K01026	312.9468632051
K01028	2009.3244249431
K01029	3007.2875494883
K01031	341.6124011935
K01034	143.9795126187
K01035	427.2009007258
K01039	83.2727551682
K01040	53.7458634009
K01042	1276.9861094722
K01046	7890.7089015757
K01048	663.275800874
K01051	1255.6263474585
K01055	3038.8304612727
K01056	12356.8805065271
K01057	5513.8659580719
K01058	3125.2735139042
K01061	1424.3925669171
K01066	1935.4567913469
K01069	9481.4905761993
K01070	1847.3857939521
K01077	1048.437018792
K01079	1919.8210741117
K01081	142.1174516408
K01082	5287.0745747033
K01085	702.8044826396
K01087	4320.3417653415
K01089	1482.0430509368
K01091	2223.8951871604
K01092	3602.2331125956
K01093	308.0454679144
K01095	1502.0482301965
K01096	173.7861338071
K01104	7584.8653618
K01113	2568.566987613
K01114	710.5454744626
K01118	1937.4306250719
K01119	1025.0500756359
K01126	7944.6750555769
K01129	4446.785007464
K01130	192.1725762532
K01138	541.9410236192
K01139	3385.3472273704
K01141	420.6285622678
K01142	6902.1831917531
K01143	1037.7032167947
K01144	10.1935056349
K01146	1348.7285914032
K01147	1596.0099552336
K01150	663.1713017933
K01151	3248.3539227482
K01153	4026.9246050371
K01154	1718.6136049244
K01155	134.0974882439
K01156	1465.0742002521
K01159	5971.8307931742
K01160	254.4783434418
K01169	359.8231048486
K01173	749.5682637791
K01174	2200.0968227078
K01175	262.4201582107
K01176	1569.6442759659
K01179	45.5238179034
K01181	21.1788039153
K01183	321.8217584973
K01185	214.8366980103
K01186	233.5609778057
K01187	987.8940852602
K01190	371.7058879155
K01192	111.3232608678
K01193	2962.4063637153
K01194	888.8349654308
K01195	125.5134855347
K01198	186.870551219
K01207	5133.0872411736
K01209	7.2690728945
K01210	7.7533658597
K01214	411.3659174152
K01220	1127.6759691654
K01222	1114.9609199394
K01223	4281.9161313436
K01224	14.117950369
K01226	118.9689276985
K01235	7.5070952219
K01236	2525.9705129844
K01239	1264.2613841478
K01241	473.4260513283
K01243	3639.1118023542
K01246	5924.3832476085
K01247	596.000747662
K01250	667.5881331924
K01251	3711.3917331174
K01252	426.3025398326
K01253	9.5781607644
K01255	6317.5786127628
K01256	3587.9121341104
K01258	2185.8361482451
K01259	2494.2356831705
K01261	1891.8607174453
K01262	261.6308222525
K01265	5485.2333811364
K01266	27.2112736612
K01267	1456.0811234988
K01270	1073.3272746702
K01271	2395.582214685
K01273	23.1191466733
K01278	6.8118821224
K01281	8.8328787266
K01284	3204.8173565497
K01295	34.5920779795
K01297	677.1616851364
K01299	6.5442714015
K01304	2316.362714536
K01305	1659.2612867576
K01318	4446.9360740413
K01322	791.6073306832
K01338	1168.3914129822
K01347	165.1612727422
K01354	741.3354398212
K01355	25.3527437766
K01356	8184.3541884395
K01358	14026.2249298642
K01372	437.0479985155
K01390	1.5450398676
K01392	5.6040924518
K01407	219.1053634087
K01409	8406.731046644
K01414	1074.4806156402
K01419	3845.8392213074
K01420	866.1752624175
K01421	4565.8068478211
K01423	1613.7455628167
K01424	4087.8793748783
K01425	4481.7916191862
K01426	697.9093370301
K01428	5069.1198710276
K01429	6111.0562016694
K01430	6117.8016554107
K01433	2109.4290598703
K01434	50.9398295948
K01436	2820.3829151054
K01438	1080.5481240988
K01439	8463.1691596005
K01443	1861.6249499925
K01447	0.9294846986
K01448	8614.721647163
K01455	25.6786159584
K01460	381.4989225545
K01462	15482.9985662164
K01464	804.6915337225
K01465	8706.7176603247
K01466	1117.6692129311
K01467	112.9429638914
K01468	2619.4929138619
K01469	34.4013006693
K01470	216.3107718276
K01473	94.1570370304
K01474	226.4144405633
K01476	1192.3275762455
K01477	221.753663441
K01478	1521.9151815468
K01479	2303.5548846296
K01480	3414.6628663332
K01483	829.0184679473
K01484	847.1917360408
K01485	612.5702000242
K01486	577.793606109
K01487	629.3038128737
K01488	2596.7485556488
K01489	4646.7893397058
K01491	7053.5156886851
K01493	22.2621280714
K01494	6742.7125722847
K01495	5210.9249931238
K01496	5284.1230587259
