KO	output
K00001	14.7058823529
K00002	57.5625706141
K00003	4317.6229760456
K00004	344.3866144762
K00005	649.7888844202
K00007	119.9425414062
K00008	525.9384480527
K00009	1173.7240831216
K00010	528.4246715803
K00012	5667.7226635908
K00013	5643.4739900727
K00014	8773.314335096
K00015	322.2367074447
K00016	6375.0920145035
K00018	1671.1339471083
K00019	352.8762757547
K00020	793.1414827786
K00023	79.3818955348
K00024	5821.6323865371
K00027	857.050224605
K00029	2270.4488792114
K00030	370.8913901393
K00031	5348.7593981769
K00033	5164.1524554858
K00034	397.8538373207
K00036	3162.29815984
K00038	206.1015212429
K00040	275.7889806939
K00041	236.3016556234
K00042	62.4820992573
K00045	389.030322033
K00046	1298.4516858934
K00048	104.669450213
K00052	6254.2083872978
K00053	8547.0474472394
K00054	1506.0727416036
K00055	25.7449401715
K00057	11686.0704699286
K00058	5228.6148507991
K00059	8616.1418504542
K00060	200.0954746309
K00064	31.1811214923
K00065	803.2392748703
K00067	3386.70543699
K00068	359.4406583556
K00073	55.1040902363
K00074	838.4427561492
K00075	12083.6020831879
K00076	2401.6058534102
K00077	3508.3035429651
K00086	40.6505876537
K00088	11140.968911499
K00090	231.4697810572
K00091	557.9597579686
K00094	51.3291484671
K00096	70.6114042914
K00097	4977.7293140996
K00099	8324.3374023494
K00100	35.1300522948
K00101	2702.8676621231
K00102	275.2797181725
K00104	498.9941684678
K00105	4145.4394092139
K00108	147.2986677912
K00111	3252.3343104022
K00112	1821.9158692303
K00113	1863.1302685684
K00116	4994.5974352939
K00117	62.6692768884
K00118	31.5867863445
K00121	966.7555990981
K00122	43.449680014
K00123	1199.4570284296
K00124	3421.7855649474
K00126	221.5686771712
K00127	2330.927723069
K00128	1988.2057571525
K00130	185.4729982018
K00131	566.6750943707
K00133	6080.9860769574
K00134	11249.6114544874
K00135	2284.5920842207
K00137	98.6479935594
K00138	196.7239354225
K00140	240.48547403
K00141	37.1231064001
K00145	5965.5388022396
K00146	153.5056365206
K00147	7565.4147731717
K00150	142.8750350835
K00151	29.176841127
K00154	68.0185345849
K00156	284.5085328032
K00158	770.0667254091
K00161	3299.7498671378
K00162	1245.6947793924
K00163	2695.6669418463
K00164	2315.1468718204
K00166	106.4437403906
K00167	33.7570022436
K00169	41.7694040107
K00170	34.3440114271
K00171	17.6146663474
K00172	35.0118184262
K00174	3277.9671937386
K00175	4065.3478960569
K00176	5537.1332808675
K00177	1573.7703959239
K00179	427.8657356911
K00180	366.2491430938
K00184	624.2872812611
K00185	630.4423057097
K00194	204.8599529231
K00196	55.2444161402
K00197	201.2691015429
K00198	378.2227748456
K00208	5210.2697175158
K00209	2331.596459572
K00215	10416.1127794723
K00219	309.3962144263
K00226	3598.9006471572
K00228	624.1314328981
K00230	374.940990049
K00231	515.1297783231
K00232	116.2013487205
K00239	3631.82122749
K00240	1887.913867481
K00241	3026.6035002811
K00242	635.4496948951
K00243	1050.7839040786
K00244	2284.7128119111
K00245	1258.3147729152
K00246	3283.657396516
K00247	1885.2000473143
K00248	253.4607576596
K00249	446.0707094342
K00252	826.8189170368
K00254	6078.9137619161
K00259	1229.0889475938
K00260	1261.311765881
K00261	1367.7590592164
K00262	3573.0367519614
K00263	124.1393071527
K00265	1379.6870182521
K00266	2838.081088079
K00274	22.8501038817
K00275	3215.6311346893
K00278	1197.7732833509
K00281	1491.4512431592
K00282	529.8966885596
K00283	1739.0349614794
K00285	1012.4567449954
K00286	7287.7201616157
K00287	5608.4988813318
K00290	2420.2134479259
K00294	368.5881135001
K00297	3771.1206452171
K00298	131.7486703432
K00299	106.402505356
K00303	195.5805007417
K00313	64.4927612176
K00316	24.4952284456
K00318	777.3106506362
K00324	3908.9360466347
K00325	2138.3355361752
K00330	5946.9418928886
K00331	4747.2745972358
K00332	1768.4400212789
K00333	2732.6503410024
K00334	6926.1442035303
K00335	2987.3553627987
K00336	1163.7579473114
K00337	4294.1772771515
K00338	4744.0371590603
K00339	3574.497639183
K00340	2768.2986170086
K00341	3316.6203845601
K00342	2187.48889304
K00343	4664.0429490226
K00344	351.7364065203
K00346	3018.2517697336
K00347	3000.1072623257
K00348	3098.1017530517
K00349	2625.0200593791
K00350	2620.9384854358
K00351	2441.7463700162
K00355	350.7549158792
K00362	293.4940293356
K00363	179.5955673
K00364	4577.2177171782
K00366	37.5838763911
K00367	85.0092796441
K00368	240.3035159427
K00370	295.8503285436
K00371	249.0050135315
K00372	106.1357377738
K00373	185.3167972436
K00374	190.0979009347
K00375	1706.821871775
K00376	1384.3331230334
K00380	1337.2213145125
K00381	943.1366160477
K00382	7613.7271240172
