KO	air_12
K00001	0.000530206619933203
K00002	0.00031086596065962
K00003	0.000411956975912852
K00004	9.96321641054819e-05
K00005	4.99544348056687e-05
K00007	8.83790235010612e-07
K00008	0.000153778334313052
K00009	7.8744055208749e-05
K00010	0.00138796414461132
K00012	0.000581657711481802
K00013	0.0004306764214778
K00014	0.00103138512411766
K00015	0.000840179244790716
K00016	0.000528955578372034
K00018	0.000401636059842624
K00019	0.0002923298822179
K00020	0.000122029429893456
K00021	0
K00023	9.44420431457354e-05
K00024	0.000364857886888261
K00027	0.000394323674718094
K00029	0.000380420685963023
K00030	8.34571393945932e-06
K00031	0.000408675805206293
K00032	1.96975247380987e-06
K00033	0.000417246569671253
K00034	0.000227826595019436
K00035	1.77725709625307e-06
K00036	0.000420846159441672
K00038	0.000367144260217229
K00039	2.40353481100477e-05
K00040	4.86879269836499e-05
K00041	3.19936470563797e-06
K00042	9.42376366826628e-06
K00043	5.01467814740949e-06
K00045	0.000278055829247963
K00046	0.000132061724938045
K00048	7.23436318605846e-06
K00050	2.07155927696755e-06
K00052	0.000439904191186085
K00053	0.000410507034806434
K00054	8.22857975609695e-05
K00055	0.000374998002536006
K00057	0.000419247560903498
K00058	0.00128881975139015
K00059	0.00365994730844001
K00060	6.55497896695324e-06
K00064	1.13872489393887e-05
K00065	0.00030802783424607
K00066	1.21944690363084e-06
K00067	0.000764325544465408
K00068	0.000290154119336555
K00073	1.77186391974976e-05
K00074	9.79536283406057e-05
K00075	0.000508905982122436
K00076	9.56238736348679e-06
K00077	0.000488312216763904
K00082	4.79881010196448e-07
K00086	1.0651087799484e-06
K00087	2.36728186940422e-06
K00088	0.0011140100655796
K00090	0.000443279811253068
K00091	0.000395490489141972
K00094	1.28346607377337e-06
K00096	2.19388348361794e-06
K00097	1.14218114583117e-05
K00098	4.13583912874009e-05
K00099	0.000348920068773044
K00100	5.28260601721448e-07
K00101	0.000306609033765442
K00102	1.38912087077223e-05
K00103	3.8292771237717e-06
K00104	2.06092899370739e-05
K00105	6.36540006418503e-06
K00106	0
K00108	0.000151006971575341
K00109	0
K00111	0.000420883314243868
K00112	8.98318585779524e-06
K00113	8.27014915014336e-06
K00114	4.16878998557837e-06
K00116	0.000489621108737812
K00117	6.68813147239297e-06
K00118	0.00011913691528713
K00121	0.00098809646959103
K00122	6.29715214310295e-05
K00123	0.00038973134950622
K00124	1.87602215077039e-05
K00125	0
K00126	2.13911012295562e-06
K00127	1.34006259975384e-05
K00128	0.0022490296929252
K00129	0
K00130	0.00095495276373204
K00131	1.02521653151841e-05
K00132	6.2293426622052e-05
K00133	0.00043211920243282
K00134	0.000817491696372898
K00135	0.00250193747615377
K00137	0.000412953168655993
K00138	0.000576242027228845
K00140	0.000514077844366015
K00141	0.000511670663623618
K00145	0.000414514463895277
K00146	0.000438254604523089
K00147	0.000337689134615541
K00148	5.34342910790281e-06
K00150	0.000522837839144325
K00151	0.000622401625219524
K00152	5.30392851871569e-07
K00153	0.000323287526722495
K00154	0.000203901586467587
K00156	0.000384800958238
K00158	8.27652029589291e-05
K00161	0.000173370505423827
K00162	0.000177950083717733
K00163	0.000334907006788082
K00164	0.000408687614143356
K00166	7.91619978861508e-05
K00167	9.98686103346908e-05
K00169	1.67888499558101e-06
K00170	1.69427989436325e-06
K00171	1.66349009679877e-06
K00172	2.0913121213899e-06
K00174	8.47725616252349e-05
K00175	8.30341345881913e-05
K00176	2.99475417213787e-06
K00177	2.99475417213787e-06
K00179	4.24380818135646e-06
K00180	4.2498143972658e-06
K00183	0
K00184	4.31924857682342e-06
K00185	4.80785409536753e-06
K00186	2.13911012295562e-06
K00187	4.75620026156848e-07
K00193	0
K00194	0
K00196	2.51913414598102e-06
K00197	0
K00198	4.75620026156848e-07
K00200	0
K00201	4.23944483582746e-07
K00202	0
K00205	3.80024023025401e-07
K00208	0.000159883172339877
K00209	4.30586128831466e-07
K00210	2.99475417213787e-06
K00214	0
K00215	0.000417982118023389
K00216	7.97265882209302e-05
K00217	0.000422153036741601
K00218	1.28700783084893e-06
K00219	0.000288192055946208
K00220	2.99475417213787e-06
K00221	1.19280811118014e-05
K00226	8.60735202310452e-05
K00228	3.48864249094037e-06
K00230	1.71236475698287e-06
K00231	0.000434180061534269
K00232	3.89682796975977e-06
K00239	0.000414703038694915
K00240	0.000403186364568574
K00241	0.000403429251359317
K00242	2.99475417213787e-06
K00243	8.39358519858323e-05
K00244	0.000273618537654839
K00245	8.55644049182249e-06
K00246	8.55644049182249e-06
K00247	8.55644049182249e-06
K00248	9.24850635342638e-05
K00249	8.78264801171327e-05
K00252	0.000375177279554536
K00253	2.22018635066808e-05
K00254	0.000409044285255415
K00255	3.69273800625025e-06
K00256	2.19265584890906e-06
K00257	0
K00259	0.000203152931916008
K00260	7.64152681245056e-05
K00261	0.000221204083477805
K00262	0.000340794408437426
K00263	0.000147830416708847
K00265	0.000385281765329279
K00266	0.000409444460068859
K00270	0
K00271	3.5239024657111e-06
K00273	8.20566618243557e-08
K00274	0.000109526978522603
K00275	1.3827895913293e-05
K00276	1.10508365892611e-06
K00278	2.48112139603535e-05
K00281	0.000122037126816085
K00282	0.000121314903790453
K00283	0.000118283874315609
K00284	0.000455463659521203
K00285	0.000302200982918734
K00286	0.000413181031094463
K00287	0.000431483075118266
K00288	0
K00290	9.90848756322813e-06
K00293	8.55644049182249e-07
K00294	0.000114725477794983
K00297	0.00041796861239034
K00298	0
K00299	0.0005138807912646
K00301	1.90080096213829e-06
K00302	6.43576395579352e-06
K00303	0.000158221472497863
K00304	6.40245311893314e-07
K00305	4.27822024591124e-07
K00311	3.99149738596787e-06
K00313	2.10371102920912e-06
K00314	0
K00315	2.1242328730219e-07
K00316	5.60175424343787e-07
K00317	1.47334251105341e-06
K00318	7.79991200349935e-05
K00320	0
K00322	0.000344779747217706
K00324	3.31781065854539e-05
K00325	1.50483467949574e-05
K00329	0.000322665979617005
K00330	8.12861846723136e-06
K00331	1.05380535574868e-05
K00332	5.19578590391589e-06
K00333	7.75508603109036e-06
K00334	7.22220096649665e-06
K00335	1.18292643938899e-05
K00336	7.78063535998858e-06
K00337	9.41208454100474e-06
K00338	8.17641646879709e-06
K00339	8.12861846723136e-06
K00340	8.12861846723136e-06
K00341	2.41301701210321e-05
K00342	8.12861846723136e-06
K00343	8.12861846723136e-06
K00344	0.00165489795352753
K00346	1.06955506147781e-05
K00347	1.07714948021722e-05
K00348	1.11233726393692e-05
K00349	1.19790166885515e-05
K00350	1.89947537351729e-05
K00351	1.06955506147781e-05
K00354	0.000603901032363529
K00355	1.842008425222e-05
K00356	0.000322665979617005
K00360	1.69977305242064e-06
K00362	9.82499991973148e-05
K00363	7.68201263542869e-05
K00364	0.000152023471592948
K00365	0
K00366	2.18690812452135e-06
K00367	2.89979142787707e-06
K00368	0.000321966340568523
K00370	0.000372070479023897
K00371	0.000380366035639246
K00372	3.8720432820813e-06
K00373	0.000369099862352104
K00374	0.00036957839199155
K00375	0.000447047650898318
K00376	2.62586394397082e-06
K00380	0.000141665821628286
K00381	1.51873195858639e-05
K00382	0.00181298677924782
K00383	0.000286981578886973
K00384	0.00161276936786053
K00385	0
K00387	2.0514165456089e-08
K00389	0.00028301282865048
K00390	0.000299361222780861
K00392	0.000291530464180296
K00394	1.42607341530375e-07
K00395	0
K00400	0.000333209771513819
K00404	4.40494605501843e-06
K00405	3.9771240304273e-06
K00406	5.790774259165e-06
K00407	3.12147998124506e-06
K00410	1.30398023922946e-06
K00411	2.7552004530222e-06
K00412	2.58744631300284e-06
K00413	2.56693214754675e-06
K00423	2.25655820016979e-07
