function.	GI_2
K00001	35.4593047
K00002	0.3628505
K00003	99.7723638
K00004	0
K00005	38.4367296
K00007	0
K00008	8.6655018
K00009	2.9028042
K00010	5.0799073
K00011	0
K00012	101.0016508
K00013	97.0554316
K00014	148.6158919
K00015	0
K00016	95.627174
K00018	7.4531293
K00019	157.0969737
K00020	122.0771072
K00021	0
K00023	111.3195131
K00024	82.4707378
K00027	27.9261154
K00028	0
K00029	203.9141168
K00030	6.8941599
K00031	116.5821695
K00032	0
K00033	7.7576694
K00034	25.3741109
K00035	0
K00036	6.6691179
K00038	0
K00039	0
K00040	36.2485438
K00041	12.9930594
K00042	22.8077543
K00043	10.8178366
K00045	0
K00046	152.7028216
K00048	15.1574577
K00050	0.828967
K00052	134.9860275
K00053	95.6040295
K00054	5.0460678
K00055	5.7717688
K00057	99.19077
K00058	191.5654742
K00059	1003.9473326
K00060	0.0835295
K00064	0
K00065	4.7170567
K00066	0.0417648
K00067	102.450512
K00068	5.8056083
K00073	0
K00074	237.4102439
K00075	100.0417653
K00076	0.725701
K00077	137.2947801
K00082	0
K00086	3.9913557
K00087	4.7170567
K00088	100.9653362
K00090	0
K00091	1.1787853
K00094	0
K00096	10.2689067
K00097	151.174664
K00098	25.3323462
K00099	100.0000005
K00100	17.5322754
K00101	171.8723266
K00102	51.1343594
K00103	0
K00104	80.3611611
K00105	0
K00108	70.8489635
K00111	117.3013362
K00112	0.2505885
K00113	0.0417648
K00114	0
K00116	5.0460678
K00117	5.0460678
K00118	0
K00119	0
K00121	72.9240594
K00122	40.3685423
K00123	141.3738349
K00124	107.5079102
K00125	0.0417648
K00126	55.6087529
K00127	126.564533
K00128	316.3502059
K00130	5.4506831
K00131	9.1130277
K00132	5.4427578
K00133	101.7724883
K00134	105.8604058
K00135	288.3262463
K00137	0
K00138	0
K00140	197.465516
K00141	5.0460678
K00145	124.8938919
K00146	20.2862784
K00147	95.96688
K00148	0
K00150	0
K00151	40.4705496
K00152	0
K00153	0
K00154	0
K00155	0.0417648
K00156	55.2047197
K00158	0
K00161	56.8564382
K00162	56.8564382
K00163	161.780191
K00164	70.7469563
K00166	25.3323462
K00167	25.3323462
K00169	12.8731892
K00170	4.9511754
K00171	5.2711152
K00172	12.8731892
K00174	25.1653371
K00175	24.7189571
K00176	15.7222227
K00177	14.7631385
K00178	0
K00179	34.0380668
K00180	33.8710078
K00183	0
K00184	1.4069694
K00185	1.3234399
K00192	0
K00193	0
K00194	1.0885516
K00195	0
K00196	7.9934519
K00197	1.0885516
K00198	21.4606859
K00200	0
K00201	0
K00202	0
K00203	0
K00207	0
K00208	145.2670484
K00209	20.2862784
K00210	2.4397124
K00215	109.027207
K00216	0
K00217	5.0460678
K00218	0
K00219	15.8639044
K00220	0
K00221	0
K00224	0
K00226	110.6100114
K00228	70.7469563
K00230	3.9913557
K00231	3.2529498
K00232	0
K00239	82.4243841
K00240	78.2710764
K00241	97.3017442
K00242	70.7469563
K00243	25.8931195
K00244	106.4756026
K00245	25.9588175
K00246	26.0841118
K00247	5.0460678
K00248	19.3886387
K00249	197.30668
K00252	95.9772952
K00253	55.6087529
K00255	0
K00256	0
K00257	162.1731585
K00258	0
K00259	7.6626127
K00260	4.3542062
K00261	71.4726573
K00262	94.9991864
K00263	0
K00265	76.165482
K00266	126.8681
K00270	0
K00271	0
K00274	12.3030782
K00275	74.5757534
K00276	0
K00278	52.5686421
K00280	0
K00281	77.0154658
K00282	7.4371017
K00283	7.0742511
K00284	5.0014971
K00285	394.3073383
K00286	127.1738932
K00287	95.465703
K00290	9.4895049
K00292	0
K00293	0
K00294	16.5272881
K00297	93.9608429
K00298	3.2656547
K00299	55.6087529
K00301	0
K00302	35.685325
K00303	56.7390692
K00304	35.3224745
K00305	35.3224745
K00309	0.3628505
K00311	75.9600831
K00313	1.4514021
K00315	0
K00316	0
K00317	0
K00318	20.98742
K00320	0
K00322	0
K00324	126.5227682
K00325	65.7426533
K00329	40.5540791
K00330	77.2201166
K00331	76.3651143
K00332	71.4856896
K00333	71.4856896
K00334	88.142652
K00335	87.6922651
K00336	90.2046321
K00337	77.3454108
K00338	77.2618813
K00339	77.2201166
K00340	76.857266
K00341	76.8859985
K00342	77.2201166
K00343	77.2201166
K00344	101.2506645
K00346	6.3102743
K00347	6.3102743
K00348	6.3102743
K00349	6.3102743
K00350	6.3102743
K00351	6.3102743
K00353	0
K00354	0
K00355	26.7837483
K00356	40.8334001
K00358	1.2178527
K00359	1.3809048
K00362	47.0700267
K00363	25.3323462
K00364	1.0885516
K00365	0
K00366	5.4427578
K00367	0
K00368	20.2862784
K00370	30.378414
K00371	30.378414
K00372	27.1465988
K00373	30.378414
K00374	30.4201787
K00375	296.9974707
K00376	25.3323462
K00378	41.4321626
K00380	70.7469563
K00381	75.7930241
K00382	331.8874895
K00383	81.0061509
K00384	159.2656496
K00385	11.6112166
K00387	0
K00389	3.2907077
K00390	57.981293
K00392	0.725701
K00394	3.9338907
K00395	3.8085965
K00404	45.5166173
K00405	65.7008885
K00406	55.6087529
K00407	65.7008885
K00411	70.7469563
K00412	70.7469563
K00413	70.7469563
K00423	0
K00425	199.2308996
K00426	199.2308996
K00427	0
K00428	49.4891865
K00432	90.2104265
K00433	25.7708009
K00435	0
K00436	0
K00441	0.4530843
K00442	0.0417648
K00446	5.0460678
K00448	5.0460678
K00449	5.0460678
K00450	55.7107602
K00451	70.7469563
K00452	20.2862784
K00453	70.7469563
K00455	40.4705496
K00456	0
K00457	70.7469563
K00459	177.0204016
K00462	0
K00466	0
K00467	0
K00469	0
K00470	5.0460678
K00471	0
K00472	0
K00476	0
K00477	45.5166173
K00478	0
K00479	0
K00480	90.9312275
K00481	0
K00483	0
K00484	0
K00485	5.0460678
K00486	0
K00491	0
K00492	20.2862784
K00493	0
K00495	0
K00496	0
K00499	0
K00500	0
K00505	0
K00507	70.7469563
K00508	0
K00510	1.8142526
K00511	0
K00517	5.0460678
K00518	0.0417648
K00519	0
K00520	20.7039259
K00523	80.9410991
K00525	95.6899438
K00526	82.795855
K00527	58.7675485
K00528	168.6827998
K00529	116.2635736
K00530	0
K00531	1.8142526
K00532	3.3062735
K00533	0.9762896
K00534	0.2923533
K00537	137.7597795
K00538	0.725701
K00539	0
K00540	52.08431
K00543	0
K00545	0
K00547	5.4427578
K00548	103.6285057
K00549	98.2694379
K00554	99.9582357
K00556	0.5429418
K00557	0.3628505
K00558	111.1529966
K00559	0
K00560	91.3652551
K00561	0
K00563	3.2656547
K00564	1.4084914
K00566	114.5634432
K00567	156.5154145
K00568	70.8304858
K00569	70.7469563
K00570	0
K00571	1.176088
K00573	142.8043202
K00574	92.2729947
K00575	83.0269633
K00584	0
K00588	0.3628505
K00590	0
K00595	14.5595381
K00596	20.2862784
K00598	26.0580472
K00599	19.7474009
K00600	140.5958443
K00602	104.5840766
K00603	6.9066741
K00604	104.1668346
K00605	84.0479522
K00606	90.188407
K00607	0
K00608	0
K00609	165.700889
K00610	22.6274649
K00611	21.2423643
K00612	5.4924478
K00613	0
K00614	0
K00615	244.759318
K00616	102.4964742
K00619	0.5429418
K00620	89.0144343
K00622	0
K00624	0
K00625	94.4985273
K00626	599.2354061
K00627	157.6792005
K00631	0
K00632	85.9871669
K00633	5.8141157
K00634	11.3636528
K00635	0
K00638	19.7177221
K00639	8.1875038
K00640	104.2979747
K00641	70.9140153
K00643	5.0460678
K00645	103.5867409
K00646	0
K00647	28.0644118
K00648	172.2117274
K00651	25.6130916
K00652	82.4144945
K00655	187.3998503
K00656	52.6510438
K00657	40.3577371
K00658	74.5757534
K00661	28.3679879
K00662	2.2606326
K00663	0
K00666	165.7309383
K00672	0
K00673	0
K00674	101.1930492
K00675	20.6908937
K00676	3.3102805
K00677	83.7433876
K00680	3.3531911
K00681	430.6245801
K00683	0
K00684	59.7468545
K00685	70.7469563
K00686	5.4427578
K00687	0
K00688	41.8792462
K00689	0
K00690	5.0014971
K00691	4.7043519
K00692	1.8560173
K00693	0
K00694	6.5877036
K00696	0
