function.	skin_28
K00001	14.81
K00002	0
K00003	13.82
K00004	3.88
K00005	3.97
K00007	0
K00008	13.08
K00009	7.42
K00010	2
K00011	0
K00012	5.17
K00013	11.25
K00014	14.82
K00015	1
K00016	21.06
K00018	1.33
K00019	2
K00020	3.49
K00021	0
K00023	0
K00024	7.21
K00025	0
K00027	12.02
K00028	0
K00029	1.33
K00030	0
K00031	13.54
K00032	0
K00033	14.22
K00034	2
K00035	0
K00036	16.22
K00038	3
K00039	0
K00040	0
K00041	1
K00042	0
K00043	0
K00045	0
K00046	2.61
K00048	1
K00050	0
K00052	13.55
K00053	13.55
K00054	10.61
K00055	0.5
K00057	14.82
K00058	15.98
K00059	36.3
K00060	1.5
K00064	0
K00065	2
K00066	1
K00067	6.57
K00068	0
K00073	0
K00074	4.35
K00075	14.82
K00076	0.5
K00077	25.83
K00078	0
K00082	0
K00086	0
K00087	0
K00088	19.32
K00090	0.33
K00091	0.33
K00094	0
K00096	1
K00097	2.33
K00098	0
K00099	4.21
K00100	5.49
K00101	1.83
K00102	0
K00104	2.5
K00105	2.57
K00106	0
K00108	10.25
K00111	12.75
K00112	1
K00113	1
K00114	0
K00116	20.84
K00117	0.33
K00118	0
K00121	3.33
K00122	6.04
K00123	7.92
K00124	0.5
K00126	0
K00127	0
K00128	29.59
K00130	11.25
K00131	2.57
K00132	1
K00133	14.82
K00134	25.07
K00135	9.81
K00137	0
K00138	1.83
K00140	2.83
K00141	0
K00145	11.87
K00146	1.5
K00147	6.4
K00148	1
K00150	1
K00151	1
K00153	2
K00154	0.33
K00156	1
K00158	12.76
K00161	16.99
K00162	17.99
K00163	3.33
K00164	11.25
K00166	8.42
K00167	8.42
K00169	0
K00170	0
K00171	0
K00172	0
K00174	12.92
K00175	12.92
K00176	1.5
K00177	1.5
K00179	1.5
K00180	1.5
K00184	0
K00185	0
K00194	0
K00196	0
K00197	0
K00198	0
K00200	0
K00201	0
K00202	0
K00208	12.25
K00209	0
K00210	1
K00214	0
K00215	14.55
K00216	0
K00217	0
K00218	0
K00219	2.66
K00220	0
K00221	0
K00226	13.61
K00227	0
K00228	0.33
K00230	1
K00231	10.92
K00232	1.5
K00239	13.25
K00240	13.25
K00241	13.25
K00242	1.33
K00243	11.99
K00244	2.46
K00245	0
K00246	0
K00247	0
K00248	1.5
K00249	5.33
K00252	12.25
K00253	0.33
K00254	2.83
K00255	0.66
K00256	0
K00257	14.02
K00259	19.02
K00260	8.42
K00261	3.33
K00262	7.4
K00263	1.38
K00265	12.25
K00266	13.25
K00270	0
K00271	0.5
K00273	0
K00274	2
K00275	1.83
K00276	0
K00278	4.21
K00280	0
K00281	3.5
K00282	8.42
K00283	8.42
K00284	0
K00285	2.16
K00286	14.82
K00287	14.82
K00288	0
K00290	2.3
K00293	0
K00294	9.42
K00297	5.46
K00298	0
K00299	10.25
K00301	0
K00302	0
K00303	0.5
K00304	0
K00305	0
K00311	0.33
K00313	1
K00314	0
K00315	0
K00316	0
K00317	0.5
K00318	9.42
K00320	1
K00322	0.33
K00324	2.16
K00325	1.83
K00326	0
K00329	0
K00330	2.83
K00331	2.83
K00332	1.5
K00333	1.5
K00334	1.83
K00335	1.83
K00336	1.83
K00337	2.83
K00338	2.83
K00339	2.83
K00340	2.83
K00341	2.83
K00342	2.83
K00343	2.83
K00344	2.33
K00346	1
K00347	1
K00348	1
K00349	1
K00350	1
K00351	1
K00354	0
K00355	0.96
K00356	0
K00360	0.5
K00362	9.25
K00363	8.92
K00364	10.99
K00365	0
K00366	0
K00367	0
K00368	1
K00370	8.42
K00371	9.42
K00372	0.83
K00373	3.38
K00374	9.42
K00375	10.75
K00376	0
K00380	8.37
K00381	2.33
K00382	29.07
K00383	4.95
K00384	34.18
K00385	0
K00387	0
K00389	2.5
K00390	4.83
K00392	2.5
K00394	0
K00395	0
K00404	0
K00405	0
K00406	0
K00407	0
K00410	0
K00411	0
K00412	0
K00413	0
K00423	0
K00425	14.35
K00426	14.35
K00427	0.33
K00428	0
K00432	20.5
K00433	0.02
K00435	0
K00436	0
K00441	0
K00446	0
K00448	1
K00449	1
K00450	0
K00451	0.5
K00452	0
K00453	0.5
K00455	0
K00456	0
K00457	0.83
K00459	9.25
K00462	0
K00464	0
K00466	0.5
K00467	0
K00471	0
K00472	0
K00476	0
K00477	0
K00479	0
K00480	0
K00481	1.33
K00483	0.5
K00484	0
K00486	0
K00491	8.42
K00493	0
K00496	1.33
K00499	0
K00500	0.5
K00504	0
K00505	0
K00507	0.83
K00508	1.83
K00510	0.5
K00514	0
K00517	1.5
K00518	1
K00520	1
K00523	0.5
K00525	18.59
K00526	15.09
K00527	13.33
K00528	3.66
K00529	1.83
K00531	0
K00532	0
K00533	0
K00534	0
K00537	13.13
K00543	0
K00544	0
K00547	9.42
K00548	2.83
K00549	11.07
K00554	15.82
K00556	0.5
K00557	0.33
K00558	11.17
K00560	15.84
K00561	2.46
K00563	2.65
K00564	10.94
K00566	16.82
K00567	16.32
K00568	0.33
K00569	0
K00570	0
K00571	14.63
K00573	0.5
K00574	1.02
K00575	0.5
K00577	0
K00584	0
K00587	0
K00588	0
K00590	0
K00594	0
K00595	2.5
K00596	0
K00598	1.5
K00600	15.32
K00602	15.82
K00603	2
K00604	14.82
K00605	12.42
K00606	11.25
K00608	0
K00609	14.82
K00610	1
K00611	22.93
K00612	0
K00613	0
K00615	19.96
K00616	16.52
K00619	1
K00620	10.87
K00621	0
K00624	0
K00625	11.99
K00626	30.01
K00627	17.82
K00631	0.33
K00632	9.25
K00633	0
K00634	1.38
K00635	2.33
K00638	0.33
K00639	9.42
K00640	14.82
K00641	11.25
K00643	0
K00645	14.82
K00646	0
K00647	2.33
K00648	16.99
K00651	2.3
K00652	10.25
K00655	21.32
K00656	16.56
K00657	7.22
K00658	12.75
K00661	6.09
K00662	0
K00663	0.5
K00666	15.03
K00672	0
K00673	0
K00674	10.17
K00675	0
K00677	2.33
K00680	19.69
K00681	8.54
K00683	0
K00684	2.83
K00685	0.33
K00686	0
K00687	8.61
K00688	6.03
K00689	0
K00690	1.3
K00691	0
K00692	0
K00693	0
K00694	0
K00695	0
K00696	0
K00697	1.83
K00698	0
K00700	6.07
K00701	0
K00702	0
K00703	3.57
K00705	6.53
K00709	0
K00712	17.46
K00713	0
K00720	0.5
K00721	4
K00728	0
K00737	0
K00745	0
K00748	1.33
K00752	0
K00754	8.05
K00756	10.97
K00757	1.02
K00758	1.5
K00759	14.82
K00760	14.82
K00761	14.82
K00762	14.82
K00763	13.32
K00764	15.82
K00765	11.25
K00766	12.59
K00767	4.55
K00768	2.83
K00769	0
K00772	0
K00773	14.32
K00782	3
K00783	13.32
K00784	11.99
K00785	0
K00786	0.02
K00788	15.45
K00789	14.82
K00790	25.81
K00791	15.82
K00793	12.61
K00794	13.11
K00795	0.33
K00796	17.32
K00797	1.3
K00798	2.83
K00799	2.98
K00800	14.82
K00801	0
K00803	2
K00805	16.11
K00806	14.82
K00808	0
K00809	0
K00812	2.33
K00813	0
K00817	22.13
K00818	5.83
K00819	16.46
K00820	15.32
K00821	0
K00822	0
K00823	9.04
K00824	8.42
K00826	15.82
K00830	0
K00831	6.06
K00832	1.33
K00833	10.25
K00835	0
K00836	0.33
K00839	0
K00840	0
K00841	10.37
K00842	0
K00844	0
K00845	13.99
K00847	15.49
K00848	1.34
K00849	5.18
K00850	16.49
K00851	10.92
K00852	10.69
K00853	11.04
K00854	4
K00855	0
K00856	0.5
K00857	13.49
K00858	14.82
K00859	14.82
K00860	3
K00862	0
K00863	3.23
K00864	14.82
K00865	22.24
K00867	5.07
K00868	17.45
K00869	10.61
K00870	0
K00872	12.49
K00873	15.49
K00874	7.84
K00875	0
K00876	15.83
K00878	10.45
K00879	0
K00880	0.02
K00881	0
K00882	11.95
K00883	0
K00884	0
K00885	0
K00886	2
K00887	4.95
K00891	13.82
K00892	0
K00895	2
K00897	0
K00899	0
K00901	7.37
K00906	0
K00912	1.33
K00917	11.95
K00918	0
K00919	13.52
K00924	2.33
K00925	13.32
K00926	18.93
K00927	14.82
K00928	23.86
K00929	1.38
K00930	11.87
K00931	6.4
K00932	0
K00936	4.44
K00937	6.54
K00938	10.61
K00939	14.82
K00940	14.82
K00941	12.61
K00942	14.82
K00943	13.82
K00945	14.82
K00946	3.83
K00947	0
K00948	18.39
K00949	11.99
K00950	15.81
K00951	15.82
K00952	0
K00954	14.82
K00955	0.5
K00956	3.83
K00957	4.83
K00958	2.5
K00960	0
K00962	14.82
K00963	14.82
K00965	2.02
K00966	0
K00968	0
K00969	20.53
K00970	2.83
K00971	5.5
K00972	6.04
K00973	5.73
K00974	11.32
K00975	8.14
K00978	1
K00979	1.33
K00980	9.76
K00981	14.82
K00982	2.83
K00983	2.02
K00984	0
K00986	1
K00988	0
K00989	2.83
K00990	0.83
K00991	19.65
K00992	0.33
K00995	16.82
K00996	0
K00997	13.49
K00998	0
K00999	0.5
K01000	14.82
K01002	0
K01003	0
K01004	0
K01006	5.65
K01007	0.33
K01008	0.5
K01011	4.83
K01012	14.52
K01014	0
K01015	0
K01023	0
K01026	0
K01027	0
K01028	1.83
K01029	1.83
K01031	2.16
K01032	2.16
K01034	1
K01035	1
K01039	1
K01040	0
K01042	0.5
K01046	19.21
K01048	0
K01051	2
K01053	0
K01055	0.83
K01056	14.82
K01057	2.5
K01058	0.33
K01060	0.36
K01061	1
K01066	3.5
K01067	0
K01069	1.33
K01070	0.33
K01071	2.57
K01073	0
K01075	0
K01077	11.54
K01078	0
K01079	5.4
K01081	5.73
K01082	1.83
K01083	0
K01085	0
K01086	0
K01087	1.83
K01089	1
K01090	15.99
K01091	16.79
K01092	22.36
K01093	0
K01095	0.33
K01096	0.33
K01101	1.61
K01104	40.72
K01113	2.83
K01114	7.42
K01115	0
K01117	0
K01118	8.73
K01119	3.98
K01120	0
K01121	0
K01126	52.12
K01128	0
K01129	3.83
K01130	1.5
K01133	0
K01135	0
K01137	0
K01138	0
K01139	0.33
K01141	0
K01142	7.9
K01143	0
K01144	1
K01146	0
K01147	0
K01150	0
K01151	10.92
K01153	21.72
K01154	25.74
K01155	1.34
K01156	0.96
K01158	0
K01159	3.83
K01160	0
K01163	1
K01166	0.33
K01167	0.5
K01169	0
K01173	1.33
K01174	15.84
K01175	0.33
K01176	3.95
K01178	0
K01179	0
K01181	1
K01182	0
K01183	7.04
K01184	0
K01185	0
K01186	2.04
K01187	19.54
K01190	12.59
K01191	2.55
K01192	1
K01193	12.67
K01194	0
K01195	3.23
K01197	2
K01198	0
K01200	3.57
K01201	0
K01205	2
K01206	8.34
K01207	6.98
K01208	0
K01209	4
K01210	0
K01212	0
K01215	2.57
K01216	0
K01218	0
K01219	0
K01220	10.06
K01222	0.96
K01223	17.53
K01224	1
K01226	9.61
K01227	0.34
K01230	0
K01232	0
K01233	0.38
K01235	1
K01236	1
K01239	10.19
K01240	0
K01241	1
K01243	12.82
K01246	15.2
K01247	0
K01250	6.54
K01251	1.83
K01252	0
K01253	0
K01255	10.75
K01256	6.94
K01258	20.41
K01259	7.54
K01261	10.99
K01262	16.82
K01263	0
K01264	0
K01265	18.65
K01266	0
K01267	2
K01269	0
K01270	3
K01271	10.99
K01273	2
K01274	7.34
K01277	1
K01278	3
K01281	2.57
K01283	0
K01284	5.5
K01286	1.77
K01295	1
K01297	0
K01299	0
K01301	0
K01303	0
K01304	11.06
K01305	0
K01308	0
K01318	14.46
K01322	1
K01325	0
K01338	1.83
K01342	0
K01347	0
K01350	0
K01354	2
K01355	0
K01356	11.92
K01358	18.34
K01361	4.23
K01372	6.57
K01387	0
K01389	0
K01390	0.34
K01392	0.83
K01399	0
K01400	0
K01401	8.42
K01406	0
K01407	0
K01409	15.82
K01414	0.33
K01415	0.5
K01416	0
K01417	0
K01419	8.42
K01420	3
K01421	13.49
K01424	16.32
K01425	4
K01426	8.06
K01427	0
K01428	8.42
K01429	8.42
K01430	8.42
K01432	0
K01433	2.33
K01434	1.5
K01436	8.04
K01437	0
K01438	4.38
K01439	25.86
K01442	10.04
K01443	14.49
K01444	0
K01446	9.04
K01447	1.02
K01448	12.88
K01449	0
K01451	3.5
K01452	0
K01453	0
K01455	2.38
K01457	0.33
K01458	0
K01459	0
K01460	0
K01461	0
K01462	28.14
K01464	0.5
K01465	15.65
K01466	0
K01467	2.57
K01468	10.92
K01469	0
K01470	1.5
K01471	0
K01473	1
K01474	1
K01476	8.42
K01477	0.33
K01478	12.49
K01479	10.42
K01480	2.5
K01482	0
K01483	0.33
K01484	0
K01485	1
K01486	0
K01487	0.33
K01488	5.94
K01489	13.99
K01491	14.82
K01492	1
K01493	12.99
K01494	2.21
K01495	6.4
K01496	2.5
K01497	0.83
K01499	0
K01501	0.5
K01502	0.5
K01505	0
K01507	4.79
K01512	12.32
K01515	13.82
K01518	0
K01520	11.44
K01521	0
K01523	2.5
K01524	7.71
K01525	0.33
K01531	0
K01533	4.98
K01534	6.59
K01535	0
K01537	3.57
K01539	0
K01545	0
K01546	8.25
K01547	8.25
K01548	8.25
K01551	3.5
K01555	0.83
K01556	1
K01560	6.38
K01561	0
K01563	0
K01567	0
K01568	0
K01569	0
K01571	2.25
K01572	4.25
K01573	1
K01574	0.5
K01575	18.41
K01576	0
K01577	0
K01578	0
K01579	11.25
K01580	2
K01581	0
K01582	7
K01583	0.34
K01584	0
K01585	1
K01586	19.97
K01588	14.82
K01589	13.82
K01590	0
K01591	14.82
K01593	0
K01594	0
K01595	2.9
K01596	1.83
K01597	10.61
K01598	2.57
K01599	12.25
K01601	0
K01602	0
K01607	4.35
K01608	0
K01609	12.59
K01610	9.42
K01611	0
K01613	1.33
K01615	0
K01616	0
K01617	0.5
K01619	19.91
K01620	12.02
K01621	1.02
K01622	0
K01623	10.42
K01624	15.82
K01625	7.34
K01626	5.78
K01627	1.33
K01628	0.84
K01629	1
K01630	0
K01631	0
K01633	14.48
K01635	13.58
K01637	1.33
K01638	1.33
K01639	9.41
K01640	0.83
K01641	10.61
K01643	0.25
K01644	5.25
K01646	0.25
K01647	15.71
K01649	21.43
K01652	26.24
K01653	7.51
K01654	2.02
K01655	0
K01657	12.09
K01658	17.9
K01659	0.33
K01661	12.42
K01662	5.21
K01664	4.38
K01665	9.75
K01666	2
K01667	0
K01668	0
K01669	11.25
K01671	0
K01673	5.78
K01674	0
K01676	1.83
K01677	0
K01678	0
K01679	11.25
K01681	13.54
K01682	0.33
K01683	0
K01684	0
K01685	1
K01686	5.23
K01687	13.55
K01689	16.82
K01690	0.5
K01692	7.83
K01693	10.25
K01695	12.59
K01696	14.55
K01697	1.5
K01698	11.25
K01699	1
K01702	0
K01703	13.71
K01704	13.55
K01706	0
K01707	0
K01708	0
K01709	1
K01710	6.73
K01711	3
K01712	12.42
K01713	0
K01714	15.05
K01715	1
K01716	0
K01719	11.25
K01720	1
K01721	1.5
K01724	0.5
K01725	0
K01727	7.65
K01728	0
K01729	0
K01730	1
K01732	0
K01733	15.32
K01734	0
K01735	14.82
K01736	14.82
K01737	10.13
K01738	24.24
K01739	13.72
K01740	7.85
K01744	3.83
K01745	12.42
K01746	1
K01749	11.25
K01750	10.3
K01751	0
K01752	26.24
K01753	0.5
K01754	20.47
K01755	13.48
K01756	14.82
K01758	1
K01759	4.86
K01760	9.75
