function.	air_4
K00001	28.6355501
K00002	6.1494688
K00003	94.9807385
K00004	15.012664
K00005	43.5732091
K00007	0
K00008	27.7581328
K00009	35.681159
K00010	15.2074842
K00011	0
K00012	62.0812104
K00013	88.5851174
K00014	150.5015545
K00015	0.2475247
K00016	161.9622967
K00018	3.1263126
K00019	7.3776681
K00020	2.3339327
K00021	2.2334792
K00023	1.4497878
K00024	61.5840853
K00027	54.8445842
K00028	0.7349188
K00029	5.4211849
K00030	0.7297158
K00031	90.9734026
K00032	0
K00033	93.1648169
K00034	6.3531353
K00035	0.7072136
K00036	96.650137
K00038	2.9760534
K00039	0
K00040	6.0916357
K00041	1.6098753
K00042	0.4815481
K00043	0
K00045	6.7004375
K00046	38.5267029
K00048	1.2421242
K00050	0.4050405
K00052	97.7423743
K00053	96.6630717
K00054	42.923865
K00055	1.1167396
K00057	101.9600378
K00058	96.5313722
K00059	135.0926409
K00060	1.4144271
K00064	0.7425742
K00065	1.0280314
K00066	0
K00067	42.0003212
K00068	1.8333844
K00073	1.6737388
K00074	21.3794762
K00075	102.9451778
K00076	0
K00077	125.2481298
K00082	0
K00086	0
K00087	0.540054
K00088	176.8017494
K00090	0.5940594
K00091	0.3187432
K00094	0
K00096	2.6056876
K00097	2.9651536
K00098	32.4844577
K00099	55.8675301
K00100	13.5455208
K00101	16.0445977
K00102	0.2475247
K00103	0
K00104	4.7046399
K00105	3.8583239
K00106	0
K00108	72.0420379
K00111	83.3278508
K00112	4.3847241
K00113	4.1146971
K00114	0.4950495
K00116	123.6622944
K00117	2.08628
K00118	0.9193776
K00119	0.2475247
K00121	5.2835953
K00122	25.3536067
K00123	40.2748961
K00124	4.8887447
K00126	0.2475247
K00127	0.7875787
K00128	128.6039479
K00129	0
K00130	59.8286239
K00131	6.3688327
K00132	0.270027
K00133	98.5733106
K00134	183.4017116
K00135	127.5785768
K00137	0
K00138	0
K00140	12.9180858
K00141	0.3889675
K00145	84.1269544
K00146	3.5977435
K00147	64.3977282
K00148	1.1167396
K00150	0
K00151	2.4810039
K00152	0
K00153	13.4715963
K00154	0.2828854
K00155	1.4851485
K00156	50.4448866
K00158	38.3426411
K00161	55.3310014
K00162	55.4370835
K00163	54.17256
K00164	47.1324954
K00166	35.891089
K00167	35.891089
K00169	0.6750675
K00170	0.270027
