KO	air_10
K00001	0.000469322130523412
K00002	0.000209250416029018
K00003	0.000289167335648132
K00004	0.00027289603871466
K00005	0.000216811675052797
K00007	1.1618300374504e-05
K00008	0.000371298101165361
K00009	0.000159490912020782
K00010	0.000500506040834145
K00012	0.000306035922776608
K00013	0.000353869773156151
K00014	0.000739349155985956
K00015	0.000574948347311269
K00016	0.000385888296965034
K00018	0.000282186516506658
K00019	0.000294767827906785
K00020	0.000238519709431676
K00021	7.58942925959438e-06
K00023	0.000122730624288543
K00024	0.000249956903779431
K00027	0.000423408001600099
K00029	0.000450586692000977
K00030	8.10214233368924e-05
K00031	0.000365409244878255
K00032	4.49535362422152e-05
K00033	0.000362386067062735
K00034	0.00040096503574512
K00035	2.00675172090838e-05
K00036	0.000369631316488545
K00038	0.000343723799367811
K00039	1.96731415905397e-05
K00040	0.000236047675209524
K00041	3.15810106625799e-05
K00042	0.000151926939790126
K00043	2.12655781483135e-05
K00045	0.0002403972352513
K00046	0.000383775904595116
K00048	8.22684967925678e-05
K00050	3.77943752453449e-06
K00052	0.000393864697104875
K00053	0.000359317539436374
K00054	9.47110928857008e-05
K00055	0.000316039255035221
K00057	0.000362404838437187
K00058	0.000940565360055494
K00059	0.00276688736839175
K00060	0.000195814819294825
K00064	4.87914536159631e-05
K00065	0.000317570047715282
K00066	6.89923958117605e-07
K00067	0.000413558787055587
K00068	0.000194841707065249
K00073	0.000113224088429817
K00074	0.000115807825518377
K00075	0.0003883785203013
K00076	2.34154442160661e-05
K00077	0.000461165029888645
K00082	1.66281207215595e-06
K00086	2.42146861852983e-05
K00087	3.05082496499673e-05
K00088	0.000675531960577888
K00090	0.000367270093687413
K00091	0.000252551387400369
K00094	5.90519685057711e-05
K00096	1.81592367279164e-06
K00097	0.000202092167103476
K00098	0.000204945362741073
K00099	0.000270022429200511
K00100	8.18703740416978e-07
K00101	0.000256334266471484
K00102	9.94030899694357e-05
K00103	1.17373180628216e-05
K00104	0.000229460105670451
K00105	3.30072114219336e-06
K00106	0
K00108	0.000217380859883183
K00109	0
K00111	0.000387512691038702
K00112	7.62656107408866e-05
K00113	7.62698194142436e-05
K00114	9.37454422742422e-07
K00116	0.000424137691485007
K00117	8.83135554101191e-05
K00118	0.000145328764351627
K00121	0.000541426162638655
K00122	7.9483656251642e-05
K00123	0.000555884522008202
K00124	0.000341454293432415
K00125	0
K00126	7.11068255077796e-07
K00127	8.92167070991511e-05
K00128	0.00156433856846814
K00129	5.49821350462331e-09
K00130	0.000722614839151037
K00131	5.92213948576829e-05
K00132	8.41892722962633e-05
K00133	0.000449089817131119
K00134	0.000753367013775521
K00135	0.00177603790215883
K00137	0.000303453320668102
K00138	0.000535889830384922
K00140	0.000224623727155828
K00141	0.000196276039935991
K00145	0.000359848705130009
K00146	0.000364852812242058
K00147	0.000268785174142199
K00148	6.46280034788906e-05
K00150	0.000190713654267976
K00151	0.000328603824762473
K00152	4.82318705098613e-06
K00153	0.000120265649937347
K00154	0.000129908278400985
K00156	0.000271986695091013
K00158	9.61893582010646e-05
K00161	0.000219857294334808
K00162	0.000224734269778493
K00163	0.000266827119657064
