function.	skin_16
K00001	56.02
K00002	0
K00003	60.31
K00004	14.29
K00005	4
K00007	0
K00008	82.66
K00009	43.35
K00010	10
K00011	0
K00012	5
K00013	48.35
K00014	60.31
K00015	0
K00016	109.62
K00018	0
K00019	4.33
K00020	5
K00021	0
K00023	0
K00024	20.29
K00025	0
K00027	58.64
K00028	0
K00029	1
K00030	0
K00031	59.31
K00032	0
K00033	63.31
K00034	8.33
K00035	0
K00036	64.31
K00038	0.33
K00039	0
K00040	0
K00041	0
K00042	0
K00043	0
K00045	0
K00046	0
K00048	0
K00050	0
K00052	58.31
K00053	58.31
K00054	53.31
K00055	0
K00057	60.31
K00058	63.31
K00059	143.83
K00060	0
K00064	0
K00065	5
K00066	0
K00067	2
K00068	0.33
K00073	0
K00074	5
K00075	60.31
K00076	0
K00077	127.61
K00078	0
K00082	0
K00086	0
K00087	0
K00088	70.31
K00090	0
K00091	0
K00094	0
K00096	5
K00097	6
K00098	0
K00099	6
K00100	6
K00101	0
K00102	0
K00104	1
K00105	0
K00106	0
K00108	52.31
K00111	62.31
K00112	5
K00113	5
K00114	0
K00116	116.62
K00117	0
K00118	0
K00121	5.66
K00122	43.98
K00123	52.31
K00124	1
K00126	0
K00127	1
K00128	157.93
K00130	57.31
K00131	0
K00132	0
K00133	60.31
K00134	112.62
K00135	7.33
K00137	0
K00138	0.33
K00140	5
K00141	0
K00145	51.35
K00146	0
K00147	7
K00148	0
K00150	0
K00151	0
K00153	0
K00154	0
K00156	0
K00158	58.31
K00161	71.27
K00162	71.27
K00163	5
K00164	57.31
K00166	52.31
K00167	52.31
K00169	1
K00170	1
K00171	1
K00172	1
K00174	58.31
K00175	58.31
K00176	1
K00177	1
K00179	0
K00180	0
K00184	0
K00185	0
K00194	0
K00196	0
K00197	0
K00198	0
K00200	0
K00201	0
K00202	0
K00208	62.31
K00209	0
K00210	0
K00214	0
K00215	59.31
K00216	0
K00217	0
K00218	0
K00219	0
K00220	0
K00221	0
K00226	62.31
K00227	0
K00228	0
K00230	0
K00231	57.31
K00232	0
K00239	63.31
K00240	63.31
K00241	63.31
K00242	0
K00243	54.31
K00244	10.96
K00245	1
K00246	1
K00247	0
K00248	0
K00249	0
K00252	40.35
K00253	0
K00254	6
K00255	0
K00256	0
K00257	39.35
K00259	102.29
K00260	53.64
K00261	0
K00262	6
K00263	4
K00265	58.31
K00266	58.31
K00270	0
K00271	0
K00273	0
K00274	5
K00275	0
K00276	0
K00278	10
K00280	0
K00281	5
K00282	53.31
K00283	53.31
K00284	0
K00285	5
K00286	59.31
K00287	59.31
K00288	0
K00290	1
K00293	0
K00294	52.31
K00297	7
K00298	0
K00299	43.68
K00301	0
K00302	0
K00303	0
K00304	0
K00305	0
K00311	0
K00313	5
K00314	0
K00315	0
K00316	0
K00317	0
K00318	52.31
K00320	0
K00322	0
K00324	5
K00325	5
K00326	0
K00329	0
K00330	6
K00331	6
K00332	6
K00333	6
K00334	7
K00335	7
K00336	7
K00337	6
K00338	6
K00339	6
K00340	6
K00341	6
K00342	6
K00343	6
K00344	0
K00346	0
K00347	1
K00348	1
K00349	1
K00350	1
K00351	1
K00354	0
K00355	1
K00356	0
K00360	0
K00362	52.31
K00363	52.31
K00364	53.31
K00365	0
K00366	0
K00367	0
K00368	5
K00370	52.31
K00371	57.31
K00372	0
K00373	19.29
K00374	57.31
K00375	59.97
K00376	0
K00380	52.64
K00381	14.29
K00382	135.54
K00383	7
K00384	154.64
K00385	0
K00387	0
K00389	0
K00390	19.29
K00392	5
