function.	oral_19
K00001	54.21
K00002	0.85
K00003	305.14
K00004	29.07
K00005	205.52
K00007	9.76
K00008	14.53
K00009	15.43
K00010	27.52
K00011	0
K00012	99.55
K00013	149.77
K00014	388.92
K00015	1.6
K00016	279.49
K00018	57.59
K00019	28.04
K00020	85.73
K00021	0.39
K00023	20.52
K00024	126.57
K00025	0
K00027	80.94
K00028	9.17
K00029	156.92
K00030	1.17
K00031	248.43
K00032	0
K00033	264.11
K00034	4.33
K00036	282.39
K00038	0.25
K00039	0
K00040	6.79
K00041	5.15
K00042	15.65
K00043	4.22
K00045	4.31
K00046	35.62
K00048	5.52
K00050	1
K00052	304.31
K00053	313.07
K00054	211.09
K00055	0
K00057	356.42
K00058	325.24
K00059	702.329999999999
K00060	10.27
K00064	3.86
K00065	7.01
K00066	0
K00067	237.97
K00068	12.12
K00073	20.43
K00074	40.23
K00075	357.44
K00076	23.14
K00077	238.62
K00078	0
K00082	0.56
K00086	0.99
K00087	0.22
K00088	368.39
K00090	11.18
K00091	13.26
K00094	1.49
K00096	0.72
K00097	103.54
K00098	2.73
K00099	144.68
K00100	51.36
K00101	83.52
K00102	19.2
K00103	0.25
K00104	76.91
K00105	178.66
K00108	29.33
K00111	63.9
K00112	39.27
K00113	39.27
K00114	2.65
K00116	118.39
K00117	0.43
K00118	0.18
K00121	63.7
K00122	4.2
K00123	252.96
K00124	124.92
K00125	0
K00126	9.76
K00127	124.41
K00128	55.39
K00130	34.25
K00131	172
K00132	0.4
K00133	355.4
K00134	393.64
K00135	94.1
K00137	5.51
K00138	11.68
K00140	41.15
K00141	12.16
K00145	143.77
K00146	19.31
K00147	344.39
K00148	10.01
K00150	0.4
K00151	11.1
K00153	1.31
K00154	11.01
K00156	19.19
K00158	29.99
K00161	221.59
K00162	221.79
K00163	86.99
K00164	83.28
K00166	7.91
K00167	7.91
K00169	0
K00170	0
K00171	0
K00172	0
K00174	64.92
K00175	64.92
K00176	63.1
K00177	63.1
K00179	1.11
K00180	1.11
K00183	0
K00184	5.1
K00185	5.1
K00194	0.41
K00196	0.63
K00197	0.41
K00198	4.76
K00200	0.25
K00201	0.25
K00202	0.25
K00208	140.78
K00209	32.61
K00210	20
K00215	349.85
K00216	1.31
K00217	0.5
K00218	0.04
K00219	15.41
K00220	0
K00221	0.18
K00226	190.59
K00227	0
K00228	15.21
K00230	36.35
K00231	29.7
K00232	0.31
K00239	82.74
K00240	91.9
K00241	82.81
K00242	31.76
K00243	212.36
K00244	268.13
K00245	105.89
K00246	105.89
K00247	44.36
K00248	2.43
K00249	50.39
K00252	23.22
K00253	9.76
K00254	155.46
K00256	2.4
K00257	72.96
K00259	67.86
K00260	21.35
K00261	24.45
K00262	292.56
K00263	2.88
K00265	68.44
K00266	83.96
K00273	0.06
K00274	1.75
K00275	77.47
K00276	0
K00278	36.31
K00280	0
K00281	38.89
K00282	21.64
K00283	21.64
K00284	10.73
K00285	72.61
K00286	357.51
K00287	293.76
K00288	0
K00290	207.71
K00293	0
K00294	6.7
K00297	293.1
K00298	2.68
K00299	20.52
K00301	0.5
K00302	9.76
K00303	14.43
K00304	9.76
K00305	9.76
K00311	34.21
K00313	1.33
K00316	8.49
K00317	0
K00318	5.27
K00322	0
K00324	84.61
K00325	76
K00330	98.84
K00331	103.06
K00332	89.89
K00333	89.89
K00334	51.91
K00335	88.88
K00336	100.02
K00337	98.84
K00338	98.84
K00339	98.84
K00340	98.84
K00341	98.84
K00342	103.34
K00343	98.84
K00344	44.2
K00346	66.55
K00347	67.78
K00348	66.77
K00349	66.77
K00350	66.77
K00351	66.77
K00354	13.22
K00355	158.03
K00356	13.16
K00362	16.6
K00363	17.13
K00364	200.75
K00365	0
K00366	0.92
K00367	1.05
K00368	40.8
K00370	15.54
K00371	16.04
K00372	5.63
K00373	15.71
K00374	16.04
K00375	106.57
K00376	17.86
K00380	60.33
K00381	38.26
K00382	370.96
K00383	280.33
K00384	638.79
K00385	0.86
K00387	0
K00389	1.24
K00390	35.54
K00392	4.85
K00394	0
K00395	0
K00404	84.38
K00405	77.24
K00406	86.81
K00407	74.57
K00411	92.62
K00412	93.62
K00413	92.62
K00425	146.85
K00426	145.84
K00427	8.02
K00428	173.4
K00432	231.79
K00433	23.83
K00435	0.54
K00436	0
K00437	0
K00441	1
K00446	0
K00448	10.01
K00449	10.07
K00450	1.85
K00451	14.61
K00452	5.72
K00453	13.88
K00455	10.85
K00456	0
K00457	30.19
K00459	127.56
K00466	0
K00467	0
K00469	0.37
K00471	6.87
K00472	0.25
K00476	10.51
K00477	9.76
K00479	13.27
K00480	4.2
K00481	9.78
K00483	1.59
K00484	56.91
K00486	4.12
K00491	0
K00493	0.25
K00496	9.57
K00499	11.36
K00500	13.63
K00505	5.51
K00507	22.9
K00508	4.86
K00510	2.05
K00517	3.05
K00520	1.42
K00523	31.01
K00525	398.62
K00526	370.32
K00527	296.14
K00528	63.42
K00529	18.53
K00531	0
K00532	0.41
K00533	0
K00534	0
K00537	431.29
K00543	4.26
K00547	158.9
K00548	43.85
K00549	367.47
K00554	355.68
K00556	5.03
K00557	127.69
K00558	646.12
K00560	305.33
K00561	133.76
K00563	194.85
K00564	250.44
K00566	418.36
K00567	357.73
K00568	64.73
K00569	0.8
K00570	0
K00571	412.08
K00573	107.29
K00574	79.53
K00575	74.95
K00584	0
K00588	0.45
K00590	0
K00595	11.44
K00596	2.9
K00598	3.56
K00600	363.2
K00602	355.2
K00603	4.2
K00604	404.799999999999
K00605	62.95
K00606	80.5
K00608	0.22
K00609	321.289999999999
K00610	21.45
K00611	340.44
K00612	14.73
K00613	1.33
K00615	724.87
K00616	186.74
K00619	13.78
K00620	54.8
K00621	0
K00625	219.63
K00626	269.07
K00627	297.879999999999
K00631	42.02
K00632	15.29
K00633	5.05
K00634	1.91
K00635	0
K00638	1.21
K00639	22.42
K00640	374.16
K00641	65.59
K00643	0
K00645	368.629999999999
K00646	5.26
K00647	68.53
K00648	441.05
K00651	189.18
K00652	134.83
K00655	387.25
K00656	431.26
K00657	463.68
K00658	90.52
K00661	210.68
K00662	79.28
K00663	0
K00666	55.04
K00672	0.25
K00673	19.52
K00674	318.47
K00675	9.76
K00677	143.35
K00680	38.77
K00681	74.86
K00683	0.51
K00684	94.8
K00685	68.62
K00686	0
K00687	203.58
K00688	438.62
K00689	29.37
K00690	151.63
K00691	44.13
K00692	12.04
K00694	19.61
K00696	0
K00697	25.39
K00700	269.57
K00702	1.07
K00703	256.87
K00705	386.79
K00709	0
K00712	2.57
K00720	16.22
K00721	13.49
K00728	0
K00737	0
K00745	0
K00748	142.4
K00752	6.41
K00754	61.83
K00756	202.16
K00757	67.09
K00758	11.22
K00759	353.62
K00760	292.74
K00761	352.58
K00762	354.45
K00763	305.39
K00764	354.87
K00765	149.46
K00766	83.54
K00767	55.56
K00768	15.83
K00769	92.65
K00772	0.44
K00773	354.09
K00782	126.19
K00783	348.52
K00784	212.14
K00785	62.54
K00786	10.74
K00788	291.61
K00789	369.32
K00790	569.919999999999
K00791	356.88
K00793	167.28
K00794	165.88
K00795	95.75
K00796	329.44
K00797	190.21
K00798	37.94
K00799	106.51
K00800	366.36
K00801	10.76
K00803	0.56
K00805	330.94
K00806	357.58
K00808	0
K00809	5.1
K00812	76.42
K00813	63.04
K00817	322.88
K00818	61.45
K00819	7.53
K00820	387
K00821	75.87
K00822	19.22
K00823	10.84
K00824	25.57
K00826	369.36
K00830	1.25
K00831	310.35
K00832	46.65
K00833	134.58
K00835	19.75
K00836	43.97
K00839	3.1
K00840	0
K00841	205.51
K00842	0.5
K00844	0.22
K00845	254.03
K00847	276.04
K00848	13.39
K00849	244.49
K00850	267.34
K00851	86.74
K00852	103.86
K00853	1.18
K00854	96.74
K00855	0.25
K00856	10.76
K00857	259.99
K00858	355.68
K00859	356.32
K00860	78.3
K00862	0
K00863	190.45
K00864	266.78
K00865	294.25
K00867	252.38
K00868	400.88
K00869	212.89
K00870	0.45
K00872	318.12
K00873	379.819999999999
K00874	263.51
K00876	275.11
K00878	117.03
K00879	38.9
K00880	46.62
K00881	1.34
K00882	397.26
K00883	10.63
K00884	42.4
K00885	42.4
K00886	8.86
K00887	205.5
K00891	358.34
K00892	0
K00895	4.18
K00897	6.18
K00899	1.74
K00901	141.76
K00906	9.76
K00912	136.4
K00917	324.66
K00918	0
K00919	187.41
K00924	2.15
K00925	370.3
K00926	249.22
K00927	355.9
K00928	350.21
K00929	1.91
K00930	139.77
K00931	346.24
K00932	0
K00936	123.68
K00937	122.68
K00938	207.38
K00939	357.91
K00940	327.13
K00941	205.25
K00942	355.88
K00943	349.88
K00945	292.48
K00946	147.58
K00947	0
