reactions	air_12
K00001	13.0708120025691
K00003	83.2630211727485
K00004	1.10666666666667
K00005	0
K00006	84.4036292808566
K00007	0.1
K00008	0.1
K00009	0
K00010	0.1
K00011	83.9420620025691
K00012	72.472876802097
K00013	2.24544052758718
K00014	83.2630211727485
K00015	1.91380952380952
K00016	13.4802720866027
K00018	1.91380952380952
K00019	1.17866666666667
K00020	1.23580952380952
K00021	0
K00022	1.23580952380952
K00024	3.02287680209699
K00025	3.02287680209699
K00026	3.02287680209699
K00027	1.72005952380952
K00028	1.72005952380952
K00029	1.24752386092052
K00030	0
K00031	72.2577934687637
K00033	82.765497311828
K00034	0
K00036	82.281247311828
K00039	1.00666666666667
K00040	0
K00041	0
K00042	1.16380952380952
K00043	0
K00045	0.1
K00046	0
K00048	0
K00049	1.91380952380952
K00050	1.91380952380952
K00052	72.4691905275872
K00053	73.1254405275872
K00054	0.1
K00057	84.4036292808566
K00058	73.4275238609205
K00059	85.0598792808566
K00060	0.1
K00066	0
K00067	73.309876802097
K00068	0
K00073	0
K00074	0
K00075	85.0598792808566
K00077	13.0480211727485
K00082	72.653626802097
K00086	0
K00087	1.17866666666667
K00088	85.0598792808566
K00090	0
K00094	0
K00096	84.4036292808566
K00097	1.68862680209699
K00098	0
K00099	3.21252386092051
K00100	0
K00101	13.4802720866027
K00102	0.257
K00103	0
K00104	1.17866666666667
K00105	0
K00106	1.17866666666667
K00110	1.07866666666667
K00111	0
K00112	0
K00113	0
K00116	70.287
K00121	13.0708120025691
K00122	1.92866666666667
K00123	0
K00125	0
K00126	0
K00128	82.3383901689708
K00130	0.072
K00132	0.085
K00133	83.5651045060818
K00134	85.0598792808566
K00135	1.17866666666667
K00137	82.3383901689708
K00139	1.10666666666667
K00140	1.26366666666667
K00145	1.50419052758718
K00146	0
K00147	73.1254405275872
K00149	82.3383901689708
K00150	85.0598792808566
K00151	1.10666666666667
K00156	1.00666666666667
K00158	0
K00160	72.7999166666667
K00161	83.2630211727485
K00162	83.2630211727485
K00163	83.2630211727485
K00164	2.64205952380952
K00165	0
K00166	0
K00167	0
K00169	1.07598039215686
K00170	1.07598039215686
K00171	1.07598039215686
K00172	1.07598039215686
K00174	2.11573394495413
K00175	2.11573394495413
K00176	2.11573394495413
K00177	2.11573394495413
K00179	0
K00199	0
K00207	0
K00208	12.9303741139249
K00209	1.23580952380952
K00210	12.2741241139249
K00211	12.2741241139249
K00215	0
K00216	0
K00220	82.6067711727485
K00226	1.00666666666667
K00228	71.4508095238095
K00229	0.085
K00231	70.215
K00238	73.309876802097
K00239	73.309876802097
K00240	73.309876802097
K00241	73.309876802097
K00242	73.309876802097
K00244	73.309876802097
K00245	73.309876802097
K00246	73.309876802097
K00247	73.309876802097
K00248	1.23580952380952
K00249	1.23580952380952
K00252	1.10666666666667
K00253	1.17866666666667
K00254	85.0598792808566
K00259	1.66291666666667
K00260	1.3294006116208
K00261	83.5651045060818
K00262	71.6926071942539
K00263	0
K00264	1.35345658263305
K00265	1.35345658263305
K00266	1.35345658263305
K00271	0
K00273	0
K00274	1.00666666666667
K00275	1.92866666666667
K00276	1.00666666666667
K00278	1.38654346876365
K00281	83.0882312567821
K00282	83.0882312567821
K00283	83.0882312567821
K00284	1.16380952380952
K00285	1.23580952380952
K00286	72.9747065826331
K00287	84.4894149437456
K00288	85.0598792808566
K00294	1.23580952380952
K00297	84.4036292808566
K00299	0
K00301	0.1
K00302	0.1
K00303	0.1
K00304	0.1
K00305	0.1
K00306	1.10666666666667
K00318	1.23580952380952
K00319	0
K00320	0
K00322	2.64205952380952
K00323	2.64205952380952
K00324	2.64205952380952
K00325	2.64205952380952
K00329	73.224876802097
K00357	10.8875806451613
K00360	1.98580952380952
K00361	1.23580952380952
K00362	1.23580952380952
K00364	10.2375806451613
K00365	0
K00366	0
K00368	0
K00370	1.98580952380952
K00371	1.98580952380952
K00372	1.98580952380952
K00374	1.98580952380952
K00376	0
K00380	1.32080952380952
K00381	1.32080952380952
K00382	84.6401488886997
K00383	1.92866666666667
K00384	85.0598792808566
K00385	1.32080952380952
K00390	1.23580952380952
K00392	0
K00394	0
K00395	0
K00399	0
K00401	0
K00402	0
K00411	0
K00432	1.16380952380952
K00436	0
K00440	0
K00441	0
K00442	0
K00443	0
K00448	1.07866666666667
K00449	1.07866666666667
K00451	1.00666666666667
K00453	0.1
K00455	0
K00457	1.17866666666667
K00463	0.1
K00466	0
K00472	0.1
K00480	1.10666666666667
K00483	0.1
K00484	0.1
K00491	0
K00500	0.1
K00518	82.4891241139249
K00522	12.066247311828
K00524	83.8331649437456
K00525	83.8331649437456
K00526	83.8331649437456
K00527	2.81523911188577
K00528	71.5358095238095
K00529	0
K00531	1.00666666666667
K00540	1.00666666666667
K00547	0
K00548	0
K00549	12.066247311828
K00560	84.4894149437456
K00568	1.92866666666667
K00577	0
K00578	0
K00579	0
K00580	0
K00581	0
K00582	0
K00583	0
K00584	0
K00589	0
K00591	1.19166666666667
K00593	1.76291666666667
K00595	1.10666666666667
K00598	0.1
K00599	12.1233901689708
K00600	72.5028928571429
K00601	84.7577959475233
K00602	85.0598792808566
K00603	82.209247311828
K00605	83.1453741139249
K00606	82.7912074472583
K00607	0.464876802096986
K00608	84.3098792808566
K00609	84.3098792808566
K00610	84.3098792808566
K00611	72.9747065826331
K00615	83.5651045060818
K00616	12.1233901689708
K00618	1.35345658263305
K00620	1.35345658263305
K00625	12.9923155553664
K00626	1.23580952380952
K00627	1.98580952380952
K00629	83.9508120025691
K00632	1.23580952380952
K00634	0.1
K00639	0.150733944954128
K00640	84.7577959475233
K00641	72.8570595238095
K00643	1.00666666666667
K00645	14.8448792808566
K00647	85.0598792808566
K00648	85.0598792808566
K00651	0.117647058823529
K00652	1.77362680209699
K00655	85.0598792808566
K00656	2.51315577855243
K00657	0.1
K00658	0
K00661	0.085
K00665	14.8448792808566
K00667	14.8448792808566
K00668	14.8448792808566
K00672	0
K00673	0
K00674	72.8570595238095
K00677	2.43862680209699
K00681	1.26366666666667
K00688	0.085
K00690	0
K00691	0
K00697	1.10666666666667
K00703	0
K00705	4.4325087197289
K00713	1.92866666666667
K00748	2.43862680209699
K00756	13.6634226982235
K00757	13.4914226982235
K00758	13.0071726982235
K00759	85.0598792808566
K00760	85.0598792808566
K00761	81.751453894461
K00762	84.8850893648902
K00763	84.4322720866027
K00764	85.0598792808566
K00765	2.24544052758718
K00766	72.2008095238095
K00767	11.5241241139249
K00768	82.9946401689708
K00769	84.8520024787596
K00772	1.00666666666667
K00777	70.5170833333333
K00787	84.9422322220331
K00788	2.79279346876365
K00790	85.0598792808566
K00793	71.4962261904762
K00794	2.43862680209699
K00795	84.9422322220331
K00796	73.309876802097
K00797	1.2243137254902
K00798	83.1453741139249
K00800	73.1254405275872
K00804	84.9422322220331
K00805	12.066247311828
K00806	82.281247311828
K00810	71.4508095238095
K00811	84.7577959475233
K00812	84.7577959475233
K00813	84.7577959475233
K00814	0.185
K00815	83.2630211727485
K00817	83.2630211727485
K00818	71.6471905275872
K00819	1.00666666666667
K00820	84.6070620025691
K00821	72.3754405275872
K00822	1.17866666666667
K00823	0
K00824	1.00666666666667
K00826	85.0598792808566
K00827	0
K00830	0
K00831	73.4275238609205
K00832	84.7577959475233
K00833	1.32080952380952
K00835	1.10666666666667
K00838	83.2630211727485
K00840	0
K00841	10.1375806451613
K00844	12.5103145901154
K00845	11.6690645901154
K00848	0
K00849	71.7719839449541
K00850	85.0027364237137
K00851	1.26366666666667
K00852	1.95579346876365
K00853	0.65625
K00855	0.75
K00856	82.209247311828
K00857	10.8875806451613
K00858	85.0598792808566
K00859	85.0598792808566
K00860	1.17866666666667
K00861	85.0598792808566
K00863	0.185
K00864	82.3296401689708
K00865	82.2724973118279
K00867	85.0598792808566
K00868	82.937497311828
K00869	1.19166666666667
K00872	82.3383901689708
K00873	85.0027364237137
K00875	2.32791666666667
K00876	14.8448792808566
K00877	2.57005952380952
K00878	0.722142857142857
K00879	0
K00882	82.7693554199361
K00883	1.00666666666667
K00884	0
K00885	0.75
K00891	82.9088545060818
K00892	0
K00893	82.209247311828
K00895	0.806983944954129
K00899	1.00666666666667
K00901	3.42344144144144
K00904	10.1375806451613
K00912	2.43862680209699
K00917	85.0027364237137
K00919	3.21252386092051
K00925	14.1166292808566
K00926	0
K00927	84.9091453359025
K00928	0
K00929	0
K00930	1.50419052758718
K00931	71.4537738609205
K00932	14.1166292808566
K00938	0
K00939	85.0598792808566
K00940	82.3383901689708
K00941	2.57005952380952
K00942	85.0598792808566
K00943	85.0598792808566
K00944	1.91380952380952
K00945	85.0598792808566
K00948	85.0598792808566
K00949	11.9350024787596
K00950	73.0077934687637
K00951	85.0598792808566
K00952	85.0598792808566
K00953	85.0598792808566
K00954	83.5651045060818
K00955	1.23580952380952
K00956	1.23580952380952
K00957	1.23580952380952
K00958	1.23580952380952
K00963	83.1122872277944
K00964	0.75
K00966	0
K00969	85.0598792808566
K00971	2.037
K00972	84.6070620025691
K00973	73.309876802097
K00975	2.41291666666667
K00978	1.00666666666667
K00979	82.4891241139249
K00980	10.1375806451613
K00981	85.0598792808566
K00983	0.665
K00991	3.09487680209699
K00995	84.6070620025691
K00997	84.4322720866027
K00998	82.6404735023041
K01000	85.0598792808566
K01005	84.9422322220331
K01006	1.66291666666667
K01007	0.229142857142857
K01008	0.922
K01011	0.822
K01012	72.8570595238095
K01027	0
K01028	0
K01029	0
K01034	1.00666666666667
K01035	1.00666666666667
K01047	0
K01048	72.1920595238095
K01053	1.10666666666667
K01055	1.23580952380952
K01057	82.837497311828
K01069	74.3518342985843
K01077	1.2574006116208
K01078	1.2574006116208
K01079	73.0077934687637
K01080	0
K01081	2.43862680209699
K01082	72.2515434687637
K01085	0
K01086	82.4891241139249
K01087	1.10666666666667
K01089	72.4604405275872
K01091	2.43862680209699
K01092	12.1233901689708
K01093	1.2574006116208
K01094	82.3383901689708
K01101	1.2574006116208
K01112	0.85
K01113	1.2574006116208
K01119	1.00073394495413
K01126	82.9946401689708
K01129	1.52639705882353
K01133	0
K01139	2.43862680209699
K01176	0
K01182	0
K01187	0.806983944954129
K01188	0.222733944954128
K01189	0
K01190	1.2424006116208
K01193	0.085
K01194	0
K01203	0
K01207	1.2424006116208
K01209	0
K01220	0
K01221	0
K01222	0
K01223	0
K01226	0.085
K01232	0.085
K01239	71.3936666666667
K01241	1.3294006116208
K01243	12.8415816104123
K01244	12.8415816104123
K01251	1.23580952380952
K01252	1.17866666666667
K01255	85.0598792808566
K01256	85.0598792808566
K01270	85.0598792808566
K01271	85.0598792808566
K01424	83.9031488886997
K01425	1.17866666666667
K01426	1.17866666666667
K01427	1.17866666666667
K01428	1.17866666666667
K01429	1.17866666666667
K01430	1.17866666666667
K01431	1.10666666666667
K01432	0.1
K01433	1.32080952380952
K01436	0
K01438	1.3294006116208
K01439	72.8570595238095
K01440	82.9540220866027
K01443	10.8875806451613
K01446	0
K01447	0
K01448	0
K01449	0
K01457	1.23580952380952
K01458	1.10666666666667
K01460	0.085
K01464	1.17866666666667
K01465	82.6643705611277
K01466	0
K01468	1.10666666666667
K01476	1.10666666666667
K01477	0
K01478	0
K01479	82.3383901689708
K01480	1.00666666666667
K01482	0
K01484	0.072
K01485	1.92866666666667
K01486	1.00666666666667
K01487	1.23580952380952
K01488	0.229142857142857
K01489	82.6620645901154
K01491	85.0598792808566
K01492	85.0598792808566
K01493	12.1851726982235
K01494	72.2008095238095
K01495	73.309876802097
K01496	72.4604405275872
K01497	72.3032101354303
K01498	72.653626802097
K01499	0
K01507	84.4894149437456
K01509	0.1
K01510	0.1
K01512	1.09166666666667
K01513	0
K01514	0
K01515	83.6003953359025
K01517	83.6003953359025
K01518	1.22080952380952
K01519	84.4036292808566
K01520	84.4036292808566
K01521	0
K01523	72.4604405275872
K01524	0
K01525	0.979142857142857
K01529	0.1
K01533	0.1
K01553	0.1
K01556	0.1
K01568	83.2630211727485
K01571	0.085
K01572	0.085
K01573	0.085
K01575	0
K01579	1.31454346876365
K01580	1.31454346876365
K01581	82.281247311828
K01582	1.2963137254902
K01583	1.59839705882353
K01584	1.59839705882353
K01585	1.59839705882353
K01586	83.2630211727485
K01587	85.0598792808566
K01591	85.0598792808566
K01595	0.085
K01596	82.3840372277944
K01597	0
K01598	84.6401488886997
K01599	72.1920595238095
K01607	1.23580952380952
K01608	1.10666666666667
K01609	72.2008095238095
K01610	0
K01611	0
K01613	82.7912074472583
K01619	12.5330893648902
K01620	0.172
K01621	1.00666666666667
K01622	83.5651045060818
K01623	83.5651045060818
K01624	83.5651045060818
K01625	0.407733944954128
K01626	83.5651045060818
K01627	2.13654346876365
K01628	0
K01629	1.00666666666667
K01630	0
K01631	72.0716666666667
K01632	1.00666666666667
K01633	72.653626802097
K01635	1.10666666666667
K01637	1.23580952380952
K01638	1.23580952380952
K01639	0.75
K01640	1.17866666666667
K01641	0
K01643	0.185
K01644	0.185
K01646	0.185
K01647	72.4691905275872
K01649	72.4691905275872
K01652	83.2630211727485
K01653	83.2630211727485
K01654	0
K01655	0
K01656	72.3515434687637
K01657	72.3515434687637
K01658	72.3515434687637
K01659	0.229142857142857
K01661	73.03
K01662	3.21252386092051
K01663	72.4604405275872
K01664	2.03654346876365
K01665	2.03654346876365
K01666	0
K01670	0
K01672	72.2008095238095
K01673	72.2008095238095
K01674	72.2008095238095
K01676	73.4275238609205
K01677	73.4275238609205
K01678	73.4275238609205
K01679	73.4275238609205
K01680	72.2577934687637
K01681	72.2577934687637
K01682	72.2577934687637
K01684	0
K01685	0
K01686	0
K01687	72.4120476704443
K01689	83.1453741139249
K01690	0.172
K01692	1.23580952380952
K01693	2.24544052758718
K01694	73.0077934687637
K01695	0
K01696	0
K01697	0
K01698	72.1920595238095
K01699	0
K01702	72.4691905275872
K01703	72.4691905275872
K01704	72.4691905275872
K01706	1.10666666666667
K01707	1.10666666666667
K01708	72.0716666666667
K01709	1.10666666666667
K01710	73.309876802097
K01711	1.00666666666667
K01712	1.10666666666667
K01713	72.4691905275872
K01714	0
K01715	1.23580952380952
K01716	84.1015459475233
K01718	85.0598792808566
K01719	72.1920595238095
K01720	1.07866666666667
K01724	1.17866666666667
K01725	1.00666666666667
K01733	83.2630211727485
K01734	0.967647058823529
K01735	83.5651045060818
K01736	83.5651045060818
K01737	0
K01738	84.7577959475233
K01739	12.2410372277943
K01740	84.7577959475233
K01744	72.8570595238095
K01745	1.10666666666667
K01746	0
K01749	72.1920595238095
K01750	1.10666666666667
K01752	11.7665645901154
K01753	0
K01754	14.4251488886997
K01755	73.1254405275872
K01756	85.0598792808566
K01758	12.0513901689708
K01759	1.98580952380952
K01760	12.0513901689708
K01761	0
K01768	84.4894149437456
K01770	3.21252386092051
K01772	82.9946401689708
K01773	1.00666666666667
K01775	74.620215302362
K01776	84.9422322220331
K01777	0
K01778	72.8570595238095
K01782	1.23580952380952
K01783	85.0598792808566
K01784	74.9222986356953
