function.	air_9
K00001	22.3998325
K00002	7.6153883
K00003	98.3273781
K00004	19.5416245
K00005	48.0913679
K00007	0
K00008	23.706004
K00009	30.6746887
K00010	18.1626462
K00011	0
K00012	73.449781
K00013	94.2992606
K00014	162.5364872
K00015	0.310559
K00016	169.4379091
K00018	0.1573499
K00019	7.0363854
K00020	4.0842924
K00021	3.0892195
K00023	0.9316771
K00024	73.3733466
K00027	44.0191822
K00028	0.1434334
K00029	2.4444446
K00030	0
K00031	97.9304887
K00032	0
K00033	100.1028364
K00034	5.3512767
K00035	0.2898551
K00036	101.4584608
K00038	3.0478116
K00039	0
K00040	5.047908
K00041	0.4430642
K00042	0.2484472
K00043	0
K00045	9.2000257
K00046	43.7752409
K00048	1.1594203
K00050	0.0414079
K00052	101.1836464
K00053	98.0777641
K00054	32.4223743
K00055	2.1657278
K00057	102.2402617
K00058	101.970374
K00059	111.813097
K00060	0.0414079
K00064	0.4679089
K00065	0.9220152
K00066	0.1849552
K00067	45.0021518
K00068	2.3283744
K00073	1.4354727
K00074	26.8019112
K00075	104.3646779
K00076	0.0593513
K00077	124.1946726
K00082	0
K00086	0
K00087	0
K00088	200.6938221
K00090	0
K00091	0.075886
K00094	0
K00096	0.0179292
K00097	2.430642
K00098	43.7377822
K00099	65.9571155
K00100	10.8190273
K00101	16.6151798
K00102	0.2456867
K00103	0
K00104	6.8201647
K00105	1.9124458
K00106	0
K00108	81.3063378
K00111	87.1353779
K00112	0.2898551
K00113	0.2898551
K00114	0.7660456
K00116	128.8723253
K00117	1.0904073
K00118	0.5534852
K00119	0
K00121	2.2801507
K00122	21.532091
K00123	35.3985908
K00124	3.2962589
K00126	0.2898551
K00127	0.2898551
K00128	123.1349285
K00129	0
K00130	64.234195
K00131	1.5974757
K00132	0
K00133	99.8815392
K00134	194.8349619
K00135	163.7016897
K00137	0
K00138	0
K00140	14.7503492
K00141	0.1242236
K00145	92.1846704
K00146	4.5510135
K00147	69.4465432
K00148	1.5446098
K00150	0.247067
K00151	3.2962589
K00152	0
K00153	18.0384226
K00154	0.641822
K00155	0.057971
K00156	66.4238367
K00158	31.9139398
K00161	44.0388257
K00162	44.0388257
K00163	65.42167
K00164	39.8969618
K00166	31.6770185
K00167	31.6770185
K00169	0
K00170	0
K00171	0
K00172	0
K00174	30.8668046
K00175	30.8668046
K00176	0
K00177	0
K00179	0
K00180	0
K00184	1.1966874
K00185	1.1966874
K00194	0
K00196	0
K00197	0
K00198	0
K00200	0
K00201	0
K00202	0
K00207	0
K00208	32.3243616
K00209	0
K00210	0.4347826
K00211	0.0414079
K00214	0
K00215	99.5159262
K00216	6.0128075
K00217	7.5160094
K00218	0
K00219	7.5946844
K00220	0.4554866
K00221	0.7177364
K00224	0
K00226	101.6126977
K00228	1.794341
K00230	0.9689442
K00231	94.8447202
K00232	9.5078242
K00239	96.8295374
K00240	96.8295374
K00241	95.2863079
K00242	0.8281574
K00243	34.0662667
K00244	8.5709306
K00245	0.2898551
K00246	0.2898551
K00247	0.2898551
K00248	0.0814355
K00249	15.3286791
K00252	47.4684278
K00253	1.0973086
K00254	0
K00255	0.1449275
K00256	0
K00257	22.4257949
K00258	0.0593513
K00259	90.4280426
K00260	30.8626638
K00261	4.149261
K00262	67.5156877
K00263	4.5328776
K00265	47.2611106
K00266	48.5199097
K00270	0
K00271	0
K00273	0
K00274	0.6915114
K00275	3.5101033
K00276	0
K00278	18.7614985
K00279	0
K00280	0
K00281	40.2233456
K00282	30.9730848
K00283	31.6908212
K00284	0.5024155
K00285	11.8750703
K00286	100.1946453
K00287	101.4450096
K00290	0.5946511
K00292	0.0193237
K00293	0.0207039
K00294	31.5721186
K00297	64.6021031
K00298	0.0193237
K00299	86.8749898
K00301	7.5367134
K00302	0.0414079
K00303	0.3726708
K00304	0.0414079
K00305	0.0414079
K00309	0.0193237
K00311	0.8695653
K00313	0
K00314	0
K00315	0
K00316	0
K00317	13.6478054
K00318	31.7363698
K00320	0
K00322	0
K00324	6.7428702
K00325	7.2743673
K00329	0.641822
K00330	1.452036
K00331	1.452036
K00332	1.4327123
K00333	1.452036
K00334	1.2670808
K00335	1.2463769
K00336	1.2463769
K00337	1.452036
K00338	1.3485163
K00339	1.4106281
K00340	1.431332
K00341	1.452036
K00342	1.4106281
K00343	1.452036
K00344	16.6027574
K00346	1.0310559
K00347	1.0310559
K00348	1.0310559
K00349	1.0310559
K00350	1.0310559
K00351	1.0310559
K00353	0.0207039
K00354	0
K00355	0.7643523
K00356	1.6740306
K00358	6.4597773
K00359	4.6015064
K00360	0
K00362	33.7931532
K00363	33.7931532
K00364	32.1520279
K00365	0
K00366	0
K00367	0.531401
K00368	47.4191342
K00370	53.9188212
K00371	55.3542939
K00372	0.868185
K00373	55.3542939
K00374	55.3542939
K00375	85.5338567
K00376	0.6625259
K00378	0
K00380	31.8979568
K00381	6.9399587
K00382	197.1383023
K00383	73.8509174
K00384	140.2652312
K00385	0
K00386	0
K00387	0
K00389	13.7883063
K00390	27.0392091
K00392	20.2717833
K00394	0
K00395	0
K00397	0
K00404	1.2988269
K00405	1.3195308
K00406	1.8895791
K00407	0.8695653
K00410	0
K00411	0.8695653
K00412	0.888889
K00413	0.8695653
K00423	0.1449275
K00425	87.8102659
K00426	89.2457386
K00427	0
K00428	2.2180815
K00432	115.7361016
K00433	0.685905
K00435	0.057971
K00436	0
K00437	0
K00441	0.0414079
K00446	1.8344649
K00448	9.2469546
K00449	10.8702393
K00450	9.1834625
K00451	1.5983437
K00452	0.8005521
K00453	1.78882
K00455	0.2898551
K00456	0.0193237
K00457	11.2386731
K00459	74.0015087
K00462	0
K00464	0
K00466	0
K00467	0.0414079
K00468	0
K00469	0.2015183
K00470	0
K00471	0
K00472	0.2898551
K00476	0
K00477	0
K00478	0
K00479	1.5032019
K00480	15.0320188
K00481	9.43329
K00483	0.2898551
K00484	0.2898551
K00485	4.6738569
K00486	0.8005521
K00491	30.1449274
K00492	9.5337602
K00493	0
K00494	0
K00495	0
K00496	3.2921181
K00499	0
K00500	1.794341
K00504	0
K00505	1.5432295
K00507	0.6073154
K00508	52.4477185
K00510	83.9681574
K00514	0
K00517	4.8821769
K00518	0.0193237
K00520	17.5647432
K00523	0.0193237
K00524	0
K00525	105.7305467
K00526	159.1750889
K00527	81.7048702
K00528	74.2987143
K00529	1.0117323
K00530	3.0064038
K00531	0
K00532	0
K00533	0
K00534	0
K00535	0
K00537	14.9054498
K00538	0
K00539	0
K00540	55.9540153
K00543	0
K00547	34.7296681
K00548	57.5962894
K00549	83.0055359
K00554	102.3065964
K00555	0
K00556	0.8750863
K00557	0.379501
K00558	21.5798508
K00559	0
K00560	101.4354725
K00561	14.2400375
K00563	65.7492901
K00564	3.768116
K00566	99.2822634
K00567	87.5978435
K00568	4.1658242
K00569	0.0400276
K00570	0
K00571	25.4943553
K00573	3.9862938
K00574	86.6539594
K00575	2.4817118
K00577	0
K00584	0
K00587	0
K00588	3.0257274
K00590	0.0179292
K00594	0
K00595	54.4244466
K00596	0
K00598	0.0814355
K00599	34.6296322
K00600	99.9999998
K00602	99.9227336
K00603	0.4661587
K00604	103.0257415
K00605	71.2157541
K00606	66.8069612
K00607	0.0386473
K00608	0
K00609	99.7570879
K00610	0
K00611	127.4340636
K00612	0.2042788
K00613	0
K00614	0.3958364
K00615	105.0568965
K00616	99.9754682
K00617	0
K00619	0.0414079
K00620	85.6915316
K00624	4.5096057
K00625	33.1525473
