function.	air_9
K00001	24.8818667
K00002	6.6727281
K00003	96.5567763
K00004	17.8065067
K00005	45.133496
K00007	0.3211231
K00008	24.6830342
K00009	33.1616338
K00010	17.0309521
K00011	0
K00012	70.5749764
K00013	90.9886909
K00014	157.3982754
K00015	1.0951292
K00016	162.1956172
K00018	1.0891232
K00019	10.81971
K00020	7.9930668
K00021	2.7053141
K00023	2.9584524
K00024	68.6245615
K00027	46.8909678
K00028	0.3601846
K00029	7.4817044
K00030	0.2955717
K00031	95.2721074
K00032	0.0473851
K00033	98.7990256
K00034	5.8864798
K00035	1.2158637
K00036	99.4253375
K00038	3.0364203
K00039	0.4850467
K00040	5.9867845
K00041	0.8709645
K00042	1.9759461
K00043	0.0396215
K00045	8.4846413
K00046	42.8797257
K00048	1.8811459
K00050	1.1951573
K00052	99.5177519
K00053	96.4860603
K00054	36.8163328
K00055	2.4323505
K00057	102.1404217
K00058	104.1127428
K00059	133.3662142
K00060	0.7527879
K00064	1.3336626
K00065	2.2811062
K00066	0.4126835
K00067	45.7569007
K00068	3.5183443
K00073	1.5900294
K00074	29.3200602
K00075	103.7198977
K00076	0.3934599
K00077	124.7011162
K00082	0.1801929
K00086	0.0048767
K00087	0.0952835
K00088	188.5032678
K00090	0.8637994
K00091	0.5923934
K00094	0.2686119
K00096	0.174308
K00097	6.288115
K00098	39.0742969
K00099	61.6853908
K00100	12.7168423
K00101	18.5652312
K00102	1.5115995
K00103	0
K00104	8.9703864
K00105	3.533354
K00106	0
K00108	77.3786868
K00111	85.0477583
K00112	1.2099985
K00113	1.1636014
K00114	2.0993832
K00116	123.8761189
K00117	2.2822861
K00118	0.5960275
K00119	0.9276852
K00121	5.851124
K00122	22.4307991
K00123	40.1114968
K00124	5.8451768
K00126	1.5169178
K00127	2.8607205
K00128	129.890721
K00129	0
K00130	61.7089364
K00131	3.3879163
K00132	0
K00133	100.0813532
K00134	189.5184733
K00135	151.3043636
K00137	0.2651297
K00138	0.1885848
K00140	16.351032
K00141	0.4103078
K00145	88.9410193
K00146	4.3555514
K00147	68.1418626
K00148	2.0248384
K00150	0.2544714
K00151	3.9659677
K00152	0.200003
K00153	15.9569329
K00154	1.6866578
K00155	0.2580554
K00156	59.2893496
K00158	34.1610193
K00161	51.3400072
K00162	51.332972
K00163	61.3507257
K00164	43.7637982
K00166	33.2103659
K00167	33.2103659
K00169	0.1478415
K00170	0.1478415
K00171	0
K00172	0.1478415
K00174	32.2204958
K00175	32.2204958
K00176	0
K00177	0
K00179	0.6585941
K00180	0.6171985
K00184	1.6148938
K00185	1.6075018
K00194	0
K00196	0
K00197	0
K00198	0
K00200	0.1330574
K00201	0.1330574
K00202	0.1330574
K00207	0.0587575
K00208	37.7533693
K00209	0.3372351
K00210	0.7584775
K00211	0.0422404
K00214	0
K00215	98.612553
K00216	5.8288078
K00217	6.667407
K00218	0
K00219	7.6693098
K00220	1.2905859
K00221	0.7394479
K00224	0
K00226	103.2348903
K00228	4.114904
K00230	1.8549988
K00231	87.8516513
K00232	8.668853
