function.	oral_6
K00001	39.629329
K00002	0.0757521
K00003	69.4386476
K00004	13.7597375
K00005	50.7250041
K00007	0
K00008	0.7721653
K00009	22.5693511
K00010	7.7495101
K00011	0
K00012	57.4728819
K00013	42.9600717
K00014	118.5727823
K00015	0.0163021
K00016	93.856633
K00018	16.8673738
K00019	14.8861166
K00020	9.2785233
K00021	0.0317828
K00023	0
K00024	24.7713216
K00027	34.6683919
K00028	4.4152838
K00029	31.9382277
K00030	0.3491826
K00031	44.4634361
K00032	0
K00033	69.4778499
K00034	2.9344251
K00035	0
K00036	61.6112119
K00038	0.7489449
K00039	0
K00040	2.77477
K00041	2.5568042
K00042	0.6014581
K00043	0.0122266
K00045	0.8998546
K00046	42.4224577
K00048	2.4854412
K00050	0.0244532
K00052	64.3956246
K00053	68.8264919
K00054	64.881385
K00055	2.3710062
K00057	100.3729905
K00058	62.4478991
K00059	175.9417566
K00060	0.0504913
K00064	0.0251942
K00065	3.5931794
K00066	0.004199
K00067	75.8002889
K00068	10.6074475
K00073	3.7239834
K00074	14.7122306
K00075	99.6989322
K00076	3.9118532
K00077	50.2197818
K00082	0
K00086	0.9549674
K00087	0.0937373
K00088	102.1252241
K00090	0.0686501
K00091	1.5720616
K00094	0.1308699
K00096	1.7167715
K00097	25.5856243
K00098	0.776071
K00099	35.0936377
K00100	13.373305
K00101	24.5531791
K00102	1.2397978
K00103	0
K00104	4.8952864
K00105	23.9917556
K00108	1.3992792
K00111	16.1295012
K00112	10.96092
K00113	10.1239126
K00114	0
K00116	19.7034085
K00117	0.8370075
K00118	0.0167961
K00119	0
K00121	24.7994098
K00122	0.6287518
K00123	12.8164908
K00124	12.8397839
K00125	0.0040755
K00126	0
K00127	5.4425247
K00128	8.9154971
K00130	1.2877926
K00131	34.7584743
K00132	0.0978128
K00133	89.8135516
K00134	123.376978
K00135	45.9450339
K00137	0
K00138	0
K00140	4.835571
K00141	0
K00145	38.3529703
K00146	0.0395232
K00147	88.4435448
K00148	0.019967
K00150	0.0082746
K00151	0.9788914
K00152	0
K00153	0.522853
K00154	0.412975
K00155	0.0125971
K00156	1.3569064
K00158	30.2975654
K00161	64.9743881
K00162	66.5714536
K00163	26.0592066
K00164	28.5583777
K00166	1.0876157
K00167	1.0894888
K00169	0.1686818
K00170	0.1360775
K00171	0.0937373
K00172	0.1605307
K00174	14.313458
K00175	14.2910425
K00176	7.9373274
K00177	7.9980076
K00178	0
K00179	3.5903184
K00180	3.5821673
K00183	0.0366798
K00184	4.3225763
K00185	4.2777454
K00192	0.0040755
K00193	0.0040755
K00194	0.1018883
K00195	0.0040755
K00196	0.1589458
K00197	0.1018883
K00198	1.0732237
K00200	0
K00201	0
K00202	0
K00203	0
K00207	0
K00208	37.2479244
K00209	0.0040755
K00210	2.8226842
K00215	84.2952873
K00216	0.0896038
K00217	0.0590794
K00218	0
K00219	1.833439
K00220	0
K00221	0
K00224	1.7321016
K00226	144.1919204
K00228	3.2640493
K00230	4.15797
K00231	10.0350041
K00232	0.5556738
K00239	26.3014155
K00240	25.6482735
K00241	23.492649
K00242	13.8228506
K00243	67.436168
K00244	46.0807432
K00245	14.7430149
K00246	14.7470904
K00247	11.6474209
K00248	5.1772157
K00249	2.2855181
K00252	6.4857554
K00253	0.0846805
K00255	0
K00256	0
K00257	9.7862706
K00258	0.0083981
K00259	23.4919514
K00260	12.4451692
K00261	0.860701
K00262	79.2738509
K00263	1.5337434
K00265	10.3722958
K00266	19.9961281
K00270	0
K00271	0.0423403
K00274	2.176948
K00275	32.1372272
K00276	0.1270208
K00278	23.1568516
K00280	0
K00281	21.0351626
K00282	1.1443645
K00283	1.1362134
K00284	2.0643934
K00285	14.4667599
K00286	93.4586736
K00287	98.2360927
K00290	13.7503911
K00292	0.004199
K00293	0
K00294	6.863239
K00297	61.4957592
K00298	0.9515094
K00299	2.931567
K00301	0.1901757
K00302	0.0244532
K00303	0.0733596
K00304	0
K00305	0
K00309	0.0082746
K00311	13.4719019
K00313	0.2069465
K00315	0
K00316	0.3849115
K00317	8.9899208
K00318	3.642518
K00320	0.0423403
K00322	0.8545035
K00324	31.88786
K00325	28.5037811
K00329	0.0122266
K00330	19.6143274
K00331	19.2217177
K00332	17.2039788
K00333	17.9900009
K00334	19.1631782
K00335	20.1813068
K00336	18.8930609
K00337	19.6061763
K00338	19.5174203
K00339	19.320889
K00340	19.166698
K00341	19.3713803
K00342	19.5980253
K00343	19.6021008
K00344	2.2504613
K00346	31.796487
K00347	31.8046381
K00348	31.8046381
K00349	31.8046381
K00350	31.8046381
K00351	31.8046381
K00353	0
K00354	0.1924557
K00355	12.107941
K00356	9.1547288
K00358	6.5326437
K00359	16.5011342
K00362	0.6255715
K00363	0.5042112
K00364	53.3742721
K00365	0
K00366	0.0855862
K00367	0.1841976
K00368	13.6368931
K00370	2.259883
K00371	2.259883
K00372	0.1877792
K00373	2.259883
K00374	2.1633216
K00375	10.6042319
K00376	4.5478862
K00378	5.8384277
K00380	17.7135914
K00381	14.0044794
K00382	127.3804014
K00383	79.6829813
K00384	171.5061575
K00385	0.1670969
K00387	0
K00389	0.6060857
K00390	15.8215483
K00392	1.7014363
K00394	0.2585699
K00395	0.2626455
K00404	16.5470111
K00405	16.5470111
K00406	12.6220337
K00407	10.0076985
K00411	16.5511937
K00412	16.5676193
K00413	16.5511937
K00423	0
K00425	38.7118677
K00426	36.1830323
K00427	0.0040755
K00428	18.3503557
K00432	64.9657765
K00433	3.8617432
K00435	0.113234
K00436	0
K00441	0.0163021
K00442	0
K00446	0.028118
K00448	0.3249369
K00449	0.3493499
K00450	0.3010147
K00451	3.0855902
K00452	2.4942263
K00453	2.5194205
K00455	0.8241634
K00456	0.0083981
K00457	3.7146073
K00459	19.390745
K00462	0
K00466	0
K00467	0.4289313
K00469	0.1799986
K00470	0
K00471	0
K00472	0
K00476	0
K00477	0
K00478	0.0423403
K00479	0.1388367
K00480	0.1181589
K00481	0.0708953
K00483	1.5625965
K00484	14.6209441
K00485	0.4745967
K00486	2.4942263
K00491	0
K00492	0.0354477
K00493	0
K00495	0
K00496	1.2375025
K00499	0
K00500	2.6728952
K00505	0.0160149
K00507	1.8895654
K00508	3.2938248
K00510	0.6478647
K00511	0.004199
K00517	4.5031407
K00518	0.004199
K00519	0
K00520	2.4768404
K00523	4.9479719
K00525	116.5972925
K00526	111.3401965
