function.	oral_17
K00001	41.02
K00002	0
K00003	81.69
K00004	4.65
K00005	69.01
K00007	0.4
K00008	5.38
K00009	15.89
K00010	3.88
K00011	0
K00012	32.47
K00013	20.9
K00014	94.5900000000001
K00015	0.2
K00016	107.37
K00018	6.26
K00019	13.98
K00020	16.39
K00021	0
K00023	1
K00024	13.79
K00025	0
K00027	38.01
K00028	12.18
K00029	12.67
K00030	0
K00031	39.68
K00032	0
K00033	69
K00034	3.32
K00036	67.65
K00038	0
K00039	0
K00040	2.81
K00041	0.57
K00042	0.8
K00043	0
K00045	0.87
K00046	27.64
K00048	3.61
K00050	0
K00052	56.13
K00053	56.4
K00054	77.04
K00055	0.2
K00057	92.7600000000001
K00058	78.5
K00059	185.81
K00060	0.4
K00064	0.4
K00065	0.7
K00066	0
K00067	72.52
K00068	10.75
K00073	6.67
K00074	13.2
K00075	90.2700000000001
K00076	2.28
K00077	70.04
K00078	0
K00082	0
K00086	2.49
K00087	0
K00088	92.9700000000001
K00090	0.57
K00091	2.2
K00094	0.55
K00096	0.5
K00097	9.71
K00098	0.57
K00099	13.44
K00100	11.42
K00101	6.89
K00102	0.6
K00103	0
K00104	6.31
K00105	64.8
K00108	1.8
K00111	14.35
K00112	5.38
K00113	5.38
K00114	0.2
K00116	6.95
K00117	0
K00118	0
K00121	16.21
K00122	0.6
K00123	21.64
K00124	10.35
K00125	0
K00126	0.4
K00127	10.35
K00128	9.35
K00130	3.1
K00131	54.71
K00132	0.6
K00133	90.0200000000001
K00134	109.47
K00135	30.94
K00137	0
K00138	0.6
K00140	3.89
K00141	0.8
K00145	20.23
K00146	1.4
K00147	89.1400000000001
K00148	0.4
K00150	0
K00151	0.58
K00153	0
K00154	0.4
K00156	1.33
K00158	24.51
K00161	80.15
K00162	80.75
K00163	9.44
K00164	8.24
K00166	0.2
K00167	0.2
K00169	0
K00170	0
K00171	0
K00172	0
K00174	4.83
K00175	4.83
K00176	4.33
K00177	4.33
K00179	0
K00180	0
K00183	0
K00184	0.2
K00185	0.2
K00194	0
K00196	0
K00197	0
K00198	0
K00200	0
K00201	0
K00202	0
K00208	13.98
K00209	10.39
K00210	0.25
K00215	88.29
K00216	0
K00217	0.2
K00218	0.4
K00219	0.8
K00220	0
K00221	0
K00226	68.86
K00227	0
K00228	0.6
K00230	3.09
K00231	11.49
K00232	0
K00239	8.2
K00240	7.98
K00241	7.58
K00242	0.65
K00243	77.7
K00244	67.13
K00245	10.22
K00246	10.22
K00247	5.89
K00248	0.75
K00249	1.4
K00252	7.57
K00253	0.4
K00254	12.77
K00256	0.2
K00257	1.98
K00259	28.19
K00260	0.5
K00261	1.4
K00262	81.99
K00263	0
K00265	10.64
K00266	11.75
K00273	0
K00274	0.5
K00275	6.53
K00276	0
K00278	3.17
K00280	0
K00281	2.02
K00282	9.79
K00283	9.79
K00284	0.6
K00285	3.52
K00286	90.1100000000001
K00287	86.19
K00288	0
K00290	33
K00293	0
K00294	0.4
K00297	55.08
K00298	5.93
K00299	5.49
K00301	0.4
K00302	0.4
K00303	1
K00304	0.4
K00305	0.4
K00311	2.25
K00313	0.75
K00316	0.5
K00317	0
K00318	0.2
K00322	0
K00324	7.24
K00325	7.04
K00330	6.68
K00331	6.68
K00332	6.35
K00333	6.35
K00334	2.79
K00335	6.98
K00336	6.79
K00337	6.68
K00338	6.68
K00339	6.68
K00340	6.68
K00341	6.68
K00342	7.08
K00343	6.68
K00344	3.04
K00346	6.14
K00347	6.64
K00348	6.14
K00349	6.14
K00350	6.14
K00351	6.14
K00354	3.42
K00355	29.4
K00356	5.2
K00362	0.6
K00363	0.6
K00364	74.77
K00365	0
K00366	0
K00367	0.2
K00368	3.51
K00370	1.07
K00371	1.57
K00372	0.2
K00373	1.57
K00374	1.57
K00375	7.89
K00376	0.33
K00380	1.61
K00381	0.96
K00382	97.8800000000001
K00383	95.24
K00384	178.31
K00385	0.25
K00387	0
K00389	0
K00390	2.13
K00392	1.37
K00394	0
K00395	0
K00404	4.58
K00405	4.44
K00406	4.28
K00407	3.33
K00411	4.98
K00412	4.98
K00413	4.98
K00425	25.29
K00426	24.79
K00427	1
K00428	13.57
K00432	71.55
K00433	5.15
K00435	0
K00436	0
K00437	0
K00441	0
K00446	0.2
K00448	0.4
K00449	0.4
K00450	0.2
K00451	0.6
K00452	0.4
K00453	0.6
K00455	0.58
K00456	0
K00457	1.4
K00459	7.03
K00466	0.2
K00467	0
K00469	0.2
K00471	0.2
K00472	0
K00476	1.24
K00477	0.4
K00479	0.8
K00480	0.6
K00481	0.4
K00483	0.38
K00484	3.48
K00486	0.2
K00491	0
K00493	0.2
K00496	0.4
K00499	0.6
K00500	0.6
K00505	0
K00507	0.4
K00508	0.4
K00510	0.2
K00517	0.7
K00520	2.74
K00523	0.65
K00525	106.24
K00526	97
K00527	101.23
K00528	2.58
K00529	1.8
K00531	0
K00532	0
K00533	0
K00534	0
K00537	109.19
K00543	0
K00547	37.29
K00548	4.48
K00549	73.87
K00554	90.2700000000001
K00556	0.2
K00557	15.87
K00558	126.46
K00560	90.91
K00561	23.15
K00563	65.11
K00564	83.89
K00566	95.1
K00567	87.4000000000001
K00568	3.75
K00569	0
K00570	0
K00571	115.92
K00573	5.75
K00574	14.18
K00575	8.05
K00584	0
K00588	0.45
K00590	0.25
K00595	1.1
K00596	0.2
K00598	0.2
K00600	89.9700000000001
K00602	89.5900000000001
