function.	skin_20
K00001	287.35
K00002	0.14
K00003	349.8
K00004	102.75
K00005	77.29
K00007	1.17
K00008	372.48
K00009	205.06
K00010	65.99
K00011	0
K00012	90.29
K00013	253.92
K00014	400.55
K00015	18.62
K00016	584.33
K00018	19.53
K00019	41.93
K00020	88.84
K00021	9.23
K00023	15.64
K00024	143.03
K00025	0
K00027	281.72
K00028	1.13
K00029	42.59
K00030	5.97
K00031	343.17
K00032	3.42
K00033	338.09
K00034	41.99
K00035	0.5
K00036	350.04
K00038	10.38
K00039	6.5
K00040	17.41
K00041	12.14
K00042	28.96
K00043	0
K00045	29.86
K00046	28.75
K00048	3.47
K00050	16.75
K00052	328.52
K00053	317.74
K00054	276.66
K00055	9.95
K00057	353.36
K00058	349.7
K00059	905.53
K00060	4.17
K00064	7.67
K00065	12.48
K00066	3.42
K00067	104.68
K00068	2.36
K00073	7.35
K00074	126.42
K00075	353.33
K00076	1.09
K00077	576.76
K00078	0
K00082	8.15
K00086	0.5
K00087	2
K00088	423.89
K00090	15.41
K00091	4.13
K00094	0
K00096	14.15
K00097	47.64
K00098	10.85
K00099	75.43
K00100	49.96
K00101	61.61
K00102	14.08
K00104	42.47
K00105	12.92
K00106	0
K00108	264.55
K00111	316.72
K00112	7.5
K00113	7.5
K00114	20.38
K00116	536.45
K00117	4.3
K00118	0.33
K00121	27.46
K00122	191.27
K00123	264.38
K00124	22.41
K00126	9.37
K00127	19.92
K00128	756.75
K00130	276.39
K00131	24.97
K00132	0
K00133	358.09
K00134	654.48
K00135	198.69
K00137	8.28
K00138	58.89
K00140	63.12
K00141	1
K00145	265
K00146	16.82
K00147	117.04
K00148	5.77
K00150	0
K00151	4.89
K00153	23.93
K00154	5.51
K00156	48.3
K00158	272.18
K00161	383.85
K00162	383.85
K00163	55.29
K00164	281.81
K00166	232.46
K00167	232.46
K00169	4.47
K00170	4.47
K00171	4.47
K00172	4.47
K00174	242.82
K00175	242.82
K00176	7.97
K00177	7.97
K00179	9.11
K00180	9.11
K00184	10.18
K00185	8.91
K00194	1
K00196	1.64
K00197	2
K00198	3.11
K00200	1.5
K00201	1.5
K00202	1.5
K00208	295.21
K00209	16.15
K00210	3.17
K00214	0
K00215	352.6
K00216	12.87
K00217	19.72
K00218	0
K00219	30.19
K00220	9.5
K00221	0
K00226	280.63
K00227	0
K00228	17.25
K00230	7.5
K00231	276.37
K00232	15.29
K00239	306.57
K00240	308.07
K00241	307.57
K00242	18.01
K00243	290.35
K00244	83.35
K00245	2.5
K00246	2.5
K00247	2.5
K00248	13.02
K00249	55.82
K00252	230.82
K00253	14.59
K00254	70.27
K00255	0
K00256	0
K00257	266.48
K00259	502.12
K00260	235.61
K00261	11.73
K00262	107.89
K00263	33.45
K00265	287.41
K00266	305.13
K00270	2.35
K00271	0
K00273	8.4
K00274	11.16
K00275	43.08
K00276	0.59
K00278	50.23
K00280	0
K00281	61.54
K00282	232.53
K00283	232.53
K00284	19.9
K00285	46.74
K00286	367.04
K00287	343.22
K00288	0
K00290	14.03
K00293	0
K00294	239.95
K00297	122.29
K00298	6
K00299	226.56
K00301	11.65
K00302	16.86
K00303	18.01
K00304	14.92
K00305	14.92
K00311	19.01
K00313	5.5
K00314	0
K00315	7
K00316	4.13
K00317	0
K00318	236.95
K00320	0
K00322	3.92
K00324	53.25
K00325	38.41
K00326	0
K00329	0
K00330	34.52
K00331	32.39
K00332	24.94
K00333	24.47
K00334	38.36
K00335	36.17
K00336	34.03
K00337	32.39
K00338	32.39
K00339	32.39
K00340	34.36
K00341	32.39
K00342	35.39
K00343	32.39
K00344	50.37
K00346	15.8
K00347	17.13
K00348	17.13
K00349	17.13
K00350	19.13
K00351	17.13
K00354	3.17
K00355	41.63
K00356	10.58
K00360	0
K00362	245.54
K00363	240.17
K00364	270.49
K00365	0
K00366	2.47
K00367	0
K00368	21.29
K00370	242.62
K00371	248.12
K00372	8.45
K00373	93.64
K00374	248.12
K00375	312.56
K00376	7.86
K00380	259.58
K00381	93.62
K00382	751.97
K00383	95.12
K00384	830.86
K00385	4.97
K00387	1
K00389	23.35
K00390	129.24
K00392	35.4
K00394	0.97
K00395	0.97
K00404	25.28
K00405	19.93
K00406	28.34
K00407	19.93
K00410	0
K00411	17.51
K00412	19.64
K00413	16.51
K00423	0
K00425	272.55
K00426	305.81
K00427	1
K00428	52.62
K00432	483.82
K00433	10.61
K00435	0
K00436	8
K00441	0
K00446	11.46
K00448	16.03
K00449	24.93
K00450	17.03
K00451	12.97
K00452	6.41
K00453	13.03
K00455	3.63
