function.	air_23
K00001	379.02
K00002	0
K00003	434.49
K00004	75.8
K00005	281.75
K00007	76.89
K00008	701.2
K00009	474.86
K00010	244.87
K00011	0
K00012	196.25
K00013	509.06
K00014	827.04
K00015	1.33
K00016	840.51
K00018	2.32
K00019	99.48
K00020	61.42
K00021	0
K00023	3.33
K00024	273.61
K00025	0
K00027	581.5
K00028	2
K00029	168.13
K00030	0
K00031	592.34
K00032	0.2
K00033	629.39
K00034	15.38
K00035	0
K00036	613.92
K00038	0.39
K00039	75.56
K00040	261.78
K00041	121.19
K00042	237.12
K00043	0
K00045	0.2
K00046	76.2
K00048	96.27
K00050	23.09
K00052	581.59
K00053	581.59
K00054	389.96
K00055	85.56
K00057	602.22
K00058	724.49
K00059	1530.04
K00060	154.27
K00064	54.2
K00065	209.06
K00066	0.2
K00067	91.32
K00068	167.32
K00073	99.4
K00074	299
K00075	602.22
K00076	35.63
K00077	1171.81
K00078	0
K00082	0
K00086	21.56
K00087	35.63
K00088	656.22
K00090	160.47
K00091	6.2
K00094	75.04
K00096	33
K00097	332.47
K00098	54.01
K00099	210.26
K00100	78.81
K00101	194.56
K00102	8.33
K00104	43.96
K00105	4.75
K00106	0
K00108	498.13
K00111	758.08
K00112	190.27
K00113	190.27
K00114	0
K00116	992.96
K00117	154.7
K00118	0
K00121	180.58
K00122	362.83
K00123	1138.87
K00124	177.6
K00126	3.33
K00127	178.93
K00128	1182.48
K00130	581.16
K00131	5.15
K00132	0
K00133	623.35
K00134	1161.28
K00135	396.74
K00137	164.67
K00138	156.86
K00140	150.84
K00141	54
K00145	514.6
K00146	235.49
K00147	203.75
K00148	0.2
K00150	0
K00151	136.6
K00153	0
K00154	0.2
K00156	165.47
K00158	413
K00161	520.37
K00162	520.37
K00163	205.66
K00164	597.61
K00166	379.54
K00167	379.54
K00169	0
K00170	0
K00171	0
K00172	0
K00174	405.01
K00175	405.01
K00176	0
K00177	0
K00179	1
K00180	0
K00184	0
K00185	0
K00194	0
K00196	0
K00197	0
K00198	0
K00200	1
K00201	1
K00202	1
K00208	598.07
K00209	0.2
K00210	0
K00214	0
K00215	600.59
K00216	164.04
K00217	0
K00218	0
K00219	148.14
K00220	6
K00221	0
K00226	441.96
K00227	0
K00228	157.8
K00230	154.27
K00231	417.01
K00232	0
K00239	605.27
K00240	606.27
K00241	605.27
K00242	167.26
K00243	392.16
K00244	317.34
K00245	163.27
K00246	163.27
K00247	163.27
K00248	8.86
K00249	33.21
K00252	314.13
K00253	2.53
K00254	220.26
K00255	0
K00256	0
K00257	373.81
K00259	782.82
K00260	392.4
K00261	137.2
K00262	194.42
K00263	15.2
K00265	568.81
K00266	575.01
K00270	0
K00271	0
K00273	0
K00274	27.2
K00275	176.26
K00276	124.79
K00278	216.8
K00280	0
K00281	203.8
K00282	384.01
K00283	384.01
K00284	0
K00285	269.08
K00286	582.76
K00287	594.22
K00288	0
K00290	2.12
K00293	0
K00294	384.01
K00297	203.38
K00298	0
K00299	453.91
K00301	0
K00302	0.2
K00303	3.73
K00304	0.2
K00305	0.2
K00311	16.61
K00313	198.05
K00314	0
K00315	0
K00316	0.2
K00317	0
K00318	384.01
K00320	0
K00322	154.47
K00324	195.33
K00325	192.8
K00326	0
K00329	0
K00330	195.26
K00331	195.26
K00332	30.33
K00333	30.33
K00334	195.26
K00335	205.26
K00336	205.26
K00337	195.26
K00338	195.26
K00339	195.26
K00340	196.05
