function.	air_8
K00001	357.86
K00002	0
K00003	611.11
K00004	126.06
K00005	89.74
K00007	0
K00008	407.07
K00009	177.15
K00010	65.37
K00011	2
K00012	349.58
K00013	529.13
K00014	766.29
K00015	6.16
K00016	910.22
K00018	14.77
K00019	26.2
K00020	487.82
K00021	33.19
K00023	1.5
K00024	424.19
K00025	0
K00027	367.98
K00028	2
K00029	18.09
K00030	2
K00031	591.53
K00032	0
K00033	615.89
K00034	13
K00035	0
K00036	700.87
K00038	7.43
K00039	0
K00040	78.71
K00041	0
K00042	4.5
K00043	0.5
K00045	41.62
K00046	54.12
K00048	0.25
K00050	4
K00052	630.9
K00053	603.03
K00054	256.43
K00055	4.59
K00057	612.7
K00058	601.08
K00059	1361.64
K00060	2
K00064	0
K00065	6.33
K00066	0
K00067	63.27
K00068	0.58
K00073	1
K00074	222.26
K00075	615.5
K00076	0
K00077	832.94
K00078	0
K00082	45.63
K00086	0
K00087	0
K00088	1097.97
K00090	1.5
K00091	3
K00094	0
K00096	4.99
K00097	19.67
K00098	49.29
K00099	349.6
K00100	14.33
K00101	238.37
K00102	0.5
K00104	63.19
K00105	4.67
K00106	0
K00108	480.58
K00111	517.46
K00112	6.17
K00113	6.17
K00114	1
K00116	852.82
K00117	3
K00118	7.02
K00121	19.79
K00122	234.82
K00123	701.76
K00124	230.64
K00126	1
K00127	4.92
K00128	933.75
K00130	502.51
K00131	6.23
K00132	0
K00133	615.03
K00134	1200.65
K00135	1158.94
K00137	0.5
K00138	315.67
K00140	278.51
K00141	0.5
K00145	533.43
K00146	6.83
K00147	363.53
K00148	3
K00150	0
K00151	151.46
K00153	285.17
K00154	2
K00156	336.02
K00158	256.66
K00161	378.4
K00162	378.4
K00163	356.07
K00164	320.81
K00166	245
K00167	245
K00169	0
K00170	0
K00171	0
K00172	0
K00174	251.33
K00175	251.33
K00176	0.33
K00177	0.33
K00179	0.83
K00180	0.83
K00184	3.5
K00185	2.5
K00194	0
K00196	0
K00197	0
K00198	0.33
K00200	1
K00201	1
K00202	1
K00208	275.25
K00209	1
K00210	13.17
K00214	0
K00215	613.03
K00216	33.22
K00217	82.42
K00218	0
K00219	35.09
K00220	1
K00221	0.21
K00226	261.18
K00227	0
K00228	3
K00230	1.38
K00231	584.5
K00232	187.9
K00239	604.19
K00240	607.19
K00241	605.17
K00242	17.67
K00243	257.61
K00244	82.42
K00245	2.42
