function.	air_10
K00001	647.55
K00002	0
K00003	580.7
K00004	189.05
K00005	397.84
K00007	10.88
K00008	509.28
K00009	586.8
K00010	341.78
K00011	0
K00012	474.83
K00013	764.56
K00014	1385.72
K00015	74.45
K00016	846.61
K00018	76.2
K00019	44.06
K00020	323.86
K00021	10.57
K00023	7.82
K00024	570.75
K00025	1
K00027	771.82
K00028	1
K00029	381.41
K00030	0
K00031	866.99
K00032	2.21
K00033	863.38
K00034	14.33
K00035	0.43
K00036	906.03
K00038	78.51
K00039	10.63
K00040	629.32
K00041	43.69
K00042	574.46
K00043	5
K00045	88.71
K00046	140.33
K00048	288.62
K00050	26.25
K00052	868.33
K00053	855.43
K00054	313.6
K00055	85.41
K00057	865.45
K00058	818.18
K00059	1654.22
K00060	291.41
K00064	2.13
K00065	324.48
K00066	3.21
K00067	404.99
K00068	310.69
K00073	291.13
K00074	219.14
K00075	866.19
K00076	18.74
K00077	1368.15
K00078	0
K00082	36.84
K00086	9.5
K00087	27.06
K00088	1173.83
K00090	302.54
K00091	8.21
K00094	269.3
K00096	9
K00097	675.24
K00098	109.85
K00099	550.43
K00100	279.09
K00101	568.72
K00102	14.68
K00104	60.4
K00105	5.18
K00106	0
K00108	428.55
K00111	1061.53
K00112	292.5
K00113	292.5
K00114	1.68
K00116	925.95
K00117	298.21
K00118	1.96
K00121	170.07
K00122	285.89
K00123	1540.99
K00124	345.66
K00126	2.48
K00127	302.43
K00128	1068.21
K00130	511.84
K00131	8.01
K00132	0
K00133	871.29
K00134	1454.78
K00135	1252.99
K00137	312.79
K00138	464.58
K00140	162.94
K00141	6.38
K00145	776.28
K00146	371.85
K00147	563.98
K00148	3.21
K00150	0
K00151	299.2
K00153	119.41
K00154	3.6
K00156	481.85
K00158	313.63
K00161	453.01
K00162	453.01
K00163	544.6
K00164	799.24
K00166	305.98
K00167	305.98
K00169	1.29
K00170	0
K00171	0
K00172	1.29
K00174	304.3
K00175	304.3
K00176	0
K00177	0
K00179	2
K00180	2
K00184	1
K00185	1
K00194	0
K00196	0
K00197	0
K00198	0
K00200	0
K00201	0
K00202	0
K00208	691.71
K00209	11.53
K00210	70.82
K00214	0
K00215	864.6
K00216	314.78
K00217	154.13
K00218	0
K00219	82.44
K00220	7.33
K00221	0
K00226	320.6
K00227	0
K00228	299.01
K00230	289.97
K00231	484.99
K00232	24.03
K00239	854.65
K00240	853.65
K00241	853.65
K00242	373.16
K00243	317.45
K00244	399.14
K00245	289.75
K00246	289.75
K00247	289.75
K00248	14.12
K00249	102.06
K00252	360.63
K00253	9.93
K00254	558.83
K00255	1.1
K00256	0.25
K00257	375.17
K00259	682.76
K00260	385.12
K00261	302.33
K00262	550.99
K00263	21.29
K00265	709.1
K00266	718.66
K00270	0
K00271	0
K00273	9.9
K00274	6.47
K00275	394.09
K00276	30.16
K00278	400.82
K00280	0
K00281	512.96
K00282	307.3
K00283	307.3
K00284	0
K00285	483.96
K00286	873.6
K00287	859.12
K00288	0
K00290	5.99
K00293	0
K00294	311.63
K00297	557.84
K00298	0.33
K00299	475.66
K00301	77.77
K00302	4.31
K00303	9.78
K00304	4.21
K00305	4.21
K00311	104.88
K00313	356.57
K00314	0
K00315	0
K00316	1.21
K00317	5
K00318	310.3
K00320	0
K00322	290.43
K00324	406.88
K00325	391.09
K00326	0.14
K00329	0
K00330	377.23
K00331	376.02
K00332	85.73
K00333	85.73
K00334	376.02
K00335	399.02
K00336	398.02
K00337	376.02
K00338	376.02
K00339	376.02
K00340	376.02
K00341	398.02
K00342	376.02
K00343	376.02
K00344	421.1
K00346	85.47
K00347	85.47
K00348	94.92
K00349	85.47
K00350	87.46
K00351	85.47
K00354	0
K00355	22.82
K00356	8.66
K00360	1
K00362	625.86
K00363	607.99
K00364	602.43
K00365	5
K00366	0
K00367	0
K00368	189.62
K00370	1030.96
K00371	996.28
K00372	27.95
K00373	761.11
K00374	972.29
K00375	810.26
K00376	7.21
K00380	676.74
K00381	468.2
K00382	1670.86
K00383	323.22
K00384	1506.79
K00385	250.39
K00387	0
K00389	402.03
K00390	592.98
K00392	130.74
K00394	0
K00395	0
K00404	91.38
K00405	88.96
K00406	85.96
K00407	83.82
K00410	8.32
K00411	90.07
K00412	91.28
K00413	81.75
K00423	0
K00425	1247.36
K00426	1320.03
K00427	288.33
K00428	284.76
K00432	1055.67
K00433	16.01
K00435	1
K00436	0.5
K00441	0
K00446	93.75
K00448	111.88
K00449	119.79
K00450	352.73
K00451	10.54
K00452	0
K00453	17.04
K00455	285.82
K00456	0
K00457	102.03
K00459	591.38
K00462	0
K00464	0
K00466	8
K00467	0
K00471	0
K00472	7.91
K00476	0
K00477	5
K00479	13.11
K00480	354.77
K00481	116.64
K00483	295.56
K00484	352.68
K00486	0
K00491	307.97
K00493	0
K00496	13.32
K00499	1
K00500	8.79
K00504	0
K00505	10
K00507	8.25
K00508	75.75
K00510	159.23
K00514	0
K00517	89.37
K00518	0
K00520	79.86
K00523	331.81
K00525	1207
K00526	1239.53
K00527	681.5
K00528	696.51
K00529	109.6
K00531	0
K00532	0
K00533	0
K00534	0
K00537	895.27
K00543	0
K00544	0
K00547	355.69
K00548	444.61
K00549	960.53
K00554	865.45
K00556	297.41
K00557	366.25
K00558	790.99
K00560	858.64
K00561	2
K00563	472.46
K00564	528.12
K00566	865.45
K00567	871.83
K00568	377.55
K00569	2.35
K00570	0
K00571	749.96
K00573	387.81
K00574	602.12
K00575	299.44
K00577	0
K00584	0
K00587	0
K00588	6
K00590	1
K00594	1
K00595	135.67
K00596	1
K00598	44.73
K00600	1098.26
K00602	865.45
K00603	2
K00604	881.58
K00605	777.9
K00606	725.15
K00608	0
K00609	863.78
K00610	360.9
K00611	1289.53
K00612	12.56
K00613	0
K00615	1730.33
K00616	1155.68
K00619	14.66
K00620	484.86
K00621	1.21
K00624	0.67
K00625	323.8
K00626	1226.51
K00627	844.84
K00631	291.96
K00632	820.32
K00633	19.2
K00634	80.28
K00635	0
K00638	3.34
K00639	594.38
K00640	871.2
K00641	646.59
K00643	1.33
K00645	707.6
K00646	0
K00647	327.33
K00648	700
K00651	307.12
K00652	680.5
K00655	961.06
K00656	1303.33
K00657	458.14
K00658	857.32
K00661	433.21
K00662	4.33
K00663	5.54
K00666	675.04
K00672	0
K00673	304.46
K00674	899.97
K00675	285.8
K00677	371.17
K00680	664.35
K00681	793.72
K00683	76.93
K00684	376.16
K00685	9.93
K00686	0
K00687	220.48
K00688	766
K00689	1.9
K00690	31.34
K00691	73.15
K00692	1
K00693	0
K00694	330.16
K00695	0
K00696	0
K00697	465.85
K00698	0
K00700	486.15
K00701	0
K00702	0
K00703	324.15
K00705	477.79
K00709	0
K00712	601.19
K00713	0
K00720	0
K00721	186.43
K00728	0
K00737	0
K00745	0
K00748	393.17
K00752	1
K00754	370.64
K00756	320.96
K00757	520.99
K00758	368.75
K00759	866.45
K00760	863.2
K00761	872.42
K00762	864.45
K00763	864.91
K00764	865.45
K00765	764.56
K00766	572.35
K00767	498.26
K00768	487.7
K00769	290.03
K00772	8
K00773	865.45
K00782	203.33
K00783	694.93
K00784	624.35
K00785	80.27
K00786	2.8
K00788	848.92
K00789	867.58
K00790	1192.54
K00791	865.45
K00793	858.45
K00794	859.83
K00795	370.36
K00796	1016.24
K00797	456.22
K00798	152.14
K00799	1243.86
K00800	893.45
K00801	0.33
K00803	17.12
K00805	479
K00806	863.12
K00808	0
K00809	2
K00812	26.41
K00813	361.57
K00817	1306.87
K00818	193.3
K00819	443.69
K00820	870.09
K00821	384.05
K00822	9.81
K00823	353.16
K00824	312.3
K00826	864.81
K00830	2.58
K00831	552.82
K00832	381.71
K00833	732.07
K00835	359.9
K00836	22.21
K00839	10.88
K00840	310.45
K00841	319.85
K00842	1
K00844	0
K00845	1005.71
K00847	955.82
K00848	298.41
K00849	509.96
K00850	776.55
K00851	977.89
K00852	1200.62
K00853	551.76
K00854	512.76
K00855	288.08
K00856	5.25
K00857	621.85
K00858	863.12
K00859	865.45
K00860	398.53
K00862	0
K00863	34.63
K00864	820.99
K00865	2066.01
K00867	479.5
K00868	1148.66
K00869	323.92
K00870	0
K00872	780.2
K00873	1284.02
K00874	414.06
K00875	0
K00876	617.51
K00878	722.02
K00879	290.89
K00880	280.5
K00881	2.85
K00882	862.23
K00883	72.65
K00884	319.57
K00885	280.08
K00886	172.52
K00887	105.75
K00891	1135.3
K00892	299.82
K00895	3
K00897	9.66
K00899	10.96
K00901	588.85
K00906	302.55
K00912	372.63
K00917	313.9
K00918	0
K00919	853.79
K00924	25.91
K00925	928.93
K00926	1037.69
K00927	865.45
K00928	1166.8
K00929	3.41
K00930	778.9
K00931	564.23
K00932	289.21
K00936	250.81
K00937	476.78
K00938	322.92
K00939	866.45
K00940	864.12
K00941	744.51
K00942	860.45
K00943	843.45
K00945	861.45
K00946	549.02
K00947	0
K00948	887.57
K00949	317.43
K00950	855.47
K00951	894.91
K00952	0
K00954	865.45
K00955	3.54
K00956	488.99
K00957	492.53
K00958	100.2
K00960	0
K00962	865.45
K00963	1303.21
K00965	389.42
K00966	168.52
K00968	0.29
K00969	1068.88
K00970	544.35
K00971	581.95
K00972	207.35
K00973	885.14
K00974	692.6
K00975	492.02
K00978	252.39
K00979	371.6
K00980	314.22
K00981	886.75
K00982	548.51
K00983	69.72
K00984	258.71
K00986	0.5
K00988	0
K00989	544.1
K00990	526.29
K00991	964.08
K00992	81.75
K00995	1024.33
K00996	258.13
K00997	858.76
K00998	268.75
K00999	0
K01000	865.45
K01002	307.3
K01003	2.21
K01004	1.21
K01006	111.47
K01007	538.09
K01008	291.68
K01011	802.45
K01012	892.08
K01014	0
K01015	0.33
K01023	500.78
K01026	14.5
K01027	2.33
K01028	212.18
K01029	138.16
K01031	26.53
K01032	20.66
K01034	25.35
K01035	25.35
K01039	2.31
K01040	2.31
K01042	585.01
K01046	679.24
K01048	290.04
K01051	295.08
K01053	19.86
K01055	142.73
K01056	1030.8
K01057	253.69
K01058	348.48
K01060	5.8
K01061	352.72
K01066	954.8
K01067	0.25
K01069	464.04
K01070	390.39
K01071	13.13
K01073	1.21
K01075	10.6
K01077	478.39
K01078	5
K01079	550.65
K01081	419.07
K01082	517.75
K01083	2
K01085	288.58
K01086	0
K01087	476.08
K01089	290.25
K01090	450.69
K01091	932.73
K01092	1324.66
K01093	45.55
K01095	370.17
K01096	289.75
K01101	6.13
K01104	1791.02
K01113	134.58
K01114	307.06
K01115	0
K01117	0
K01118	609.78
K01119	308.47
K01120	0
K01121	0
K01126	2201.93
K01128	0
K01129	478.57
K01130	139.86
K01133	2.21
K01135	0
K01137	0
K01138	45.83
K01139	364.05
K01141	298.35
K01142	827.33
K01143	228.39
K01144	0.1
K01146	288.08
K01147	370.15
K01150	290.29
K01151	598.09
K01153	981.46
K01154	994.9
K01155	147.12
K01156	659.32
K01158	0
K01159	552.35
K01160	172.8
K01163	0
K01166	3.17
K01167	9.58
K01169	288.08
K01173	9.59
K01174	509.07
K01175	289.75
K01176	595.15
K01178	0
K01179	343.57
K01181	6.33
K01182	0
K01183	235.84
K01184	5
K01185	651.82
K01186	136.26
K01187	651.27
K01190	62.22
K01191	5.66
K01192	2.3
K01193	660.9
K01194	605.37
K01195	27.59
K01197	0
K01198	26.53
K01200	52.62
K01201	1
K01205	1
K01206	10.58
K01207	561.59
K01208	74.6
K01209	10.33
K01210	0
K01212	2.33
K01215	6.46
K01216	0
K01218	0.95
K01219	0
K01220	315.25
K01222	328.16
K01223	1195.32
K01224	18.58
K01226	595.1
K01227	6.66
K01230	0
K01232	47.37
K01233	0.75
K01235	6
K01236	100.52
K01239	716.16
K01240	0
K01241	451.13
K01243	806.39
K01246	936.33
K01247	306.78
K01250	495.43
K01251	185.19
K01252	292.78
K01253	0.1
K01255	871.08
K01256	573.46
K01258	905.16
K01259	449.14
K01261	313.1
K01262	723.59
K01263	0
K01264	1.21
K01265	1052.57
K01266	6.21
K01267	173.54
K01269	0
K01270	292.75
K01271	723.54
K01273	23.37
K01274	220.58
K01277	0
K01278	4.33
K01281	13.13
K01283	1
K01284	481.59
K01286	86.12
K01295	18.26
K01297	372.59
K01299	22.61
K01301	0
K01303	0
K01304	346.66
K01305	284.45
K01308	0
K01318	428.78
K01322	222.47
K01325	0
K01338	386.51
K01342	0
K01347	246.81
K01350	0
K01354	473.51
K01355	10.24
K01356	796.5
K01358	1043.95
K01361	1.47
K01372	136.78
K01387	1
K01389	0
K01390	3.33
K01392	1
K01399	1.21
K01400	0
K01401	221.43
K01406	1.21
K01407	311.12
K01409	879.95
K01414	378.7
K01415	1
K01416	0
K01417	0
K01419	605.65
K01420	472.35
K01421	544.26
K01424	1465.43
K01425	439.59
K01426	141.58
K01427	10.57
K01428	485.48
K01429	471.37
K01430	472.04
K01432	4.38
K01433	407.12
K01434	15.06
K01436	343.25
K01437	0
K01438	396.06
K01439	1206.29
K01442	631.15
K01443	767.43
K01444	1
K01446	208.35
K01447	5.34
K01448	1534.04
K01449	12
K01451	364.94
K01452	0
K01453	5.5
K01455	15.75
K01457	8.38
K01458	1.75
K01459	0
K01460	282.21
K01461	0
K01462	1358.74
K01464	30.65
K01465	1172.27
K01466	282.03
K01467	36.08
K01468	515.69
K01469	1.25
K01470	22.78
K01471	0
K01473	89.63
K01474	89.63
K01476	237.55
K01477	16.11
K01478	588.71
K01479	529.68
K01480	375.66
K01482	2.34
K01483	48.2
K01484	302.25
K01485	384.9
K01486	40.02
K01487	55.64
K01488	357.8
K01489	682.81
K01491	873.45
K01492	0
K01493	326.43
K01494	539.77
K01495	493.87
K01496	257.42
K01497	369.21
K01499	0
K01501	79.28
K01502	5
K01505	7.21
K01507	573.25
K01512	786.95
K01515	865.87
K01518	0
K01520	777.46
K01521	310.08
K01523	252.22
K01524	1133.02
K01525	370.17
K01531	556.91
K01533	199.8
K01534	443.01
K01535	0
K01537	31.36
K01539	0
K01545	23
K01546	616.84
K01547	594.84
K01548	594.84
K01551	48.7
K01555	9.79
K01556	11.79
K01560	228.55
K01561	51.46
K01563	1.33
K01567	0
K01568	1
K01569	0
K01571	488.66
K01572	353.51
K01573	303.53
K01574	5.33
K01575	630.37
K01576	1.46
K01577	18.74
K01578	0.25
K01579	698.09
K01580	50.71
K01581	653.52
K01582	783.19
K01583	3.33
K01584	286.16
K01585	364.79
K01586	1550.86
K01588	865.45
K01589	864.95
K01590	1.13
K01591	864.45
K01593	1
K01594	0
K01595	553.65
K01596	173.77
K01597	323.92
K01598	13.13
K01599	873.49
K01601	0
K01602	0
K01607	360.25
K01608	277.59
K01609	571.18
K01610	620.38
K01611	303.64
K01613	382.08
K01615	1
K01616	166.52
K01617	7
K01619	1049.26
K01620	643.56
K01621	5.8
K01622	0
K01623	304.97
K01624	887.36
K01625	567.19
K01626	1265.8
K01627	372.5
K01628	299.44
K01629	60.69
K01630	288.08
K01631	72.65
K01633	852.78
K01635	400.06
K01637	477.25
K01638	425.46
K01639	654.25
K01640	101.12
K01641	323.92
K01643	553.74
K01644	736.54
K01646	531.74
K01647	893.94
K01649	1093.59
K01652	1820.03
K01653	936.16
K01654	68.84
K01655	2.33
K01657	836.14
K01658	762.03
K01659	538.88
K01661	773.57
K01662	552.04
K01664	398.1
K01665	595.15
K01666	184.93
K01667	37.95
K01668	0.35
K01669	705.19
K01671	278.45
K01673	652.59
K01674	12.17
K01676	706.29
K01677	22
K01678	22
K01679	848.78
K01681	915.42
K01682	391.1
K01683	0
K01684	209.77
K01685	49.94
K01686	316.64
K01687	897.43
K01689	869.03
K01690	369.83
K01692	191.46
K01693	404.49
K01695	841.75
K01696	868.05
K01697	56.14
K01698	856.41
K01699	271.21
K01702	0
K01703	876.43
K01704	879.76
K01706	301.58
K01707	83.35
K01708	301.2
K01709	251.39
K01710	1016.16
K01711	279.66
K01712	536.69
K01713	14.85
K01714	1231.58
K01715	18.33
K01716	292.35
K01719	687.17
K01720	472.67
K01721	0
K01724	111
K01725	39.27
K01727	212.2
K01728	3
K01729	3.21
K01730	12.76
K01732	0
K01733	865.34
K01734	302.58
K01735	923.25
K01736	865.45
K01737	759.04
K01738	1485.18
K01739	804.97
K01740	302.12
K01744	631.1
K01745	522.03
K01746	1
K01749	850.54
K01750	543.82
K01751	64.69
K01752	2034.84
K01753	295.87
K01754	1530.72
K01755	855.12
K01756	874.19
K01758	8.97
K01759	436.11
K01760	684.84
K01761	26.33
K01766	292.1
K01768	102.89
K01769	0
K01770	540.2
K01771	208.35
K01772	864.38
K01775	1757.78
K01776	868.45
K01777	0
K01778	549.02
K01779	270.25
K01781	0
K01782	301.64
K01783	1146.51
K01784	1401.3
K01785	1055.5
K01787	0
K01788	981.65
K01790	589.77
K01791	1127.5
K01792	450.4
K01795	3.21
K01796	11.03
K01799	5.5
K01800	9.46
K01801	266.75
K01802	241.33
K01803	885.44
K01804	302.09
K01805	309.75
K01807	691.6
K01808	217.22
K01809	1079.84
K01810	939.52
K01811	543.34
K01812	383.12
K01813	288.41
K01814	679.27
K01815	278.45
K01816	733.87
K01817	574.34
K01818	292.23
K01819	626.21
K01820	1
K01821	440.11
K01822	0.3
K01823	778.88
K01825	290.43
K01826	289.53
K01829	1
K01834	1165.07
K01835	797.89
K01838	100.16
K01839	603.78
K01840	941.47
K01841	0
K01843	2.33
K01844	0
K01845	1184.93
K01846	12.52
K01847	299.73
K01848	2.33
K01849	2.33
K01851	1.21
K01854	441.82
K01856	105.3
K01857	199.11
K01858	155.89
K01865	0
K01866	866.66
K01867	1129.47
K01868	955.73
K01869	865.45
K01870	865.45
K01872	867.78
K01873	865.45
K01874	870.45
K01875	887.45
K01876	872.45
K01878	385.63
K01879	385.63
K01880	479.82
K01881	865.78
K01883	877.19
K01884	7
K01885	731.53
K01886	376.5
K01887	866.2
K01889	865.45
K01890	865.45
K01892	867.71
K01893	636.18
K01894	369.69
K01895	943.51
K01896	0
K01897	1181.37
K01902	773.41
K01903	773.41
K01904	0
K01905	0
K01906	274.78
K01907	2.03
K01908	285.91
K01909	0
K01910	532.74
K01911	767.57
K01912	126.74
K01914	296.55
K01915	1081.6
K01916	845.49
K01918	871.18
K01919	382.44
K01920	369.83
K01921	1155.49
K01922	13.13
K01923	867.44
K01924	866.35
K01925	865.45
K01926	317.43
K01928	572.14
K01929	887.45
K01933	865.45
K01934	651.6
K01935	1069.93
K01937	803.7
K01938	472.23
K01939	864.45
K01940	855.12
K01941	8.63
K01945	864.45
K01947	71.82
K01950	20.54
K01951	1303.55
K01952	1729.07
K01953	479.75
K01955	864.73
K01956	864.4
K01958	467.99
K01959	2.21
K01960	4.2
K01961	1007.61
K01962	693.93
K01963	846.67
