KO	air_27
K00001	0.000623081122369833
K00002	0.000125340721726719
K00003	0.000388774101424511
K00004	0.000300145719337273
K00005	0.000160542397209892
K00007	1.39945006285453e-06
K00008	0.00035438393559979
K00009	0.000138085839365431
K00010	0.000304261042809741
K00012	0.000309337875772807
K00013	0.000361023608764918
K00014	0.00064733387232247
K00015	0.000657144310258418
K00016	0.000586616883853773
K00018	0.000333643961356947
K00019	0.00053557838180138
K00020	0.000307197409928709
K00021	2.99359612717169e-05
K00023	0.000214146964351744
K00024	0.000284469517143877
K00027	0.00037747765766849
K00029	0.000289341302115608
K00030	0.000106936826042025
K00031	0.000410862442874756
K00032	1.30516298259339e-05
K00033	0.000370604017580545
K00034	0.000491088800123951
K00035	8.14725484057165e-06
K00036	0.000364690567109801
K00038	0.000389907406119372
K00039	2.34125108305731e-05
K00040	7.72434366363045e-05
K00041	2.04021910251475e-05
K00042	4.20295284562715e-05
K00043	3.0959864787674e-05
K00045	7.46977269980858e-05
K00046	0.000625360022644701
K00048	6.71846240723245e-05
K00050	2.13024379147008e-05
K00052	0.000516833632866702
K00053	0.000368437570550932
K00054	0.000145752166669387
K00055	0.000173193934108687
K00057	0.000402648674923996
K00058	0.00117848170259855
K00059	0.00383255828703906
K00060	0.000122200829791007
K00064	6.32383481026908e-05
K00065	0.000263304250919677
K00066	2.91473525124655e-06
K00067	0.000434136136608993
K00068	6.95571045530118e-05
K00073	1.58956189580226e-05
K00074	0.000352746439675365
K00075	0.000406467332519411
K00076	8.9654005622697e-05
K00077	0.000511837602641332
K00082	2.23328750379078e-06
K00086	3.96225380666035e-05
K00087	3.35858136459e-05
K00088	0.000745179433079318
K00090	0.000301917405877783
K00091	0.000228741102866607
K00094	2.10143957658414e-07
K00096	1.90723474945331e-05
K00097	4.69104991103649e-05
K00098	9.66854790049398e-05
K00099	0.000253699489691771
K00100	3.69692812427484e-05
K00101	0.000227286946142935
K00102	0.00016019379367315
K00103	3.63247610023383e-05
K00104	0.00024478504801029
K00105	2.75973717670413e-05
K00106	0
K00108	0.000321901594603479
K00109	0
K00111	0.000426388560537084
K00112	2.86939212773291e-06
K00113	2.83694342838859e-06
K00114	9.74903404256851e-06
K00116	0.000363484587377116
K00117	3.19036215032032e-05
K00118	0.000236686490654093
K00121	0.000425576906864585
K00122	0.000109061946787678
K00123	0.000328866873942897
K00124	5.3093708826835e-05
K00125	0
K00126	5.67388685677718e-06
K00127	7.56518247570291e-06
K00128	0.00157611576355209
K00129	0
K00130	0.000749071528654788
K00131	7.83230284395633e-05
K00132	0.000130568822079238
K00133	0.000395494354822321
K00134	0.000678872360820363
K00135	0.0014741636202046
K00137	0.000268466163726367
K00138	0.000576762545874905
K00140	0.000305521217513789
K00141	0.000127171335101407
K00145	0.000401407219474803
K00146	0.000348885567348041
K00147	0.000282051157050316
K00148	7.30015129163736e-05
K00150	0.000141066063657872
K00151	0.00030885337324719
K00152	2.85324770096554e-06
K00153	0.000100555737503213
K00154	0.000229116748535057
K00156	0.000253108446986681
K00158	0.000129619786144595
K00161	0.0003952871248168
K00162	0.000488148246504208
K00163	0.000220218817070472
K00164	0.000323711485512111
K00166	0.000214633152818156
K00167	0.00029747123044166
K00169	8.92605854329063e-06
K00170	3.15602285430465e-06
K00171	4.38150151717793e-06
K00172	3.03057607508813e-06
K00174	0.000148477821211158
K00175	0.000147131873701736
K00176	1.85662186591209e-05
K00177	1.85662186591209e-05
K00179	2.76357826482934e-05
K00180	9.24726003872996e-06
K00183	0
K00184	7.63792461489236e-06
K00185	1.8181486062278e-06
K00186	4.38150151717793e-06
K00187	6.03655924597808e-07
K00193	1.89129561892573e-06
K00194	2.83694342838859e-06
K00196	1.84271187825608e-05
K00197	2.83694342838859e-06
K00198	3.75032677861989e-05
K00200	5.25359894146036e-07
K00201	9.37594563145181e-07
K00202	0
K00205	9.23091072723385e-06
K00208	0.000379114979601496
K00209	8.85756781530216e-06
K00210	1.89129561892573e-05
K00214	0
K00215	0.000337823110811088
K00216	7.93537490000709e-05
K00217	4.464291799658e-05
K00218	7.04818455739263e-05
K00219	0.000330021950192205
K00220	3.33914300712047e-05
K00221	3.96058038300839e-05
K00226	0.000148577839335954
K00228	1.70310560243688e-05
K00230	9.4611136231064e-06
K00231	0.000319211584135352
K00232	3.53744776643977e-05
K00239	0.000362694932770608
K00240	0.000326783018006133
K00241	0.000336384922133234
K00242	8.51118828208308e-05
K00243	0.000177980790934486
K00244	0.000400023568296715
K00245	2.17752618194322e-06
K00246	2.17752618194322e-06
K00247	2.17752618194322e-06
K00248	0.000744565945734153
K00249	0.00096275461246475
K00252	0.00066587337468213
K00253	0.000376478159252846
K00254	0.00031802262539219
K00255	4.22895041107872e-05
K00256	6.52170903077837e-07
K00257	9.45647809462864e-07
K00259	0.000375250737021429
K00260	0.000210255449580103
K00261	0.000267071061219617
K00262	0.000256441856083607
K00263	8.51399543283785e-05
K00265	0.000337488087568235
K00266	0.000578297333865836
K00270	0
K00271	4.42961342327342e-06
K00273	2.80446656527912e-05
K00274	0.000240627649503405
K00275	0.000121773804138667
K00276	7.73286682553401e-05
K00278	0.000155383740430266
K00281	0.000294842925095807
K00282	0.000296423846568101
K00283	0.000235316672207921
K00284	0.00040395819084419
K00285	0.000158655705234785
K00286	0.000432466746407782
K00287	0.000371208954839262
K00288	0
K00290	9.03828993243964e-05
K00293	0
K00294	0.000278862878738017
K00297	0.000411417722161208
K00298	1.10647736792849e-05
K00299	0.000360213273781324
K00301	2.98553608672774e-05
K00302	2.66294748215417e-05
K00303	8.02052675684169e-05
K00304	6.71736030170172e-06
K00305	6.71736030170172e-06
K00311	3.07747708224271e-05
K00313	3.14203539407818e-05
K00314	0
K00315	5.67388685677718e-06
K00316	8.5692186493838e-07
K00317	6.36576318183805e-05
K00318	0.000176982982051137
K00320	0
K00322	0.000139840591633305
K00324	0.000112672040662186
K00325	5.34149330568901e-05
K00329	0.000162721841520033
K00330	9.70705941265286e-05
K00331	9.89618897454543e-05
K00332	7.71021415069056e-05
K00333	8.26945711012721e-05
K00334	0.000112285107438194
K00335	0.000146298302127404
K00336	0.000143683476966335
K00337	9.70705941265286e-05
K00338	9.90189960445328e-05
K00339	9.70705941265286e-05
K00340	9.70705941265286e-05
K00341	0.000130963329627471
K00342	0.000101133626331728
K00343	0.000112952261610506
K00344	0.0008368333645381
K00346	1.04021259040915e-05
K00347	1.4184717141943e-05
K00348	3.49120954965333e-05
K00349	1.56845025212822e-05
K00350	1.84254800260133e-05
K00351	1.35542852689677e-05
K00354	0.000351300555999952
K00355	4.39261400437647e-05
K00356	0.000162721841520033
K00360	8.30068632750736e-06
K00362	0.000340287832589124
K00363	0.000166287236357612
K00364	0.000241551170395247
K00365	5.5387943125682e-05
K00366	6.25249607303813e-05
K00367	5.09316530298042e-05
K00368	9.68144407955422e-05
K00370	0.000166675096418217
K00371	0.000163235325032572
K00372	8.17601939525384e-05
K00373	0.000161168198190325
K00374	0.000161342497897566
K00375	0.000798967616726626
K00376	6.46987094738482e-06
K00380	0.000273117311021288
K00381	7.86692052287181e-05
K00382	0.00140952611514066
K00383	0.000589463971084613
K00384	0.00122679700088493
K00385	2.09758863606397e-05
K00387	1.63042725769459e-07
K00389	6.43514147626961e-05
K00390	0.000170863873208625
K00392	0.0001425682504929
K00394	6.96627219637643e-06
K00395	6.96627219637643e-06
K00400	0.00019572893688173
K00404	7.87496365466488e-06
K00405	7.85865938208794e-06
K00406	0.000110110961443365
K00407	7.85865938208794e-06
K00410	4.62316706848511e-06
