KO	oral_16
K00001	189.29
K00002	6.97
K00003	919.59
K00004	146.75
K00005	720.48
K00007	87.82
K00008	191.38
K00009	91.81
K00010	178.25
K00011	1
K00012	391.85
K00013	390.48
K00014	1238.08
K00015	4.49
K00016	851.76
K00018	147.7
K00019	324.14
K00020	475.38
K00021	3
K00023	209.26
K00024	347.45
K00025	0
K00027	221.9
K00028	18.26
K00029	476.77
K00030	11.18
K00031	800.96
K00032	0
K00033	871
K00034	47.99
K00036	905.09
K00038	0.05
K00039	8.24
K00040	57.23
K00041	47.5
K00042	150.88
K00043	46.29
K00045	46.92
K00046	145.99
K00048	62.29
K00050	11.88
K00052	854.2
K00053	873.51
K00054	699.35
K00055	32.67
K00057	1055
K00058	1159.37
K00059	2566.24
K00060	88.84
K00064	85.95
K00065	82.27
K00066	0
K00067	854.85
K00068	74.67
K00073	41.84
K00074	315.51
K00075	1023.41
K00076	67.48
K00077	1129.99
K00078	0
K00082	0.25
K00086	23.88
K00087	1
K00088	1108.59
K00090	97.91
K00091	132.51
K00094	8
K00096	2
K00097	340.33
K00098	48.29
K00099	362.19
K00100	273.72
K00101	212.38
K00102	205.85
K00103	0
K00104	334.18
K00105	553.34
K00108	290.19
K00111	222.87
K00112	59.1
K00113	59.1
K00114	39.72
K00116	214.58
K00117	15.84
K00118	0.48
K00121	267.68
K00122	42.63
K00123	704.81
K00124	376.47
K00125	0
K00126	87.49
K00127	376.87
K00128	652.84
K00130	375.33
K00131	512.87
K00132	1
K00133	1034.61
K00134	1245.54
K00135	498.44
K00137	42.01
K00138	105.72
K00140	313.64
K00141	140.81
K00145	403.65
K00146	253.95
K00147	977.76
K00148	84.82
K00150	0
K00151	84.76
K00153	1.67
K00154	80.28
K00156	184.03
K00158	109.16
K00161	755.21
K00162	754.96
K00163	309.56
K00164	236.97
K00166	93.52
K00167	93.52
K00169	1.5
K00170	1.5
K00171	1.5
K00172	1.5
K00174	174.06
K00175	174.06
K00176	157.34
K00177	157.36
K00179	25.52
K00180	24.02
K00183	0
K00184	25.24
K00185	28.13
K00194	8
K00196	8
K00197	9
K00198	23.15
K00200	7.59
K00201	7.59
K00202	7.59
K00208	381.23
K00209	155.61
K00210	28.83
K00215	1037.07
K00216	1.67
K00217	31
K00218	62.3
K00219	184.51
K00220	0
K00221	0
K00226	603.04
K00227	0
K00228	104.98
K00230	49.77
K00231	124.55
K00232	5.82
K00239	301.03
K00240	385.03
K00241	305.32
K00242	122.93
K00243	687.62
K00244	863.81
K00245	194.05
K00246	194.05
K00247	68.18
K00248	34.27
K00249	440.39
K00252	160.07
K00253	93.04
K00254	352.8
K00256	32.8
K00257	447.41
K00259	261.24
K00260	37.79
K00261	130.46
K00262	810.73
K00263	11.77
K00265	198.73
K00266	319.81
K00273	0
K00274	6.02
K00275	235.46
K00276	0
K00278	159.84
K00280	0
K00281	167.32
K00282	73.52
K00283	73.52
K00284	84.82
K00285	497.33
K00286	1074.08
K00287	900.25
K00288	0.5
K00290	594.05
K00293	0
K00294	37.61
K00297	868.4
K00298	27.25
K00299	216.8
K00301	62
K00302	84.82
K00303	143.28
K00304	84.82
K00305	84.82
K00311	313.91
K00313	5.76
K00316	11.05
K00317	1.5
K00318	37.3
K00322	0
K00324	262.88
K00325	199.09
K00330	284.36
K00331	325.15
K00332	269.16
K00333	269.16
K00334	192.14
K00335	288.62
K00336	293.63
K00337	284.36
K00338	284.36
K00339	284.36
K00340	284.36
K00341	284.36
K00342	319.58
K00343	284.36
K00344	467.99
K00346	117.73
K00347	126.23
K00348	119.3
K00349	118.23
K00350	118.23
K00351	118.23
K00354	69.74
K00355	581.33
K00356	90.62
K00362	145.15
K00363	136.33
K00364	634.02
K00365	0.33
K00366	7.51
K00367	1.21
K00368	147.13
K00370	113.61
K00371	115.27
K00372	57.33
K00373	109.6
K00374	115.27
K00375	671.44
K00376	71.21
K00380	194.12
K00381	208.71
K00382	1260.95
K00383	880.25
K00384	1971.54
K00385	8.2
K00387	0
K00389	3.44
K00390	146.03
K00392	21.24
K00394	3
K00395	3
K00404	160.16
K00405	148.38
K00406	179.98
K00407	149.64
K00411	251.33
K00412	251.33
K00413	249.04
K00425	528.04
K00426	519.04
K00427	8.86
K00428	518.64
K00432	795.36
K00433	215.87
K00435	4.95
K00436	0
K00437	0
K00441	0
K00446	31.38
K00448	86.37
K00449	86.87
K00450	19.32
K00451	110.3
K00452	17.74
K00453	105.13
K00455	86.1
K00456	0.5
K00457	241.4
K00459	602.21
K00466	32.5
K00467	0.33
K00469	2.44
K00471	73.24
K00472	6.2
K00476	80.73
K00477	89.04
K00479	91.8
K00480	46.62
K00481	90.12
K00483	40.8
K00484	102.2
K00486	11.93
K00491	0.33
K00493	31.33
K00496	78.17
K00499	92.98
K00500	94.21
K00505	45.01
K00507	181.46
K00508	18.79
K00510	2.9
K00517	48.16
K00520	23.93
K00523	125.18
K00525	1296.85
K00526	1064.58
K00527	851.16
K00528	265.22
K00529	283.82
K00531	2.29
K00532	6.5
K00533	2
K00534	2
K00537	1326.6
K00543	41.04
K00547	512.6
K00548	324.57
K00549	993.91
K00554	1034.37
K00556	19.48
K00557	226.47
K00558	1833.8
K00560	969.37
K00561	431.11
K00563	596.46
K00564	717.39
K00566	1160.4
K00567	1060.11
K00568	185.43
K00569	1.94
K00570	0
K00571	1343.43
K00573	362.53
K00574	381.8
K00575	282.07
K00584	1
K00588	33.51
K00590	0.65
K00595	103.16
K00596	31.73
K00598	36.72
K00600	1127.51
K00602	1034.28
K00603	17.72
K00604	1256.99
K00605	246.34
K00606	260.51
K00608	0
K00609	1043.7
K00610	47.11
K00611	996.87
K00612	133.6
K00613	11
K00615	2344.46
K00616	555.17
K00619	69.77
K00620	211.56
K00621	0
K00625	790.24
K00626	1245.26
K00627	947.93
K00631	60.68
K00632	119.38
K00633	9.69
K00634	37.43
K00635	0
K00638	6.37
K00639	183.73
K00640	1197.96
K00641	264.54
K00643	1
K00645	1139.44
K00646	41.94
K00647	187.44
K00648	1386.91
