function.	oral_19
K00001	42.209452
K00002	0
K00003	72.5587376
K00004	7.5300399
K00005	52.8619601
K00007	1.7623497
K00008	1.6021361
K00009	15.9926293
K00010	6.9325766
K00011	0
K00012	57.5673403
K00013	46.877176
K00014	129.3075638
K00015	0.3204272
K00016	84.6742045
K00018	17.6001334
K00019	19.6465388
K00020	8.0284822
K00021	0
K00023	4.1121494
K00024	34.6991174
K00027	25.6274803
K00028	4.8559591
K00029	40.3360031
K00030	0.0534045
K00031	46.8122441
K00032	0
K00033	55.0269428
K00034	0.5874499
K00035	0
K00036	56.9666768
K00038	0.4272363
K00039	0.1602136
K00040	0.8544726
K00041	0.9979973
K00042	3.2142856
K00043	0.8544726
K00045	0.0534045
K00046	43.5410442
K00048	0.4672897
K00050	0
K00052	71.4445028
K00053	78.9544817
K00054	58.9657686
K00055	0.3204272
K00057	97.6635508
K00058	62.1044893
K00059	177.2231803
K00060	1.7623497
K00064	1.2817089
K00065	1.0781041
K00066	0
K00067	60.0482426
K00068	5.8134213
K00073	0
K00074	9.1025833
K00075	98.5981302
K00076	15.0066754
K00077	48.2192059
K00082	0
K00086	0
K00087	0
K00088	101.1081435
K00090	1.5487316
K00091	2.8161259
K00094	0.2336448
K00096	0.6069949
K00097	24.0287046
K00098	0.6508678
K00099	40.6542052
K00100	17.6153426
K00101	23.8017354
K00102	2.5367155
K00103	0.1068091
K00104	18.4913215
K00105	25.4937855
K00108	4.5927902
K00111	19.1455272
K00112	15.5373831
K00113	14.135514
K00114	0.8010681
K00116	24.7263015
K00117	0.5874499
K00118	0
K00119	2.9906541
K00121	18.7791509
K00122	0.4806408
K00123	31.3551397
K00124	31.3584776
K00126	1.7623497
K00127	21.4085444
K00128	10.6375162
K00130	4.7730305
K00131	37.2136043
K00132	0
K00133	88.6931023
K00134	108.4112142
K00135	38.2298386
K00137	0.5340454
K00138	0
K00140	9.2189583
K00141	1.9225633
K00145	37.2133287
K00146	2.3497996
K00147	94.6504957
K00148	1.7623497
K00150	0
K00151	1.5487316
K00152	0
K00153	0.4672897
K00154	2.1361815
K00155	1.1748998
K00156	3.3845125
K00158	20.6378263
K00161	61.8286235
K00162	61.7752189
K00163	27.5700931
K00164	26.5420558
K00166	1.1214953
K00167	1.1214953
K00169	0
K00170	0
K00171	0
K00172	0
K00174	14.9532709
K00175	14.9532709
K00176	14.9532709
K00177	14.9532709
K00179	0
K00180	0
K00184	0.4672897
K00185	0.4672897
K00194	0
K00196	0
K00197	0
K00198	1.8691589
K00200	0.3204272
K00201	0.3204272
K00202	0.3204272
K00207	0.0534045
K00208	39.4125497
K00209	1.7089452
K00210	1.5576324
K00215	83.0976004
K00216	0.5206942
K00217	0.2136181
K00218	0.2136181
K00219	2.6702269
K00220	0
