KO	GI_11
K00001	189.69
K00002	0
K00003	631.86
K00004	347.11
K00005	418.5
K00007	2.13
K00008	553.75
K00009	6.39
K00010	268.97
K00011	0
K00012	386.47
K00013	492.34
K00014	704.55
K00015	0
K00016	552.77
K00018	470.23
K00019	3.47
K00020	129.15
K00021	0
K00023	0.68
K00024	30.23
K00025	0
K00027	758.31
K00028	0
K00029	33.23
K00030	268.63
K00031	256.44
K00032	1
K00033	207.21
K00034	3.83
K00036	202.81
K00038	0
K00039	1.8
K00040	421.45
K00041	229.91
K00042	131.96
K00043	0.33
K00045	1.01
K00046	214.55
K00048	358.61
K00050	156.54
K00052	484.03
K00053	482.61
K00054	7
K00055	78.21
K00057	556.65
K00058	895.26
K00059	1532.05
K00060	5.84
K00064	0
K00065	469.71
K00066	1
K00067	485.37
K00068	133.48
K00073	5.18
K00074	702.57
K00075	586.3
K00076	54.1
K00077	521.04
K00078	2.97
K00082	0
K00086	113.01
K00087	100.14
K00088	592.27
K00090	5.89
K00091	6.02
K00094	2.21
K00096	191.14
K00097	369.66
K00098	1.81
K00099	578.95
K00100	542.66
K00101	8.48
K00102	23.69
K00103	0
K00104	674.94
K00105	1
K00108	6.06
K00111	767.1
K00112	10.81
K00113	7.21
K00114	1.01
K00116	6.21
K00117	5.03
K00118	0
K00121	5.68
K00122	0
K00123	728.82
K00124	39.14
K00125	1.2
K00126	0.33
K00127	11.33
K00128	210.17
K00130	7.14
K00131	213.17
K00132	299.44
K00133	731.07
K00134	722.29
K00135	14.66
K00137	5.34
K00138	6.37
K00140	9.28
K00141	0.33
K00145	482.17
K00146	7.07
K00147	543.7
K00148	1.33
K00150	0
K00151	4.94
K00153	0
K00154	1.84
K00156	16.32
K00158	3.7
K00161	240.63
K00162	240.63
K00163	5.68
K00164	5.75
K00166	1.33
K00167	1.33
K00169	363.68
K00170	357.74
K00171	357.39
K00172	363.68
K00174	588.75
K00175	588.76
K00176	478.41
K00177	481.38
K00179	297.99
K00180	296.86
K00183	1.63
K00184	26.7
K00185	24.77
K00194	221.5
K00196	405.76
K00197	229.5
K00198	1005.48
K00200	0
K00201	0
K00202	0
K00208	71.06
K00209	131.17
K00210	8.45
K00215	921.19
K00216	4.02
K00217	0
K00218	0
K00219	9.11
K00220	0
K00221	0
K00226	17.72
K00227	0
K00228	5.35
K00230	191.9
K00231	2.79
K00232	0
K00239	27.28
K00240	26.45
K00241	22.5
K00242	5.35
K00243	523.13
K00244	600.24
K00245	16.4
K00246	17.11
K00247	4.01
K00248	778.5
K00249	10.62
K00252	1.34
K00253	1.34
K00254	14.3
K00256	0
K00257	81.21
K00259	33.29
K00260	186.45
K00261	44.04
K00262	497.08
K00263	9.01
K00265	377.11
K00266	1415.98
K00273	0
K00274	291.18
K00275	15.8
K00276	1.8
K00278	602.11
K00280	0
K00281	27.3
K00282	302.57
K00283	302.57
K00284	187.32
K00285	9.16
K00286	592.11
K00287	309.99
K00288	0
K00290	152.67
K00293	0
K00294	1.2
K00297	439.34
K00298	43.83
K00299	9.73
K00301	0
K00302	13.61
K00303	138.45
K00304	1.33
K00305	1.33
K00311	2.95
K00313	11.22
K00316	1
K00317	0
K00318	0
K00322	5.02
K00324	10.69
K00325	7.35
K00330	30.56
K00331	29.89
K00332	9.09
K00333	9.09
K00334	898.35
K00335	927.15
K00336	687.56
K00337	35.66
K00338	29.56
K00339	29.56
K00340	29
K00341	28.56
K00342	29.56
K00343	29.56
K00344	13.12
K00346	19.76
K00347	19.76
K00348	19.76
K00349	19.76
K00350	19.76
K00351	19.76
K00354	1.88
K00355	8.11
K00356	36.66
K00362	251.76
K00363	5.68
K00364	11.32
K00365	0
K00366	177.84
K00367	0
K00368	0.67
K00370	9.69
K00371	10.49
K00372	134.34
K00373	9.69
K00374	15.79
K00375	677.63
K00376	1.34
K00380	6.01
K00381	6.68
K00382	595.23
K00383	13.85
K00384	1291.38
K00385	436.36
K00387	0
K00389	9.03
K00390	17.26
K00392	208.33
K00394	233.15
K00395	233.15
K00404	4.03
K00405	2.02
K00406	2.02
K00407	2.01
K00411	1.34
K00412	2.34
K00413	1.34
K00425	44.03
K00426	44.03
K00427	4.01
K00428	14.88
K00432	255.3
K00433	168.12
K00435	0.5
K00436	0
K00437	12.1
K00441	0
K00446	0
K00448	3.13
K00449	3.13
K00450	2.61
K00451	1.34
K00452	0
K00453	1.33
K00455	4.94
K00456	0
K00457	4.47
K00459	12.14
K00466	0
K00467	0
K00469	0
K00471	0.33
K00472	0
K00476	0.33
K00477	0.33
K00479	1.33
K00480	1.61
K00481	3.13
K00483	5.11
K00484	4.61
K00486	0
K00491	0
K00493	0
K00496	2.33
K00499	0.33
K00500	1.34
K00505	0.33
K00507	0.99
K00508	1
K00510	53
K00517	0.01
K00520	1
K00523	2.95
K00525	467.83
K00526	167.83
K00527	748.72
K00528	850.4
K00529	2.33
K00531	0.87
K00532	163.56
K00533	182.28
K00534	10.7
K00537	252.98
K00543	0.33
K00547	12.06
K00548	1144.96
K00549	26.2
K00554	582.98
K00556	16.61
K00557	7.96
K00558	378.36
K00560	296.88
K00561	9.88
K00563	53.76
K00564	13.53
K00566	803.81
K00567	587.89
K00568	5.36
K00569	1.01
K00570	0
K00571	47.13
K00573	54.11
K00574	205.68
K00575	916.66
K00584	7
K00588	2.08
K00590	0
K00595	150.59
K00596	0
K00598	40.28
K00600	733.4
K00602	687.73
K00603	358.65
K00604	676.46
K00605	398.87
K00606	371.59
K00608	0
K00609	581.28
K00610	469.13
K00611	569.77
K00612	2.67
K00613	0.64
K00615	1748.54
K00616	585.54
K00619	13.3
K00620	389.26
K00621	1
K00625	425.51
K00626	670.35
K00627	245.88
K00631	5.02
K00632	12.17
K00633	48.93
K00634	544.27
K00635	0
K00638	49.32
K00639	160.7
K00640	599.54
K00641	1.84
K00643	0.01
K00645	581.8
K00646	0.33
K00647	7.27
K00648	830.08
K00651	441.02
K00652	184.12
K00655	1157.99
K00656	1614.9
K00657	157.42
K00658	14.2
K00661	730.09
K00662	1.09
K00663	1
K00666	83.24
K00672	0
K00673	8.47
K00674	376.33
K00675	84.28
K00677	53.85
K00680	167.06
K00681	13.81
K00683	0
K00684	92.81
K00685	1.34
K00686	151.79
K00687	1.5
K00688	977.37
K00689	0
K00690	201.36
K00691	4.33
K00692	3.15
K00694	7.09
K00696	0
K00697	10.18
K00700	640.71
K00702	172.17
K00703	666.36
K00705	535.59
K00709	0
K00712	3
K00720	0.66
K00721	417.17
K00728	8
K00737	0.51
K00745	0
K00748	33.4
K00752	0.27
K00754	364.54
K00756	535.69
K00757	245.64
K00758	7.75
K00759	615.8
K00760	947.99
K00761	512.95
K00762	752.39
K00763	653.48
K00764	693.75
K00765	489.02
K00766	430.41
K00767	544.96
K00768	424.98
K00769	15.12
K00772	11.7
K00773	585.95
K00782	35.11
K00783	585.95
K00784	554.37
K00785	0
K00786	91.14
K00788	852.05
K00789	591.66
K00790	1095.99
K00791	601.4
K00793	536.79
K00794	536.79
K00795	5.34
K00796	430.48
K00797	611.01
K00798	298.41
K00799	27.92
K00800	582.11
K00801	0.33
K00803	10
K00805	585.31
K00806	1024.81
