function.	oral_6
K00001	4.1
K00002	0
K00003	53.52
K00004	9.35
K00005	43.05
K00007	0
K00008	3.56
K00009	4.61
K00010	1.47
K00011	0
K00012	20.97
K00013	22.01
K00014	69.12
K00015	0
K00016	60.19
K00018	16.23
K00019	1.12
K00020	23.07
K00021	0
K00023	0
K00024	17.05
K00025	0.25
K00027	22.51
K00028	0.4
K00029	24.59
K00030	0.27
K00031	41.07
K00032	0
K00033	59.73
K00034	2.72
K00036	66.09
K00038	0
K00039	0
K00040	0.2
K00041	0.86
K00042	0.27
K00043	0
K00045	1.36
K00046	4.71
K00048	2.74
K00050	0
K00052	47.84
K00053	48.19
K00054	43.07
K00055	0.17
K00057	67.77
K00058	58.78
K00059	122.42
K00060	0
K00064	0.33
K00065	0
K00066	0
K00067	45.68
K00068	3.29
K00073	10.16
K00074	9.81
K00075	66.53
K00076	1.81
K00077	44.26
K00078	0
K00082	0.33
K00086	1.41
K00087	0
K00088	67.69
K00090	0
K00091	0.41
K00094	0.17
K00096	0
K00097	19.37
K00098	0.86
K00099	23.46
K00100	2.72
K00101	17.14
K00102	0
K00103	0
K00104	4.56
K00105	30.51
K00108	0.33
K00111	10.34
K00112	6.68
K00113	6.68
K00114	0
K00116	17.7
K00117	1.06
K00118	0
K00121	23.87
K00122	0
K00123	21.7
K00124	10.34
K00125	0
K00126	0
K00127	10.48
K00128	6.65
K00130	0.33
K00131	26.85
K00132	0
K00133	66.33
K00134	87.86
K00135	17.8
K00137	0
K00138	2.39
K00140	1.3
K00141	0
K00145	22.61
K00146	0
K00147	61.46
K00148	0
K00150	0
K00151	0.53
K00153	0
K00154	0
K00156	1.17
K00158	6.04
K00161	43.55
K00162	43.55
K00163	17.26
K00164	18.78
K00166	0
K00167	0
K00169	0
K00170	0
K00171	0
K00172	0
K00174	9.99
K00175	9.99
K00176	6.68
K00177	6.68
K00179	2.98
K00180	2.98
K00183	0
K00184	2.19
K00185	2.19
K00194	0.27
K00196	0.27
K00197	0.27
K00198	0.68
K00200	0
K00201	0
K00202	0
K00208	22.15
K00209	12.34
K00210	8
K00215	66.32
K00216	0
K00217	0
K00218	0
