function.	air_23
K00001	35.241824
K00002	0.2915452
K00003	68.2726702
K00004	0
K00005	56.2717152
K00007	17.2613406
K00008	52.9691886
K00009	88.7664152
K00010	43.7362377
K00011	0
K00012	37.5473279
K00013	93.3833924
K00014	162.0572562
K00015	0
K00016	148.6539196
K00018	0.6506183
K00019	16.5508974
K00020	9.3390031
K00021	0.002418
K00023	0.5126221
K00024	50.127025
K00027	123.9868677
K00028	0.0420787
K00029	32.5756844
K00030	0.7337106
K00031	99.66224
K00032	0
K00033	100.8258907
K00034	10.4761099
K00035	0
K00036	100.1498645
K00038	0
K00039	12.8302222
K00040	45.7738756
K00041	37.8581843
K00042	47.3209315
K00043	0
K00045	0
K00046	23.8360449
K00048	30.596062
K00050	12.5092692
K00052	98.8273769
K00053	99.5371928
K00054	60.2717083
K00055	11.9361963
K00057	101.9873531
K00058	145.2939406
K00059	225.6996191
K00060	34.8327416
K00064	0.0145082
K00065	45.9546673
K00066	0
K00067	17.0685777
K00068	51.6366283
K00073	22.3132156
K00074	39.6393433
K00075	99.7131854
K00076	13.2013894
K00077	186.1334646
K00082	0.0217623
K00086	6.8123932
K00087	13.2158976
K00088	107.9637335
K00090	31.540768
K00091	0.2704578
K00094	26.1285747
K00096	8.095639
K00097	67.3919783
K00098	14.3529982
K00099	39.1730023
K00100	2.2654742
K00101	32.4758386
K00102	2.4684045
K00103	0
K00104	13.4347984
K00105	0.2209131
K00106	0
K00108	86.604558
K00111	132.4231185
K00112	35.2994211
K00113	35.2457849
K00114	0
K00116	178.2977677
K00117	30.4225013
K00118	0
K00119	2.2133024
K00121	32.8998625
K00122	44.825073
K00123	149.4988327
K00124	32.3270996
K00126	1.0204082
K00127	32.6345964
K00128	203.8503085
K00129	0
K00130	87.4184089
K00131	0.32085
K00132	0
K00133	111.7615215
K00134	200.4829883
K00135	75.2742761
K00137	30.5543286
K00138	15.3655253
K00140	26.3723675
K00141	0
K00145	88.3393356
K00146	30.5578393
K00147	37.1251275
K00148	0.5126221
K00150	0
K00151	21.8469443
K00152	0
K00153	0.2915452
K00154	0.5271303
K00155	0
K00156	34.5242702
K00158	63.2254818
K00161	91.4798663
K00162	91.4798663
K00163	36.231744
K00164	102.8375571
K00166	62.7551022
K00167	62.7551022
K00169	0
K00170	0
K00171	0
K00172	0
K00174	66.8367349
K00175	66.8367349
K00176	0
K00177	0
K00179	0.002418
K00180	0.002418
K00184	0
K00185	0
K00194	0
K00196	0
K00197	0
K00198	0
K00200	0
K00201	0
K00202	0
K00207	0
K00208	99.3954931
K00209	0.0918851
K00210	0
K00211	0
K00214	0
K00215	103.054886
K00216	31.1863656
K00217	0
K00218	0
K00219	31.8266328
K00220	0
K00221	1.4941691
K00224	0
K00226	104.6908872
K00228	31.4941986
K00230	31.4438898
K00231	71.1005834
K00232	0.0072541
K00239	103.0201183
K00240	103.0201183
K00241	103.0080282
K00242	31.5135428
K00243	63.2600465
K00244	51.3742461
K00245	31.3196796
K00246	31.53835
K00247	31.53835
K00248	0
K00249	1.8052825
K00252	52.8219021
K00253	0.5102041
K00254	0
K00255	0
K00256	0
K00257	23.4182984
K00258	0
K00259	123.9493311
K00260	64.7594754
K00261	23.1018475
K00262	35.5050519
K00263	5.5029155
K00265	96.594278
K00266	98.1796784
K00270	0
K00271	0
K00273	0
K00274	3.7900875
K00275	32.3444957
K00276	21.8361705
K00278	34.2229933
K00279	0
K00280	0.2915452
K00281	35.4978274
K00282	63.2653063
K00283	64.7594754
K00284	0
K00285	45.9862629
K00286	107.0107664
K00287	106.1378395
K00290	0.0894172
K00292	0
K00293	0
K00294	63.2653063
K00297	36.4087391
K00298	0
K00299	81.677214
K00301	0
K00302	0.5126221
K00303	0.5126221
K00304	0.5126221
K00305	0.5126221
K00309	0
K00311	1.9971128
K00313	46.4428658
K00314	0
K00315	0
K00316	0.0241803
K00317	25.4850321
K00318	67.0602299
K00320	0
K00322	31.0571622
K00324	36.6573171
K00325	36.025145
K00329	0
K00330	35.6997776
K00331	35.7046137
K00332	7.7988339
K00333	8.0903791
K00334	35.6973596
K00335	35.6997776
K00336	35.4706022
K00337	35.7046137
K00338	38.9116108
K00339	35.7021957
K00340	35.548606
K00341	35.7046137
K00342	35.7021957
K00343	35.3877623
K00344	23.4287202
K00346	15.9444821
K00347	15.9444821
K00348	15.9469002
K00349	15.9444821
K00350	19.3821131
K00351	15.9444821
K00353	0
K00354	0
K00355	19.4301247
K00356	0.0841574
K00358	9.8481201
K00359	3.14728
K00360	0
K00362	110.408175
K00363	93.069066
K00364	92.5408274
K00365	0
K00366	0
K00367	0
K00368	4.1280149
K00370	120.7955969
K00371	122.6886935
K00372	15.932392
K00373	124.1526513
K00374	124.2478743
K00375	148.7901005
K00376	0
K00378	31.3051829
K00380	92.2225384
K00381	45.0317453
K00382	195.5319573
K00383	45.3553905
K00384	164.9576874
K00385	2.1157753
K00386	0
K00387	0
K00389	32.4029296
K00390	44.5626081
K00392	1.0932945
K00394	0
K00395	0
K00397	0
K00404	0
K00405	0
K00406	0
K00407	0
K00410	0
K00411	0.5126221
K00412	0.5126221
K00413	0.5102041
K00423	0
K00425	142.4426312
K00426	146.044495
K00427	30.8485848
K00428	19.158438
K00432	161.4906684
K00433	10.2670751
K00435	0
K00436	0
K00437	0
K00441	0
K00446	0.2551021
K00448	16.0930297
K00449	16.0930297
K00450	7.496794
K00451	0.5102041
K00452	0
K00453	0.5271303
K00455	22.0712836
K00456	0
K00457	14.2099494
K00459	68.7073105
K00462	0
K00464	0.002418
K00466	0.0048361
K00467	0
K00468	0
K00469	0
K00470	0.0193442
K00471	0
K00472	0.5102041
K00476	0.0120901
K00477	0.5102041
K00478	0
K00479	0.5126221
K00480	7.0937712
K00481	16.5935617
K00483	20.3071077
K00484	21.6219699
K00485	0
K00486	0
K00491	63.2653063
K00492	10.4591837
K00493	0
K00494	0.0048361
K00495	0
K00496	0.0096721
K00499	0
K00500	0.5102041
K00504	0
K00505	0
K00507	1.5306123
K00508	2.0478286
K00510	43.3309039
K00514	0
K00517	1.7398481
K00518	0
K00520	6.8892545
K00523	0.8967305
K00524	0
K00525	136.2624059
K00526	133.6337939
K00527	95.1506834
K00528	31.6302351
K00529	12.8905116
K00530	0
K00531	0.002418
K00532	0
K00533	0
K00534	0
K00535	0
K00537	62.4647089
K00538	0
K00539	0
K00540	142.5390142
K00543	0.002418
K00547	81.877531
K00548	32.7241274
K00549	127.5446975
K00554	98.7273434
K00555	0
K00556	31.5625303
K00557	29.8296768
K00558	69.1155925
K00559	0
K00560	102.5295399
K00561	26.9423823
K00563	35.389319
K00564	36.5448787
K00566	98.3741911
K00567	99.2540928
K00568	31.684311
K00569	0.5102041
K00570	0
K00571	36.270831
K00573	32.5974581
K00574	47.4651045
K00575	16.5189251
K00577	0
K00584	0
K00587	0
K00588	0.2551021
K00590	0.0052598
K00594	0
K00595	4.0816327
K00596	0
K00598	29.2018202
K00599	9.4042735
K00600	101.017103
K00602	99.8481684
K00603	0.1367557
K00604	100.5025265
K00605	98.6932169
K00606	91.8963844
K00607	0
K00608	0
K00609	99.9633061
K00610	31.0910146
K00611	167.5336569
K00612	0.5440565
K00613	2.9420502
K00614	0.1104566
K00615	231.1220012
K00616	142.0861525
K00617	0
K00619	0.5102041
K00620	58.1955759
K00624	0
K00625	63.2547866
K00626	192.3332725
K00627	122.9643057
K00631	31.3486959
K00632	71.6686484
K00633	17.2295607
K00634	4.4825073
K00635	0
K00638	15.4371638
K00639	93.6208004
K00640	106.212916
K00641	63.9451964
K00643	5.9887665
K00645	107.0204959
K00646	0.2963813
K00647	39.0201342
K00648	102.8561992
K00651	33.407837
K00652	99.5936886
K00653	0
K00654	0
K00655	97.0823031
K00656	185.919303
K00657	49.6442472
K00658	103.28457
K00661	33.7896406
K00662	1.7107762
K00663	0
K00666	23.7383647
K00672	0
