KO	oral_7
K00001	90.09
K00002	0
K00003	715.52
K00004	18.85
K00005	746.53
K00007	0
K00008	18.76
K00009	60.85
K00010	35.77
K00011	0
K00012	231.47
K00013	115.22
K00014	877.15
K00015	1
K00016	988.37
K00018	73.45
K00019	22.07
K00020	232.61
K00021	0
K00023	1
K00024	114.96
K00025	0
K00027	288.47
K00028	18.23
K00029	121.45
K00030	0.98
K00031	470.94
K00032	0
K00033	779.14
K00034	8.04
K00036	956.66
K00038	0
K00039	0
K00040	3.06
K00041	0.5
K00042	0.96
K00043	0
K00045	3
K00046	71.78
K00048	28.9
K00050	1
K00052	545.86
K00053	554.86
K00054	718.32
K00055	0
K00057	836.76
K00058	800.41
K00059	1610.84
K00060	0
K00064	0.33
K00065	0.25
K00066	0
K00067	542.65
K00068	38.33
K00073	207.71
K00074	46.8
K00075	829.47
K00076	0
K00077	712.33
K00078	0
K00082	0
K00086	6.96
K00087	0
K00088	843.47
K00090	0.17
K00091	4.15
K00094	9.66
K00096	0
K00097	35.28
K00098	2.47
K00099	112.15
K00100	45.38
K00101	108.09
K00102	0
K00103	0
K00104	3.6
K00105	503.64
K00108	0.25
K00111	124.47
K00112	74.81
K00113	74.81
K00114	1
K00116	37.52
K00117	0
K00118	0
K00121	247.83
K00122	1
K00123	220.27
K00124	101.17
K00125	0
K00126	1
K00127	101.34
K00128	22.97
K00130	3.25
K00131	487.99
K00132	2.5
K00133	824.97
K00134	878.09
K00135	99.93
K00137	0
K00138	2.25
K00140	26.52
K00141	0
K00145	86.39
K00146	0
K00147	819.45
K00148	0
K00150	0
K00151	5.08
K00153	3
K00154	0
K00156	2.25
K00158	50.19
K00161	729.11
K00162	729.61
K00163	125.67
K00164	112.7
K00166	0.5
K00167	0.5
K00169	0
K00170	0
K00171	0
K00172	0
K00174	2.21
K00175	2.21
K00176	1.96
K00177	1.96
K00179	0.98
K00180	0.98
K00183	0
K00184	3.78
K00185	2.98
K00194	0.98
K00196	0.98
K00197	0.98
K00198	1.96
K00200	1
K00201	1
K00202	1
K00208	115.89
K00209	199.16
K00210	2
K00215	796.21
K00216	3
K00217	0
K00218	0
K00219	0.33
K00220	1
K00221	0
K00226	537.5
K00227	0
K00228	2.2
K00230	58.36
K00231	205.71
K00232	0
K00239	14.03
K00240	14.03
K00241	14.03
K00242	5
K00243	718.55
K00244	580.63
K00245	101.67
K00246	101.67
K00247	101.67
K00248	3.29
K00249	1.33
K00252	11.25
K00253	0
K00254	112.45
K00256	0
K00257	3.58
K00259	245.12
K00260	2.48
K00261	3.25
K00262	810.16
K00263	0.37
K00265	13.97
K00266	15.78
K00273	0
K00274	1
K00275	99.62
K00276	0
K00278	8.44
K00280	0
K00281	10.78
K00282	199.69
K00283	199.69
K00284	0.83
K00285	3.87
K00286	846.19
K00287	828.62
K00288	0
K00290	423.23
K00293	0
K00294	3.03
K00297	559.76
K00298	17.02
K00299	13.21
K00301	0
K00302	2
K00303	2
K00304	2
K00305	2
K00311	2
K00313	0
K00316	0
K00317	0
K00318	3.03
K00322	0
K00324	104.67
K00325	103.67
K00330	6.7
K00331	6.7
K00332	6.7
K00333	6.7
K00334	7.68
K00335	7.68
K00336	7.68
K00337	6.7
K00338	6.7
K00339	6.7
K00340	6.7
K00341	6.7
K00342	6.7
K00343	6.7
K00344	15.67
K00346	103.75
K00347	111.75
K00348	103.75
K00349	103.75
K00350	103.75
K00351	103.75
K00354	6.96
K00355	460.19
K00356	3
K00362	4.58
K00363	3.58
K00364	709.6
K00365	0
K00366	1.98
K00367	0.33
K00368	12.01
K00370	6.25
K00371	6.25
K00372	1.45
K00373	6.25
K00374	6.25
K00375	65
K00376	0.53
K00380	27.32
K00381	3.02
K00382	857.02
K00383	1025.15
K00384	1563.68
K00385	0.98
K00387	1
K00389	0
K00390	7.1
K00392	3.83
K00394	0
K00395	0
K00404	1.17
K00405	1.17
K00406	3.73
K00407	1
K00411	2
K00412	2
K00413	1
K00425	163.06
K00426	155.06
K00427	0
K00428	54.14
K00432	680.96
K00433	35.39
K00435	0
K00436	0
K00437	0
K00441	0
K00446	0
K00448	0
K00449	0
K00450	0
K00451	2.53
K00452	1.2
K00453	1.2
K00455	5.08
K00456	0
K00457	2.53
K00459	3.95
K00466	0
K00467	0
K00469	0
K00471	0
K00472	0
K00476	2.5
K00477	0
K00479	1
K00480	1
K00481	0
K00483	9.58
K00484	57.01
K00486	1.2
K00491	0.25
K00493	0
K00496	0
K00499	0
K00500	2.2
K00505	0
K00507	1.33
K00508	1.2
K00510	3
K00517	5.5
K00520	7.09
K00523	1
K00525	1086.21
K00526	886.96
K00527	839.24
K00528	10.64
K00529	1
K00531	0
K00532	0.98
K00533	0
K00534	0
K00537	1250.8
K00543	0
K00547	499.65
K00548	78.89
K00549	861.53
K00554	829.47
K00556	2.44
K00557	105.17
K00558	1688.15
K00560	858.28
K00561	415.59
K00563	691.46
K00564	818.46
K00566	829.47
K00567	821.1
K00568	59.59
K00569	0.5
K00570	2
K00571	1191.8
K00573	5.95
K00574	48.48
K00575	10.44
K00584	0
K00588	0.25
K00590	0.13
K00595	1.2
K00596	0
K00598	0
K00600	826.41
K00602	821.77
K00603	6.69
K00604	822.72
K00605	212.49
K00606	16.27
K00608	0
K00609	726.8
K00610	1
K00611	853.38
K00612	1
K00613	4
K00615	1803.4
K00616	219.03
K00619	3
K00620	28.35
K00621	0
K00625	716.04
K00626	756.86
K00627	833.78
K00631	93.67
K00632	8.66
K00633	4.17
K00634	3.92
K00635	0
K00638	1
K00639	17.02
K00640	825.09
K00641	83.61
K00643	2
K00645	830.62
K00646	0
K00647	134.18
K00648	861.05
K00651	468.06
K00652	89
K00655	840.9
K00656	1328.68
K00657	1291.18
K00658	118.48
K00661	582.91
K00662	1.15
K00663	0
K00666	4
K00672	1
K00673	0
K00674	597.99
K00675	0
K00677	105.76
K00680	111.09
K00681	23.58
K00683	0.33
K00684	4.78
K00685	1
K00686	0
K00687	707.08
K00688	1320.4
K00689	42.96
K00690	439.37
K00691	211.06
K00692	6.58
K00694	10.98
K00696	1
K00697	1
K00700	812.74
K00702	0
K00703	803.61
K00705	1054.49
K00709	0
K00712	7.93
K00720	4.02
K00721	10.48
K00728	0
K00737	0
K00745	0
K00748	106.45
K00752	6.5
K00754	27.45
K00756	685.01
K00757	154.57
K00758	4
K00759	828.97
K00760	833.68
K00761	829.47
K00762	827.64
K00763	726.6
K00764	820.81
K00765	115.22
K00766	119.85
K00767	15.96
K00768	5.37
K00769	134.42
K00772	1
K00773	826.47
K00782	67.65
K00783	822.78
K00784	720.86
K00785	107.42
K00786	51.25
K00788	342.73
K00789	845.13
K00790	1537.53
K00791	829.49
K00793	155.1
K00794	158.1
K00795	103.67
K00796	615.74
K00797	428.21
K00798	200.07
K00799	93.42
K00800	829.22
K00801	0.25
K00803	0
K00805	1310.8
K00806	838.22
K00808	1
K00809	2.78
K00812	9.1
K00813	102.67
K00817	614.86
K00818	20.21
K00819	21.02
K00820	829.51
K00821	65.93
K00822	1
K00823	1.4
K00824	10.21
K00826	831.29
K00830	2
K00831	584.9
K00832	1.98
K00833	89
K00835	1
K00836	87.76
K00839	19.45
K00840	0
K00841	708.54
K00842	0
K00844	0
K00845	727.6
K00847	782.81
K00848	12.02
K00849	773.46
K00850	831.43
K00851	263.69
K00852	346.6
K00853	0.83
K00854	103.47
K00855	1
K00856	0
K00857	823.49
K00858	829.47
K00859	830.14
K00860	0.25
K00862	0
K00863	497.34
K00864	825.3
K00865	811.9
K00867	816.46
K00868	1237.08
K00869	721.32
K00870	0
K00872	810.29
K00873	1021.47
K00874	809.84
K00876	854.18
K00878	349.41
K00879	84
K00880	113.11
K00881	2.22
K00882	1246.78
K00883	0
K00884	96.96
K00885	97.65
K00886	9.83
K00887	716.04
K00891	830.22
K00892	0
K00895	3
K00897	18.21
K00899	0
K00901	98.35
K00906	0
K00912	106.45
K00917	940.1
K00918	0
K00919	371.08
K00924	8.85
K00925	836.33
K00926	818.3
K00927	829.27
K00928	786.84
K00929	3.92
K00930	86.39
K00931	831.94
K00932	0
K00936	136.04
K00937	211.08
K00938	718.54
K00939	844.39
K00940	620.88
K00941	340.71
K00942	836.43
K00943	826.69
K00945	826.47
K00946	112.45
K00947	0
K00948	1346.75
K00949	719.05
K00950	589.12
K00951	829.47
K00954	824.44
K00955	0
K00956	6.85
K00957	8.43
K00958	0.25
K00962	822.97
K00963	1023.76
K00965	976.71
K00966	0
K00968	3.39
K00969	735.86
K00970	117.33
K00971	9.93
K00972	0
K00973	568.82
K00974	819.86
K00975	1331.84
K00978	0.33
K00979	106.45
K00980	37.2
K00981	837.86
K00982	109.67
K00983	108.06
K00984	0
K00986	1.17
K00988	0
K00989	109.67
K00990	95.67
K00991	162.68
K00992	2
K00993	0
K00995	848.29
K00996	63.23
K00997	728.02
K00998	109.67
K01000	829.47
K01002	0
K01003	0
K01004	3
K01006	268.75
K01007	6.22
K01008	107.11
K01011	37.07
K01012	141.14
K01023	0.25
K01026	11.21
K01027	0
K01028	3.78
K01029	3.78
K01031	0
K01032	0
K01034	66.89
K01035	66.89
K01039	0
K01040	0
K01042	102.11
K01046	0.75
K01048	51.39
K01051	0.33
K01053	24.43
K01055	0
K01056	829.67
K01057	110.17
K01058	6.25
K01060	53.38
K01061	1.83
K01066	0
K01067	1
K01069	104.57
K01070	246.36
K01071	715.79
K01073	0.25
K01075	0
K01077	5.16
K01078	0
K01079	611.21
K01081	538.91
K01082	103.42
K01083	0.33
K01085	22.57
K01086	0
K01087	1
K01089	88.96
K01090	748.12
K01091	591.59
K01092	827.04
K01093	0
K01095	102.67
K01096	100.81
K01101	285.14
K01104	1278.59
K01113	1.03
K01114	0.2
K01117	0.2
K01118	514.4
K01119	614.78
K01120	0
K01121	0
K01126	858.85
K01129	108.43
K01130	1
K01133	0
K01134	0
K01135	0
K01136	0
K01137	0
K01138	5.22
K01139	102.67
K01141	101.67
K01142	837.72
K01144	2
K01146	0
K01147	94.67
K01150	0
K01151	253.2
K01153	1354.71
K01154	1412.88
K01155	47.2
K01156	564.29
K01158	0
K01159	113.43
K01160	20.85
K01163	0.98
K01165	0
K01166	102.5
K01167	0
K01169	0
K01173	2.07
K01174	3.75
K01175	101.67
K01176	342.2
K01178	0
K01179	3.21
K01181	1.72
K01182	232.9
K01183	9.56
K01184	0
K01185	94.97
K01186	92.38
K01187	260.11
K01188	0.33
K01190	319.67
K01191	451.68
K01192	0
K01193	1209.38
K01194	0.5
K01195	450.92
K01197	4
K01198	37.09
K01200	706.83
K01201	0.91
K01205	0
K01206	28.7
K01207	1418.26
K01208	6.96
K01209	11.39
K01210	0
K01212	3
K01215	709.43
K01216	0
K01218	5.25
K01219	0
K01220	477.32
K01222	625.79
K01223	2893.41
K01224	9.44
K01226	710.68
K01227	24.41
K01232	26.72
K01233	0
K01235	1.39
K01236	4
K01239	62.58
K01241	1
K01243	830.09
K01246	805.7
K01247	2
K01250	0
K01251	3.41
K01252	3
K01253	0
K01255	113.13
K01256	218.27
K01258	985.16
K01259	8.56
K01261	715.79
K01262	834.24
K01263	0
K01264	0
K01265	839.24
K01266	0
K01267	6.98
K01269	0
K01270	107.93
K01271	725.21
K01273	4.23
K01274	439.43
K01277	0
K01278	4.73
K01281	518.31
K01283	0
K01284	8.53
K01286	77.24
K01295	27.52
K01297	4.51
K01299	2
K01301	0
K01303	0
K01304	654.91
K01305	0.25
K01308	0
K01318	0.25
K01322	4.28
K01338	115.43
K01342	0
K01347	148.37
K01354	7.78
K01355	0
K01356	317.07
K01358	869.41
K01361	478.48
K01372	528.74
K01387	0
K01390	13.67
K01392	0
K01399	0
K01400	0
K01401	0.25
K01406	2.78
K01407	52.34
K01409	838.58
K01414	102.67
K01415	0
K01417	0
K01419	302.38
K01420	328.13
K01421	717.64
K01424	829.2
K01425	7.06
K01426	699.64
K01427	0
K01428	42.58
K01429	40.58
K01430	40.58
K01432	0
K01433	93.17
K01434	1.37
K01436	220.22
K01438	69.66
K01439	830.68
K01440	0
K01442	20.57
K01443	829.48
K01444	1.81
K01446	31.13
K01447	41.69
K01448	751.08
K01449	0.98
K01451	4
K01452	0
K01453	0
K01455	2
K01457	1
K01458	0
K01460	8.83
K01461	0
K01462	1342.07
K01464	1.96
K01465	732.21
K01466	29.67
K01467	516.08
K01468	9.14
K01469	0
K01470	2
K01471	0
K01473	0
K01474	0
K01476	1.45
K01477	0
K01478	513.65
K01479	9.14
K01480	11.41
K01482	0
K01483	1
K01484	0
K01485	200.17
K01486	385.98
K01487	2.23
K01488	532.54
K01489	821.96
K01491	828.47
K01492	0
K01493	720.46
K01494	109.67
K01495	626.66
K01496	15.03
K01497	53.33
K01499	1
K01501	2.48
K01502	1
K01505	3.78
K01507	548.19
K01512	783.86
K01515	835.97
K01518	0
K01520	828.89
K01521	0
K01523	15.03
K01524	336.89
K01525	110.67
K01531	225.37
K01533	683.73
K01534	1108.27
K01535	0
K01537	714.48
K01545	1
K01546	4.15
K01547	4.15
K01548	4.15
K01551	10.02
K01555	2.53
K01556	1.2
K01560	217.2
K01561	1
K01563	0
K01567	1.96
K01568	0
K01569	1
K01571	290.37
K01572	270.09
K01573	65.53
K01574	1
K01575	715.72
K01576	0
K01577	1
K01578	1
K01579	11.29
K01580	6.56
K01581	8.59
K01582	416.96
K01583	7.64
K01584	0
K01585	10.99
K01586	791.98
K01588	820.81
K01589	827.29
K01590	2.5
K01591	827.64
K01593	0
K01594	0
K01595	601.42
K01596	6
K01597	721.32
K01598	516.08
K01599	87.76
K01601	0.33
K01602	0
K01607	76.93
K01608	0
K01609	40.44
K01610	320.76
K01611	4.15
K01613	111.07
K01615	0
K01616	0
K01617	0
K01619	836.04
K01620	454.71
K01621	49.05
K01622	0
K01623	14.67
K01624	849.72
K01625	1013.13
K01626	1117.98
K01627	106.45
K01628	103.4
K01629	1.75
K01630	0.98
K01631	0
K01633	597.88
K01635	980.46
K01637	0
K01638	0
K01639	186.09
K01640	2.53
K01641	715.54
K01643	82.82
K01644	87.82
K01646	82.82
K01647	471.94
K01649	551.3
K01652	919.81
K01653	545.24
K01654	53.61
K01655	0
K01657	145.84
K01658	159.12
K01659	1.17
K01661	119.26
K01662	144.92
K01664	108.04
K01665	105.57
K01666	0
K01667	39
K01668	5.88
K01669	207.41
K01671	0
K01673	806.09
K01674	36.43
K01676	1.53
K01677	0.98
K01678	0.98
K01679	304.38
K01681	445.95
K01682	54.38
K01683	0
K01684	0
K01685	0.5
K01686	741.34
K01687	550.09
K01689	832.53
K01690	2.17
K01692	1.33
K01693	25.26
K01695	130.22
K01696	595.77
K01697	4.98
K01698	75.74
K01699	0
K01703	538.76
K01704	545.03
K01706	0
K01707	0
K01708	0
K01709	0.33
K01710	834.04
K01711	1.25
K01712	10.53
K01713	0
K01714	806.44
K01715	9.63
K01716	94.67
K01719	81.92
K01720	2
K01721	2
K01724	1.83
K01725	1
K01727	62.63
K01728	0
K01729	0.99
K01730	0
K01733	812.68
