function.	GI_12
K00001	7.1669842
K00002	0.5690809
K00003	118.7275687
K00004	0
K00005	47.6048472
K00007	0.4247392
K00008	34.5713452
K00009	17.4190157
K00010	8.8440121
K00011	0
K00012	54.2213545
K00013	77.2327953
K00014	78.6890185
K00015	0
K00016	95.1358615
K00018	6.6627246
K00019	0.577597
K00020	27.6501744
K00021	0
K00023	0
K00024	15.1692569
K00027	99.3439738
K00028	0
K00029	12.5931445
K00030	10.7768758
K00031	68.2680558
K00032	0
K00033	21.4715648
K00034	0.1920211
K00035	0
K00036	10.3607627
K00038	0
K00039	0.2831595
K00040	20.4900679
K00041	9.8209428
K00042	21.7280984
K00043	0.8720345
K00045	0
K00046	40.9900846
K00048	25.8439102
K00050	1.9202109
K00052	65.1861431
K00053	58.2903768
K00054	1.0804769
K00055	0.8720345
K00057	99.0100503
K00058	135.4857986
K00059	118.6733635
K00060	10.720427
K00064	0
K00065	10.4834922
K00066	0.1920211
K00067	62.8470697
K00068	23.1016394
K00073	22.3155047
K00074	63.6039388
K00075	130.9334514
K00076	5.0486365
K00077	60.4079166
K00082	0
K00086	5.3923147
K00087	10.4409512
K00088	104.1858493
K00090	4.8807749
K00091	1.0640556
K00094	4.4560357
K00096	10.4966846
K00097	61.1300435
K00098	3.4176464
K00099	98.7548983
K00100	52.7708449
K00101	5.0138386
K00102	1.4333805
K00103	0
K00104	32.3981952
K00105	0
K00108	3.7518628
K00111	62.7974959
K00112	10.3335188
K00113	9.3734134
K00114	0
K00116	4.2473919
K00117	4.7161505
K00118	0
K00119	0
K00121	7.9757103
K00122	0.5961252
K00123	55.2331517
K00124	20.8753146
K00125	0.7881463
K00126	0
K00127	15.1180785
K00128	33.1782859
K00130	5.3129435
K00131	11.0924519
K00132	7.8070244
K00133	91.9670899
K00134	114.7789819
K00135	8.766123
K00137	4.7630678
K00138	4.809985
K00140	11.07423
K00141	0
K00145	74.5181636
K00146	2.5459513
K00147	85.9829762
K00148	0
K00150	0
K00151	1.8372247
K00152	0
K00153	0.1330637
K00154	0
K00155	0.1920211
K00156	10.7355758
K00158	0.7291888
K00161	16.4831401
K00162	16.4831401
K00163	6.7436661
K00164	11.5312965
K00166	0
K00167	0
K00169	63.845813
K00170	48.1975268
K00171	62.6646392
K00172	63.845813
K00174	58.9978249
K00175	67.2686746
K00176	59.8585283
K00177	57.9167064
K00178	0
K00179	62.2259881
K00180	61.4206459
K00183	8.681073
K00184	26.3244729
K00185	34.6215038
K00192	0
K00193	0
K00194	2.5375599
K00195	0
K00196	41.1191598
K00197	2.5375599
K00198	63.5168437
K00200	0
K00201	0
K00202	0
K00203	0
K00207	0
K00208	44.7502873
K00209	0
K00210	0.3193528
K00215	123.3058731
K00216	4.9515648
K00217	0
K00218	0
K00219	6.2785587
K00220	0
K00221	0
K00224	0
K00226	103.3944895
K00228	4.8573163
K00230	9.8100281
K00231	4.4443262
K00232	0
K00239	34.6014418
K00240	35.8317246
K00241	15.7973173
K00242	5.4534415
K00243	16.8848429
K00244	32.2126031
K00245	8.8825518
K00246	9.5294049
K00247	4.8807749
K00248	18.8054668
K00249	0.2345863
K00252	0
K00253	0
K00255	0
K00256	0
K00257	2.9513231
K00258	0
K00259	11.9371766
K00260	5.9028476
K00261	11.6147071
K00262	88.3016853
K00263	0
K00265	14.3726995
K00266	109.3070636
K00270	0
K00271	0
K00274	10.4501722
K00275	9.1654247
K00276	2.0529061
K00278	78.3433927
K00280	0.1330637
K00281	11.1676877
K00282	13.6121962
K00283	13.1761789
K00284	5.2489896
K00285	5.0611698
K00286	92.7107742
K00287	81.1836909
K00290	8.0191924
K00292	0
K00293	0
K00294	1.8948265
K00297	65.2768256
K00298	3.9241551
K00299	5.5939961
K00301	0
K00302	1.6282676
K00303	3.8845735
K00304	0
K00305	0
K00309	0.4360172
K00311	1.2137983
K00313	29.0744963
K00315	0
K00316	0
K00317	0
K00318	2.3058908
K00320	0
K00322	4.8807749
K00324	16.1928235
K00325	15.5933016
K00329	0.9801674
K00330	17.4829047
K00331	16.4392762
K00332	12.1972068
K00333	12.3302704
K00334	106.5226415
K00335	115.3966688
K00336	113.9489412
K00337	18.0589679
K00338	19.138626
K00339	17.4829047
K00340	16.9999702
K00341	15.9467359
K00342	17.4829047
K00343	17.3890701
K00344	3.2539348
K00346	1.8686232
K00347	1.905881
K00348	1.905881
K00349	1.905881
K00350	1.905881
K00351	1.905881
K00353	0
K00354	0
K00355	1.7813267
K00356	1.0321424
K00358	1.937917
K00359	3.2483245
