KO	air_26
K00001	0.000442781129927467
K00002	0.000205076965993019
K00003	0.000285279444427404
K00004	0.000271461064016059
K00005	0.000219324268259154
K00007	1.25167552950394e-05
K00008	0.000358175174735172
K00009	0.000151758028224075
K00010	0.000525698338286529
K00012	0.000315365469937985
K00013	0.000357141690450086
K00014	0.000744998037218193
K00015	0.000564699719810749
K00016	0.000361863929874488
K00018	0.000284530535188196
K00019	0.000287438316264345
K00020	0.000240912023993377
K00021	7.25513217018726e-06
K00023	0.000109526930478988
K00024	0.000251570045336858
K00027	0.000422150365134439
K00029	0.000454854977367774
K00030	8.12018839544569e-05
K00031	0.000365767852993715
K00032	4.23161057288153e-05
K00033	0.000359951026179037
K00034	0.000393025170160451
K00035	2.00817465031154e-05
K00036	0.000366724889699144
K00038	0.000332386176199348
K00039	1.87043369691386e-05
K00040	0.000242083279701052
K00041	3.63194473276688e-05
K00042	0.000155367843581225
K00043	1.76232585529965e-05
K00045	0.000244108472815215
K00046	0.000371953027919063
K00048	8.3675120751784e-05
K00050	3.55297307688792e-06
K00052	0.000390323136471947
K00053	0.000358701741218218
K00054	8.24769580169767e-05
K00055	0.000342406102586929
K00057	0.000359310253175745
K00058	0.000919630494703032
K00059	0.00274193879131829
K00060	0.000198656126327603
K00064	5.35551637168e-05
K00065	0.000325387946574262
K00066	1.78309828120998e-06
K00067	0.000426852296418152
K00068	0.000200667202826083
K00073	0.000111209614593842
K00074	0.000112391503399143
K00075	0.000387078123528637
K00076	2.44966510434055e-05
K00077	0.000439454151205564
K00082	2.80440892323411e-06
K00086	2.99406838345807e-05
K00087	3.74978649270795e-05
K00088	0.000679881853489209
K00090	0.000354715375054392
K00091	0.000239570604727436
K00094	6.05272772050053e-05
K00096	9.13500218573142e-07
K00097	0.00020649890028951
K00098	0.000205289324640088
K00099	0.000279403759064562
K00100	4.36795642577091e-07
K00101	0.000262694079800172
K00102	0.000112781999518669
K00103	1.21122846890691e-05
K00104	0.000242943757530347
K00105	9.32140810321166e-07
K00106	0
K00108	0.000212453180859303
K00109	2.01526766402775e-07
K00111	0.000382704574378891
K00112	7.78091561463408e-05
K00113	7.78143535702707e-05
K00114	1.65434748861515e-06
K00116	0.00042111738419947
K00117	9.52367542543243e-05
K00118	0.000131282111116655
K00121	0.000565551564974845
K00122	7.18263972000458e-05
K00123	0.000571455643814706
K00124	0.000354737011352236
K00125	0
K00126	1.0126446108961e-06
K00127	8.92851752004738e-05
K00128	0.00155126418406772
K00129	1.8240561725634e-09
K00130	0.000727515029862298
K00131	6.03448455717047e-05
K00132	7.7602219397655e-05
K00133	0.000449057362941696
K00134	0.000764415199389762
K00135	0.00180439784138483
K00137	0.000302715053243463
K00138	0.000528765950541319
K00140	0.000228741423123634
K00141	0.00020467785482272
K00145	0.000361616689474025
K00146	0.000369869353678533
K00147	0.000277278180355768
K00148	6.66056872140192e-05
K00150	0.000197073048033422
K00151	0.000330940415053441
K00152	3.56693464127339e-06
K00153	0.000127803587072162
K00154	0.000125283744985354
K00156	0.00027341669905771
K00158	8.45807940192076e-05
K00161	0.000188799069647569
K00162	0.000192149246139902
K00163	0.000278102237301844
K00164	0.000364068597392061
K00166	8.67993932659282e-05
K00167	0.000114447217694023
K00169	4.76492022090199e-07
K00170	3.69013500263497e-07
K00171	2.97137710781307e-07
K00172	2.01526766402775e-07
K00174	8.58447926832305e-05
K00175	8.40733462141936e-05
K00176	0
K00177	1.91221888757062e-07
K00179	1.44453924058425e-06
K00180	2.81272750645447e-07
K00183	1.3039508066959e-06
K00184	0.000258881985256285
K00185	2.5253250803442e-06
K00186	0
K00187	0
K00193	0
K00194	0
K00196	8.63233022036775e-05
K00197	0
K00198	1.13479240225608e-05
K00200	0
K00201	5.68466279567824e-07
K00202	0
K00205	0
K00208	0.00030674100440196
K00209	1.14336319249853e-06
K00210	2.15124624851696e-06
K00214	5.65715906668408e-08
K00215	0.000358815167616624
K00216	0.000134420502016598
K00217	0.000134249866745949
K00218	3.15485952025956e-06
K00219	0.000271753534199234
K00220	4.5559413014191e-05
K00221	1.323017888361e-05
K00226	8.44304395706971e-05
K00228	7.98578938318579e-05
K00230	7.73651530930716e-05
K00231	0.000239056148689961
K00232	1.52804245406791e-05
K00239	0.000444028598958482
K00240	0.000359322148810532
K00241	0.000359203795303668
K00242	0.000135471920887456
K00243	8.37781992269223e-05
K00244	0.000332864554034561
K00245	7.69408888163459e-05
K00246	7.69635174526126e-05
K00247	7.69408888163459e-05
K00248	0.000118215939062869
K00249	0.000236893819037136
K00252	0.000216548075857731
K00253	3.90340815776892e-05
K00254	0.000359398292933427
K00255	6.71515554611906e-06
K00256	7.7349196261902e-07
K00257	2.04522886266752e-06
K00259	0.000249410747790711
K00260	0.000139042578395278
K00261	0.000236613931115194
K00262	0.000333769091180651
K00263	5.82738094850374e-05
K00265	0.000284325172776364
K00266	0.000461915771972093
K00270	1.43416416567797e-07
K00271	2.28334031640835e-06
K00273	6.46045430239037e-06
K00274	6.47797465252999e-05
K00275	0.000145664742208572
K00276	2.28399102180618e-05
K00278	0.000169077743401174
K00281	0.000269012329523844
K00282	0.000189655849458259
K00283	0.000207291172299644
K00284	0.00034974351071839
K00285	0.000256203229773961
K00286	0.000374597578584322
K00287	0.000373980138585103
K00288	0
K00290	4.01440095565591e-06
K00293	0
K00294	0.000102972342763894
K00297	0.000361886842039564
K00298	0
K00299	0.000312768743697467
K00301	7.26551718484169e-06
K00302	6.81490046956888e-06
K00303	6.17977376681287e-05
K00304	1.37345992722229e-06
K00305	1.2562690247619e-06
K00311	0.000103209951645421
K00313	0.0001647302476002
K00314	0
K00315	3.30846602681439e-07
K00316	1.81150752026144e-06
K00317	2.02246258573505e-06
K00318	8.34218142310901e-05
K00320	1.05915822024244e-07
K00322	0.000230770378255338
K00324	0.000171624803078469
K00325	0.000146616178445655
K00329	0.0001360595184739
K00330	0.000137186942257915
K00331	0.000213783823065861
K00332	7.25293941155817e-05
K00333	7.0697624961229e-05
K00334	0.00013752865224447
K00335	0.000138612382106974
K00336	0.000137694138226316
K00337	0.000202620597517523
K00338	0.00013688354360053
K00339	0.000137203191941885
K00340	0.000136731446325288
K00341	0.00017379900535947
K00342	0.000138957451055701
K00343	0.000145263835779654
K00344	0.000830668550691648
K00346	6.64703248456374e-05
K00347	6.65175012984558e-05
K00348	8.04797518339777e-05
K00349	6.66146532902915e-05
K00350	6.67797863150397e-05
K00351	6.70001808120691e-05
K00354	0.00024911820368083
K00355	3.40264870839992e-05
K00356	0.0001360595184739
K00360	3.5464999603735e-07
K00362	0.000266163743785753
K00363	0.000176543830857416
K00364	0.000239953549775365
K00365	2.01526766402775e-07
K00366	4.84375810189264e-07
K00367	1.98825400445305e-05
K00368	0.000205940598905509
K00370	0.000339030797724831
K00371	0.000337844816287849
K00372	3.27071154019322e-05
K00373	0.000334415558593506
K00374	0.000334010723185253
K00375	0.000489155894478904
K00376	1.47951670383389e-06
K00380	0.000370092526583577
K00381	0.000150022395044643
K00382	0.00132358136919701
K00383	0.000388741654391032
K00384	0.00102671806360131
K00385	4.31380681516728e-05
K00387	4.74973181155337e-11
K00389	0.00018007276114923
K00390	0.00025840886464038
K00392	0.000118605481792065
K00394	1.43416416567797e-07
K00395	1.43416416567797e-07
K00400	0.000159651654778424
K00404	6.05033421456609e-05
K00405	6.80435603472006e-05
K00406	0.000172206393631224
K00407	5.92685745182227e-05
K00410	5.73713163589304e-07
K00411	6.94646619716809e-05
K00412	6.93436086697719e-05
K00413	6.92854508226188e-05
K00423	1.38734812191244e-07
K00424	7.81031439260115e-05
K00425	0.000412317886353616
K00426	0.000423086287564663
K00427	9.31761729736135e-05
K00428	5.88608440564631e-05
K00432	0.000432147242564469
K00433	2.62979947194883e-05
K00435	8.1460524610939e-05
K00436	2.41013795190611e-06
K00437	1.66820430822217e-07
K00440	0
K00441	4.29477640555557e-07
K00442	0
K00446	1.34455735918037e-05
K00448	0.000109394063344479
K00449	0.000123507636138692
K00450	0.000145918191170809
K00451	2.41405013807284e-06
K00452	0
K00453	2.30306629728267e-06
K00455	5.70064520204244e-05
K00456	0
K00457	0.000102265649954893
K00459	0.00031068150571513
K00462	7.1969443533534e-08
K00464	1.13537996449506e-07
K00466	5.32553514774355e-06
K00467	9.00111694870086e-06
K00469	0
K00471	7.17082082838985e-07
K00472	5.73665666271188e-07
K00476	0
K00477	2.99826392960536e-07
K00479	8.95222732148723e-06
K00480	0.000112998213441514
K00481	0.000112912077135241
K00483	5.73584124722723e-05
K00484	0.000138067409952956
K00485	0
K00486	1.40205267027887e-06
K00491	8.14348574523832e-05
K00493	7.0543983248282e-07
K00494	1.24709927450258e-08
K00496	1.45350644525142e-05
K00499	1.16192135133444e-06
K00500	1.43430458461642e-06
K00504	1.43748897794606e-07
K00505	1.22661036173646e-06
K00507	3.46610038213478e-06
K00508	5.25054142896469e-06
K00514	0
K00518	2.86832833135594e-07
K00520	0.000294548632161298
K00523	0.000100143873975105
K00524	0
K00525	0.000455453473703259
K00526	0.000496492910044416
K00527	0
K00528	0.000431197062000118
K00529	0.000252222319535556
K00531	0
K00532	0
K00533	4.08329278915326e-05
K00534	2.73872147078323e-07
K00537	0.000547000464518531
K00544	0
K00547	0.000107832191205968
K00548	0.000234198143072995
K00549	0.000486209054217083
K00554	0.000359437855560425
K00555	0
K00556	7.6812021891314e-05
K00557	0.000135486430341219
K00558	0.000646591250986817
K00560	0.000365549728812318
K00561	4.95395853846339e-05
K00563	0.000222674883670121
K00564	0.00017997702194686
K00566	0.000442162405995294
K00567	0.000401104664366055
K00568	0.000232354623986044
K00569	1.14733133254238e-06
K00570	2.0369964017997e-06
K00571	0.000201311242635522
K00573	0.000147425862842525
K00574	0.000343957052091267
K00575	7.33449219578549e-05
K00577	0
K00584	0
K00587	0
K00588	0.00012151723413171
