function.	GI_9
K00001	12.91
K00002	0
K00003	29.92
K00004	9.35
K00005	26.14
K00007	0
K00008	15.71
K00009	3.74
K00010	7.59
K00011	0
K00012	13.99
K00013	24.83
K00014	31.9
K00015	0
K00016	36.18
K00018	14.88
K00019	0.66
K00020	18.26
K00021	0
K00023	1.32
K00024	2.55
K00025	0
K00027	28.53
K00028	0
K00029	1.69
K00030	8.53
K00031	19.42
K00032	0
K00033	5.32
K00034	1.5
K00036	4
K00038	0
K00039	0
K00040	3.66
K00041	2.42
K00042	3.94
K00043	0
K00045	0
K00046	4.3
K00048	3.06
K00050	0
K00052	25.04
K00053	24.92
K00054	0
K00055	0.69
K00057	24.93
K00058	50.09
K00059	68.54
K00060	0.17
K00064	0
K00065	7.75
K00066	0
K00067	27.36
K00068	11.93
K00073	0
K00074	17.1
K00075	37.89
K00076	0.11
K00077	18.74
K00078	0
K00082	0
K00086	6.29
K00087	3.67
K00088	31.32
K00090	2.83
K00091	2.97
K00094	0
K00096	13.67
K00097	8.31
K00098	0
K00099	27.96
K00100	26.16
K00101	1.32
K00102	0.66
K00103	0
K00104	19.99
K00105	0
K00108	1.98
K00111	18.01
K00112	0
K00113	0
K00114	0
K00116	0
K00117	0
K00118	0
K00121	0.69
K00122	0
K00123	37.41
K00124	10.46
K00125	0
K00126	0.66
K00127	11.78
K00128	14.68
K00130	1.23
K00131	6.99
K00132	4.64
K00133	28.41
K00134	31.08
K00135	8.3
K00137	0
K00138	0.66
K00140	2.15
K00141	0
K00145	26.82
K00146	0
K00147	24.92
K00148	0
K00150	0.47
K00151	0.66
K00153	0
K00154	0
K00156	0.86
K00158	0
K00161	6.52
K00162	6.52
K00163	1.32
K00164	0.66
K00166	0
K00167	0
K00169	11.63
K00170	11.63
K00171	2.49
K00172	11.63
K00174	20.78
K00175	20.87
K00176	19.95
K00177	20.07
K00179	24.87
K00180	24.21
K00183	22.42
K00184	52.66
K00185	29.55
K00194	0.69
K00196	9.57
K00197	0.69
K00198	22.9
K00200	0
K00201	0
K00202	0
K00208	5.52
K00209	4.16
K00210	0.2
K00215	33.2
K00216	0
K00217	0
K00218	0
K00219	4.1
K00220	0
K00221	0
K00226	1.81
K00227	0
K00228	0.66
K00230	6.02
K00231	0
K00232	0
K00239	3.25
K00240	2.13
K00241	1.03
K00242	0.66
K00243	11.89
K00244	77.37
K00245	1.32
K00246	0
K00247	0
K00248	19.52
K00249	3.96
K00252	0.66
K00253	0.66
K00254	0.86
K00256	0
K00257	3.42
K00259	0.5
K00260	2.45
K00261	3.34
K00262	22.16
K00263	0
K00265	5.25
K00266	47.88
K00273	0
K00274	5.13
K00275	0.86
K00276	0
K00278	14.63
K00280	0
K00281	1.23
K00282	6.06
K00283	6.06
K00284	4.55
K00285	3.3
K00286	28.12
K00287	14.97
K00288	0
K00290	7.3
K00293	0
K00294	0
K00297	22.65
K00298	2.33
K00299	0.66
K00301	0
K00302	0.16
K00303	1.6
K00304	0
K00305	0
K00311	0.66
K00313	12.79
K00316	0
K00317	0
K00318	0
K00322	0
K00324	2.2
K00325	1.1
K00330	3.95
K00331	3.95
K00332	3.58
K00333	3.58
K00334	9.57
K00335	8.6
K00336	11.31
K00337	3.95
K00338	3.95
K00339	3.95
K00340	1.03
K00341	4.15
K00342	3.95
K00343	3.95
K00344	1.98
K00346	0.37
K00347	0.37
K00348	0.37
K00349	0.37
K00350	0.37
K00351	0.37
K00354	3.27
K00355	9.1
K00356	3.34
K00362	3.54
K00363	0.66
K00364	0
K00365	0
K00366	7.05
K00367	0
K00368	0
K00370	0
K00371	0
K00372	1.97
K00373	0
K00374	0
K00375	36.91
K00376	0
K00380	0.66
K00381	0.66
K00382	14.18
K00383	0.66
K00384	51.2
K00385	7.32
K00387	0
K00389	2.83
K00390	1.41
K00392	3.08
K00394	5.21
K00395	5.21
K00404	1.32
K00405	0.66
K00406	0.66
K00407	0.66
K00411	0.66
K00412	0.66
K00413	0.66
K00425	11.49
K00426	11.49
K00427	0
K00428	0.2
K00432	15.94
K00433	8.22
K00435	0
K00436	0
K00437	0
K00441	0
K00446	0
K00448	0
K00449	0
K00450	0.66
K00451	0.66
K00452	0
K00453	0.66
K00455	0
K00456	0
K00457	0.66
K00459	1.32
K00466	0
K00467	0
K00469	0
K00471	0
K00472	0
K00476	0
K00477	0.66
K00479	0
K00480	1.32
K00481	0
K00483	0
K00484	0
K00486	0
K00491	0
K00493	0
K00496	0
K00499	0
K00500	0
K00505	0
K00507	0.66
K00508	0
K00510	0.11
K00517	0
K00520	0
K00523	1.32
K00525	17.48
K00526	7.93
K00527	30.15
K00528	27.36
K00529	1.32
K00531	3.11
K00532	3.25
K00533	2.26
K00534	0
K00537	21.29
K00543	0
K00547	2.6
K00548	35.72
K00549	5.96
K00554	27.96
K00556	0
K00557	2.99
K00558	21.9
K00560	16.47
K00561	0.17
K00563	5.44
K00564	1.22
K00566	30.59
K00567	24.84
K00568	0.66
K00569	0.66
K00570	0
K00571	4.67
K00573	4
K00574	9.29
K00575	29.58
K00584	0
K00588	0.16
K00590	0
K00595	2.41
K00596	0
K00598	6.58
K00600	26.41
K00602	32.53
K00603	1.44
K00604	31.4
K00605	7.2
K00606	11.56
K00608	0
K00609	28.22
K00610	11.8
K00611	37.49
K00612	0
K00613	10.46
K00615	95.89
K00616	28.96
K00619	0
K00620	24.83
K00621	0
K00625	25.66
K00626	21.08
K00627	12.53
K00631	0
K00632	1.32
K00633	1.58
K00634	8.82
K00635	0
K00638	2.17
K00639	1.28
K00640	33.51
K00641	0.66
K00643	0
K00645	28.3
K00646	0
K00647	0
K00648	33.07
K00651	28.58
K00652	4.98
K00655	39.81
K00656	44.13
K00657	4.77
K00658	0.86
K00661	17.15
K00662	1.26
K00663	0
K00666	14.53
K00672	0
K00673	0
K00674	10.09
K00675	0.11
K00677	2.49
K00680	7.62
K00681	3.59
K00683	0
K00684	5.61
K00685	0.66
K00686	7.93
K00687	0
K00688	24.11
K00689	0
K00690	10.06
K00691	2.83
K00692	11.32
K00694	0
K00696	0
K00697	0
K00700	13.3
K00702	7.78
K00703	19.4
K00705	10
K00709	0
K00712	0
K00720	0
K00721	22.72
K00728	0
K00737	0
K00745	0
K00748	1.92
K00752	1
K00754	2.98
K00756	15.28
K00757	6.3
K00758	4.01
K00759	31.17
K00760	33.29
K00761	27.85
K00762	30.99
K00763	28.07
K00764	34.15
K00765	15.5
K00766	13.27
K00767	12.55
K00768	11.19
K00769	0
K00772	1.64
K00773	27.96
K00782	0.66
K00783	28.17
K00784	19.29
K00785	0
K00786	7.45
K00788	23.5
K00789	37.45
K00790	47.11
K00791	28.33
K00793	13.3
K00794	13.3
K00795	0.66
K00796	22.4
K00797	21.31
K00798	1.54
K00799	6.6
K00800	28.24
K00801	0
K00803	0
K00805	15.3
K00806	42.86
K00808	0
K00809	0
K00812	15.05
K00813	0
K00817	36.22
K00818	14.47
K00819	0
K00820	27.38
K00821	17.68
K00822	1.32
K00823	1.8
K00824	4.92
K00826	35.44
K00830	0.66
K00831	18.9
K00832	1.84
K00833	6.9
K00835	0
K00836	0.66
K00839	0
K00840	0
K00841	0.47
K00842	0.14
K00844	1.25
K00845	39.86
K00847	11.64
K00848	4.27
K00849	12.43
K00850	41.1
K00851	1.23
K00852	8
K00853	4.23
K00854	14.13
K00855	0
K00856	0.66
K00857	11.04
K00858	27.96
K00859	27.53
K00860	6.13
K00862	0
K00863	3.78
K00864	30.38
K00865	15.84
K00867	0
K00868	18.99
K00869	0
K00870	0
K00872	11.05
K00873	30.2
K00874	19.39
K00876	21.75
K00878	28.82
K00879	0.11
K00880	0.42
K00881	0
K00882	16.45
K00883	0
K00884	0
K00885	0
K00886	0.44
K00887	2.68
K00891	39.5
K00892	0
K00895	0.37
K00897	0.31
K00899	3.25
K00901	23.54
K00906	0.66
K00912	1.92
K00917	3.3
K00918	0.17
K00919	27.85
K00924	2.49
K00925	27.47
K00926	28.07
K00927	27.96
K00928	43.25
K00929	11.65
K00930	26.82
K00931	24.92
K00932	0
K00936	28.25
K00937	18.1
K00938	0
K00939	27.96
K00940	18.46
K00941	32.32
K00942	30.49
K00943	22.19
K00945	31.13
K00946	1.92
K00947	0
K00948	38.95
K00949	26.41
K00950	7.89
K00951	29.48
K00954	27.96
K00955	6.51
K00956	6.13
K00957	9.67
K00958	0
K00962	27.96
K00963	39.92
K00965	15.33
K00966	6.84
K00968	0
K00969	27.85
K00970	5.13
K00971	19.19
K00972	1.5
K00973	29.21
K00974	27.12
K00975	27.03
K00978	7.72
K00979	1.92
K00980	0
K00981	30.84
K00982	1.1
K00983	3.12
K00984	0
K00986	20.28
K00988	0
K00989	10.03
K00990	1.1
K00991	37.37
K00992	0.66
K00993	0
K00995	27.07
K00996	0.6
K00997	23.83
K00998	0
K01000	28.16
K01002	0
K01003	0
K01004	0
K01006	26.08
K01007	6.43
K01008	19.73
K01011	7.88
K01012	29.32
K01023	0
K01026	7.39
K01027	0
K01028	1.32
K01029	2.88
K01031	1.32
K01032	1.32
K01034	8.85
K01035	8.85
K01039	0.83
K01040	0.83
K01042	14.31
K01046	8.02
K01048	9.21
K01051	4.31
K01053	0.66
K01055	1.32
K01056	27.96
K01057	0.64
K01058	0
K01060	5.54
K01061	1.98
K01066	13.84
K01067	0
K01069	0.66
K01070	0.66
K01071	1.08
K01073	0
K01075	0.66
K01077	4.94
K01078	0
K01079	1.59
K01081	2.79
K01082	3.16
K01083	0
K01085	0
K01086	0
K01087	0
K01089	0.37
K01090	25.8
K01091	43.47
K01092	2.43
K01093	0
K01095	0.86
K01096	0
K01101	0
K01104	52
K01113	0
K01114	9.88
K01117	0
K01118	13.13
K01119	12.22
K01120	0
K01121	0
K01126	31.74
K01129	37.16
K01130	1.2
K01133	3.03
K01134	0
K01135	0
K01136	0
K01137	0
K01138	0.48
K01139	0
K01141	0
K01142	27.5
K01144	0.37
K01146	0
K01147	0.66
K01150	0
K01151	26.66
K01153	39.45
K01154	33.24
K01155	1.72
K01156	9.52
K01158	0
K01159	17.14
K01160	0
K01163	13.28
K01165	0
K01166	0
K01167	0
K01169	0
K01173	1.63
K01174	6.38
K01175	0
K01176	5.82
K01178	0
K01179	33.03
K01181	9.54
K01182	26.76
K01183	14.15
K01184	0
K01185	7.87
K01186	1.48
K01187	23.42
K01188	0
K01190	23.92
K01191	5.44
K01192	0.54
K01193	9.77
K01194	0
K01195	2.79
K01197	1.54
K01198	3.4
K01200	10.17
K01201	3.86
K01205	0.97
K01206	5.68
K01207	7.77
K01208	0
K01209	12.1
K01210	0.32
K01212	0.2
K01215	0.4
K01216	0
K01218	6.55
K01219	0
K01220	0.03
K01222	11.91
K01223	20.18
K01224	10.16
K01226	7.25
K01227	0
K01232	17.83
K01233	0.26
K01235	2.99
K01236	0.66
K01239	2.3
K01241	1.03
K01243	22.25
K01246	5.92
K01247	4.94
K01250	0.47
K01251	6.88
K01252	0
K01253	0
K01255	2.08
K01256	1.57
K01258	20.83
K01259	5.22
K01261	0
K01262	33.93
K01263	0
K01264	0
K01265	47.46
K01266	0.83
K01267	12.38
K01269	0
K01270	14.69
K01271	10.76
K01273	14.94
K01274	0
K01277	0.37
K01278	1.18
K01281	0
K01283	0
K01284	1.14
K01286	35.03
K01295	0.77
K01297	12.28
K01299	3.33
K01301	0
K01303	0
K01304	3.19
K01305	6.77
K01308	12.83
K01318	0.16
K01322	0
K01338	33.64
K01342	0
K01347	0
K01354	0.44
K01355	0
K01356	35.16
K01358	32.28
K01361	0.64
K01372	3.27
K01387	3.77
K01390	0
K01392	0
K01399	0
K01400	0.14
K01401	0
K01406	0
K01407	0
K01409	30.56
K01414	0.66
K01415	0
K01417	0
K01419	1.55
K01420	14.13
K01421	47.04
K01424	23.17
K01425	3.02
