reactions	air_7
K00001	38.8509415825964
K00003	68.7563068046337
K00004	0.75
K00005	0.25
K00006	73.805622119949
K00007	0
K00008	0.5
K00009	0.35
K00010	0.4375
K00011	74.3330487254536
K00012	35.9603948230668
K00013	1.84395196592398
K00014	68.8525568046337
K00015	0.958571428571429
K00016	37.705920154025
K00018	0.958571428571429
K00019	0.5832
K00020	1.91337857142857
K00021	0
K00022	1.91337857142857
K00024	1.25125196592398
K00025	1.25125196592398
K00026	1.25125196592398
K00027	1.48482142857143
K00028	1.48482142857143
K00029	1.36570196592398
K00030	0.25
K00031	37.163951965924
K00033	66.4231048387097
K00034	0
K00036	66.3500548387097
K00039	0
K00040	0
K00041	0
K00042	0.886428571428571
K00043	0
K00045	0
K00046	0
K00048	0
K00049	0.958571428571429
K00050	0.958571428571429
K00052	35.550201965924
K00053	37.654451965924
K00054	0.25
K00057	73.805622119949
K00058	38.0817852992573
K00059	74.461872119949
K00060	0
K00066	0
K00067	36.8840948230668
K00068	0.1875
K00073	0
K00074	0
K00075	74.659872119949
K00077	34.0763068046337
K00082	36.906451965924
K00086	0.5
K00087	0.5832
K00088	74.659872119949
K00090	0
K00094	0
K00096	73.805622119949
K00097	1.87984482306684
K00098	0
K00099	3.06603529925732
K00100	0.6875
K00101	37.705920154025
K00102	1.18945
K00103	0
K00104	0.5832
K00105	0.75
K00106	0.5832
K00110	0.641057142857143
K00111	0
K00112	0
K00113	0
K00116	36.1532
K00121	38.8509415825964
K00122	0.8132
K00123	0
K00125	0
K00126	0
K00128	66.2239834101383
K00130	0.5832
K00132	1.0375
K00133	68.573640137967
K00134	74.659872119949
K00135	1.0832
K00137	66.2239834101383
K00139	0.5
K00140	0.5832
K00145	1.18770196592398
K00146	0
K00147	37.1085948230668
K00149	66.2239834101383
K00150	74.659872119949
K00151	0
K00156	0
K00158	0.85
K00160	36.8578071428571
K00161	67.5588068046337
K00162	67.5588068046337
K00163	67.5588068046337
K00164	1.76637857142857
K00165	0.0578571428571429
K00166	0.0578571428571429
K00167	0.0578571428571429
K00169	2.17533333333333
K00170	2.17533333333333
K00171	2.17533333333333
K00172	2.17533333333333
K00174	1.72432339449541
K00175	1.72432339449541
K00176	1.72432339449541
K00177	1.72432339449541
K00179	0
K00199	0
K00207	0
K00208	33.8783068046337
K00209	1.36962857142857
K00210	32.5345568046337
K00211	32.5345568046337
K00215	1.5
K00216	0
K00220	67.3025568046337
K00226	1.6875
K00228	35.6692714285714
K00229	0
K00231	34.6278571428571
K00238	37.504451965924
K00239	37.754451965924
K00240	37.754451965924
K00241	37.754451965924
K00242	37.754451965924
K00244	37.754451965924
K00245	37.754451965924
K00246	37.754451965924
K00247	37.754451965924
K00248	1.1787119047619
K00249	0.811771428571429
K00252	0.25
K00253	0.5832
K00254	74.549872119949
K00259	1.06410714285714
K00260	0.896630537352556
K00261	68.8625568046337
K00262	36.9671448230668
K00263	0
K00264	0.827104761904762
K00265	0.827104761904762
K00266	0.827104761904762
K00271	0
K00273	0
K00274	0
K00275	0.6257
K00276	0
K00278	0.937701965923984
K00281	66.8197353760622
K00282	66.8197353760622
K00283	66.8197353760622
K00284	0.228571428571429
K00285	0.811771428571429
K00286	38.1137119047619
K00287	74.5917987254536
K00288	74.659872119949
K00294	0.811771428571429
K00297	72.0740387866157
K00299	0
K00301	0
K00302	0
K00303	0
K00304	0
K00305	0
K00306	0
K00318	0.869628571428571
K00319	0
K00320	0
K00322	1.51052142857143
K00323	1.51052142857143
K00324	1.51052142857143
K00325	1.51052142857143
K00329	38.254451965924
K00357	31.3468548387097
K00360	0.854271428571429
K00361	0.811771428571429
K00362	0.811771428571429
K00364	31.1543548387097
K00365	0
K00366	0
K00368	0
K00370	0.854271428571429
K00371	0.854271428571429
K00372	0.854271428571429
K00374	0.854271428571429
K00376	0
K00380	0.811771428571429
K00381	0.811771428571429
K00382	73.4282887866157
K00383	0.8757
K00384	74.6445387866157
K00385	0.811771428571429
K00390	0.869628571428571
K00392	0
K00394	0
K00395	0
K00399	0
K00401	0
K00402	0
K00411	0
K00432	0.728571428571429
K00436	0
K00440	0
K00441	0
K00442	0
K00443	0
K00448	0.5832
K00449	0.5832
K00451	0
K00453	0
K00455	0
K00457	0.5832
K00463	0
K00466	0
K00472	0
K00480	0
K00483	0
K00484	0
K00491	0
K00500	0
K00518	67.2045568046337
K00522	32.8379119815668
K00524	73.8102153921202
K00525	73.8102153921202
K00526	73.8102153921202
K00527	7.25963870981073
K00528	35.3817714285714
K00529	0
K00531	0
K00540	0
K00547	0
K00548	0
K00549	31.3675548387097
K00560	73.4664653921202
K00568	0.6257
K00577	0
K00578	0
K00579	0
K00580	0
K00581	0
K00582	0
K00583	0
K00584	0
K00589	0
K00591	0
K00593	0.7625
K00595	0.10625
K00598	0
K00599	32.8941262672811
K00600	36.4617714285714
K00601	73.461872119949
K00602	73.461872119949
K00603	65.4543548387097
K00605	67.0483068046337
K00606	67.5900568046337
K00607	0.879844823066841
K00608	74.507372119949
