function.	oral_8
K00001	60.05
K00002	0.67
K00003	206.73
K00004	4.48
K00005	155.52
K00007	0.25
K00008	3.05
K00009	13.63
K00010	3.41
K00011	0
K00012	57.42
K00013	35.36
K00014	216.29
K00015	0
K00016	237.89
K00018	10.43
K00019	31.83
K00020	34.57
K00021	0
K00023	0.5
K00024	30.85
K00025	0
K00027	77.17
K00028	30.64
K00029	27.99
K00030	0.09
K00031	104.62
K00032	0
K00033	151.55
K00034	2.99
K00036	169.08
K00038	0
K00039	0
K00040	3.2
K00041	0.37
K00042	0.58
K00043	0.21
K00045	0.84
K00046	50.26
K00048	2.07
K00050	0.25
K00052	140.06
K00053	141.49
K00054	181.66
K00055	0
K00057	213.3
K00058	181.45
K00059	422.78
K00060	0.76
K00064	0
K00065	0.21
K00066	0
K00067	158.16
K00068	7.2
K00073	24.5
K00074	11.71
K00075	212.06
K00076	7.06
K00077	153.72
K00078	0
K00082	0.33
K00086	1.24
K00087	0
K00088	216.95
K00090	0.25
K00091	1.05
K00094	0.49
K00096	0.4
K00097	24.19
K00098	1.06
K00099	30.15
K00100	14.11
K00101	5.9
K00102	0.67
K00103	0
K00104	23.81
K00105	151.67
K00108	1.2
K00111	10.58
K00112	3.23
K00113	3.23
K00114	0
K00116	25.55
K00117	0
K00118	0
K00121	33.68
K00122	0
K00123	57.81
K00124	27.12
K00125	0
K00126	0.25
K00127	26.78
K00128	5.68
K00130	1.7
K00131	124.67
K00132	1.2
K00133	212.06
K00134	225.94
K00135	53.51
K00137	0.25
K00138	1.36
K00140	2.66
K00141	0.25
K00145	35.55
K00146	0.54
K00147	209.13
K00148	0.25
K00150	0
K00151	0.76
K00153	0.98
K00154	0.25
K00156	1.84
K00158	41.75
K00161	183.12
K00162	183.92
K00163	8.11
K00164	6.14
K00166	0.25
K00167	0.25
K00169	0.27
K00170	0.27
K00171	0.2
K00172	0.27
K00174	23.82
K00175	23.82
K00176	23.32
K00177	23.32
K00179	0.34
K00180	0.34
K00183	0
K00184	0
K00185	0
K00194	0.09
K00196	0.09
K00197	0.09
K00198	1.45
K00200	0
K00201	0
K00202	0
K00208	29.16
K00209	27.57
K00210	0.25
K00215	206.45
K00216	0.66
K00217	0
K00218	0.04
K00219	0.5
K00220	0
K00221	0
K00226	155.3
K00227	0
K00228	0.45
K00230	3.43
K00231	30.26
K00232	0
K00239	19.6
K00240	19.83
K00241	20.11
K00242	1.16
K00243	182.82
K00244	145.79
K00245	26.26
K00246	26.06
K00247	3.67
K00248	0.63
K00249	1.5
K00252	5.6
K00253	0.25
K00254	29.44
K00256	0
K00257	5.29
K00259	49
K00260	0.34
K00261	5.18
K00262	191.21
K00263	0
K00265	24.66
K00266	25.77
K00273	0
K00274	0
K00275	4.11
K00276	0
K00278	2.03
K00280	0
K00281	3.16
K00282	27.66
K00283	27.66
K00284	0.21
K00285	2.7
K00286	211.35
K00287	189.33
K00288	0
K00290	103.35
K00293	0
K00294	0.25
K00297	135.31
K00298	5.78
K00299	6.05
K00301	0
K00302	0.25
K00303	0.25
K00304	0.25
K00305	0.25
K00311	0.5
K00313	0.4
K00316	2.49
K00317	0
K00318	0.04
K00322	0
K00324	5.53
K00325	4.96
K00330	24.97
K00331	25.11
K00332	21.12
K00333	21.12
K00334	7.39
K00335	21.67
K00336	24.49
K00337	24.9
K00338	24.9
K00339	24.9
K00340	24.9
K00341	24.9
K00342	24.9
K00343	24.9
K00344	2.44
K00346	4.42
K00347	4.76
K00348	4.42
K00349	4.42
K00350	4.42
K00351	4.42
K00354	5.59
K00355	76.02
K00356	4.05
K00362	1.36
K00363	1.36
K00364	179.25
K00365	0
K00366	0.09
K00367	0.2
K00368	3.41
K00370	2.32
K00371	2.32
K00372	0.25
K00373	2.32
K00374	2.32
K00375	6.62
K00376	4.85
K00380	8.87
K00381	0.88
K00382	200.31
K00383	212.55
K00384	419.33
K00385	0.09
K00387	0
K00389	0
K00390	1.96
K00392	1.49
K00394	0
K00395	0
K00404	22.41
K00405	18.79
K00406	22.37
K00407	20.61
K00411	22.89
K00412	22.89
K00413	22.89
K00425	39.85
K00426	39.51
K00427	2.97
K00428	43.66
K00432	175.73
K00433	6.92
K00435	0
K00436	0.07
K00437	0
K00441	0
K00446	0.2
K00448	0.25
K00449	0.25
K00450	0
K00451	0.25
K00452	0
K00453	0.25
K00455	0.76
K00456	0
K00457	0.54
K00459	24.55
K00466	0
K00467	0
K00469	0
K00471	0.21
K00472	0
K00476	0.25
K00477	0.45
K00479	0.25
K00480	0
K00481	0.25
K00483	0.51
K00484	2.64
K00486	0
K00491	0
K00493	0
K00496	0.25
K00499	0.25
K00500	0.25
K00505	0.25
K00507	0.75
K00508	0.91
K00510	1.57
K00517	0.66
K00520	1.24
K00523	0.5
K00525	247.35
K00526	222.08
K00527	228.07
K00528	4.68
K00529	0.25
K00531	0
K00532	0.09
K00533	0
K00534	0
K00537	266.16
K00543	0.25
K00547	89.26
K00548	3.61
K00549	174.52
K00554	212.06
K00556	0
K00557	31.11
K00558	336.49
K00560	195.62
K00561	73.56
K00563	151.69
K00564	185.85
K00566	233.85
K00567	209.19
K00568	3.02
K00569	0.2
K00570	0
K00571	273.6
K00573	22.94
K00574	29.05
K00575	25.81
K00584	0
K00588	0
K00590	0
K00595	1.41
K00596	0
K00598	0.04
K00600	212.88
K00602	212.15
K00603	5.95
K00604	225.78
K00605	31.06
K00606	16.76
K00608	0
K00609	208.64
K00610	0.75
K00611	196.17
K00612	0.46
K00613	0.4
K00615	408.95
K00616	111.03
K00619	5.89
K00620	16.1
K00621	0
K00625	182.45
K00626	187.24
K00627	188.5
K00631	3.33
K00632	0.85
K00633	6.55
K00634	1.31
K00635	0
K00638	0
K00639	2.5
K00640	214.58
K00641	10.51
K00643	0
K00645	211.25
K00646	0.25
K00647	5.83
K00648	230.53
K00651	121.09
K00652	26.53
K00655	211.84
K00656	314.81
K00657	258.96
K00658	7.38
K00661	171.52
K00662	27.36
K00663	0
K00666	3.38
K00672	0
K00673	0.5
K00674	176.48
K00675	0.25
K00677	27.56
K00680	30.97
K00681	4.96
K00683	0
K00684	21.89
K00685	21.64
K00686	0
K00687	178.79
K00688	272.5
K00689	7.01
K00690	86.6
K00691	32.11
K00692	1.38
K00694	5.05
K00696	0
K00697	1.41
K00700	187.17
K00702	0
K00703	184.19
K00705	235.84
K00709	0
K00712	4.21
K00720	0.5
K00721	4.15
K00728	0
K00737	0
K00745	0
K00748	27.31
K00752	5.66
K00754	23.2
K00756	177.79
K00757	42.34
K00758	2.15
K00759	211.81
K00760	192.42
K00761	211.57
K00762	210.71
K00763	205.78
K00764	211.57
K00765	35.36
K00766	43.81
K00767	12.04
K00768	1.75
K00769	20.1
K00772	0.25
K00773	211.22
K00782	27.13
K00783	209.18
K00784	183.39
K00785	3.43
K00786	9.58
K00788	154.41
K00789	245.12
K00790	393.75
K00791	212.56
K00793	44.65
K00794	45.31
K00795	11.23
K00796	183.88
K00797	81.83
K00798	26.24
K00799	4.88
K00800	212.48
K00801	0.25
K00803	0.07
K00805	227.2
K00806	215.14
K00808	0
K00809	0
K00812	23.07
K00813	3.92
K00817	116.99
K00818	27.58
K00819	0.58
K00820	212.52
K00821	4.67
K00822	0.5
K00823	0.59
K00824	8.45
K00826	214.11
K00830	0
K00831	151.53
K00832	1.34
K00833	26.53
K00835	0.25
K00836	2.91
K00839	0.5
K00840	0
K00841	181.1
K00842	0
K00844	0.25
K00845	188.59
K00847	191.9
K00848	9.52
K00849	153.45
K00850	190.74
K00851	34.53
K00852	49.02
K00853	0.65
K00854	10.2
K00855	0
K00856	0.25
K00857	187.19
K00858	212.06
K00859	212.12
K00860	23.23
K00862	0
K00863	146.32
K00864	190.8
K00865	189.94
K00867	187.99
K00868	266.97
K00869	181.99
K00870	0
K00872	209.66
K00873	236.64
K00874	164.92
K00876	200.13
K00878	103.39
K00879	3.09
K00880	8.82
K00881	0.33
K00882	269.12
K00883	0.25
K00884	3.51
K00885	3.51
K00886	4.12
K00887	181.78
K00891	212.49
K00892	0
K00895	1.81
K00897	4.52
K00899	0
K00901	26.31
K00906	0.25
K00912	24.59
K00917	229.62
K00918	0
K00919	100.25
K00924	2.45
K00925	215.05
K00926	168.43
K00927	212.06
K00928	213.08
K00929	1.31
K00930	35.55
K00931	209.8
K00932	0
K00936	145.75
K00937	54.28
K00938	181.99
K00939	214.74
K00940	182.08
K00941	97.12
K00942	213.3
K00943	211.56
K00945	188.43
K00946	29.87
K00947	0
K00948	366.56
K00949	182.9
K00950	147.2
K00951	212.77
K00954	187.55
K00955	0.88
K00956	1.96
K00957	2.17
K00958	22.19
K00962	211.8
K00963	238.36
K00965	182.46
K00966	0.91
K00968	1.09
K00969	210.83
K00970	7.96
K00971	8.74
K00972	0
K00973	157.57
K00974	208.68
K00975	342.36
K00978	1.94
K00979	27.98
K00980	13.7
K00981	214.42
K00982	7.05
K00983	19.85
K00984	0
K00986	0.24
K00988	0
K00989	7.3
K00990	26.86
K00991	48.38
K00992	0.5
K00993	0
K00995	216.08
K00996	4.19
K00997	208.15
K00998	4.01
K01000	212.06
K01002	0
K01003	0
K01004	0.73
K01006	69.28
K01007	4.91
K01008	27.69
K01011	6.12
K01012	34.65
K01023	20.71
K01026	5.04
K01027	0
K01028	0.5
K01029	0.5
K01031	0.25
K01032	0.25
K01034	34.28
K01035	34.28
K01039	0
K01040	0
K01042	26.28
K01046	0.75
K01048	2.85
K01051	0
K01053	1.04
K01055	0.5
K01056	212.97
K01057	6.58
K01058	23.15
K01060	41.92
K01061	0.5
K01066	0.65
K01067	0
K01069	7.07
K01070	29.05
K01071	181.78
K01073	0
K01075	0
K01077	5.74
K01078	0.21
K01079	183.3
K01081	121.24
K01082	27.02
K01083	0
K01085	0.83
K01086	0
K01087	1.16
K01089	20.61
K01090	181.48
K01091	205.04
K01092	204.05
K01093	0
K01095	26.56
K01096	3.67
K01101	106.18
K01104	361
K01113	0.7
K01114	1.5
K01117	0
K01118	89.57
K01119	123.46
K01120	0
K01121	0
K01126	192.03
K01129	7.26
K01130	0.25
K01133	0.25
K01134	0
K01135	0
K01136	0
K01137	0
K01138	0.5
K01139	17.41
K01141	3.67
K01142	215.44
K01144	0.25
K01146	0
K01147	3.83
K01150	8.71
K01151	34.05
K01153	281.83
K01154	314.52
K01155	10.9
K01156	111.76
K01158	0.25
K01159	30.28
K01160	2.83
K01163	5.37
K01165	0
K01166	3.92
K01167	0.25
K01169	0
K01173	18.54
K01174	1.75
K01175	3.67
K01176	119.85
K01178	0.25
K01179	0.33
K01181	1.02
K01182	38.7
K01183	2.84
K01184	0
K01185	3.6
K01186	54.99
K01187	48.29
K01188	0
K01190	101.18
K01191	110.22
K01192	0.5
K01193	271.29
K01194	0.25
K01195	79.67
K01197	0.93
K01198	4.03
K01200	178.58
K01201	0
K01205	0
K01206	10.01
K01207	244.88
K01208	1.24
K01209	2.35
K01210	0
K01212	0.58
K01215	182.4
K01216	0
K01218	0.67
K01219	0
K01220	150.79
K01222	105.54
K01223	700.93
K01224	1.71
K01226	156.52
K01227	37.55
K01232	7.54
K01233	0
K01235	1.02
K01236	1.7
K01239	13.37
K01241	1.41
K01243	202.21
K01246	188.19
K01247	0.5
K01250	0
K01251	1.58
K01252	0.66
K01253	0
K01255	29.52
K01256	89.81
K01258	212.98
K01259	2.75
K01261	181.78
K01262	212.17
K01263	0
K01264	0
K01265	218.38
K01266	0.5
K01267	3.15
K01269	0
K01270	28.8
K01271	180.24
K01273	2.25
K01274	106.52
K01277	0.5
K01278	1
K01281	155.67
K01283	0
K01284	3.15
K01286	46.14
K01295	2.69
K01297	0.59
K01299	0
K01301	0
K01303	0
K01304	169.72
K01305	1.27
K01308	0
K01318	0
K01322	2.78
K01338	28.24
K01342	0
K01347	4.66
K01354	1.97
K01355	0
K01356	38.45
K01358	221.4
K01361	85.91
K01372	160.36
K01387	0.46
K01390	32.12
K01392	0
K01399	0
K01400	0
K01401	0
K01406	0
K01407	1.84
K01409	212.74
K01414	4.62
K01415	0
K01417	0
K01419	53.88
K01420	79.87
K01421	186.08
K01424	213.18
K01425	1.2
K01426	150.41
K01427	0
K01428	4.07
K01429	3.38
K01430	3.38
K01432	0
K01433	27.1
K01434	0.67
K01436	34.38
K01438	5.94
K01439	210.3
K01440	0
K01442	6.58
K01443	188.41
K01444	0.09
K01446	36.75
K01447	6.71
K01448	137.7
K01449	0.09
K01451	19.38
K01452	0
K01453	1
K01455	0
K01457	0.4
K01458	0.46
K01460	0.66
K01461	0
K01462	367.27
K01464	0.18
K01465	226.71
K01466	0.55
K01467	154.5
K01468	6.45
K01469	0
K01470	0
K01471	0.25
K01473	0
K01474	0
K01476	0
K01477	0.7
K01478	131.35
K01479	5.7
K01480	3.03
K01482	0.07
K01483	0.97
K01484	0.25
K01485	27.09
K01486	50.5
K01487	0.34
K01488	127.01
K01489	187.77
K01491	212.06
K01492	0
K01493	182.78
K01494	29.24
K01495	184.61
K01496	5.79
K01497	22.21
K01499	0
K01501	17.02
K01502	0
K01505	13.29
K01507	106.51
K01512	187.54
K01515	190.58
K01518	0
K01520	190.56
K01521	0
K01523	5.79
K01524	83.09
K01525	4.51
K01531	54.46
K01533	132.41
K01534	223.64
K01535	0.04
K01537	181.64
K01545	0
K01546	18.31
K01547	13.86
K01548	13.98
K01551	6.06
K01555	0.25
K01556	0.25
K01560	37.35
K01561	0.25
K01563	0
K01567	0.18
K01568	0
K01569	0.25
K01571	69.45
K01572	34.53
K01573	3.41
K01574	0.25
K01575	181.53
K01576	0.25
K01577	0
K01578	0
K01579	16.09
K01580	2.71
K01581	0.67
K01582	73.11
K01583	7.11
K01584	0.25
K01585	23.58
K01586	207.08
K01588	211.57
K01589	190.93
K01590	0
K01591	210.48
K01593	0
K01594	0
K01595	156.18
K01596	3.53
K01597	181.99
K01598	154.46
K01599	30.21
K01601	0
K01602	0
K01607	38.51
K01608	0.25
K01609	63.8
K01610	59.43
K01611	0.92
K01613	51.77
K01615	0.5
K01616	0.91
K01617	0.2
K01619	193.99
K01620	80.8
K01621	9.8
K01622	0
K01623	4.73
K01624	215.11
K01625	189.19
K01626	264.16
K01627	27.56
K01628	18.69
K01629	0.83
K01630	1.01
K01631	0.25
K01633	141.4
K01635	264.55
K01637	0.25
K01638	0.49
K01639	81.21
K01640	0.25
K01641	181.66
K01643	8.74
K01644	11.55
K01646	8.74
K01647	105.87
K01649	153.76
K01652	217.8
K01653	140.75
K01654	12.83
K01655	0
K01657	66.69
K01658	89.5
K01659	0.7
K01661	9.39
K01662	36.04
K01664	23.58
K01665	8.79
K01666	0.45
K01667	1.42
K01668	0.82
K01669	26.92
K01671	0
K01673	206.59
K01674	5.52
K01676	1.67
K01677	0.61
K01678	0.61
K01679	55.58
K01681	83.52
K01682	24.07
K01683	0
K01684	0.25
K01685	4.24
K01686	112.39
K01687	142.49
K01689	214.65
K01690	0.5
K01692	1.41
K01693	14.5
K01695	66.01
K01696	170.91
K01697	0.7
K01698	28.56
K01699	0
K01703	132.76
K01704	139.86
K01706	0.08
K01707	0.04
K01708	0.04
K01709	1.44
K01710	200.67
K01711	16.33
K01712	6.86
K01713	0.25
K01714	232.83
K01715	1.73
K01716	3.33
K01719	27.21
K01720	4.3
K01721	0
K01724	0.25
K01725	0.25
K01727	45.69
K01728	0
K01729	0
K01730	0
K01733	211.68
K01734	31.17
K01735	208.04
K01736	212.06
K01737	54.33
K01738	220.58
K01739	118.95
K01740	134.37
K01744	34.27
K01745	10.19
K01746	1.7
K01749	28.3
K01750	28.19
K01751	0.42
K01752	357.93
K01753	3.49
K01754	169.31
K01755	177.01
K01756	230.37
K01758	0
K01759	301.68
K01760	33.4
K01761	0.59
K01766	3.67
K01768	2.1
K01770	9.76
K01771	0
K01772	88.51
K01775	213.55
K01776	211.72
K01777	0.09
K01778	31.06
K01779	53.64
K01781	0
K01782	0.45
K01783	241.2
K01784	262.72
K01785	153.38
K01787	0.25
K01788	187.24
K01790	170.94
K01791	43.16
K01792	5.84
K01795	0
K01796	0
K01799	0
K01800	0
K01801	0.25
K01802	28.9
K01803	243.27
K01804	1.91
K01805	7.35
K01807	186.29
K01808	31.07
K01809	193.12
K01810	212.31
K01811	0.08
K01812	110.35
K01813	2.03
K01814	35.03
K01815	3.8
K01816	1.49
K01817	185.97
K01818	10.52
K01819	333.45
K01820	0
K01821	220.97
K01823	182.9
K01825	0
K01826	0.76
K01829	0
K01834	194.77
K01835	184.09
K01838	35.11
K01839	185.49
K01840	14.6
K01841	1.42
K01843	0.34
K01844	0.25
K01845	32.93
K01846	0.2
K01847	2.82
K01848	0.26
K01849	0.26
K01850	0
K01851	0.25
K01854	110.68
K01856	0.25
K01857	0.25
K01858	1.16
K01866	212.06
K01867	212.31
K01868	211.72
K01869	212.27
K01870	212.61
K01872	212.15
K01873	212.06
K01874	212.06
K01875	212.15
K01876	215
K01878	208.68
K01879	208.68
K01880	3.38
K01881	212.14
K01883	212.06
K01884	0.25
K01885	55.96
K01886	5.35
K01887	212.8
K01889	212.06
K01890	212.06
K01892	212.06
K01893	185.7
K01894	1.5
K01895	20.33
K01896	0
K01897	66.61
K01902	28.49
K01903	27.49
K01905	0.25
K01906	0.66
K01907	0
K01908	0
K01910	39.38
K01911	9.73
K01912	1.06
K01914	152.94
K01915	218.7
K01916	206.73
K01918	17.82
K01919	150.24
K01920	0.5
K01921	213.91
K01922	154.46
K01923	214.1
K01924	212.39
K01925	212.06
K01926	184.12
K01928	247.16
K01929	212.31
K01933	212.06
K01934	190.73
K01935	30.74
K01937	210.01
K01938	193.14
K01939	188.07
K01940	176.55
K01941	0.41
K01945	212.23
K01947	0.25
K01950	1.91
K01951	222.26
K01952	321.13
K01953	46.08
K01955	215.98
K01956	215.47
K01958	31.03
K01959	22.39
K01960	23.09
K01961	221.93
K01962	208.47
K01963	209.68
K01965	0
K01966	2.81
K01968	0.25
K01969	0.25
K01971	0.21
K01972	212.06
K01974	0
K01975	0.25
K01989	394.73
K01990	1713.01
K01991	3.33
K01992	1533.54
K01993	7.63
K01994	0
K01995	201.29
K01996	201.86
K01997	201.86
K01998	201.86
K01999	221.39
K02000	72.48
K02001	1.82
K02002	75.24
K02003	1237.09
K02004	1097.62
K02005	158.22
K02006	9.04
K02007	9.21
K02008	8.87
K02009	4.89
K02010	93.19
K02011	101.36
K02012	135.45
K02013	407.82
K02014	60.63
K02015	542.38
K02016	327.94
K02017	27.89
K02018	34.68
K02019	8.35
K02020	35.87
K02021	0.25
K02022	0
K02024	1.16
K02025	202.27
K02026	202.81
K02027	207.73
K02028	776.23
K02029	660.43
K02030	1010.01
K02031	124.37
K02032	139.49
K02033	144.89
K02034	147.81
K02035	352.91
K02036	415.1
K02037	258.89
K02038	258.89
K02039	241.94
K02040	262.12
K02041	5.79
K02042	11.37
K02043	0.21
K02044	6.24
K02045	0.87
K02046	0.87
K02047	0.87
K02048	1.12
K02049	14.81
K02050	16.85
K02051	16.96
K02052	56.92
K02053	46.13
K02054	45.21
K02055	45.79
K02056	185.55
K02057	369.69
K02058	2.53
K02062	4.64
K02063	5.23
K02064	5.23
K02065	27.56
K02066	27.56
K02067	27.56
K02068	40.63
K02069	41.74
K02071	222.36
K02072	220.16
K02073	345.31
K02074	1.48
K02075	1.73
K02076	27.32
K02077	2.98
K02078	415.71
K02079	0
K02080	0
K02081	0.4
K02082	143.75
K02083	3.24
K02086	181.78
K02099	1
K02100	0
K02103	0.83
K02106	5.12
K02107	2.36
K02108	210.82
K02109	219.92
K02110	210.82
K02111	210.82
K02112	210.82
K02113	90.43
K02114	210.82
K02115	210.82
K02116	4.17
K02117	64.42
K02118	64.42
K02119	64.17
K02120	64.42
K02121	33.98
K02122	64.17
K02123	64.42
K02124	64.42
K02160	208.43
K02164	0.21
K02167	0.25
K02168	6.36
K02169	25.79
K02170	0.25
K02171	0.08
K02172	0.08
K02173	1.49
K02182	0
K02188	0.84
K02189	0.59
K02190	0.59
K02191	0.34
K02192	0.5
K02193	3.92
K02194	3.92
K02195	3.92
K02196	3.33
K02197	3.92
K02198	3.92
K02199	7.34
K02200	6.84
K02203	0
K02204	0.5
K02205	0
K02217	25.43
K02221	211.06
K02224	1.5
K02225	0.25
K02226	2.66
K02227	1.95
K02228	0.66
K02229	1.16
K02230	1.41
K02231	1.95
K02232	1.7
K02233	1.95
