function.	GI_1
K00001	47.8413295
K00002	0.406204
K00003	93.2490627
K00004	0.0241452
K00005	19.4526791
K00007	0.3647826
K00008	7.3963944
K00009	2.9523074
K00010	4.9453557
K00011	0
K00012	106.8309128
K00013	96.5049335
K00014	104.5514476
K00015	0.0577492
K00016	81.8357632
K00018	9.192797
K00019	138.0341097
K00020	116.667688
K00021	0
K00023	73.7072598
K00024	93.7026977
K00027	19.3240616
K00028	0
K00029	207.3431595
K00030	6.1816077
K00031	98.1666143
K00032	0
K00033	12.2227847
K00034	7.7915735
K00035	0
K00036	11.5306148
K00038	0.076999
K00039	0.0603159
K00040	12.2188897
K00041	8.3244177
K00042	32.3222449
K00043	15.006435
K00045	0.0096249
K00046	118.2750006
K00048	12.6720968
K00050	1.0667564
K00052	123.4479497
K00053	95.4456758
K00054	7.4234221
K00055	7.7803227
K00057	99.8634203
K00058	199.1519529
K00059	881.5463543
K00060	2.0276045
K00064	0.2309969
K00065	4.8786284
K00066	0
K00067	106.797149
K00068	5.4569677
K00073	0.4873392
K00074	205.6427263
K00075	98.5156419
K00076	1.0660931
K00077	130.6493568
K00082	0
K00086	3.2599046
K00087	4.4567356
K00088	104.9657988
K00090	0.7507399
K00091	1.4825746
K00094	0.4244567
K00096	5.552481
K00097	129.1446249
K00098	8.0885007
K00099	99.6295199
K00100	20.0667643
K00101	159.390746
K00102	44.0548671
K00103	0.0192497
K00104	81.770625
K00105	0
K00108	45.1351895
K00111	89.8074102
K00112	1.1124048
K00113	1.1124048
K00114	0.1443731
K00116	7.6784812
K00117	7.6994955
K00118	0
K00119	0.5389928
K00121	74.4941108
K00122	57.1255325
K00123	113.0805137
K00124	94.84901
K00125	0
K00126	50.7825021
K00127	123.4069638
K00128	304.3954205
K00130	8.6687894
K00131	7.9422523
K00132	4.8327255
K00133	101.2700276
K00134	104.8619208
K00135	296.1330567
K00137	0.560007
K00138	0.4637583
K00140	195.5780834
K00141	7.476359
K00145	109.5387338
K00146	1.2151399
K00147	95.3303656
K00148	0.3176208
K00150	0
K00151	29.4958975
K00152	0
K00153	0
K00154	0.3849949
K00155	0.2117472
K00156	52.9267245
K00158	0.0145203
K00161	50.1049758
K00162	50.0953509
K00163	145.4101401
K00164	73.976756
K00166	7.8878222
K00167	7.8878222
K00169	4.8861392
K00170	4.209591
K00171	4.4774941
K00172	4.8861392
K00174	33.4185179
K00175	33.1923443
K00176	18.8381551
K00177	17.8724333
K00178	0
K00179	18.1574108
K00180	18.2672599
K00183	0
K00184	1.5347201
K00185	1.5347201
K00192	0
K00193	0
K00194	1.1417178
K00195	0
K00196	6.1665505
K00197	1.1417178
K00198	17.3843372
K00200	0.0577492
K00201	0.0577492
K00202	0.0577492
K00203	0
K00207	0.0096249
K00208	151.0182132
K00209	0.8638322
K00210	4.0038416
K00215	107.7111052
K00216	0.4891038
K00217	7.1683631
K00218	0.0384995
K00219	22.9351628
K00220	0
K00221	0
K00224	0
K00226	117.1597645
K00228	72.6629612
K00230	3.8775004
K00231	6.3327464
K00232	0
K00239	93.3883797
K00240	86.9430285
K00241	85.8971584
K00242	72.7014607
K00243	22.4754588
K00244	91.5256526
K00245	8.1494582
K00246	8.1573185
K00247	7.6014822
K00248	13.6623078
K00249	139.4689482
K00252	107.8310356
K00253	50.7825021
K00255	0.0577492
K00256	0.1058736
K00257	202.1700059
K00258	0
K00259	10.7829089
K00260	3.6685498
K00261	72.8963427
K00262	98.0459969
K00263	0.1411648
K00265	80.7319781
K00266	119.2498522
K00270	0
K00271	0
K00274	13.5694873
