function.	air_26
K00001	20.6626075
K00002	5.3940769
K00003	85.819491
K00004	32.6020184
K00005	56.1819203
K00007	2.8301887
K00008	16.8633834
K00009	33.7187632
K00010	23.6153129
K00011	0
K00012	63.6231134
K00013	97.7604734
K00014	158.0007656
K00015	0
K00016	120.3635206
K00018	6.3349998
K00019	5.9222309
K00020	10.7455102
K00021	2.1451904
K00023	1.3680589
K00024	65.2026166
K00027	49.3609401
K00028	0
K00029	28.1397266
K00030	0.0349406
K00031	100.1881412
K00032	0.1343869
K00033	99.7235464
K00034	3.4806214
K00035	0.0268774
K00036	102.1272716
K00038	2.1451904
K00039	2.4807827
K00040	25.5888572
K00041	6.979801
K00042	22.5931302
K00043	0
K00045	6.5592071
K00046	41.212574
K00048	12.695085
K00050	2.5291619
K00052	103.1688343
K00053	99.9650589
K00054	19.3778268
K00055	2.0778094
K00057	101.5634269
K00058	86.8789718
K00059	117.8437378
K00060	14.4504343
K00064	0.2580229
K00065	17.8391606
K00066	0.1881417
K00067	58.8671766
K00068	17.1658181
K00073	10.3790223
K00074	22.4350623
K00075	103.1828444
K00076	2.2066334
K00077	107.9427964
K00082	0.010751
K00086	0.5590496
K00087	2.2012579
K00088	171.6775269
K00090	14.3758175
K00091	0.0268774
K00094	11.2275798
K00096	0.3893381
K00097	47.9347929
K00098	41.2729752
K00099	78.3141137
K00100	11.9599572
K00101	42.9158445
K00102	0.1505134
K00103	0
K00104	5.8521533
K00105	0
K00106	0
K00108	61.2706188
K00111	89.4187836
K00112	14.4504343
K00113	14.4504343
K00114	0.4837929
K00116	115.771777
K00117	13.3786665
K00118	0
K00119	0.1612643
K00121	33.4636247
K00122	14.5360578
K00123	51.3519144
K00124	16.3561599
K00126	0.0913831
K00127	14.4922862
K00128	83.0759972
K00129	0
K00130	49.2018901
K00131	0.0806322
K00132	0
K00133	100.6862687
K00134	193.189978
K00135	156.9615454
K00137	13.7083625
K00138	12.6834382
K00140	16.7776555
K00141	0.0645057
K00145	96.6602924
K00146	11.8723036
K00147	79.6753209
K00148	1.2607369
K00150	0
K00151	11.7762534
K00152	0.0053755
K00153	12.8861167
K00154	0.4515401
K00155	0.0053755
K00156	61.8159977
K00158	20.3504041
K00161	27.3047266
K00162	27.3047266
K00163	79.7111574
K00164	60.9185314
K00166	20.4805675
K00167	20.4805675
K00169	0
K00170	0
K00171	0
K00172	0
K00174	20.7547168
K00175	20.7547168
K00176	0
K00177	0
K00179	0
K00180	0
K00184	0
K00185	0
K00194	0
K00196	0
K00197	0
K00198	0
K00200	0
K00201	0
K00202	0
K00207	0.0268774
K00208	53.8085254
K00209	0.1290114
K00210	4.3989321
K00211	0
K00214	0
K00215	100.1700949
K00216	18.586462
K00217	5.3629759
K00218	0
K00219	18.9683084
K00220	0
K00221	0.4841769
K00224	0
K00226	101.2792946
K00228	14.3256464
K00230	14.4803833
K00231	66.8463606
K00232	6.4463221
K00239	101.2462143
K00240	100.2096431
K00241	99.1137542
K00242	33.0305149
K00243	20.5450732
K00244	17.4969218
K00245	14.2208246
K00246	14.2324715
K00247	14.2324715
K00248	0.123636
K00249	13.6491279
K00252	31.3038404
K00253	0.6235553
K00254	0
K00255	0
K00256	0
K00257	22.8880461
K00258	0
K00259	59.7825105
K00260	38.4413163
K00261	12.417727
K00262	78.1899658
K00263	2.9336621
K00265	44.9471941
K00266	47.138085
K00270	0
K00271	0
K00273	0
K00274	0.3935617
K00275	34.4209031
K00276	2.4861581
K00278	45.4862779
K00279	0
K00280	0.0149745
K00281	59.6968604
K00282	20.5450732
K00283	21.0292501
K00284	0
K00285	41.0768687
K00286	100.5561054
K00287	100.9922274
K00290	0
K00292	0
K00293	0
K00294	20.3354296
K00297	75.1396475
K00298	0
K00299	67.064008
K00301	5.4059797
K00302	0.236521
K00303	0.5214213
K00304	0.236521
K00305	0.236521
K00309	0
K00311	25.0353886
K00313	24.2737348
K00314	0
K00315	0
K00316	0.0591302
K00317	8.2310072
K00318	20.5354741
K00320	0
K00322	14.4188213
K00324	37.1298786
K00325	37.5305392
K00329	0.2096436
K00330	33.5304342
K00331	33.5160996
K00332	19.2422882
K00333	19.2572627
K00334	33.5160996
K00335	34.529377
K00336	32.607644
K00337	33.5107241
K00338	33.6808196
K00339	33.4928059
K00340	32.9104625
K00341	33.5160996
K00342	33.5160996
K00343	32.258238
K00344	20.9644438
K00346	20.2171693
K00347	20.2171693
K00348	21.5798528
K00349	20.2171693
K00350	20.4966941
K00351	20.2171693
K00353	0
K00354	0
K00355	2.0534322
K00356	0.4192872
K00358	4.6991819
K00359	2.040949
K00360	0
K00362	40.6278466
K00363	36.7187229
K00364	34.0720773
K00365	0
K00366	0
K00367	0
K00368	48.2193626
K00370	64.7403138
K00371	66.2677172
K00372	4.1229909
K00373	65.1762394
K00374	65.8251363
K00375	78.4033564
K00376	4.2537942
K00378	14.2241523
K00380	55.5240021
K00381	37.3581578
K00382	206.1539143
K00383	64.1060193
K00384	122.8434642
K00385	8.1761006
K00386	0
K00387	0
K00389	23.1655142
K00390	48.7811804
K00392	13.9736865
K00394	0
K00395	0
K00397	0
K00404	19.3947213
K00405	19.244208
K00406	9.9365694
K00407	9.8613127
K00410	0
K00411	20.2144816
K00412	20.2144816
K00413	19.0614418
K00423	0
K00425	97.0516366
K00426	99.5690237
K00427	13.9529467
K00428	16.2276694
K00432	108.8142042
K00433	3.4456808
K00435	0
K00436	0
K00437	0
K00441	0
K00446	1.0779707
K00448	9.2953249
K00449	10.3732955
K00450	17.2277372
K00451	0.4192872
K00452	0
K00453	0.2687738
K00455	10.5162249
K00456	0
K00457	8.3761183
K00459	70.873611
K00462	0
K00464	0
K00466	0.1343869
