function.	air_26
K00001	21.4089212
K00002	5.0140779
K00003	84.7704019
K00004	32.6493504
K00005	55.756864
K00007	3.3062555
K00008	16.8974156
K00009	34.614162
K00010	24.3139417
K00011	0.0011254
K00012	62.7767671
K00013	97.3145792
K00014	156.6575929
K00015	0.1887148
K00016	115.7457715
K00018	6.8665185
K00019	7.0837108
K00020	12.3796331
K00021	1.9718729
K00023	1.9610176
K00024	63.8258948
K00027	51.9692995
K00028	0.0330806
K00029	31.0546684
K00030	0.152484
K00031	100.1091158
K00032	0.2218822
K00033	98.9995127
K00034	3.6293708
K00035	0.1542631
K00036	101.6986512
K00038	2.0963452
K00039	2.9074494
K00040	27.2555091
K00041	8.0689683
K00042	25.0250118
K00043	0.0225085
K00045	6.1866907
K00046	40.569525
K00048	13.8610495
K00050	3.3286239
K00052	103.0275913
K00053	99.7917047
K00054	19.5750594
K00055	2.4211601
K00057	101.4860096
K00058	87.8704112
K00059	126.3887519
K00060	16.2022351
K00064	0.5678401
K00065	19.5115733
K00066	0.361842
K00067	59.4027896
K00068	18.8932209
K00073	11.3106191
K00074	24.0538464
K00075	102.8871642
K00076	2.8333469
K00077	107.9378233
K00082	0.0986913
K00086	0.6563487
K00087	2.873537
K00088	167.0429934
K00090	15.9039545
K00091	0.1940002
K00094	12.1131682
K00096	1.1339025
K00097	51.9439605
K00098	39.5994326
K00099	78.1162694
K00100	12.849041
K00101	45.1389449
K00102	0.7754779
K00103	0.0022509
K00104	7.1328285
K00105	0.173673
K00106	0
K00108	59.761196
K00111	90.0874349
K00112	16.0148516
K00113	16.0117209
K00114	1.0677561
K00116	114.3723349
K00117	15.1578792
K00118	0.0011254
K00119	0.7187154
K00121	36.7209927
K00122	14.3759424
K00123	54.8594311
K00124	18.0106999
K00126	0.4517289
K00127	16.2644554
K00128	83.3191307
K00129	0
K00130	48.7871256
K00131	0.475988
K00132	0
K00133	100.8126972
K00134	191.8318677
K00135	153.7702596
K00137	14.9067208
K00138	13.4697012
K00140	18.3164427
K00141	0.304601
K00145	96.3630365
K00146	12.8198856
K00147	79.7479966
K00148	1.4148313
K00150	0.0045017
K00151	12.5087892
K00152	0.0110811
K00153	12.055953
K00154	1.2553424
K00155	0.134608
K00156	59.9476531
K00158	20.2350512
K00161	28.7286861
K00162	28.7275607
K00163	79.6943502
K00164	63.8691368
K00166	20.3404487
K00167	20.3404487
K00169	0.1657272
K00170	0.1657272
K00171	0.0144698
K00172	0.1657272
