function.	GI_4
K00001	43.4461272
K00002	0.1921718
K00003	120.0344206
K00004	0.8990334
K00005	10.1691444
K00007	2.8165047
K00008	16.267378
K00009	2.9788871
K00010	19.3936221
K00011	0
K00012	75.908361
K00013	92.722653
K00014	100.7493033
K00015	0.029736
K00016	97.6534527
K00018	3.1961327
K00019	21.8930659
K00020	19.2240495
K00021	0.0029736
K00023	12.7137136
K00024	35.5844855
K00027	43.6040586
K00028	0.0133812
K00029	54.3768486
K00030	7.8343344
K00031	88.7505804
K00032	0
K00033	36.7828487
K00034	1.7957463
K00035	0
K00036	34.2837158
K00038	0.2572649
K00039	0
K00040	6.5441725
K00041	3.8672894
K00042	8.6959984
K00043	2.3545672
K00045	0
K00046	21.3833959
K00048	17.8385628
K00050	4.7891197
K00052	97.4119102
K00053	104.9128838
K00054	2.1913979
K00055	1.4948375
K00057	93.5911779
K00058	111.3565008
K00059	235.47044
K00060	20.4562336
K00064	0.0564984
K00065	3.9713322
K00066	0.0989812
K00067	53.6621173
K00068	3.2614605
K00073	0.0582326
K00074	49.5259782
K00075	81.0563106
K00076	0.3843436
K00077	67.4186541
K00082	0
K00086	2.1690236
K00087	2.6527575
K00088	125.1620357
K00090	0.1100232
K00091	0.5592238
K00094	0.0014868
K00096	4.6167095
K00097	67.0121132
K00098	0.9843684
K00099	97.828939
K00100	44.9975244
K00101	24.4740965
K00102	9.5403789
K00103	0.0014868
K00104	40.1343421
K00105	0.0858621
K00108	11.6001787
K00111	34.4723362
K00112	0.6072684
K00113	0.1197964
K00114	0
K00116	4.0417348
K00117	0.9843684
K00118	0
K00119	2.8165047
K00121	14.8921557
K00122	7.9346667
K00123	28.4746806
K00124	21.5823289
K00125	0.0989812
K00126	12.5235883
K00127	26.1761159
K00128	78.7328294
K00130	7.1861416
K00131	6.0836983
K00132	3.7690744
K00133	100.2071859
K00134	104.5247832
K00135	49.9143446
K00137	0
K00138	0
K00140	35.5700928
K00141	0.9843684
K00145	93.3074081
K00146	0.0104076
K00147	93.0130647
K00148	2.8373199
K00150	4.015006
K00151	3.964236
K00152	0
K00153	0
K00154	2.8271597
K00155	0.0989812
K00156	26.4659936
