function.	GI_10
K00001	19.680116
K00002	0.3475841
K00003	96.9494531
K00004	0.0634536
K00005	49.6664241
K00007	0
K00008	24.0272891
K00009	14.7564821
K00010	13.1177801
K00011	0
K00012	56.9619453
K00013	70.5228877
K00014	75.3175026
K00015	0.1382673
K00016	110.0064405
K00018	7.8646214
K00019	30.8911752
K00020	59.3575074
K00021	0.0107706
K00023	17.3578686
K00024	25.2702871
K00027	80.3536661
K00028	0
K00029	51.142543
K00030	7.7713601
K00031	65.8952435
K00032	0
K00033	20.2185123
K00034	2.6068493
K00035	0
K00036	7.6016191
K00038	0
K00039	0
K00040	27.5156978
K00041	15.0171913
K00042	20.8027024
K00043	3.6283206
K00045	0
K00046	68.9031851
K00048	39.3740453
K00050	3.7809297
K00052	78.6651875
K00053	58.9823091
K00054	1.4692688
K00055	2.1590518
K00057	95.3750491
K00058	156.2135948
K00059	297.4339706
K00060	2.3241671
K00064	0
K00065	5.1652742
K00066	0.2366214
K00067	85.6224263
K00068	16.8343748
K00073	21.9536757
K00074	108.6288953
K00075	130.6930393
K00076	0.6951682
K00077	75.5027916
K00082	0
K00086	3.8449665
K00087	5.0759712
K00088	100.7183385
K00090	0.3717197
K00091	1.0569976
K00094	0
K00096	12.7275885
K00097	62.3133399
K00098	2.3702279
K00099	99.7265198
K00100	45.6600939
K00101	34.9244711
K00102	11.2394545
K00103	0
K00104	30.7154416
K00105	0
K00108	10.59599
K00111	80.9156892
K00112	1.4789665
K00113	0.2958596
K00114	0
K00116	1.4638835
K00117	1.4638835
K00118	0
K00119	0
K00121	18.1987398
K00122	11.7164536
K00123	41.1472023
K00124	28.9735138
K00125	0.2420067
K00126	11.1535292
K00127	28.4456558
K00128	78.2378661
K00130	2.2069551
K00131	9.7458657
K00132	6.2235039
K00133	90.244426
K00134	108.5719459
K00135	65.7600392
K00137	0
K00138	0
K00140	53.4242542
K00141	1.4638835
K00145	71.3638401
K00146	0.9117297
K00147	79.9106355
K00148	0.0107706
K00150	3.9054128
K00151	6.7780344
K00152	0
K00153	0
K00154	0
K00155	0.2366214
K00156	14.3743869
K00158	0.0796094
K00161	19.1820217
K00162	19.1927922
K00163	31.996704
K00164	17.3961042
K00166	2.3917691
K00167	2.3863838
K00169	33.8255269
K00170	19.2214266
K00171	23.6444022
K00172	33.8147563
K00174	40.5293911
K00175	40.1191926
