function.	skin_14
K00001	78.4
K00002	0
K00003	81.9
K00004	19.29
K00005	9.82
K00007	0
K00008	96.42
K00009	55.47
K00010	17.5
K00011	0
K00012	20.84
K00013	58.41
K00014	84.85
K00015	0
K00016	148.07
K00018	6.45
K00019	12.96
K00020	11.6
K00021	0
K00023	0.33
K00024	31.32
K00025	0
K00027	77.49
K00028	0.95
K00029	2.94
K00030	1.57
K00031	77
K00032	0
K00033	83.5
K00034	12.45
K00035	0
K00036	75.38
K00038	0.33
K00039	0
K00040	0.29
K00041	2.51
K00042	2.05
K00043	0.33
K00045	0.5
K00046	6.96
K00048	2.47
K00050	0.29
K00052	79.6
K00053	78.77
K00054	68.3
K00055	0
K00057	83.65
K00058	89.02
K00059	196.22
K00060	0.5
K00064	0
K00065	9
K00066	0
K00067	13.78
K00068	0.35
K00073	3
K00074	19.11
K00075	83.86
K00076	0
K00077	163.79
K00078	0
K00082	0
K00086	0
K00087	0.28
K00088	101.11
K00090	0
K00091	0
K00094	0
K00096	8.28
K00097	10.18
K00098	0
K00099	16.56
K00100	16.23
K00101	3.86
K00102	0.33
K00104	1.02
K00105	4.57
K00106	0
K00108	62.63
K00111	80.25
K00112	7.2
K00113	7.2
K00114	0
K00116	134.62
K00117	0
K00118	0
K00121	9.55
K00122	50.31
K00123	63.5
K00124	0.86
K00126	0.33
K00127	0.86
K00128	189.19
K00130	68.31
K00131	5.16
K00132	0
K00133	85.86
K00134	146.29
K00135	14.88
K00137	0
K00138	0.66
K00140	9.99
K00141	0
K00145	69.73
K00146	0
K00147	22.05
K00148	0
K00150	0.5
K00151	1.33
K00153	0
K00154	0
K00156	4.08
K00158	71.43
K00161	95.99
K00162	95.99
K00163	8.86
K00164	69.84
K00166	61.31
K00167	61.31
K00169	1.98
K00170	1.98
K00171	1.98
K00172	1.98
K00174	73.87
K00175	73.87
K00176	2.24
K00177	2.24
K00179	4.81
K00180	4.81
K00184	0
K00185	0
K00194	0.28
K00196	0.77
K00197	0.56
K00198	2.05
K00200	0
K00201	0
K00202	0
K00208	83.41
K00209	0.41
K00210	0.75
K00214	0
K00215	82.61
K00216	0
K00217	0
K00218	0
K00219	0.33
K00220	0
K00221	0
