function.	oral_16
K00001	42.5674304
K00002	0.4133744
K00003	80.6724127
K00004	7.6430597
K00005	38.1950023
K00007	10.6330516
K00008	10.8472169
K00009	19.5878381
K00010	23.1292107
K00011	0.0184452
K00012	78.0668369
K00013	54.1167289
K00014	137.2539988
K00015	2.1469509
K00016	82.6034497
K00018	13.1028154
K00019	37.5915816
K00020	40.5254988
K00021	0.076003
K00023	25.5764367
K00024	45.3251025
K00027	24.0311917
K00028	3.3642646
K00029	58.9645429
K00030	1.1983332
K00031	63.3880172
K00032	0.0184452
K00033	71.9412436
K00034	4.1461801
K00035	0.0056754
K00036	69.585069
K00038	4.048381
K00039	0.974272
K00040	6.2487995
K00041	5.9571249
K00042	20.1391558
K00043	5.16572
K00045	0.6933532
K00046	43.4317568
K00048	6.2942043
K00050	0.8150711
K00052	72.7199508
K00053	78.1453672
K00054	52.083786
K00055	2.4810558
K00057	98.788392
K00058	92.3223279
K00059	260.3725003
K00060	10.9596192
K00064	8.6033546
K00065	7.1676462
K00066	0.0136856
K00067	71.8855445
K00068	11.3595668
K00073	0.3370932
K00074	44.4880021
K00075	97.914624
K00076	18.5117467
K00077	90.4603689
K00082	0
K00086	0.2200831
K00087	0.2124788
K00088	107.8933987
K00090	9.9989147
K00091	11.3208432
K00094	0.2609974
K00096	0.6298998
K00097	46.1890091
K00098	3.8570196
K00099	49.0396459
K00100	25.5431094
K00101	29.8853874
K00102	15.3693072
K00103	0.6381637
K00104	41.1146262
K00105	23.0571641
K00108	28.9006041
K00111	28.1897927
K00112	8.2417281
K00113	7.717696
K00114	5.100883
K00116	29.603562
K00117	3.9591511
K00118	0.1603057
K00119	18.3432711
K00121	27.9125652
K00122	4.4492263
K00123	57.7499853
K00124	45.6811332
K00125	0.0040563
K00126	10.7525847
K00127	40.661369
K00128	72.7362318
K00130	30.7021115
K00131	26.9619633
K00132	0.3833933
K00133	90.8677686
K00134	112.2605034
K00135	70.3954579
K00137	3.1964941
K00138	0
K00140	39.3397935
K00141	11.6044858
K00145	56.5820609
K00146	14.242747
K00147	91.5915309
K00148	10.5753674
K00150	0.1243161
K00151	10.7146533
K00152	0.0113509
K00153	1.7448839
K00154	13.7393831
K00155	7.0906539
K00156	20.8780971
K00158	21.7865792
K00161	67.0418365
K00162	66.5081198
K00163	39.9408201
K00164	32.1125381
K00166	12.453646
K00167	12.4404685
K00169	0.4296649
K00170	0.3972147
K00171	0.2363157
K00172	0.4215524
K00174	22.4330017
K00175	22.5762734
K00176	19.1951572
K00177	19.1917019
K00178	0
K00179	2.0014183
K00180	1.9933057
K00183	0.6085919
K00184	4.9685927
K00185	4.1373562
K00192	0.0040563
K00193	0.0040563
K00194	0.4490637
K00195	0.0040563
K00196	0.9360329
K00197	0.4490637
K00198	4.4810313
K00200	1.937193
K00201	1.937193
K00202	1.937193
K00203	0
K00207	0.3361082
K00208	48.1279174
K00209	10.2422375
K00210	1.5890447
K00215	89.4176873
K00216	0.9122229
K00217	1.3457197
K00218	1.2763275
K00219	17.2215236
K00220	0
K00221	0
K00224	9.2325549
K00226	126.1532315
K00228	13.3598049
K00230	3.6557021
K00231	6.4940068
K00232	1.3450547
K00239	43.0444317
K00240	48.9597973
K00241	31.4454617
K00242	21.4026455
K00243	53.2562685
K00244	64.1471814
K00245	25.0324303
K00246	25.0364866
K00247	8.0720297
K00248	4.4162984
K00249	48.2441888
K00252	22.1819569
K00253	11.5034061
K00255	1.9144912
K00256	3.5396967
K00257	47.9287369
K00258	0.0160202
K00259	31.355248
K00260	6.7390929
K00261	13.7219611
K00262	63.4193693
K00263	2.0539833
K00265	21.5533681
K00266	43.2954274
K00270	0
K00271	0.1438726
K00274	6.0581598
K00275	29.212375
K00276	0.7563752
K00278	26.2348051
K00280	0
K00281	23.9210468
K00282	0.7775732
K00283	0.7694607
K00284	4.4400836
K00285	64.7436642
K00286	94.0453286
K00287	82.8215511
K00290	21.0690712
