KO	GI_0
K00001	196.43
K00002	0
K00003	234.22
K00004	47.12
K00005	136.85
K00007	0
K00008	68.6
K00009	1.33
K00010	22.95
K00011	0
K00012	168.69
K00013	197.54
K00014	221.64
K00015	0.17
K00016	174.72
K00018	56.15
K00019	99.98
K00020	398.81
K00021	0
K00023	152.35
K00024	125.34
K00025	0
K00027	115.28
K00028	0
K00029	211.29
K00030	32.55
K00031	237.48
K00032	0
K00033	48.13
K00034	0
K00036	45.62
K00038	0
K00039	0
K00040	23.19
K00041	5.95
K00042	93.14
K00043	0.65
K00045	0
K00046	221.12
K00048	32.83
K00050	1.8
K00052	173.88
K00053	175
K00054	15.33
K00055	0
K00057	203.74
K00058	507.16
K00059	1045.55
K00060	0
K00064	0
K00065	42.18
K00066	0
K00067	169.44
K00068	44.81
K00073	0.33
K00074	399.57
K00075	181.93
K00076	0
K00077	333.11
K00078	0
K00082	0.5
K00086	10.17
K00087	36.36
K00088	212.75
K00090	0.55
K00091	0.55
K00094	0
K00096	32.81
K00097	239.53
K00098	15.33
K00099	210.43
K00100	68.87
K00101	170.33
K00102	86.6
K00103	0
K00104	179.03
K00105	0
K00108	237.32
K00111	195.99
K00112	2.8
K00113	2
K00114	0
K00116	32
K00117	14
K00118	0
K00121	84.64
K00122	0.65
K00123	186.78
K00124	176.01
K00125	0
K00126	84
K00127	172.61
K00128	460.05
K00130	3.61
K00131	37.21
K00132	37.35
K00133	210.44
K00134	243.4
K00135	340.07
K00137	0
K00138	69.67
K00140	236.67
K00141	0
K00145	188.79
K00146	0
K00147	172.22
K00148	0
K00150	0
K00151	69.67
K00153	0
K00154	0
K00156	86
K00158	0
K00161	138.63
K00162	138.63
K00163	169.67
K00164	116.67
K00166	15
K00167	15
K00169	3.6
K00170	3.6
K00171	1.16
K00172	3.6
K00174	92.28
K00175	92.29
K00176	52.3
K00177	52.3
K00179	86.51
K00180	17.69
K00183	5.22
K00184	47.82
K00185	42.6
K00194	0.17
K00196	36.93
K00197	0.17
K00198	75.14
K00200	0
K00201	0
K00202	0
K00208	203.18
K00209	31.56
K00210	1
K00215	241.44
K00216	0
K00217	0
K00218	0
K00219	0.82
K00220	31
K00221	0
K00226	38.2
K00227	0
K00228	115
K00230	31.55
K00231	31
K00232	0
K00239	125.44
K00240	193.26
K00241	122.68
K00242	84.34
K00243	111.16
K00244	43.23
K00245	3.46
K00246	3.46
K00247	1.66
K00248	91.46
K00249	488.35
K00252	84.65
K00253	84
K00254	118.17
K00256	0
K00257	387.24
K00259	36.13
K00260	31.99
K00261	122.34
K00262	139.99
K00263	0
K00265	89.11
K00266	304.86
K00273	0
K00274	39.79
K00275	117.67
K00276	0
K00278	132.01
K00280	0
K00281	118.51
K00282	45.31
K00283	45.31
K00284	71.45
K00285	423.97
