function.	air_11
K00001	18.913489
K00002	5.2923015
K00003	100.5101203
K00004	14.2446662
K00005	31.7787408
K00007	0.3754317
K00008	15.600483
K00009	18.2190027
K00010	17.1345072
K00011	0
K00012	85.1768799
K00013	98.2565663
K00014	148.3917563
K00015	1.3951913
K00016	109.9060814
K00018	32.8570161
K00019	9.1090506
K00020	7.0961972
K00021	2.0430472
K00023	2.7687231
K00024	85.8941013
K00027	34.4889352
K00028	0
K00029	36.8944474
K00030	0.0375432
K00031	100.7167102
K00032	0.2406613
K00033	69.8093233
K00034	5.5854283
K00035	1.5048074
K00036	74.3332416
K00038	4.681081
K00039	0.9072934
K00040	6.5027554
K00041	0.3991002
K00042	4.784915
K00043	0
K00045	8.3478468
K00046	30.5594259
K00048	0
K00050	2.232856
K00052	103.9822838
K00053	100.5103693
K00054	17.8377256
K00055	2.3935969
K00057	101.9529517
K00058	107.8857529
K00059	166.9818462
K00060	2.5909415
K00064	2.3477437
K00065	2.5830122
K00066	0.9976857
K00067	32.9905137
K00068	0.4489169
K00073	0.9370092
K00074	28.3596766
K00075	103.2038612
K00076	0.1954652
K00077	86.892372
K00082	1.8644999
K00086	0.0750047
K00087	0.052234
K00088	172.9409496
K00090	1.0732241
K00091	1.1368842
K00094	0.4999227
K00096	1.510215
K00097	36.6979945
K00098	31.2554349
K00099	81.644256
K00100	13.8366672
K00101	50.1546754
K00102	35.1691316
K00103	0.1238925
K00104	12.1238366
K00105	0
K00106	0.0938579
K00108	56.8336327
K00111	68.3015371
K00112	0.0043528
K00113	0.0043528
K00114	3.1402457
K00116	84.6448401
K00117	3.1067457
K00118	0
K00119	1.9206702
K00121	37.0613596
K00122	13.392194
K00123	30.0591722
K00124	6.7781285
K00126	2.9962821
K00127	4.0157654
K00128	121.325366
K00129	0
K00130	47.2157166
K00131	0.3185101
K00132	0
K00133	101.2761329
K00134	195.2605739
K00135	154.0224036
K00137	0.3441457
K00138	0
K00140	16.1962423
K00141	0.6123388
K00145	65.8117201
K00146	4.0995464
K00147	49.4434818
K00148	4.0612316
K00150	0
K00151	4.3861954
K00152	0.0096265
K00153	14.1861251
K00154	2.158925
K00155	0.697918
K00156	49.3645635
K00158	18.514988
K00161	35.0977976
K00162	34.1648497
K00163	82.123817
K00164	60.1909636
K00166	19.9450523
K00167	19.9406995
K00169	0.3841374
K00170	0.3754318
K00171	0
K00172	0.3841374
K00174	22.2344829
K00175	22.2344829
K00176	0.0043528
K00177	0.0043528
K00179	0.6307254
K00180	0.6307254
K00184	0.3046981
K00185	0.2758606
K00194	0
K00196	0
K00197	0
K00198	0
K00200	0.3003453
K00201	0.3003453
K00202	0.3003453
K00207	0.1732762
K00208	58.4021621
K00209	0.2310349
K00210	0.2647274
K00211	0
K00214	0
K00215	100.6403516
K00216	4.7517742
K00217	5.3579058
K00218	0.1238925
K00219	40.33211
K00220	1.9372277
K00221	0.4978046
K00224	0
K00226	102.5617143
K00228	35.6616356
K00230	1.065546
K00231	66.4360211
K00232	7.3948278
K00239	101.989788
K00240	101.989788
K00241	99.2262612
K00242	36.2798465
K00243	18.9818292
K00244	4.788185
K00245	0
K00246	0
K00247	0
K00248	2.3781549
K00249	24.2101195
K00252	35.1365765
K00253	2.7397853
K00254	0
K00255	0.0619462
K00256	0.7508635
K00257	91.4838957
K00258	0
K00259	59.1040998
K00260	19.168488
K00261	3.4639747
K00262	77.7783917
K00263	3.4962101
K00265	35.3279386
K00266	36.400566
K00270	0.0043528
K00271	0.6232167
K00273	0.8128097
K00274	3.5146751
K00275	38.6754503
K00276	1.4106126
K00278	50.031132
K00279	0
K00280	0
K00281	64.6900014
K00282	19.1126319
K00283	19.5484903
K00284	0.4015487
K00285	48.3598401
K00286	100.8686848
K00287	99.8132289
K00290	0.1325981
K00292	0
K00293	0
K00294	22.4626257
K00297	46.7591413
K00298	0
K00299	63.6647709
K00301	7.2987727
K00302	3.7058438
K00303	4.5046386
K00304	2.7518663
K00305	3.2474362
K00309	0
K00311	34.9655947
K00313	0.8346555
K00314	0
K00315	0.7245832
K00316	0.105891
K00317	7.4095925
K00318	22.4049464
K00320	0.6926716
K00322	34.5891523
K00324	11.5368616
K00325	9.2670523
K00329	1.4716379
K00330	38.7948228
K00331	38.6942473
K00332	6.0754649
K00333	6.2037102
K00334	37.4199557
K00335	38.6814063
K00336	37.4199557
K00337	38.722164
K00338	38.8137869
K00339	38.6942473
K00340	38.6855416
K00341	38.7317904
K00342	38.7317904
K00343	38.7317904
K00344	23.5321343
K00346	32.4507798
K00347	32.4507798
K00348	32.4507798
K00349	32.4507798
K00350	32.4507798
K00351	32.4507798
K00353	0
K00354	0.2502878
K00355	1.9593246
K00356	2.771339
K00358	4.4731399
K00359	2.0248319
K00360	0.8090554
K00362	24.8659408
K00363	23.6334178
K00364	18.5198538
K00365	1.9258832
K00366	1.570284
K00367	0
K00368	66.310003
K00370	70.2570737
K00371	71.1200848
K00372	3.5520738
K00373	71.1244376
K00374	71.1244376
K00375	66.124372
K00376	0.605504
K00378	0.0043528
K00380	22.7534153
K00381	38.7395813
K00382	172.6054659
K00383	83.2954323
K00384	127.8755972
K00385	0
K00386	0
K00387	0.1126295
K00389	12.6259369
K00390	55.1504887
K00392	15.7726734
K00394	0
K00395	0
K00397	0.2502878
K00404	35.1314586
K00405	34.8619178
K00406	35.0130532
K00407	34.6405094
K00410	0.3754318
K00411	34.9463418
K00412	34.9463418
K00413	33.895133
K00423	0.2502878
K00425	96.1563777
K00426	96.9858992
K00427	0.3754317
K00428	3.1617127
K00432	79.6129631
K00433	2.7242029
K00435	0
K00436	0
K00437	0
K00441	0.4955699
K00446	2.8745199
K00448	8.5723357
K00449	9.4783418
K00450	9.3519908
K00451	4.5374735
K00452	0.7863391
K00453	3.823563
K00455	0.5948333
K00456	0
K00457	45.2587996
K00459	56.4836963
K00462	0.5055814
K00464	0
K00466	0.4265001
K00467	0.0619462
K00468	0.1238925
K00469	0
K00470	0.0096265
K00471	0.1612431
K00472	0.9082183
K00476	0
K00477	0
K00478	0.3754318
