KO	GI_5
K00001	65.17
K00002	0.14
K00003	58.14
K00004	13.31
K00005	36.5
K00007	0
K00008	22.17
K00009	1.31
K00010	14.67
K00011	0
K00012	52.95
K00013	58.79
K00014	75.12
K00015	0
K00016	59.81
K00018	31.61
K00019	32.34
K00020	130.97
K00021	0
K00023	48.67
K00024	32
K00025	0
K00027	31.16
K00028	0
K00029	56.34
K00030	2.35
K00031	81.44
K00032	0
K00033	15.48
K00034	0
K00036	15.16
K00038	0
K00039	0
K00040	16.78
K00041	2.26
K00042	33.95
K00043	0
K00045	0
K00046	46.42
K00048	17.65
K00050	1.5
K00052	71.11
K00053	59.11
K00054	6.67
K00055	0
K00057	53.8
K00058	150.03
K00059	320.24
K00060	2.17
K00064	0
K00065	10.6
K00066	0
K00067	53.61
K00068	13.67
K00073	4
K00074	114.62
K00075	61.12
K00076	2.5
K00077	101.95
K00078	0
K00082	0
K00086	4.63
K00087	3.68
K00088	64.11
K00090	0.67
K00091	0.67
K00094	0
K00096	29.76
K00097	54.83
K00098	6.67
K00099	61.79
K00100	29.13
K00101	59.34
K00102	25.67
K00103	0
K00104	37.92
K00105	0
K00108	70.34
K00111	51.67
K00112	0
K00113	0
K00114	0
K00116	0
K00117	2.67
K00118	0
K00121	25.83
K00122	0
K00123	48.33
K00124	47.34
K00125	0
K00126	25.67
K00127	47.34
K00128	133.81
K00130	5.28
K00131	6.03
K00132	3.68
K00133	62.11
K00134	63.47
K00135	116.02
K00137	0
K00138	19
K00140	70.34
K00141	0
K00145	66.45
K00146	0
K00147	58.61
K00148	0
K00150	0
K00151	19
K00153	0
K00154	0
K00156	31.67
K00158	0
K00161	32.82
K00162	32.82
K00163	51.34
K00164	27.84
K00166	3.34
K00167	3.34
K00169	0.14
K00170	0.14
K00171	0.14
K00172	0.14
K00174	19.8
K00175	20.12
K00176	15.15
K00177	15.15
K00179	33.94
K00180	14.94
K00183	0
K00184	0.67
K00185	0.67
K00194	0
K00196	4.47
K00197	0
K00198	16.33
K00200	0
K00201	0
K00202	0
K00208	62
K00209	2.13
K00210	2.83
K00215	63.93
K00216	0
K00217	0
K00218	0
K00219	0
K00220	0
K00221	0
K00226	6.79
K00227	0
K00228	25.67
K00230	3.85
K00231	1.33
K00232	0
K00239	30.67
K00240	49.67
K00241	30.67
K00242	25.67
K00243	24.48
K00244	7.33
K00245	4
K00246	4
K00247	4
K00248	29.96
K00249	139.35
K00252	25.67
K00253	25.67
K00254	29.17
K00256	0
K00257	104.16
K00259	2.83
K00260	1.68
K00261	34
K00262	52.77
K00263	0
K00265	28.51
K00266	93.54
K00273	0
K00274	5.44
K00275	29.17
K00276	0
K00278	37.79
K00280	0
K00281	30.67
K00282	10.01
K00283	10.01
K00284	19.3
K00285	132.35
K00286	80.81
K00287	60.11
K00288	0
K00290	16.27
K00293	0
K00294	1.5
K00297	59.35
K00298	1.68
K00299	21.67
K00301	0
K00302	0
K00303	50
K00304	0
K00305	0
K00311	25.67
K00313	0
K00316	0
K00317	0
K00318	1.5
K00322	0
K00324	55.34
K00325	26.67
K00330	28.66
K00331	28.66
K00332	27.33
K00333	27.33
K00334	35.58
K00335	33.04
K00336	36.56
K00337	28.66
K00338	28.66
K00339	28.66
K00340	27.67
K00341	28.66
K00342	28.66
K00343	28.66
K00344	85.01
K00346	4.33
K00347	4.33
K00348	4.33
K00349	4.33
K00350	4.33
K00351	4.33
K00354	1.31
K00355	8.7
K00356	34
K00362	38.32
K00363	25.67
K00364	0
K00365	0
K00366	6.27
K00367	0
K00368	0
K00370	2.67
K00371	2.67
K00372	8.65
K00373	2.67
K00374	2.67
K00375	156.7
K00376	0
K00380	22.34
K00381	26.34
K00382	122.87
K00383	21.67
K00384	93.58
K00385	7.94
K00387	0
K00389	2
K00390	26.48
K00392	0.67
K00394	1.97
K00395	1.97
K00404	44.67
K00405	25.67
K00406	25.67
K00407	25.67
K00411	25.67
K00412	25.67
K00413	25.67
K00425	78.01
K00426	78.01
K00427	0
K00428	14
K00432	50.22
K00433	9.15
K00435	0
K00436	0
K00437	0
K00441	0
K00446	0
K00448	4
K00449	4
K00450	32.34
K00451	25.67
K00452	0
K00453	21.67
K00455	0
K00456	0
K00457	25.67
K00459	62.02
K00466	0
K00467	0
K00469	0
K00471	0
K00472	4
K00476	0
K00477	25.67
K00479	0
K00480	51.34
K00481	0
K00483	0
K00484	0
K00486	0
K00491	0
K00493	0
K00496	0
K00499	0
K00500	0
K00505	0
K00507	25.67
K00508	0
K00510	1
K00517	4
K00520	0
K00523	48.67
K00525	47.44
K00526	32.98
K00527	41.75
K00528	95.34
K00529	46
K00531	0.67
K00532	3.99
K00533	15
K00534	0
K00537	67.65
K00543	0
K00547	1.46
K00548	62.25
K00549	47.62
K00554	61.79
K00556	1.5
K00557	0.67
K00558	22.04
K00560	59.79
K00561	1.5
K00563	10.77
K00564	0.14
K00566	67.63
K00567	62.3
K00568	29.67
K00569	25.67
K00570	0
K00571	7.84
K00573	61.17
K00574	30.64
K00575	78
K00584	0
K00588	0
K00590	0
K00595	16.47
K00596	4
K00598	13
K00600	61.79
K00602	65.09
K00603	2.83
K00604	82.47
K00605	40.68
K00606	50.46
K00608	0
K00609	80.79
K00610	24.98
K00611	34.59
K00612	6.67
K00613	0
K00615	180.68
K00616	53.57
K00619	0
K00620	54.78
K00621	0
K00625	60.45
K00626	154.36
K00627	65.19
K00631	0
K00632	47.34
K00633	4.29
K00634	10.98
K00635	0
K00638	1.68
K00639	11.33
K00640	65.63
K00641	27.84
K00643	0
K00645	66.67
K00646	0
K00647	6.67
K00648	94.86
K00651	34.62
K00652	32.67
K00655	109.45
K00656	46.63
K00657	9.33
K00658	29.17
K00661	35.43
K00662	1.28
K00663	0
