reactions	air_8
K00001	34.2034395903087
K00003	126.286953103822
K00004	7.5
K00005	0
K00006	126.798439590309
K00007	0
K00008	0
K00009	0.1
K00010	0
K00011	127.218439590309
K00012	101.452142857143
K00013	1.96743697478992
K00014	126.386953103822
K00015	8.06214285714286
K00016	34.4860026155187
K00018	8.06214285714286
K00019	0.38
K00020	0.937142857142857
K00021	0
K00022	0.937142857142857
K00024	1.93714285714286
K00025	1.93714285714286
K00026	1.93714285714286
K00027	1.08214285714286
K00028	1.08214285714286
K00029	8.16743697478992
K00030	0
K00031	101.452142857143
K00033	125.514516129032
K00034	0.33
K00036	124.969516129032
K00039	0
K00040	0
K00041	0
K00042	0.537142857142857
K00043	0
K00045	0
K00046	0
K00048	0
K00049	8.06214285714286
K00050	8.06214285714286
K00052	100.85743697479
K00053	101.73243697479
K00054	0
K00057	126.798439590309
K00058	94.56243697479
K00059	127.673439590309
K00060	0.33
K00066	0
K00067	101.677142857143
K00068	0.33
K00073	0
K00074	0
K00075	127.673439590309
K00077	33.8169531038222
K00082	101.032142857143
K00086	0
K00087	0.38
K00088	127.673439590309
K00090	0.33
K00094	0
K00096	126.798439590309
K00097	7.93714285714286
K00098	0
K00099	9.59243697478992
K00100	0.33
K00101	34.4860026155187
K00102	7.83
K00103	0
K00104	0.38
K00105	0
K00106	0.38
K00110	0.38
K00111	0
K00112	0
K00113	0
K00116	92.64
K00121	34.2034395903087
K00122	0.505
K00123	0
K00125	0
K00126	0
K00128	125.256658986175
K00130	0.83
K00132	0.1
K00133	126.286953103822
K00134	120.173439590309
K00135	8.33
K00137	125.256658986175
K00139	8
K00140	0.88
K00145	1.09243697478992
K00146	0
K00147	94.66243697479
K00149	125.256658986175
K00150	127.673439590309
K00151	0.33
K00156	0.5
K00158	0.43
K00160	101.52
K00161	126.056953103822
K00162	126.056953103822
K00163	126.056953103822
K00164	9.43714285714286
K00165	0
K00166	0
K00167	0
K00169	1.46029411764706
K00170	1.46029411764706
K00171	1.46029411764706
K00172	1.46029411764706
K00174	0.875
K00175	0.875
K00176	0.875
K00177	0.875
K00179	0
K00199	0.05
K00207	0
K00208	33.9916589861751
K00209	8.43714285714286
