KO	oral_14
K00001	22.67
K00002	3.3
K00003	433.99
K00004	32.8
K00005	352.41
K00007	0
K00008	8.2
K00009	24.77
K00010	8.44
K00011	0
K00012	104.55
K00013	133.19
K00014	504.84
K00015	0
K00016	435.16
K00018	68.15
K00019	3.1
K00020	99.45
K00021	0
K00023	0
K00024	101.77
K00025	0.25
K00027	116.39
K00028	2
K00029	127.44
K00030	4.14
K00031	387.63
K00032	0
K00033	407.56
K00034	3.14
K00036	451.28
K00038	0
K00039	0
K00040	5
K00041	1.19
K00042	3.18
K00043	0
K00045	4.03
K00046	13.68
K00048	4.27
K00050	2.5
K00052	409.37
K00053	415.67
K00054	358.12
K00055	0.5
K00057	484.29
K00058	462.1
K00059	904.7
K00060	3
K00064	0.66
K00065	1
K00066	0
K00067	355.98
K00068	21.72
K00073	50.17
K00074	35.49
K00075	484.31
K00076	19.55
K00077	357.07
K00078	0
K00082	0
K00086	1.69
K00087	1
K00088	488.37
K00090	0
K00091	2.1
K00094	1.22
K00096	2
K00097	104.28
K00098	1.5
K00099	125.93
K00100	24.33
K00101	70.81
K00102	0
K00103	0
K00104	56.43
K00105	292.56
K00108	0
K00111	47.57
K00112	36.69
K00113	36.69
K00114	0
K00116	93.51
K00117	1.97
K00118	0.66
K00121	89.29
K00122	0
K00123	183.1
K00124	86.52
K00125	0.2
K00126	0
K00127	86.22
K00128	20.05
K00130	0
K00131	294.64
K00132	0.2
K00133	483.3
K00134	540.13
K00135	71.9
K00137	0
K00138	3.69
K00140	7.37
K00141	0
K00145	124.53
K00146	0
K00147	470.27
K00148	0
K00150	0
K00151	12.5
K00153	0
K00154	1.16
K00156	2.36
K00158	13.5
K00161	371.35
K00162	371.35
K00163	69.07
K00164	81.96
K00166	0
K00167	0
K00169	4.67
K00170	4.67
K00171	4.67
K00172	6.67
K00174	58.88
K00175	58.88
K00176	56.22
K00177	56.22
K00179	8
K00180	5.33
K00183	0
K00184	21.04
K00185	21.04
K00194	4.6
K00196	4.6
K00197	5.6
K00198	16.58
K00200	0
K00201	0
K00202	0
K00208	122.04
K00209	56.23
K00210	29.79
K00215	482.76
K00216	0
K00217	0
K00218	0
K00219	5.2
K00220	0
K00221	0
K00226	303.24
K00227	0
K00228	6.38
K00230	38.58
K00231	50.61
K00232	0.53
K00239	90.17
K00240	91.6
K00241	92.05
K00242	30.05
K00243	360.02
K00244	371.23
K00245	82.72
K00246	82.72
K00247	35.88
K00248	9.96
K00249	0.53
K00252	13.09
K00253	0
K00254	127.15
K00256	0
K00257	50.62
K00259	79.65
K00260	31.11
K00261	18.55
K00262	435.24
K00263	4.59
K00265	46.91
K00266	68.06
K00273	0
K00274	2.36
K00275	66.91
K00276	0
K00278	40.17
K00280	0
K00281	44.32
K00282	58.91
K00283	56.91
K00284	9.57
K00285	35.57
K00286	482.66
K00287	432.91
K00288	0
K00290	329.51
K00293	0
K00294	13.73
K00297	405.82
K00298	3.11
K00299	4.11
K00301	0
K00302	0.2
K00303	4.2
K00304	0
K00305	0
K00311	30.05
K00313	7.54
K00316	4
K00317	0
K00318	14.03
K00322	0
K00324	68.93
K00325	68.43
K00330	86.13
K00331	86.13
K00332	80.8
K00333	80.8
K00334	52.5
K00335	85.98
K00336	88.06
K00337	86.13
K00338	86.13
K00339	86.13
K00340	86.13
K00341	86.13
K00342	86.13
K00343	86.13
K00344	3.22
K00346	78.09
K00347	78.16
K00348	78.62
K00349	78.09
K00350	78.09
K00351	78.09
K00354	7.24
K00355	282.45
K00356	1
K00362	1
K00363	1.53
K00364	344.88
K00365	0
K00366	0.94
K00367	1
K00368	57.47
K00370	2.01
K00371	2
K00372	0.75
K00373	2
K00374	2
K00375	38.97
K00376	10.67
K00380	60.77
K00381	32.22
K00382	526.58
K00383	436.58
K00384	907.96
K00385	1.93
K00387	0
K00389	4.47
K00390	42.13
K00392	3.19
K00394	0.7
K00395	0.7
K00404	76.95
K00405	73.4
K00406	87.45
K00407	68.59
K00411	76.64
K00412	76.64
K00413	76.64
K00425	101.1
K00426	101.03
K00427	3.81
K00428	137.03
K00432	380.66
K00433	7.74
K00435	3.79
K00436	0
K00437	0
K00441	0
K00446	0
K00448	0
K00449	1.33
K00450	0
K00451	7.12
K00452	6.12
K00453	6.12
K00455	12.5
K00456	0
K00457	7.12
K00459	80.92
K00466	0
K00467	0
K00469	0.53
K00471	0
K00472	0
K00476	0.17
K00477	0
K00479	0
K00480	0
K00481	0
K00483	13
K00484	60.07
K00486	6.12
K00491	0
K00493	0
K00496	0
K00499	0
K00500	6.12
K00505	0
K00507	1.5
K00508	7.9
K00510	0.66
K00517	1.97
K00520	0.99
K00523	30.05
K00525	545.39
K00526	494.8
K00527	419.65
K00528	71.41
K00529	0
K00531	0
K00532	1.93
K00533	0.5
K00534	0.5
K00537	713.57
K00543	0
K00547	294.19
K00548	51.59
K00549	484.7
K00554	484.3
K00556	13.53
K00557	113.77
K00558	1130.38
K00560	439.94
K00561	274.07
K00563	343.65
K00564	383.94
K00566	532.14
K00567	489.44
K00568	60.3
K00569	1.19
K00570	0
K00571	669.36
K00573	90.17
K00574	48.9
K00575	60.75
K00584	1
K00588	5.91
K00590	0
K00595	3.17
K00596	0
K00598	2
K00600	485.98
K00602	486.76
K00603	1.89
K00604	519.12
K00605	101.3
K00606	80.62
K00608	0
K00609	450.26
K00610	34.94
K00611	471.35
K00612	0.66
K00613	1
K00615	1098.28
K00616	165.26
K00619	12.76
K00620	51.27
K00621	0
K00625	349.95
K00626	373.28
K00627	438.08
K00631	35.81
K00632	11.84
K00633	4.33
K00634	4.99
K00635	0
K00638	1
K00639	30.8
K00640	481.74
K00641	75.2
K00643	0
K00645	482.39
K00646	0
K00647	50.67
K00648	555.51
K00651	305.44
K00652	114.88
K00655	525.01
K00656	689.78
K00657	873.05
K00658	99.8
K00661	331.14
K00662	51.68
K00663	0
K00666	3.73
K00672	0
K00673	0
K00674	417.62
K00675	1
K00677	129.05
K00680	42.23
K00681	50.55
K00683	0.66
K00684	86.92
K00685	43.84
K00686	0
K00687	343.48
K00688	694.18
K00689	11.62
K00690	277.16
K00691	93.7
K00692	2.1
K00694	2.24
K00696	0
K00697	0
K00700	405.7
K00702	0
K00703	407.91
K00705	623.91
K00709	0
K00712	4
K00720	0
K00721	31.75
K00728	0
K00737	0
K00745	0
K00748	128.05
K00752	7.17
K00754	17.86
K00756	345.79
K00757	61.92
K00758	3.2
K00759	480.68
K00760	428.02
K00761	483.97
K00762	484.02
K00763	440.96
K00764	484.09
K00765	133.19
K00766	77.27
K00767	50.41
K00768	9.06
K00769	80.74
K00772	4.63
K00773	483.3
K00782	114.98
K00783	481.69
K00784	364.06
K00785	67.27
K00786	12.81
K00788	253.57
K00789	489.22
K00790	836.39
K00791	485.8
K00793	145.54
K00794	145.54
K00795	82.64
K00796	427.83
K00797	313.61
K00798	57.37
K00799	26.31
K00800	484.3
K00801	0
K00803	0
K00805	676.73
K00806	488.54
K00808	0
K00809	13.03
K00812	84.49
K00813	65.69
K00817	438.34
K00818	56.9
K00819	14.78
K00820	478.64
K00821	70.19
K00822	0
K00823	4.43
K00824	10.11
K00826	499.45
K00830	0
K00831	422.06
K00832	32.74
K00833	117.39
K00835	29.79
K00836	23.16
K00839	2.17
K00840	0
K00841	346.09
K00842	0
K00844	0.95
K00845	397.86
K00847	404.68
K00848	3.16
K00849	387.8
K00850	418.87
K00851	111.83
K00852	105.01
K00853	3.44
K00854	44.61
K00855	0
K00856	0
K00857	402.18
K00858	484.3
K00859	485.45
K00860	47.36
K00862	0
K00863	295.7
K00864	400.91
K00865	426.45
K00867	383.9
K00868	662.3
K00869	359.12
K00870	0
K00872	444.52
K00873	531.76
K00874	375.8
K00876	418.9
K00878	113.45
K00879	21.23
K00880	41.34
K00881	1.5
K00882	662.37
K00883	0
K00884	35.88
K00885	35.88
K00886	7.19
K00887	346.1
K00891	480.9
K00892	0
K00895	4.51
K00897	5
K00899	2.53
K00901	131.5
K00906	0.01
K00912	125.16
K00917	571.55
K00918	0
K00919	186.7
K00924	6.93
K00925	509.76
K00926	368.21
K00927	484.5
K00928	490.69
K00929	4.99
K00930	124.53
K00931	471.34
K00932	0
K00936	67.09
K00937	147.39
K00938	346.09
K00939	486.28
K00940	429.42
K00941	187.39
K00942	486.29
K00943	468.77
K00945	435.46
K00946	130.3
K00947	0
K00948	780.28
K00949	358.78
K00950	406.26
K00951	486.55
K00954	479.59
K00955	4.5
K00956	42.13
K00957	46.05
K00958	47.54
K00962	483.73
K00963	542.75
K00965	433.69
K00966	0
K00968	1.5
K00969	448.61
K00970	72.52
K00971	27.3
K00972	0
K00973	409.75
K00974	469.86
K00975	702.15
K00978	4.09
K00979	128.07
K00980	9.82
K00981	500.96
K00982	69.44
K00983	91.6
K00984	0.5
K00986	1
K00988	0
K00989	75.55
K00990	111.89
K00991	94.42
K00992	30.05
K00993	0
K00995	493.97
K00996	22.8
K00997	430.88
K00998	35.95
K01000	485.3
K01002	0.01
K01003	0
K01004	3
K01006	75.32
K01007	35.31
K01008	89.23
K01011	17.93
K01012	146
K01023	49.37
K01026	7
K01027	0
K01028	7.12
K01029	8.12
K01031	0
K01032	0
K01034	12.56
K01035	12.56
K01039	0.39
K01040	0.39
K01042	88.28
K01046	1
K01048	20.98
K01051	0.53
K01053	15.54
K01055	0
K01056	484.3
K01057	68.46
K01058	94.05
K01060	15.3
K01061	1.53
K01066	3
K01067	0
K01069	66.97
K01070	85.74
K01071	347.09
K01073	0
K01075	0
K01077	12.26
K01078	0
K01079	412.75
K01081	342.16
K01082	112.6
K01083	6
K01085	3.75
K01086	0
K01087	0
K01089	81.43
K01090	361.29
K01091	534.33
K01092	478.91
K01093	0
K01095	112.77
K01096	35.88
K01101	69.11
K01104	771.2
K01113	2.5
K01114	1.2
K01117	0
K01118	293.35
K01119	330.97
K01120	0.5
K01121	0
K01126	404.57
K01129	65.29
K01130	2.06
K01133	0
K01134	0
K01135	0
K01136	0.16
K01137	0
K01138	15.82
K01139	98.51
K01141	35.88
K01142	517.88
K01144	12
K01146	0
K01147	65.86
K01150	20.57
K01151	83.59
K01153	794.01
K01154	829.86
K01155	70.09
K01156	381
K01158	0
K01159	135.24
K01160	2
K01163	15.57
K01165	0
K01166	35.88
K01167	0
K01169	0
K01173	48.16
K01174	1.62
K01175	35.88
K01176	90.48
K01178	0
K01179	15.34
K01181	0.53
K01182	55.9
K01183	2
K01184	0
K01185	15.14
K01186	52.22
K01187	80.3
K01188	0
K01190	117.52
K01191	283.96
K01192	1.66
K01193	658.53
K01194	1.66
K01195	280.26
K01197	6.66
K01198	7.43
K01200	346.86
K01201	7.28
K01205	1
K01206	31.65
K01207	908.28
K01208	0.99
K01209	1.19
K01210	0
K01212	2.66
K01215	342.97
K01216	0
K01218	0.56
K01219	0
K01220	289.68
K01222	326.68
K01223	1561.75
K01224	3.47
K01226	340.41
K01227	7.2
K01232	6.73
K01233	0
K01235	0.53
K01236	3
K01239	24.15
K01241	0.5
K01243	457.65
K01246	427.24
K01247	3.67
K01250	4
