KO	oral_13
K00001	39.1
K00002	5.68
K00003	565.49
K00004	15.1
K00005	379.76
K00007	0
K00008	22.96
K00009	26.15
K00010	10.7
K00011	0
K00012	177.96
K00013	241.86
K00014	597.21
K00015	0
K00016	561.56
K00018	87.04
K00019	11.51
K00020	98.33
K00021	0
K00023	0.5
K00024	229.98
K00025	1
K00027	167.33
K00028	9.58
K00029	210.42
K00030	2.41
K00031	459.89
K00032	0
K00033	361.38
K00034	8
K00036	398.75
K00038	0
K00039	0
K00040	11.84
K00041	3.53
K00042	7.16
K00043	0
K00045	1.3
K00046	34.35
K00048	7.38
K00050	1.75
K00052	482.34
K00053	493.93
K00054	357.92
K00055	0
K00057	592.35
K00058	603.44
K00059	1121.55
K00060	3.52
K00064	1
K00065	4.47
K00066	0
K00067	329.32
K00068	13.02
K00073	58
K00074	31
K00075	589.14
K00076	66.67
K00077	368.52
K00078	0
K00082	6
K00086	5.97
K00087	3.03
K00088	613.5
K00090	0.5
K00091	7
K00094	0
K00096	3.41
K00097	200.19
K00098	7.67
K00099	229.96
K00100	74.51
K00101	24.69
K00102	0.5
K00103	0
K00104	188.22
K00105	283.3
K00108	6.5
K00111	39.26
K00112	10.99
K00113	10.99
K00114	0
K00116	204.5
K00117	1.06
K00118	0
K00121	80.45
K00122	0.5
K00123	450.99
K00124	200.6
K00125	0
K00126	0
K00127	201.83
K00128	22.52
K00130	7.45
K00131	280.2
K00132	0
K00133	584.93
K00134	646.52
K00135	70.59
K00137	0
K00138	10.63
K00140	4.52
K00141	0
K00145	239.64
K00146	0
K00147	564.08
K00148	0
K00150	2
K00151	0.75
K00153	1.09
K00154	0.5
K00156	11.02
K00158	24.48
K00161	369.79
K00162	369.79
K00163	20.43
K00164	24.2
K00166	0.5
K00167	0.5
K00169	2.59
K00170	2.59
K00171	1.5
K00172	2.59
K00174	211.25
K00175	211.25
K00176	206.59
K00177	206.59
K00179	11.46
K00180	10.46
K00183	0
K00184	12.69
K00185	12.78
K00194	5.4
K00196	4.4
K00197	6.4
K00198	31.74
K00200	0
K00201	0
K00202	0
K00208	208.58
K00209	74.94
K00210	1.75
K00215	585.57
K00216	0
K00217	0
K00218	0
K00219	2.03
K00220	0
K00221	0
K00226	288.29
K00227	0
K00228	3.03
K00230	11.93
K00231	74.16
K00232	1.53
K00239	182.73
K00240	181.61
K00241	183.33
K00242	3.25
K00243	364.12
K00244	474.25
K00245	195.98
K00246	195.98
K00247	3.91
K00248	7.31
K00249	2.03
K00252	7.28
K00253	0.5
K00254	219.53
K00256	0
K00257	30.74
K00259	103.45
K00260	7.19
K00261	44.57
K00262	411.9
K00263	1
K00265	191.44
K00266	209.73
K00273	0
K00274	1.53
K00275	16.58
K00276	0
K00278	23.46
K00280	0
K00281	20.21
K00282	76.79
K00283	76.79
K00284	4.04
K00285	19.78
K00286	576.25
K00287	386.94
K00288	0.47
K00290	445.94
K00293	0
K00294	9.69
K00297	447.05
K00298	11.82
K00299	24.4
K00301	0
K00302	0
K00303	2
K00304	0
K00305	0
K00311	3.25
K00313	7.74
K00316	32.62
K00317	0
K00318	9.69
K00322	0
K00324	15.99
K00325	14.45
K00330	211.6
K00331	211.01
K00332	191.92
K00333	191.92
K00334	61.77
K00335	176.77
K00336	216.43
K00337	211.01
K00338	211.01
K00339	211.01
K00340	211.01
K00341	211.01
K00342	211.01
K00343	211.01
K00344	2.56
K00346	16.35
K00347	16.82
K00348	17.35
K00349	16.82
K00350	16.82
K00351	16.82
K00354	32.78
K00355	246.95
K00356	0.25
K00362	0.5
K00363	1.03
K00364	344.56
K00365	0
K00366	1.42
K00367	0
K00368	10.27
K00370	6.11
K00371	6.11
K00372	0.5
K00373	6.11
K00374	6.11
K00375	31.72
K00376	35.55
K00380	74.14
K00381	3.65
K00382	434.02
K00383	423.08
K00384	1167.07
K00385	4.55
K00387	0
K00389	0.5
K00390	13.31
K00392	2.3
K00394	3
K00395	3
K00404	192.88
K00405	165.39
K00406	192.9
K00407	171.64
K00411	195.5
K00412	195.5
K00413	195.41
K00425	219.09
K00426	219.09
K00427	34.67
K00428	357.33
K00432	366.4
K00433	12.81
K00435	0
