KO	GI_9
K00001	31.78
K00002	0
K00003	95.03
K00004	52.55
K00005	91.91
K00007	0
K00008	58.86
K00009	7.98
K00010	33.15
K00011	0
K00012	32.7
K00013	58.43
K00014	83.79
K00015	0
K00016	98.97
K00018	48.62
K00019	1
K00020	32.93
K00021	0
K00023	2
K00024	4.88
K00025	0
K00027	102.33
K00028	0
K00029	4
K00030	29.97
K00031	41.35
K00032	0
K00033	13.13
K00034	1.06
K00036	5.61
K00038	0
K00039	0
K00040	10.65
K00041	12.36
K00042	21.23
K00043	0
K00045	0
K00046	12.04
K00048	15.06
K00050	0
K00052	57.3
K00053	54.9
K00054	0
K00055	5.66
K00057	72.48
K00058	127.64
K00059	186.87
K00060	0.17
K00064	0
K00065	18.77
K00066	0
K00067	55.72
K00068	38.28
K00073	0
K00074	81.05
K00075	84.38
K00076	1
K00077	77.85
K00078	0
K00082	0
K00086	22.71
K00087	28.83
K00088	79.02
K00090	2.83
K00091	2.97
K00094	0
K00096	29.89
K00097	30.74
K00098	0
K00099	74.32
K00100	79.2
K00101	2
K00102	1
K00103	0
K00104	90.93
K00105	0
K00108	3
K00111	79.73
K00112	0
K00113	0
K00114	0
K00116	0
K00117	0
K00118	0
K00121	1.03
K00122	0
K00123	60.1
K00124	10.87
K00125	0
K00126	1
K00127	11.75
K00128	50.36
K00130	5.2
K00131	39.11
K00132	35.43
K00133	79.6
K00134	97.7
K00135	9.66
K00137	0
K00138	1
K00140	3.17
K00141	0
K00145	55
K00146	0
K00147	55.99
K00148	0
K00150	0.47
K00151	1
K00153	0
K00154	0
K00156	2
K00158	0
K00161	26.13
K00162	26.13
K00163	2
K00164	1
K00166	0
K00167	0
K00169	18.49
K00170	18.49
K00171	9.62
K00172	18.49
K00174	47.4
K00175	48.68
K00176	41
K00177	41.12
K00179	31.15
K00180	30.15
K00183	20.56
K00184	48.77
K00185	27.69
K00194	5.66
K00196	39.22
K00197	5.66
K00198	81.81
K00200	0
K00201	0
K00202	0
K00208	8.58
K00209	7.13
K00210	1
K00215	104.06
K00216	0
K00217	0
K00218	0
K00219	2.78
K00220	0
K00221	0
K00226	4.51
K00227	0
K00228	1
K00230	21.31
K00231	0
K00232	0
K00239	5.64
K00240	4.59
K00241	3
K00242	1
K00243	56.63
K00244	80.55
K00245	0.88
K00246	0
K00247	0
K00248	95.44
K00249	6
K00252	1
K00253	1
K00254	2
K00256	0
K00257	7.96
K00259	1.96
K00260	18.4
K00261	3.68
K00262	51.46
K00263	0
K00265	12.34
K00266	173.11
K00273	0
K00274	36.34
K00275	2
K00276	0
K00278	50.23
K00280	0
K00281	4
K00282	27.23
K00283	27.23
K00284	23.6
K00285	5
K00286	75.62
K00287	43.2
K00288	0
K00290	22.77
K00293	0
K00294	0
K00297	56.71
K00298	18.28
K00299	1
K00301	0
K00302	0.82
K00303	2.28
K00304	0
K00305	0
K00311	1
K00313	16.43
K00316	0
K00317	0
K00318	0
K00322	0
K00324	3.18
K00325	1.59
K00330	7.11
K00331	7.11
K00332	5.11
K00333	5.11
K00334	51.66
K00335	53.09
K00336	66.14
K00337	7.11
K00338	7.11
K00339	7.11
K00340	3
K00341	8.11
K00342	7.11
K00343	7.11
K00344	3
K00346	2
K00347	2
K00348	2
K00349	2
K00350	2
K00351	2
K00354	7.51
K00355	11.11
K00356	3.68
K00362	5.96
K00363	1
K00364	0
K00365	0
K00366	25.49
K00367	0
K00368	0
K00370	0
K00371	0
K00372	10.61
K00373	0
K00374	0
K00375	91.52
K00376	0
K00380	1
K00381	1
K00382	66.76
K00383	1
K00384	167.96
K00385	46.43
K00387	0
K00389	2.83
K00390	2.5
K00392	3.97
K00394	14.86
K00395	14.86
K00404	2
K00405	1
K00406	1
K00407	1
K00411	1
K00412	1
K00413	1
K00425	13.87
K00426	13.87
K00427	0
K00428	1
K00432	33.73
K00433	44.84
K00435	0
K00436	0
K00437	0
K00441	0
K00446	0
K00448	0
K00449	0
K00450	1
K00451	1
K00452	0
K00453	1
K00455	0
K00456	0
K00457	1
K00459	2
K00466	0
K00467	0
K00469	0
K00471	0
K00472	0
K00476	0
K00477	1
K00479	0
K00480	2
K00481	0
K00483	0
K00484	0
