function.	skin_15
K00001	170.35
K00002	0
K00003	197.62
K00004	31.18
K00005	7.17
K00007	0
K00008	295.84
K00009	147.86
K00010	54.26
K00011	0
K00012	29.11
K00013	171.08
K00014	207.29
K00015	4.72
K00016	376.04
K00018	0.27
K00019	7.08
K00020	34.24
K00021	0
K00023	1.74
K00024	56.69
K00025	0
K00027	191.24
K00028	0
K00029	4.42
K00030	0
K00031	197.57
K00032	0
K00033	213.87
K00034	10.87
K00035	0.52
K00036	202.61
K00038	3.98
K00039	0
K00040	4.24
K00041	0
K00042	3
K00043	0
K00045	3.98
K00046	5.25
K00048	0
K00050	2
K00052	196.61
K00053	197.09
K00054	170.8
K00055	4.5
K00057	197.79
K00058	217.67
K00059	472.03
K00060	0.48
K00064	0.26
K00065	19.34
K00066	0
K00067	6.89
K00068	0
K00073	0.16
K00074	13.48
K00075	197.79
K00076	0
K00077	419.44
K00078	0
K00082	1.25
K00086	0
K00087	0
K00088	247.1
K00090	1
K00091	1
K00094	0
K00096	19
K00097	22.99
K00098	1.35
K00099	27.99
K00100	25.02
K00101	9.97
K00102	1
K00104	1
K00105	2.05
K00106	0
K00108	173.38
K00111	213.42
K00112	19.17
K00113	19.17
K00114	0
K00116	351.73
K00117	2.48
K00118	0
K00121	23.27
K00122	156.88
K00123	167.07
K00124	2.17
K00126	1
K00127	2.17
K00128	512.71
K00130	194.58
K00131	1.72
K00132	0
K00133	198.05
K00134	371.62
K00135	53.33
K00137	0
K00138	8.17
K00140	28.23
K00141	0.26
K00145	172.06
K00146	4.98
K00147	31.04
K00148	0
K00150	0
K00151	0
K00153	4.56
K00154	3.26
K00156	7.09
K00158	188.62
K00161	219.2
K00162	219.2
K00163	28.51
K00164	193.22
K00166	166.75
K00167	167.23
K00169	0
K00170	0
K00171	0
K00172	0
K00174	185.75
K00175	185.75
K00176	0
K00177	0
K00179	0
K00180	0
K00184	0
K00185	0
K00194	0
K00196	0
K00197	0
K00198	0
K00200	0
K00201	0
K00202	0
K00208	192.91
K00209	0
K00210	0.73
K00214	0
K00215	198.61
K00216	1
K00217	7.96
K00218	0
K00219	2.33
K00220	0.26
K00221	0
K00226	204.8
K00227	0
K00228	2.74
K00230	0.15
K00231	191.58
K00232	0.33
K00239	213.57
K00240	213.57
K00241	213.57
K00242	2.99
K00243	169.8
K00244	24.04
K00245	0.17
K00246	0.17
K00247	0.17
K00248	1
K00249	17.51
K00252	147.13
K00253	2.74
K00254	27.99
K00255	2
K00256	1
K00257	157.7
