function.	oral_19
K00001	43.467993
K00002	0.0583253
K00003	74.1443282
K00004	6.7827707
K00005	53.5378167
K00007	2.7321445
K00008	2.8527013
K00009	18.8157341
K00010	10.2220966
K00011	0
K00012	61.6501552
K00013	46.4284409
K00014	126.8914632
K00015	0.5015518
K00016	91.3601362
K00018	14.491796
K00019	21.5620599
K00020	12.3853441
K00021	0.1130981
K00023	6.8230711
K00024	33.1864329
K00027	29.6687785
K00028	4.7313385
K00029	38.5061299
K00030	0.3066741
K00031	49.3491304
K00032	0
K00033	58.2956296
K00034	1.9438836
K00035	0
K00036	58.5263003
K00038	1.3284174
K00039	0.2483768
K00040	2.6556514
K00041	2.4173721
K00042	5.5467673
K00043	1.3282748
K00045	0.6161556
K00046	44.2275374
K00048	1.5078402
K00050	0.1673267
K00052	70.2434332
K00053	76.4796938
K00054	61.4079117
K00055	1.2852795
K00057	98.8033747
K00058	66.2199879
K00059	192.9875046
K00060	3.0145767
K00064	2.0882082
K00065	2.9580698
K00066	0.0054259
K00067	66.1034704
K00068	7.7311817
K00073	0.9406426
K00074	15.0453166
K00075	99.537549
K00076	13.9609751
K00077	56.5224324
K00082	0
K00086	0.3013501
K00087	0.0713592
K00088	103.367329
K00090	2.6182539
K00091	4.1801815
K00094	0.3223015
K00096	0.9756655
K00097	25.659948
K00098	1.3960517
K00099	38.2685172
K00100	18.191571
K00101	21.7680661
K00102	4.0174987
K00103	0.1655845
K00104	19.0870285
K00105	25.1283609
K00108	7.9153752
K00111	19.95382
K00112	11.9538037
K00113	10.9689936
K00114	1.242026
K00116	23.3069268
K00117	1.0482627
K00118	0.0217038
K00119	4.6365085
K00121	19.0514912
K00122	1.3688492
K00123	32.7021966
K00124	29.8782169
K00125	0.0011996
K00126	2.7322866
K00127	21.4314621
K00128	19.1235973
K00130	8.5760954
K00131	36.7979009
K00132	0.0287895
K00133	88.3953575
K00134	110.3284416
K00135	45.9873288
K00137	0.8279226
K00138	0
K00140	13.7109535
K00141	2.9805213
K00145	40.5204538
K00146	3.6624569
K00147	93.3850788
K00148	2.7407237
K00150	0.0610263
K00151	2.9844079
K00152	0
K00153	0.8851368
K00154	3.8039319
K00155	1.8377075
K00156	6.181324
K00158	23.9031904
K00161	65.1865847
K00162	65.3326977
K00163	26.6375289
K00164	24.7593782
K00166	2.1643673
K00167	2.1631678
K00169	0.0931415
K00170	0.083545
K00171	0.0275899
K00172	0.0907424
K00174	14.7726424
K00175	14.775495
K00176	13.7032581
K00177	13.755161
K00178	0
K00179	0.2539631
K00180	0.2515639
K00183	0.010796
K00184	1.6968489
K00185	1.6836538
K00192	0.0011996
K00193	0.0011996
K00194	0.051252
K00195	0.0011996
K00196	0.079299
K00197	0.051252
K00198	1.8482048
K00200	0.4967535
K00201	0.4967535
K00202	0.4967535
K00203	0
K00207	0.0827923
K00208	38.3333779
K00209	2.6718147
K00210	1.3262487
K00215	83.6103192
K00216	0.4614686
K00217	0.3613588
K00218	0.331169
K00219	4.7076239
K00220	0
K00221	0
K00224	7.5472261
K00226	140.6344759
K00228	4.4171501
K00230	4.2028844
K00231	3.6722263
K00232	0.6869755
K00239	23.8208707
K00240	25.1733945
K00241	16.0510905
K00242	10.2455378
K00243	61.2461705
K00244	50.8162878
K00245	26.4740906
K00246	26.4752902
K00247	13.0518593
K00248	1.5433271
K00249	12.9246328
K00252	7.078762
K00253	2.844481
K00255	0.4967535
K00256	0.9107148
K00257	14.58445
K00258	0.0108519
K00259	23.1428383
K00260	5.9524511
K00261	4.2035712
K00262	70.48073
K00263	0.8700383
K00265	15.0370316
K00266	25.3347345
K00270	0
K00271	0.0559551
K00274	2.1691021
K00275	22.713494
K00276	0.2506576
K00278	14.1042574
K00280	0.0106581
K00281	11.1175801
K00282	0.5783227
K00283	0.5759236
K00284	1.6314409
K00285	21.7503357
K00286	95.7736678
K00287	87.6947306
K00290	19.9097476
K00292	0.0054259
K00293	0
K00294	2.1078446
K00297	66.2867845
K00298	0.2528477
K00299	5.1563703
K00301	0.7788004
K00302	2.4912493
K00303	5.072204
K00304	2.4012597
K00305	2.4840519
K00309	0.0066255
K00311	10.4067279
K00313	0.7142267
K00315	0
K00316	1.6773035
K00317	9.8012215
K00318	1.972149
K00320	0.0559551
K00322	0.691456
K00324	26.7502368
K00325	22.7792128
K00329	2.5378433
K00330	24.3918357
K00331	24.7982511
K00332	22.4568596
K00333	22.4470135
K00334	23.5986726
K00335	25.6045289
K00336	24.1035585
K00337	24.4720867
K00338	24.4762162
K00339	23.4364044
K00340	22.7353716
K00341	23.5775509
K00342	26.2911173
K00343	24.3880949
K00344	11.7334379
K00346	19.9122696
K00347	19.9471849
K00348	19.9471849
K00349	19.9471849
K00350	19.9471849
K00351	19.9471849
K00353	0
K00354	1.1697497
K00355	15.7973713
K00356	12.5929257
K00358	10.6527852
K00359	16.8301217
K00362	5.4689243
K00363	5.0540986
K00364	51.8232308
K00365	0
K00366	0.0580178
K00367	0.3834519
K00368	8.7793723
K00370	3.5703974
K00371	3.6531896
K00372	1.6650804
K00373	3.6638477
K00374	3.6229051
K00375	26.7934912
K00376	5.1435396
K00378	1.976509
K00380	12.7878336
K00381	11.2831345
K00382	107.5590862
K00383	78.4633886
K00384	179.1178623
K00385	0.2090271
K00387	0
K00389	0.6274994
K00390	10.4264331
K00392	1.2792718
K00394	0.1935973
K00395	0.1947969
K00404	19.1362874
K00405	19.1362874
K00406	17.8369466
K00407	15.8616235
K00411	22.5819928
K00412	22.5082252
K00413	22.4992005
K00423	0.2483768
K00425	44.717605
K00426	44.0713939
K00427	0.0011996
K00428	36.0902896
K00432	61.2562022
K00433	8.2974939
K00435	0.0477619
K00436	0.1655845
K00441	0.0047982
K00442	0
K00446	0.4354289
K00448	3.104245
K00449	3.1265608
K00450	1.442323
K00451	4.8093081
K00452	1.6345288
K00453	4.2336445
K00455	2.8032671
K00456	0.0108519
K00457	9.1194765
K00459	33.2145122
K00462	0.1655845
K00466	0.331169
K00467	0.2623176
K00469	0.2482101
K00470	0.1655845
K00471	1.5730529
K00472	0.8279226
K00476	1.9042219
K00477	2.2353909
K00478	0.0559551
K00479	2.9891243
K00480	2.0475357
K00481	2.8511644
K00483	1.5968729
K00484	9.4986537
K00485	0.2741974
K00486	1.2205675
K00491	0
K00492	3.5781809
K00493	0.1655845
K00495	0
K00496	3.1472503
K00499	2.4009755
K00500	3.4874477
K00505	0.5553831
K00507	4.6530524
K00508	1.9514418
K00510	0.7313102
K00511	0.0054259
K00517	6.632612
K00518	0.0054259
K00519	0
K00520	5.1119051
K00523	5.0273899
K00525	119.5686968
K00526	117.9793886
K00527	86.8932577
K00528	19.401493
K00529	6.7305605
K00530	0.0120759
K00531	0.0095965
K00532	0.0119956
K00533	0.0059978
K00534	0
K00537	43.0771359
K00538	0.0023991
K00539	0
K00540	79.7425849
K00543	0.9108569
K00545	0.2238205
K00547	29.7765018
K00548	12.7931726
K00549	81.9234561
K00554	100.502402
K00556	1.2196451
K00557	26.1515524
K00558	112.9087659
K00559	0
K00560	87.0039937
K00561	5.4273104
K00563	39.4839522
K00564	73.1557486
K00566	112.312956
K00567	88.5847652
K00568	13.4660517
K00569	0.0054259
K00570	0
K00571	41.6231123
K00573	27.2591182
K00574	27.9508212
K00575	15.693804
K00584	0.0143947
K00588	1.0743666
K00590	0.7530663
K00595	3.9502442
K00596	1.1905757
K00598	1.5588391
K00599	84.8663488
K00600	101.4593937
K00602	96.4597628
K00603	15.5729361
K00604	107.721384
K00605	12.5455869
K00606	26.0502085
K00607	0.9322248
K00608	0.0106315
K00609	88.4427789
K00610	6.5132009
K00611	94.9892075
K00612	3.5829704
K00613	0.2454706
K00614	12.3425439
K00615	187.6810288
K00616	84.1416061
K00619	3.4841277
K00620	26.266473
K00622	0.3916858
K00624	0.17255
K00625	63.5313976
K00626	83.2415084
K00627	87.654071
K00631	13.5099896
K00632	6.8580668
K00633	0.9045261
K00634	0.6012767
K00635	1.6226984
K00638	5.0461686
K00639	7.0330431
K00640	107.5857698
K00641	28.4779998
K00643	0.0001421
K00645	101.4676076
K00646	1.0869575
K00647	20.4349324
K00648	120.1482634
K00651	47.8019806
K00652	33.8266772
K00655	109.6937624
K00656	121.5861872
K00657	21.9113698
K00658	26.2197825
K00661	33.8820441
K00662	14.9830625
K00663	0.1850508
K00666	22.076536
K00672	0.4967535
K00673	5.4654258
K00674	78.7737098
K00675	3.0485921
K00676	7.2060059
K00677	35.7970659
K00680	58.2979392
K00681	23.7130423
K00683	4.1359125
K00684	21.7690406
K00685	14.0153392
K00686	0.0179934
K00687	47.4710767
K00688	94.5533575
K00689	7.9797767
K00690	30.6984943
K00691	10.3309502
K00692	5.4596301
K00693	0
K00694	7.0456469
K00696	0.1021164
K00697	8.914192
K00700	57.6165257
K00701	2.3499272
K00702	0.0011996
K00703	57.6060952
K00705	83.6181694
K00712	4.3092234
K00713	0
K00720	6.2604204
K00721	4.2909496
K00729	0
K00737	0.5480036
K00745	1.2341201
K00748	37.3494846
K00752	18.7632785
K00754	12.7213026
K00756	41.4701301
K00757	33.851774
K00758	2.2189217
K00759	100.8130571
K00760	85.9166157
K00761	97.6489358
K00762	99.8060403
K00763	89.0508334
K00764	97.9537277
K00765	46.4982441
K00766	52.7380186
K00767	41.1584618
K00768	5.2247141
K00769	32.1674772
K00772	0.5576254
K00773	99.1014591
K00776	0.0982207
K00777	0.0314841
K00782	28.8567114
K00783	96.4503319
K00784	62.8185675
K00785	16.1068877
K00786	17.5826036
K00788	99.4183007
K00789	113.8009819
K00790	160.4756193
K00791	99.0919316
K00793	60.6170515
K00794	60.996724
K00795	34.8488036
K00796	97.5644305
K00797	28.6440235
K00798	6.977449
K00799	56.9557126
K00800	99.7463705
K00801	2.8039918
K00803	1.1063261
K00805	33.149183
K00806	97.9187794
K00808	0.0827923
K00809	1.15627
K00810	0.0120759
K00812	16.9387527
K00813	12.3061476
K00817	77.2169229
K00818	14.6924665
K00819	2.2836449
K00820	104.392816
K00821	14.5088418
K00822	4.0571048
K00823	3.2170176
K00824	7.3610329
K00826	105.0130455
K00830	0.8312078
K00831	65.5404046
K00832	12.4327161
K00833	35.1989832
K00835	5.9893822
K00836	13.1431319
K00837	2.3904791
K00839	0.3476079
K00840	0
K00841	47.6742978
K00842	0.3208897
K00843	0
K00844	0.2559855
K00845	79.005954
K00847	73.9020712
K00848	14.9539102
K00849	60.1695152
K00850	77.9733077
K00851	16.7818001
K00852	31.7056347
K00853	0.500216
K00854	21.2976142
K00855	0.5551078
K00856	3.5155583
K00857	76.7236551
K00858	99.8620356
K00859	99.5734718
K00860	14.7875024
K00862	0
K00863	27.6378479
K00864	63.802818
K00865	69.7165971
K00867	73.5876928
K00868	107.3622144
K00869	61.1927681
K00870	0.1342923
K00872	77.1700666
K00873	101.5965576
K00874	73.3127242
