function.	GI_3
K00001	30.0237788
K00002	0.2694782
K00003	91.4893478
K00004	0.2408773
K00005	15.9952865
K00007	0
K00008	6.1884062
K00009	6.3495024
K00010	4.8949213
K00011	0
K00012	64.0185625
K00013	88.9553942
K00014	97.2545137
K00015	0.0420482
K00016	71.5184852
K00018	6.3648607
K00019	107.1325246
K00020	71.4712301
K00021	0.0312036
K00023	68.6596796
K00024	80.8540574
K00027	23.3907302
K00028	0.05519
K00029	147.612634
K00030	29.6453525
K00031	87.2110913
K00032	0
K00033	17.9482045
K00034	5.8648362
K00035	0
K00036	40.2763256
K00038	0.3097728
K00039	0
K00040	9.3067178
K00041	5.5710046
K00042	71.8726972
K00043	8.7693394
K00045	0.0809965
K00046	72.0964425
K00048	8.6809138
K00050	26.5193112
K00052	102.7338802
K00053	87.1343471
K00054	10.6223625
K00055	6.7745202
K00057	99.8769613
K00058	155.8732685
K00059	638.4865285
K00060	0.1328478
K00064	0.0798915
K00065	3.6521629
K00066	0.0021024
K00067	121.2698349
K00068	5.8965077
K00073	2.0122616
K00074	124.2487015
K00075	102.6444484
K00076	0.3274832
K00077	110.4341203
K00082	0
K00086	2.6766357
K00087	2.1812013
K00088	103.8231106
K00090	0.1555782
K00091	0.4837646
K00094	0.0021024
K00096	3.8094899
K00097	103.1360187
K00098	4.6113599
K00099	93.5626852
K00100	14.4530969
K00101	119.8345458
K00102	25.5586895
K00103	0.0021024
K00104	73.1337245
K00105	0.5593815
K00108	78.6483881
K00111	81.7726635
K00112	1.3041452
K00113	1.2513747
K00114	0
K00116	31.5789367
K00117	4.2198769
K00118	0
K00119	0
K00121	96.5488961
K00122	60.393725
K00123	144.8232916
K00124	108.1242632
K00125	0.0021024
K00126	55.9243623
K00127	124.6706611
K00128	180.7223599
K00130	4.9031284
K00131	5.1186608
K00132	2.475046
K00133	97.6705563
K00134	103.4915861
K00135	205.1715217
K00137	0
K00138	0
K00140	142.7240041
K00141	4.2198769
K00145	94.4676584
K00146	0.0552151
K00147	91.8831314
K00148	0.0429331
K00150	0.0021024
K00151	16.9443496
K00152	0
K00153	0.161993
K00154	0.1801063
K00155	0.0021024
K00156	28.7258225
K00158	8.1645264
K00161	33.3677976
K00162	33.3783096
K00163	138.3289356
K00164	69.5263021
K00166	5.0506786
K00167	5.1344245
K00169	7.438967
K00170	5.0611315
K00171	6.1002127
K00172	7.4347621
K00174	22.9599962
K00175	22.1805994
K00176	13.3385607
K00177	13.3778308
K00178	0.0021024
K00179	10.4498741
K00180	10.4839087
K00183	0.0189217
K00184	0.2776678
K00185	0.2566437
K00192	0.0021024
K00193	0.0021024
K00194	0.6129309
K00195	0.0021024
K00196	5.3027832
K00197	0.6129309
K00198	11.5039532
K00200	0.0021024
K00201	0.0021024
K00202	0.0021024
K00203	0.0021024
K00207	0
K00208	120.5045783
K00209	0.0021024
K00210	1.6073682
K00215	103.2808692
K00216	0.1864494
K00217	4.2873739
K00218	0
K00219	13.0903518
K00220	0
K00221	0.0021024
K00224	0
K00226	107.5859012
K00228	68.5839929
K00230	1.9947663
K00231	5.3684774
K00232	0.0809965
K00239	82.2541134
K00240	78.9777711
K00241	76.9300893
K00242	68.5924025
K00243	19.5855513
K00244	60.1077352
K00245	4.8129662
K00246	4.8129662
K00247	4.8003518
K00248	7.6621967
K00249	80.3979683
K00252	63.5797519
K00253	29.539138
K00255	0
K00256	0
K00257	117.430612
K00258	0
K00259	8.4342479
K00260	2.4713462
K00261	69.9332644
K00262	94.9448794
K00263	0.3475487
K00265	75.1930296
K00266	105.2970922
K00270	0.0189217
K00271	0
K00274	7.6881308
K00275	71.4977911
K00276	0.0042048
K00278	50.596035
K00280	0
K00281	46.6444343
K00282	6.8494012
K00283	6.6856596
K00284	1.5335143
K00285	290.4290238
K00286	116.2678457
K00287	97.8541241
K00290	5.6588112
K00292	0
K00293	0
K00294	13.8138023
K00297	86.7984979
K00298	1.4820842
K00299	58.0284786
K00301	0.0885212
K00302	29.843741
K00303	30.1312785
K00304	29.539138
K00305	29.539138
K00309	0.1637416
K00311	72.8421092
K00313	0.7432676
K00315	0
K00316	0
K00317	0.1440186
K00318	0.4822437
K00320	0
K00322	0
K00324	102.3267419
K00325	66.8302494
K00329	16.8984291
K00330	76.1271236
K00331	72.9841652
K00332	68.9159272
K00333	68.9222344
K00334	80.6772727
K00335	107.4815621
K00336	83.1235307
K00337	76.1292261
K00338	76.0846794
K00339	76.1229188
K00340	75.9549724
K00341	76.1271236
K00342	76.1271236
K00343	76.0867818
K00344	104.0723704
K00346	7.9446292
K00347	7.9509364
K00348	7.9509364
K00349	7.9509364
K00350	7.912697
K00351	7.912697
K00353	0
K00354	0
K00355	5.5457813
K00356	17.6254796
K00358	1.1320651
K00359	1.5784697
K00362	31.6697048
K00363	30.9180275
K00364	33.1698914
K00365	0.0168193
K00366	3.4386498
K00367	0
K00368	0.5429445
K00370	9.4660566
K00371	9.4639541
K00372	31.5310321
K00373	9.4702614
K00374	9.3823106
K00375	234.6264772
K00376	4.8884884
K00378	20.908795
K00380	68.8438702
K00381	72.9724585
K00382	259.9713715
K00383	84.490498
K00384	151.7968609
K00385	5.4137645
K00387	0
K00389	28.4899259
K00390	56.1075179
K00392	0.5941714
K00394	1.7965111
K00395	1.7965111
K00404	47.486711
K00405	64.3662184
K00406	55.9264647
K00407	64.364116
K00411	68.5839929
K00412	68.5903001
K00413	68.5839929
K00423	0
K00425	149.3775495
K00426	148.638553
K00427	0.0021024
K00428	6.5089172
K00432	115.44335
K00433	2.5548074
K00435	0.0900532
K00436	0
K00441	0.010512
K00442	0
K00446	4.2586052
K00448	4.3008734
K00449	4.3143728
K00450	12.7889825
K00451	42.2702505
K00452	0.0189217
K00453	42.2912746
K00455	16.9026339
K00456	0
K00457	42.3491446
K00459	133.6306093
K00462	0
K00466	0
K00467	0.2701595
K00469	0
K00470	4.2198769
K00471	0
K00472	0.0840963
K00476	0
K00477	47.4846086
K00478	0
K00479	0.0198066
K00480	59.2195774
K00481	0.0915085
K00483	0.4194305
K00484	0.0527704
K00485	4.2603751
K00486	0
K00491	0.2775179
K00492	0.0720344
K00493	0
K00495	0
K00496	0.0269988
K00499	0
K00500	0.0735843
K00505	0.0177042
K00507	68.5839929
K00508	0.4589802
K00510	1.4508582
K00511	0
K00517	4.709438
K00518	0
K00519	0.0021024
K00520	52.9782396
K00523	60.148444
K00525	96.7042747
K00526	85.6613917
K00527	38.4575105
K00528	128.4712676
K00529	63.2981529
K00530	0.0269988
K00531	0.8632548
K00532	2.3595262
K00533	0.4573654
K00534	0
K00537	117.7664742
K00538	0.3274832
K00539	0
K00540	73.7952714
K00543	0
K00545	0
K00547	5.9096857
K00548	88.4273322
K00549	106.1156914
K00554	99.6901243
K00556	0.1462545
K00557	0.8462151
K00558	94.8614794
K00559	0.0021024
K00560	97.6060086
K00561	0.1122838
K00563	6.7461869
K00564	7.2290939
K00566	107.282282
K00567	155.0341284
K00568	95.1038593
K00569	42.1987686
K00570	0.0021024
K00571	3.9407757
K00573	137.5299925
K00574	98.9655595
K00575	74.4698783
K00584	0.0273313
K00588	0.1991501
K00590	0.006636
K00595	6.294417
K00596	0.0548729
K00598	5.0834742
K00599	23.5861681
K00600	112.9447333
K00602	101.5527132
K00603	4.3452586
K00604	103.463989
K00605	55.1327679
K00606	81.6188368
K00607	0
K00608	0
K00609	135.0633877
K00610	14.2254345
K00611	19.1660206
K00612	4.3878233
K00613	0
K00614	0.139355
K00615	138.8742716
K00616	89.3383506
K00619	0.2001249
K00620	80.7461663
K00622	0
K00624	0.0404982
K00625	66.5913634
K00626	373.9882488
K00627	93.6698935
K00631	0.5804749
K00632	64.651135
K00633	4.6519249
K00634	8.770446
K00635	0
K00638	11.0476251
K00639	8.006731
K00640	151.1706318
K00641	70.0515913
K00643	4.2282865
K00645	147.7103375
K00646	0.0525602
K00647	7.2145725
K00648	137.5299746
K00651	23.5451986
K00652	78.5456361
K00655	172.8355388
K00656	43.9335317
K00657	16.6247306
K00658	72.1396804
K00661	30.3939659
K00662	3.8238786
K00663	0.0802876
K00666	69.9828374
K00672	0.0021024
K00673	0
K00674	79.4917353
K00675	0.4379397
K00676	3.1528076
K00677	83.6357981
K00680	4.7857291
K00681	382.7815624
K00683	0.0869499
K00684	60.0214289
K00685	68.5839929
K00686	2.6306242
