function.	air_4
K00001	31.0499582
K00002	4.5083806
K00003	89.1285477
K00004	13.8661661
K00005	39.1116948
K00007	0
K00008	25.5572057
K00009	35.9449921
K00010	13.3996924
K00011	0
K00012	60.176194
K00013	78.9906708
K00014	140.7579566
K00015	0.9629092
K00016	145.1960583
K00018	5.8886854
K00019	11.2756583
K00020	6.630467
K00021	1.594281
K00023	3.2026561
K00024	53.8005348
K00027	56.3642598
K00028	1.2432616
K00029	13.2774502
K00030	1.905065
K00031	83.0449261
K00032	0.1853211
K00033	86.8649213
K00034	7.0283976
K00035	1.3017332
K00036	90.3820824
K00038	2.6602935
K00039	0
K00040	6.5755823
K00041	1.6287297
K00042	2.1609229
K00043	0.0355181
K00045	5.0653994
K00046	36.1766873
K00048	1.2789899
K00050	1.1076041
K00052	89.8675472
K00053	90.2440465
K00054	47.402217
K00055	1.0290177
K00057	101.6630037
K00058	93.9027862
K00059	160.0089625
K00060	2.660159
K00064	2.1670162
K00065	1.3825998
K00066	0.3370249
K00067	50.5631588
K00068	3.5867252
K00073	2.041872
K00074	25.3428288
K00075	102.1539566
K00076	0.0283382
K00077	114.1924253
K00082	0.0819384
K00086	0.0597615
K00087	0.6173553
K00088	156.0510987
K00090	2.4676115
K00091	1.0925929
K00094	0.14822
K00096	3.8209651
K00097	11.6555831
K00098	22.7980309
K00099	51.2967561
K00100	18.5742261
K00101	18.3605462
K00102	0.8423599
K00103	0.0035199
K00104	7.4108844
K00105	6.8791131
K00106	0
K00108	58.4221865
K00111	74.8509169
K00112	6.4503245
K00113	6.1255553
K00114	1.5747262
K00116	105.6095407
K00117	5.0771603
K00118	1.1628543
K00119	0.3930925
K00121	11.3821593
K00122	22.6646491
K00123	41.0804183
K00124	7.1145936
K00126	0.9592484
K00127	2.6526003
K00128	119.3504954
K00129	0
K00130	50.1610564
K00131	11.3555855
K00132	0.2887255
K00133	95.4471192
K00134	170.6689447
K00135	104.5327149
K00137	0.1927339
K00138	0
K00140	16.3796566
K00141	0.9312408
K00145	75.0473687
K00146	3.6677421
K00147	63.9096476
K00148	1.3091901
K00150	0.2169633
K00151	2.6649595
K00152	0.0074128
K00153	9.6857513
K00154	2.3667244
K00155	1.4101812
K00156	37.5982895
K00158	37.712362
K00161	64.0587946
K00162	64.5145711
K00163	46.0145967
K00164	49.8091355
K00166	33.1978692
K00167	33.1921346
K00169	0.6057591
K00170	0.491509
K00171	0.0805728
K00172	0.5832317
K00174	36.9963085
K00175	37.0673447
K00176	1.5928984
K00177	1.702569
K00179	1.8352744
K00180	1.8352744
K00184	2.1454942
K00185	2.0898506
K00194	0.1645997
K00196	0.2498845
K00197	0.1645997
K00198	0.3007212
K00200	0.5369017
K00201	0.5369017
K00202	0.5369017
K00207	0.0370642
K00208	46.8084448
K00209	0.967438
K00210	0.9579903
K00211	0
K00214	0
K00215	95.0485505
K00216	4.2928842
K00217	3.8721271
K00218	0
K00219	7.0569452
K00220	1.7147813
K00221	0.7403338
K00224	0
K00226	114.5216092
K00228	4.2954888
K00230	2.8432351
K00231	70.4488249
K00232	4.9678252
K00239	77.2834828
K00240	77.1064972
K00241	76.3263398
K00242	5.8621402
K00243	53.0246302
K00244	17.6852961
K00245	5.158386
K00246	5.158386
K00247	5.158386
K00248	6.2026273
K00249	10.1971026
K00252	42.4364458
K00253	3.1053779
K00254	0
K00255	0.4509974
K00256	0
K00257	25.8965496
K00258	0.846928
K00259	85.8291498
K00260	37.2420602
K00261	3.3481645
K00262	59.3722671
K00263	6.2687173
K00265	47.1907253
K00266	52.164649
K00270	0.0338937
K00271	0
K00273	0
K00274	4.5744929
K00275	13.6063037
K00276	0.7875911
K00278	19.2934794
K00279	0
K00280	0.1180004
K00281	28.712104
K00282	33.3782005
K00283	34.1185343
K00284	1.1014179
K00285	13.6071709
K00286	98.594092
K00287	102.2316654
K00290	3.8804899
K00292	0.423464
K00293	0
K00294	34.2244425
K00297	55.8869659
K00298	0.2207179
K00299	60.2652472
K00301	4.3119604
K00302	2.194427
K00303	1.8440467
K00304	1.559387
K00305	1.559387
K00309	0.423464
K00311	5.8287083
K00313	2.9982729
K00314	0
K00315	0.3634411
K00316	0.0815413
K00317	15.3592343
K00318	35.1151462
K00320	0.3634411
K00322	1.1910958
K00324	19.3665094
K00325	16.2061138
K00329	0.9153318
K00330	8.7512273
K00331	8.5652508
K00332	8.5154555
K00333	8.6496532
K00334	10.0868201
K00335	10.6183191
K00336	9.7025895
K00337	8.5742307
K00338	9.9248006
K00339	8.5770509
K00340	8.5655818
K00341	8.6441636
K00342	8.6406437
K00343	8.6441636
K00344	11.0971884
K00346	9.6337208
K00347	9.9765118
K00348	9.9765118
K00349	9.9765118
K00350	9.9765118
K00351	9.9765118
K00353	0
K00354	0
K00355	6.3809924
K00356	4.4204085
K00358	7.9596209
K00359	9.3311537
K00360	0
K00362	35.6579348
K00363	33.7241995
K00364	44.7679412
K00365	0.2361412
K00366	0.9630729
K00367	0.0894836
K00368	29.10108
K00370	44.3494165
K00371	45.8150952
K00372	2.6347105
K00373	45.9458699
K00374	45.8278695
K00375	71.3772513
K00376	1.7543364
K00378	5.5028956
K00380	41.4722932
K00381	12.6422818
K00382	180.4461941
K00383	64.8005242
K00384	157.0504092
K00385	0.2329327
K00386	0
K00387	0.2013381
K00389	8.3457942
K00390	25.339352
K00392	11.174648
K00394	0.3792103
K00395	0.3792103
K00397	0
K00404	4.1580174
K00405	3.9504578
