function.	oral_17
K00001	55.9870084
K00002	0.0683078
K00003	76.8094302
K00004	2.8178868
K00005	71.2407437
K00007	0.4368619
K00008	1.0052604
K00009	29.4184394
K00010	7.3722582
K00011	0
K00012	68.2758296
K00013	30.3487588
K00014	120.2334305
K00015	0.0794294
K00016	128.8683814
K00018	6.3220755
K00019	22.9865708
K00020	4.6207309
K00021	0.0107753
K00023	1.0193445
K00024	13.4948549
K00027	41.7726434
K00028	6.4010671
K00029	11.5728913
K00030	0.0721852
K00031	39.8452414
K00032	0
K00033	65.8343324
K00034	1.984173
K00035	0
K00036	58.1584977
K00038	1.2588102
K00039	0.0397147
K00040	4.7900223
K00041	1.3881815
K00042	1.2402943
K00043	0.2118118
K00045	0.142093
K00046	57.9956085
K00048	1.3067428
K00050	0
K00052	60.8169712
K00053	67.7515045
K00054	86.0784324
K00055	1.5371254
K00057	100.8250012
K00058	58.2138193
K00059	193.5790193
K00060	1.0711941
K00064	0.3177178
K00065	1.8183272
K00066	0
K00067	76.4798533
K00068	10.8296776
K00073	2.6496518
K00074	8.7981941
K00075	99.9180311
K00076	4.2373395
K00077	65.3765046
K00082	0
K00086	0.5305224
K00087	0
K00088	104.2042723
K00090	0.6063114
K00091	2.931772
K00094	0.6312984
K00096	1.8683718
K00097	5.9184397
K00098	0.8237802
K00099	13.7683744
K00100	15.4034856
K00101	7.3232579
K00102	0.9647367
K00103	0.0264765
K00104	5.5321463
K00105	34.4811421
K00108	1.8097007
K00111	13.5894104
K00112	6.4820483
K00113	6.0566195
K00114	0.1985736
K00116	5.8033529
K00117	0.1456206
K00118	0
K00119	0.7413414
K00121	10.3243162
K00122	1.2023262
K00123	12.1919075
K00124	10.260375
K00125	0
K00126	0.4368619
K00127	5.3468946
K00128	5.2979326
K00130	3.4233452
K00131	48.7460686
K00132	0
K00133	84.6707389
K00134	105.7189588
K00135	39.5205815
K00137	0.1323824
K00138	0
K00140	6.5811894
K00141	0.4765766
K00145	29.3486903
K00146	0.5986455
K00147	95.3271622
K00148	0.4422496
K00150	0
K00151	0.892773
K00152	0
K00153	0.9747807
K00154	1.1300676
K00155	0.2912413
K00156	2.2867775
K00158	37.3299901
K00161	88.7109056
K00162	89.6795586
K00163	10.0081084
K00164	8.6990878
K00166	0.9264193
K00167	0.9264193
K00169	0.0965288
K00170	0.0965288
K00171	0
K00172	0.0965288
K00174	4.7067453
K00175	4.8032741
K00176	3.4518707
K00177	3.4518707
K00178	0
K00179	0
K00180	0
K00183	0
K00184	0.2316692
K00185	0.2316692
K00192	0
K00193	0
K00194	0
K00195	0
K00196	0
K00197	0
K00198	0.4314838
K00200	0.0794294
K00201	0.0794294
K00202	0.0794294
K00203	0
K00207	0.0132382
K00208	18.8716838
K00209	0.4236237
K00210	0.0643526
K00215	77.5114934
K00216	0.1313177
K00217	0.0798912
K00218	0.052953
K00219	0.9784367
K00220	0
K00221	0
K00224	1.9416773
K00226	158.7275226
K00228	0.6950076
K00230	3.1316958
K00231	5.918559
K00232	0.7543615
K00239	6.9394111
K00240	7.1880877
K00241	4.4302496
K00242	1.5781084
K00243	85.6004034
K00244	49.6683763
K00245	10.4675855
K00246	10.4675855
K00247	7.0157148
K00248	1.7927334
K00249	4.8186675
K00252	4.7124044
K00253	0.6299196
K00255	0.0794294
K00256	0.1456206
K00257	3.6265404
K00258	0
K00259	28.2239248
K00260	0.5630849
K00261	0.7863844
K00262	74.1399939
K00263	0.2304377
K00265	15.3980723
K00266	17.7864436
K00270	0
K00271	0.0965288
K00274	1.4319361
K00275	7.5653747
K00276	0.3028247
K00278	7.1844511
K00280	0.0413695
K00281	2.5565173
K00282	0.4238259
K00283	0.4238259
K00284	0.2250501
K00285	3.6942716
K00286	97.6491492
K00287	98.6242826
K00290	15.9163577
K00292	0
K00293	0
K00294	0.9603239
K00297	59.6958113
K00298	1.630015
K00299	3.382057
K00301	0.4091924
K00302	0.3971472
K00303	0.8075326
K00304	0.383909
K00305	0.3971472
K00309	0
K00311	0.9514985
K00313	0.964185
K00315	0
K00316	0.4314838
K00317	12.8548849
K00318	1.4584126
K00320	0.0965288
K00322	0.2857253
K00324	10.4999286
K00325	9.1086787
K00329	0.3574325
K00330	6.0642164
K00331	5.990303
K00332	6.0045065
K00333	5.9361089
K00334	6.0599186
K00335	6.314433
K00336	5.77463
K00337	6.0774547
K00338	6.3394615
K00339	5.6554169
K00340	5.549442
K00341	5.7651839
K00342	6.368696
K00343	6.0642164
K00344	3.6548614
K00346	7.1122437
K00347	7.1122437
K00348	7.1122437
K00349	7.1122437
K00350	7.1122437
K00351	7.1122437
K00353	0.1216263
K00354	0.2686949
K00355	18.4235306
K00356	13.4158369
K00358	5.37779
K00359	25.0237315
K00362	1.5745423
K00363	1.3831394
K00364	74.6675355
K00365	0
K00366	0.063709
K00367	0.0463338
K00368	2.3833776
K00370	2.3609551
K00371	2.3741934
K00372	0.2713839
K00373	2.4155629
K00374	2.3152464
K00375	13.4335286
K00376	0.8770563
K00378	0.8596581
K00380	2.4955739
K00381	1.2700436
K00382	101.5616627
K00383	98.1285376
K00384	191.6783183
K00385	0
K00387	0
K00389	0.6872339
K00390	2.2121888
K00392	1.0176767
K00394	0
K00395	0
K00404	3.5985256
K00405	3.5985256
K00406	3.7819993
