KO	oral_19
K00001	142.82
K00002	0.85
K00003	908.71
K00004	46.87
K00005	803.19
K00007	22.53
K00008	38.36
K00009	51.23
K00010	67.92
K00011	0
K00012	244.94
K00013	238.47
K00014	1090.61
K00015	1.6
K00016	980.44
K00018	104.55
K00019	58.71
K00020	243.29
K00021	1.08
K00023	46.06
K00024	211.06
K00025	0
K00027	236.51
K00028	22.9
K00029	266.64
K00030	3.6
K00031	734.1
K00032	0
K00033	841.72
K00034	10.45
K00036	957.56
K00038	1
K00039	0
K00040	12.04
K00041	18.77
K00042	40.47
K00043	5.62
K00045	10.02
K00046	78.95
K00048	20.81
K00050	1
K00052	801.86
K00053	815.04
K00054	777.43
K00055	0
K00057	1008.69
K00058	966.06
K00059	2092.65
K00060	23.55
K00064	16.39
K00065	10.92
K00066	0
K00067	749.04
K00068	38.78
K00073	121.17
K00074	114.45
K00075	1008.98
K00076	22.68
K00077	882.16
K00078	0
K00082	0.42
K00086	3.98
K00087	0.43
K00088	1031.52
K00090	24.7
K00091	39.03
K00094	6.55
K00096	1.43
K00097	154.76
K00098	4.66
K00099	228.53
K00100	83.71
K00101	131.68
K00102	35.02
K00103	1
K00104	111.92
K00105	625.49
K00108	79.2
K00111	132.4
K00112	59.91
K00113	59.91
K00114	12.98
K00116	154.87
K00117	1.18
K00118	0.18
K00121	201.99
K00122	4.2
K00123	434.45
K00124	209.88
K00125	0
K00126	22.53
K00127	208.86
K00128	127.3
K00130	96.87
K00131	626.75
K00132	1.5
K00133	1004.89
K00134	1062.46
K00135	201.16
K00137	7.2
K00138	25.96
K00140	106.47
K00141	34.51
K00145	228.13
K00146	44.14
K00147	976.54
K00148	23.53
K00150	0.61
K00151	24.52
K00153	3.33
K00154	24.53
K00156	46.92
K00158	55.24
K00161	814.36
K00162	814.86
K00163	156.09
K00164	142.31
K00166	19.93
K00167	19.93
K00169	0
K00170	0
K00171	0
K00172	0
K00174	92.73
K00175	92.73
K00176	88.16
K00177	88.16
K00179	3.61
K00180	3.61
K00183	0
K00184	8.41
K00185	8.41
K00194	1.41
K00196	1.84
K00197	1.41
K00198	9.13
K00200	1
K00201	1
K00202	1
K00208	209.38
K00209	140.76
K00210	17.81
K00215	991.34
K00216	4.08
K00217	1.25
K00218	0.08
K00219	30.06
K00220	0
K00221	0.18
K00226	672.46
K00227	0
K00228	29.71
K00230	55.68
K00231	133.4
K00232	1.08
K00239	133.38
K00240	154.31
K00241	134.78
K00242	44.34
K00243	781.46
K00244	790.01
K00245	165.47
K00246	165.47
K00247	83.13
K00248	5.34
K00249	105.66
K00252	53.86
K00253	22.53
K00254	229.99
K00256	11.98
K00257	95.2
K00259	194.74
K00260	21.67
K00261	43.01
K00262	899.79
K00263	3.19
K00265	106.3
K00266	152.89
K00273	0.08
K00274	4.5
K00275	128
K00276	0
K00278	55.26
K00280	0
K00281	58.22
K00282	118.66
K00283	118.66
K00284	23.39
K00285	140.22
K00286	1010.3
K00287	921.37
K00288	0
K00290	635.9
K00293	0
K00294	10.01
K00297	789.41
K00298	7.89
K00299	51.37
K00301	0.5
K00302	22.53
K00303	30.41
K00304	22.53
K00305	22.53
K00311	45.54
K00313	1.83
K00316	13.71
K00317	0
K00318	8.67
K00322	0
K00324	141.3
K00325	128.75
K00330	138.47
K00331	144.09
K00332	127.27
K00333	127.27
K00334	75.56
K00335	129.46
K00336	142.6
K00337	138.47
K00338	138.47
K00339	138.47
K00340	138.47
K00341	138.47
K00342	154.05
K00343	138.47
K00344	123.21
K00346	106.26
K00347	112.76
K00348	106.69
K00349	106.69
K00350	106.69
K00351	106.69
K00354	18.47
K00355	608.22
K00356	26.53
K00362	34.54
K00363	34.36
K00364	750.09
K00365	0
K00366	3.43
K00367	1.8
K00368	51.13
K00370	25.52
K00371	26.52
K00372	8.2
K00373	25.52
K00374	26.52
K00375	198.44
K00376	23.57
K00380	85.95
K00381	54.78
K00382	1047.04
K00383	989.55
K00384	1892.63
K00385	1.91
K00387	0
K00389	2.01
K00390	52.45
K00392	11.02
K00394	0
K00395	0
K00404	103.18
K00405	90.04
K00406	110.08
K00407	94.32
K00411	124.68
K00412	125.68
K00413	124.68
K00425	283
K00426	276.93
K00427	13.69
K00428	266.01
K00432	775.86
K00433	68.58
K00435	0.54
K00436	0
K00437	0
K00441	1
K00446	0
K00448	22.78
K00449	22.86
K00450	2.6
K00451	29.94
K00452	6.78
K00453	27.71
K00455	24.27
K00456	0
K00457	69.78
K00459	203.91
K00466	0
K00467	0
K00469	0.37
K00471	18.6
K00472	1
K00476	22.87
K00477	22.53
K00479	26.81
K00480	7.2
K00481	22.63
K00483	3.74
K00484	71.15
K00486	5.18
K00491	0
K00493	1
K00496	21.61
K00499	24.13
K00500	26.71
K00505	7.95
K00507	40.55
K00508	7.18
K00510	3.93
K00517	7.8
K00520	4.66
K00523	42.34
K00525	1179.18
K00526	1051.51
K00527	913.92
K00528	87.27
K00529	55.71
K00531	0
K00532	1.41
K00533	0
K00534	0
K00537	1453
K00543	5.7
K00547	627.67
K00548	118.45
K00549	1007.25
K00554	1004.96
K00556	7.59
K00557	186.28
K00558	2084.75
K00560	950.01
K00561	535.17
K00563	732.47
K00564	853.84
K00566	1090.05
K00567	1012.95
K00568	93.45
K00569	1.55
K00570	0
K00571	1419.2
K00573	154.22
K00574	148.43
K00575	114.42
K00584	0
K00588	0.5
K00590	0
K00595	26.2
K00596	13.98
K00598	16.56
K00600	1013.67
K00602	1002.64
K00603	7.5
K00604	1079.76
K00605	182.47
K00606	107.11
K00608	0.43
K00609	944.46
K00610	23.01
K00611	992.39
K00612	28.15
K00613	4
K00615	2282.65
K00616	334.92
K00619	20.08
K00620	91.33
K00621	0
K00625	802.48
K00626	952.02
K00627	941.89
K00631	75.06
K00632	31.37
K00633	8.11
K00634	6.68
K00635	0
K00638	2.88
K00639	46.92
K00640	1032.78
K00641	122.28
K00643	0
K00645	1038.09
K00646	6.95
K00647	157.53
K00648	1147.82
K00651	631.83
K00652	195.99
K00655	1049.66
K00656	1517.05
K00657	1701.87
K00658	153.89
K00661	717.23
K00662	106.05
K00663	0
K00666	114.93
K00672	1
K00673	45.06
K00674	844.81
K00675	22.53
K00677	222.12
K00680	93.94
K00681	138.05
K00683	0.68
K00684	129.59
K00685	100.37
K00686	0
K00687	761.37
K00688	1510.8
K00689	146.04
K00690	571.25
K00691	139.97
K00692	37.93
K00694	36.66
K00696	0
K00697	62.39
K00700	893.35
K00702	2.57
K00703	863.42
K00705	1338.42
K00709	0
K00712	5.74
K00720	31.98
K00721	26.51
K00728	0
K00737	0
K00745	0
K00748	218.92
K00752	12.08
K00754	78.71
K00756	750.08
K00757	145.21
K00758	27.01
K00759	1003.02
K00760	924.97
K00761	1002.35
K00762	1002.23
K00763	915.95
K00764	1002.1
K00765	237.57
K00766	162.19
K00767	73.45
K00768	34.63
K00769	165.13
K00772	0.86
K00773	1000.19
K00782	180.36
K00783	989.29
K00784	780.55
K00785	96.46
K00786	34.08
K00788	511.2
K00789	1042.5
K00790	1787.94
K00791	1008.66
K00793	279.39
K00794	270.41
K00795	144.46
K00796	865.89
K00797	624.69
K00798	149.31
K00799	269.35
K00800	1018.9
K00801	23.53
K00803	1.08
K00805	1366.91
K00806	1010.85
K00808	0
K00809	7.91
K00812	111.93
K00813	98.96
K00817	879.48
K00818	110.01
K00819	19.66
K00820	1083.31
K00821	118.03
K00822	33.68
K00823	25.11
K00824	44.92
K00826	1023.19
K00830	2
K00831	838.55
K00832	74.5
K00833	194.99
K00835	16.81
K00836	73.89
K00839	13.42
K00840	0
K00841	767.74
K00842	2
K00844	0.43
K00845	854.4
K00847	899.63
K00848	19.79
K00849	827.36
K00850	890.96
K00851	208.33
K00852	302.11
K00853	2.18
K00854	192.36
K00855	1
K00856	23.53
K00857	873.6
K00858	1004.96
K00859	1005.84
K00860	103.46
K00862	0
K00863	663.83
K00864	886.07
K00865	916.93
K00867	853.18
K00868	1433.37
K00869	782.51
K00870	0.5
K00872	944.16
K00873	1121.47
K00874	888.78
K00876	906.36
K00878	263.56
K00879	64.04
K00880	90.7
K00881	1.91
K00882	1417.31
K00883	24.15
K00884	77.33
K00885	77.33
K00886	20.44
K00887	767.04
K00891	1018.92
K00892	0
K00895	11
K00897	21.69
K00899	3.24
K00901	215.77
K00906	22.53
K00912	206.92
K00917	1203.71
K00918	0
K00919	410.54
K00924	6.92
K00925	1017.69
K00926	858.26
K00927	1005.39
K00928	986.08
K00929	6.68
K00930	214.55
K00931	983.86
K00932	0
K00936	239.47
K00937	257
K00938	773.1
K00939	1013.92
K00940	859.95
K00941	405.5
K00942	1007.37
K00943	994.35
K00945	919.48
K00946	228.07
K00947	0
K00948	1664.83
K00949	787.71
K00950	827.42
K00951	1032.66
K00954	995.22
K00955	6.29
K00956	51.45
K00957	57.07
K00958	82.34
K00962	998.89
K00963	1143.14
K00965	936.74
K00966	0.75
K00968	4.98
K00969	922.43
K00970	143.12
K00971	61.46
K00972	0
K00973	798.27
K00974	985.69
K00975	1528.39
K00978	12.51
K00979	218.59
K00980	36.6
K00981	1036.88
K00982	143.42
K00983	157.15
K00984	12.98
K00986	1.62
K00988	1
K00989	139.57
K00990	198.6
K00991	200.82
K00992	42.34
K00993	0
K00995	1028.48
K00996	66.95
K00997	916.95
K00998	87.2
K01000	1006.21
K01002	0.1
K01003	0
K01004	5.58
K01006	203.7
K01007	50.96
K01008	194.4
K01011	66.13
K01012	250.62
K01023	84.52
K01026	12.25
K01027	0
K01028	31.35
K01029	31.35
K01031	22.53
K01032	22.53
K01034	73.02
K01035	73.02
K01039	1.5
K01040	1.5
K01042	191.35
K01046	41.96
K01048	38.01
K01051	6.83
K01053	29.72
K01055	25.94
K01056	1006.14
K01057	136.75
K01058	101.91
K01060	60.1
K01061	78.77
K01066	43.43
K01067	0.5
K01069	121.55
K01070	196.44
K01071	767.02
K01073	0
K01075	2
K01077	25.78
K01078	6.62
K01079	865.58
K01081	679.81
K01082	179.42
K01083	2.73
K01085	17.67
K01086	0
K01087	24.36
K01089	148.32
K01090	796.26
K01091	1048.17
K01092	981.35
K01093	0
K01095	206.31
K01096	80.96
K01101	212.91
K01104	1613.4
K01113	6.86
K01114	123.95
K01117	0.25
K01118	640.27
K01119	730.56
K01120	0
K01121	0.5
K01126	972.34
K01129	133.19
K01130	17.58
K01133	22.96
K01134	0
K01135	0
K01136	1.37
K01137	0
K01138	5.52
K01139	174.77
K01141	81.56
K01142	1059.47
K01144	3.17
